"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
14.80488 4.086589 29.90119 3.857271 -30.24971 -3.946431
14.68527 4.03436 29.98576 4.024166 -30.13309 -3.873909
14.41659 4.053004 29.88256 3.99532 -29.79803 -3.906695
14.40044 4.015353 30.12228 3.989955 -30.06993 -3.893228
14.7293 4.094625 29.93168 3.9818 -30.14409 -3.888206
14.68155 4.145331 30.39285 4.032746 -30.04556 -3.931322
14.84355 4.02749 30.08468 3.998367 -30.11233 -4.039634
14.96756 4.133844 30.16525 3.854075 -29.95272 -3.829011
14.8153 3.935979 30.04059 3.971617 -30.25206 -3.959097
14.56994 4.071553 30.36572 3.943521 -30.22244 -3.884953
14.5683 3.90707 29.88288 3.860462 -30.22231 -3.959526
14.35588 4.155221 30.28624 3.904552 -30.69074 -3.930518
14.70108 3.917672 30.02538 3.984068 -30.14573 -3.968835
14.74098 3.935333 30.15846 4.04986 -30.00846 -3.988393
14.65052 4.144917 30.14811 3.876373 -30.16538 -3.986665
14.51884 3.990117 30.1775 3.908642 -30.36067 -3.89019
14.58831 3.977323 30.30221 4.010704 -30.30099 -3.92991
14.91689 3.965159 30.08682 4.021939 -29.84872 -3.931046
14.77362 4.087434 30.06202 4.014335 -30.0369 -3.893929
14.43907 4.051518 29.83897 4.081711 -30.16666 -3.987732
14.30634 4.101701 30.1937 3.828214 -30.21371 -3.924065
14.6274 4.09774 30.13616 3.832889 -30.2165 -3.947002
14.70382 4.033112 30.04889 4.033417 -30.01106 -3.973852
14.96153 4.039578 30.05062 4.017999 -30.24639 -3.962905
14.60066 4.077352 30.41534 3.901551 -30.28471 -4.006442
14.5669 4.075203 29.79962 3.957858 -30.0372 -3.834244
14.49396 4.023098 30.41678 3.85672 -30.37169 -3.941271
14.74925 4.006488 30.17019 3.919845 -30.1431 -3.895303
14.60374 4.070303 30.01707 3.741872 -30.3813 -3.892467
14.7803 4.010072 30.20505 3.982984 -30.22972 -3.956882
14.58095 4.162571 30.15316 4.032584 -30.41753 -3.865302
14.57363 4.031986 29.81822 4.048842 -29.90923 -3.895452
14.52728 4.130202 30.05426 3.912066 -29.94572 -3.963651
14.98196 4.05635 29.75024 4.067231 -30.14931 -3.984078
15.03737 3.966168 29.91431 4.00715 -30.26626 -3.85221
14.83158 4.037899 30.02493 3.84174 -30.22701 -3.98936
14.66779 3.974054 30.25701 3.894355 -30.37119 -3.923134
14.78139 3.972073 30.10175 3.988737 -30.26986 -3.843817
14.42518 3.94891 30.07819 3.939042 -30.58067 -3.788776
14.56155 3.980701 30.24011 4.105213 -30.21953 -3.871692
14.61188 4.085605 30.49147 3.93967 -30.08191 -3.98727
14.35204 4.013014 30.21711 3.965576 -30.1964 -3.836846
14.51665 4.008663 30.10999 3.982578 -30.21888 -3.869246
14.62705 4.025498 30.22873 4.10036 -30.31521 -3.836219
14.56058 4.081365 29.89798 3.990469 -30.13813 -4.018667
