Delta_1 Delta_2 Delta_3 Delta_4 
0.6210093 -3.013099 -5.043426 1.465553 
-2.162794 -3.088524 3.029081 -0.9652362 
1.309357 -3.544365 10.5219 0.7116632 
1.221885 -4.01692 -5.191266 -6.988785 
1.751575 -4.399977 1.245488 -0.5496014 
-1.29426 -3.742471 -29.09065 -0.6873266 
-1.981444 -3.596251 -16.79736 0.07869987 
0.03856269 -4.196668 -6.779812 -0.06635205 
1.178751 -3.920338 8.753148 -0.3997055 
0.5226649 -3.571155 1.395499 -0.1350333 
1.437767 -3.542205 3.736991 -0.4129504 
0.8405398 -3.471638 -10.06437 -3.848796 
-1.772628 -3.06787 -5.671093 -0.006308568 
-2.168533 -2.896522 4.608269 -0.4428086 
-1.40417 -2.619884 -10.63138 -0.2247584 
-0.07454262 -3.497693 6.719475 0.6975478 
0.33778 -2.963891 -24.40484 -1.318845 
-0.6761902 -2.242406 -4.709008 -0.6940405 
1.213924 -2.003256 -5.616277 -0.08171053 
1.242867 -2.477276 7.130088 0.2081541 
1.034773 -2.28179 -7.097123 0.02635789 
0.3178044 -2.215009 -3.941356 -0.6958328 
-0.2592398 -2.705756 -0.5995753 3.474992 
0.8628085 -2.873294 -1.743855 12.8065 
-7.095975 -3.230538 0.7527929 0.1698653 
-5.395358 -2.633706 0.5309759 -4.36436 
14.68839 -2.299133 -0.6436461 -12.42072 
2.275364 -2.682398 -0.9981701 -5.860345 
-6.731569 -2.256018 -2.22445 -4.347238 
-17.43072 -1.896826 -0.5458408 -4.445113 
2.237363 -2.2599 -1.746637 -5.60476 
-1.037931 -2.516348 -1.197078 -3.230143 
-0.6701313 -3.635984 -10.09065 0.4353092 
2.088381 -3.774301 -13.91268 -1.227974 
0.684506 -3.078735 -1.396716 0.5313908 
-0.7630306 -2.914023 -5.561072 0.2870555 
1.131427 -3.171255 -18.39605 -2.323828 
-1.738259 -2.402172 -5.111317 -0.6203084 
-0.2998826 -3.075652 -9.19388 0.6619511 
1.701501 -2.935438 -0.4842128 0.3213077 
1.596961 -2.407801 -9.533536 -0.4718891 
-0.5519094 -3.115949 3.008358 0.2262477 
-1.549222 -2.745371 -5.037046 -0.3807015 
