tau2_1 tau2_2 tau2_3 
0.2485816 0.006646476 3.106593 
3.051731 0.04419231 1.804874 
0.1970525 0.03165258 0.1282046 
0.04612923 0.01752267 0.1008164 
0.4042002 0.025506 0.794195 
0.4095441 0.01733654 2.609998 
2.412831 0.06487219 0.1702939 
0.6271235 0.02036839 0.05050619 
0.4255411 0.03226566 0.1266068 
0.6689893 0.01189628 0.08284788 
1.219113 0.0335489 0.2769619 
2.923984 0.02440831 0.4408795 
0.6130012 0.04828204 0.04633203 
0.1902079 0.01028279 3.210035 
1.801275 0.04942062 0.08599642 
0.4687858 0.02915228 0.01920462 
0.9395172 0.02382715 0.02228944 
0.5421855 0.02343594 0.3155782 
4.856955 0.0481609 0.12117 
0.2623722 0.01938887 7.361468 
1.09192 0.02182346 4.864169 
0.2647712 0.01831339 4.500503 
0.6625717 0.03001484 25.63008 
0.6819479 0.01799264 5.576728 
1.417365 0.02469691 0.844415 
2.923265 0.0176673 0.03275216 
0.08967443 0.01089886 0.2250398 
0.05451308 0.0284881 0.1407936 
0.5841852 0.03269244 1.910657 
0.3126449 0.03392797 0.03986252 
0.5456629 0.0104086 1.621289 
0.1782068 0.03380248 21.51062 
0.1124653 0.04307878 249.3596 
0.2700639 0.02819517 0.9190079 
1.654561 0.0303481 15.40327 
0.5678688 0.008329115 0.1893332 
0.629646 0.01095694 173.3859 
0.5423244 0.01186452 12.24997 
0.9571866 0.01226481 0.04068197 
1.518896 0.03653322 0.06603672 
0.02474717 0.01541937 0.1429353 
0.4737334 0.01887914 0.07633487 
0.5097994 0.01499376 2.262334 
2.348166 0.007941653 0.02205505 
0.03763645 0.01984363 0.8676211 
0.1364917 0.01112996 3.784263 
4.102614 0.01426609 0.1643246 
0.3756977 0.01460233 0.1058687 
1.058608 0.02440345 0.2277143 
0.8252751 0.01644949 0.4179162 
1.113675 0.01025681 0.02291905 
0.09956412 0.05803936 0.3676308 
0.7966328 0.01180961 0.4914615 
0.2471314 0.01286949 0.6644999 
0.1720566 0.02778006 1.584683 
0.7562923 0.03756411 0.1569548 
0.6488232 0.03073027 3.963634 
0.1375791 0.03215944 0.5504713 
0.6390196 0.01371542 5.00018 
2.056031 0.02572876 0.05051337 
1.089619 0.01979995 53.56291 
0.2344891 0.0312537 0.06792197 
1.774479 0.02081491 125.0343 
0.6689245 0.01976485 0.09181832 
0.0432232 0.0158829 3.382914 
0.379898 0.01116604 0.2842913 
0.06486526 0.01516965 19.30097 
0.566945 0.02966323 8.744819 
0.2091603 0.01996658 8.969409 
1.007314 0.01047729 461.9487 
0.1950121 0.02023291 0.07339522 
0.03762918 0.03493544 0.04624683 
0.2254466 0.01748238 0.04495885 
0.1969118 0.03048905 2118.312 
0.3987077 0.007072024 3.939463 
0.1131783 0.02264391 0.3870991 
0.412727 0.02156421 0.1902228 
0.2619094 0.02230021 1.87005 
0.4206511 0.0240482 2.124814 
0.03628559 0.01707951 1.055654 
0.05523347 0.03086107 3.38003 
0.07298485 0.02829607 34.26562 
0.9753151 0.03458876 74.28886 
0.7626221 0.01956765 37.77451 
0.4427545 0.014056 0.3074925 
0.2570334 0.01719959 0.3687818 
0.6395031 0.01711196 37.14085 
1.044738 0.007826372 0.05112861 
0.2017444 0.0125091 0.03371428 
0.7577196 0.01363637 0.3506526 
0.06551267 0.007585887 0.02341488 
0.4686464 0.03899743 0.6410276 
0.1130077 0.01296071 2.540815 
1.157844 0.05542113 0.8660597 
0.39353 0.03403232 25.43052 
0.2157927 0.01302152 67.73488 
0.09769768 0.0168756 6.19676 
0.1453841 0.01933219 2.832728 
3.365489 0.02644522 56.1202 
0.09289964 0.02002146 260.5073 
0.3353652 0.0156742 1.293982 
0.5210838 0.0108538 439.7534 
1.516783 0.01501407 0.3669689 
0.4071517 0.03597917 0.274325 
0.05603411 0.02020854 0.1696588 
0.06206437 0.02667334 0.1641027 
2.819582 0.02636606 3.026631 
0.690976 0.01718577 0.06070843 
0.1212307 0.05822836 1.271529 
0.3664507 0.04156313 0.3573734 
0.8281092 0.01128079 0.7593366 
0.3137653 0.01576991 7.055313 
0.3513001 0.03833986 0.6145961 
0.3789741 0.02720284 1.260804 
1.362353 0.03411909 0.5863038 
1.198968 0.02752485 1.949358 
0.6761777 0.01884897 0.06856053 
0.1026544 0.01001604 0.9926704 
0.2506367 0.01922733 0.7377504 
0.4506477 0.01231329 1.131771 
0.06338232 0.01169887 47.3413 
1.912817 0.02767066 160.6885 
0.1168619 0.02671744 1.965403 
9.676165 0.01456734 7674365992 
4.83726 0.04618485 0.7676319 
0.9931904 0.01533388 1.567611 
0.862971 0.01243839 4.182406 
0.832604 0.06870954 1.180592 
