nu alpha 
5.411955 0.3597889 
3.942361 0.2956512 
1.967811 0.4529962 
2.925115 0.1978268 
4.932909 0.387556 
2.947271 0.244196 
2.221475 0.2110162 
2.554431 0.4835048 
2.214379 0.3500906 
2.40738 0.4037508 
2.078698 0.3098871 
3.228006 0.1465564 
2.051887 0.09355032 
2.355531 0.4390157 
2.31617 0.2805174 
1.663316 0.4966021 
2.710439 0.3823672 
2.032251 0.170052 
2.702414 0.1077254 
3.85633 0.4780521 
2.259336 0.4692925 
2.134901 0.2472167 
2.28059 0.445283 
2.97157 0.3884968 
2.865404 0.1728275 
1.839703 0.4282669 
2.296009 0.4222441 
2.668458 0.3793067 
2.21771 0.3411039 
2.160968 0.4696181 
3.327542 0.3024408 
3.859662 0.06650289 
2.825563 0.09766542 
1.537322 0.05971247 
1.277259 0.2627934 
2.406851 0.215426 
2.165763 0.3002395 
1.730366 0.494005 
2.271114 0.06840224 
2.304323 0.3457127 
2.142026 0.1687551 
2.561777 0.09604327 
2.099313 0.4012153 
2.001068 0.3349595 
2.546895 0.3423257 
1.836945 0.1629542 
2.451182 0.4064825 
1.616892 0.2270561 
1.710086 0.1835753 
2.111555 0.3145277 
3.009393 0.4494218 
1.650494 0.2701999 
2.797198 0.0663239 
2.208579 0.2235482 
2.932339 0.3671363 
6.217704 0.04913789 
2.667 0.108952 
2.867311 0.2039016 
1.431371 0.2447211 
1.522354 0.4756757 
2.357323 0.1131224 
2.462723 0.3408199 
3.017903 0.3873853 
4.346931 0.2585674 
3.42891 0.4292777 
2.796261 0.3376057 
8.004234 0.3656528 
3.511762 0.2642396 
5.87284 0.03911438 
3.412654 0.4108957 
3.7486 0.4535556 
2.690083 0.1760419 
2.860546 0.04907686 
3.967882 0.4603571 
2.469357 0.2832319 
1.365387 0.3513038 
1.735628 0.483835 
1.700712 0.2789606 
1.951627 0.2981178 
2.491185 0.4850469 
2.011155 0.3820402 
1.512886 0.3474507 
3.112109 0.4834716 
2.548642 0.4161151 
2.810721 0.332532 
5.0044 0.1334895 
2.440913 0.4622666 
2.525414 0.1629652 
1.99933 0.1707922 
2.393922 0.4518936 
2.658882 0.370956 
