"nu" "alpha"
0.9718494 0.3904681
1.004009 0.187364
1.037373 0.4503328
1.042108 0.4604465
1.052786 0.4431116
0.9873713 0.2929219
0.9919032 0.4079462
0.9832277 0.4883053
0.9722299 0.4337108
1.078252 0.3252361
1.035071 0.09292281
1.030106 0.1772102
1.685677 0.3452831
1.773669 0.1810433
1.82884 0.3812981
1.917689 0.3889348
1.800486 0.4409774
1.84068 0.1338996
1.98971 0.04895417
1.917315 0.2351459
2.421475 0.3642266
2.253965 0.4057887
2.130565 0.4493046
2.095161 0.2052916
2.109948 0.1742298
2.177287 0.1423658
2.129988 0.2730636
2.277172 0.1330759
2.292049 0.07309633
2.069809 0.1962095
2.12803 0.4640113
2.224696 0.342261
2.318428 0.254578
2.435703 0.04589996
2.200965 0.4649604
2.065489 0.2903447
2.148518 0.3404438
2.309379 0.1482856
2.104599 0.1173188
2.386522 0.3804381
2.10058 0.4916473
1.951262 0.3630486
2.393452 0.2391641
2.240165 0.4474159
2.054691 0.1931639
2.263192 0.4641037
2.066982 0.2315454
2.005252 0.1957576
2.356274 0.4814955
2.115639 0.3093867
2.264682 0.3501949
2.061858 0.2251278
2.060984 0.3691293
2.246135 0.3906125
2.050334 0.2992394
2.237306 0.08321587
2.269668 0.1363007
2.300919 0.2802611
2.447348 0.2716087
2.275938 0.2257094
2.556502 0.2723425
2.630663 0.4129007
2.56852 0.4289316
2.583363 0.08913864
2.143328 0.4594654
2.43282 0.1349762
2.339399 0.4015561
2.431555 0.429385
2.834318 0.2580342
2.563364 0.4002789
2.571137 0.1517116
2.384254 0.1591778
2.256099 0.1872784
2.393115 0.4511406
2.413698 0.06378189
2.450127 0.4266441
2.272881 0.342039
2.418895 0.3100723
2.55208 0.2068279
2.266477 0.3712494
2.238242 0.226025
2.306575 0.4850375
2.219126 0.369071
2.312115 0.3386673
2.342062 0.3294132
2.410599 0.2914948
2.500043 0.2144766
2.215366 0.411304
2.438732 0.1253572
2.213617 0.1369198
2.038268 0.4501321
2.515475 0.2583682
2.69685 0.4231377
2.479026 0.08972806
2.681678 0.199761
2.505007 0.2151662
2.51023 0.1501958
2.25868 0.2886491
2.688647 0.3929485
2.388271 0.2769717
2.704868 0.1897647
2.50297 0.3570117
2.707161 0.3350414
2.628759 0.1974382
2.428968 0.2233118
2.561136 0.2182099
2.534178 0.4951172
2.508643 0.1738582
2.240742 0.4883167
2.627248 0.06204059
2.639986 0.2180787
2.334855 0.2507942
2.586728 0.3674852
2.58425 0.1455997
2.530439 0.3258745
2.556161 0.4969457
2.615159 0.4931519
2.474505 0.4025372
2.714621 0.4129634
2.798963 0.3091091
2.479027 0.480458
2.618035 0.4437831
2.417593 0.4934793
2.625634 0.2289874
1.88927 0.1771771
2.644173 0.2997929
2.657692 0.4151883
2.189775 0.3804863
2.408899 0.1069155
2.222784 0.490414
3.119516 0.1026056
2.636734 0.4707773
2.40868 0.1464738
2.426879 0.3164177
2.963613 0.3996587
2.868305 0.3265745
2.867372 0.1655264
2.799521 0.1425051
2.934201 0.301051
2.948826 0.4739771
2.670953 0.4369169
2.602282 0.3868731
2.610054 0.3329016
2.355187 0.2159372
2.722582 0.3535879
2.745727 0.366409
2.867199 0.4681886
2.729835 0.2541078
2.759557 0.4893834
2.357445 0.3462865
2.648234 0.2025324
2.991915 0.06186099
2.372821 0.3469768
2.579159 0.1374084
2.791555 0.07162179
2.719348 0.3641832
2.677911 0.2619643
2.717453 0.2315372
2.383155 0.4409022
2.583889 0.4056464
2.307018 0.1252002
2.55601 0.3913925
2.58364 0.3804081
2.94542 0.461974
2.65217 0.05195602
2.340057 0.4580549
2.436332 0.07978669
2.382129 0.351108
2.530397 0.4362517
2.893837 0.04124775
2.612136 0.3873494
2.720237 0.4665966
2.447339 0.1388833
2.804354 0.2928621
2.707942 0.3905766
2.469441 0.4673595
2.65969 0.2930062
2.424942 0.3277394
3.25435 0.3498151
2.266832 0.146834
2.35178 0.4050623
2.47229 0.1625088
2.389303 0.2701181
2.364843 0.4406303
2.359652 0.4475922
2.597452 0.4931507
2.387348 0.3348684
2.561432 0.3562184
2.848103 0.1495269
2.919458 0.4241271
2.882153 0.337285
2.72141 0.4694654
2.946282 0.4057439
2.79008 0.2026982
2.873145 0.3433075
3.001697 0.06353987
2.756139 0.4689062
2.490023 0.1611455
3.052488 0.3174225
2.718068 0.08103332
2.786998 0.1718984
2.737422 0.2379595
2.72467 0.2430615
3.007668 0.4867775
2.751748 0.07465404
3.252684 0.2090084
3.149143 0.2217155
2.659685 0.460439
2.559349 0.3920352
2.737822 0.4394774
3.081613 0.466281
2.599295 0.4665213
2.935859 0.470531
2.801942 0.1312238
2.618739 0.2237403
2.763924 0.496875
2.568102 0.4070449
2.44168 0.1352922
2.376644 0.3708013
2.113109 0.3149811
2.607811 0.2975399
2.535469 0.2800743
2.219881 0.2056086
2.444512 0.05771582
1.965621 0.2655756
2.634972 0.4111016
2.210153 0.122233
2.223885 0.2423243
2.338485 0.4795827
2.689373 0.4748523
2.822224 0.3328104
2.310866 0.2484473
2.303846 0.2957987
2.173776 0.07973572
2.356666 0.4976368
2.168761 0.4608371
2.492325 0.1394652
2.276386 0.4931702
2.855989 0.2617231
2.566201 0.4502198
2.358806 0.4659265
2.48764 0.1587296
1.93226 0.3746269
2.279598 0.1098751
2.19299 0.08709672
2.048588 0.2466276
2.142119 0.4352242
2.244046 0.4366736
2.258137 0.4388587
2.408489 0.3734199
2.316669 0.3124442
2.31432 0.4137479
2.320877 0.4086579
2.106727 0.2380048
2.512559 0.3594411
2.439872 0.4057589
2.121569 0.2730113
