"comp1" "comp2"
0.6931892 -1.388459
-1.382337 0.6933586
-1.340434 0.687384
-1.290545 0.6849238
0.6790919 -1.324336
0.6747672 -1.413122
0.675359 -1.307052
0.6782883 -1.288596
0.6806667 -1.276139
-1.394046 0.6805473
-1.450625 0.6824284
-1.408643 0.6816694
-3.772353 0.7125565
-3.706348 0.7269297
-3.944905 0.7819074
-3.765147 0.8241845
-3.393852 0.8495008
-3.506257 0.8217535
-3.714448 0.8311953
-3.829803 0.8548196
-4.418997 0.8957799
-4.157374 0.9306128
-3.664884 0.896833
-3.771391 0.8492159
-3.752125 0.8597883
-4.051267 0.9023538
-3.908952 0.9103872
-3.758193 0.9431277
-3.689095 0.9370759
-4.450482 0.9180486
-4.478618 0.9514926
-4.467375 0.975278
-4.358578 1.008252
-4.369242 0.9600426
-4.482684 0.9304113
-4.358668 0.9529338
-4.082449 0.9096021
-4.732298 0.9186139
-4.800369 0.8981109
-4.632239 0.8983684
-4.648756 0.9225425
-4.509061 0.9247176
-4.903456 0.9120631
-4.314181 0.9186606
-3.747583 0.8854948
-3.952702 0.8887235
-3.686817 0.8747479
-4.262334 0.9033634
-4.803704 0.9460461
-4.032217 0.9478606
-3.84267 0.9280398
-4.243247 0.933359
-3.95517 0.9490608
-4.617726 0.9091927
-4.279669 0.9064206
-4.207316 0.8816471
-3.844435 0.9436851
-4.732034 0.9752529
-5.227501 0.9700586
-4.646995 0.9796956
-4.932143 0.9383773
-4.944284 0.9281949
-4.924525 0.9778246
-4.949273 0.9476811
-4.700079 0.9076998
-4.66068 0.9522016
-4.810417 0.9862537
-4.579716 1.002927
-4.821959 1.026989
-5.068779 1.052447
-4.833615 1.02439
-4.824833 0.9970406
-5.069614 0.9761615
-4.993268 0.9807216
-5.19309 0.9981053
-4.707056 0.9670526
-4.711291 0.9485427
-4.150032 0.9819258
-4.792706 1.013026
-4.440296 1.006776
-4.862156 0.9564763
-4.660922 0.9466737
-4.817303 0.9311846
-4.329514 0.943579
-4.656386 0.946251
-4.452834 0.9845346
-4.342061 0.9348594
-4.323987 0.9155738
-4.625104 0.9174699
-4.570378 0.9318176
-4.570733 0.946108
-4.750694 1.013619
-4.345289 1.014554
-5.042969 1.001112
-4.765634 1.017447
-4.76793 1.039872
-4.727851 0.989415
-4.710604 1.043709
-4.535231 1.087243
-4.644697 0.982625
-4.823754 1.035329
-5.267747 1.067593
-4.836304 1.03793
-5.363253 0.9761984
-5.357222 0.9790827
-5.396017 0.9424608
-5.718625 0.9702477
-5.49022 0.9780173
-5.094894 0.9768828
-4.923219 1.016383
-5.124951 0.9753524
-5.236828 1.019878
-4.94997 1.035824
-5.240649 0.941559
-5.681958 0.983593
-5.41124 1.00549
-5.089038 0.9998139
-5.365274 1.028126
-5.710623 0.9992444
-5.662719 0.9813607
-4.911239 1.052283
-4.945392 1.023323
-5.263265 0.9844111
-5.012539 0.9446434
-4.855257 0.9065573
-5.430503 0.9143334
-5.656307 0.8868246
-5.774323 0.8458416
-5.217334 0.9131495
-5.221417 0.9459043
-5.487631 0.9629984
-5.604894 0.9843784
-5.94417 0.9770679
-6.291545 0.9709649
-6.412977 1.008188
-6.208242 1.083936
-6.15202 1.034866
-6.067858 1.108129
-5.482056 1.139203
-5.342904 1.087271
-5.346037 1.043745
-5.48006 0.9904276
-5.084937 0.9867695
-5.242677 1.006375
-5.386559 1.041045
-5.209968 1.022448
-5.188015 1.055828
-5.022363 1.076423
-5.081158 1.100766
-5.05021 1.028309
-5.234963 1.028102
-5.237005 1.008199
-5.527937 0.982914
-5.872552 0.9628629
-5.586413 0.9878305
-5.602121 0.9549158
-4.844657 0.9841733
-5.072004 0.997623
-4.78055 1.006355
-4.24271 0.9578476
-5.122834 0.9244883
-5.546434 0.9501256
-5.331441 0.9490459
-5.951091 0.9711156
-5.149205 0.9249985
-4.736933 0.9451239
-4.822849 0.9512811
-4.961249 0.9255026
-5.167802 0.9798723
-5.318043 1.034645
-4.66973 1.042756
-5.081669 0.9958804
-5.074069 0.9901476
-5.006742 1.034204
-4.453908 1.04721
-5.077682 1.068582
-4.971127 1.033815
-5.108317 1.004911
-4.725416 1.029247
-4.564318 0.9746858
-4.492641 0.9953088
-4.765848 0.9414571
-5.292669 0.948365
-5.422513 0.9397924
-5.16009 0.9392314
-4.95766 0.9836662
-5.19352 0.983857
-5.45763 0.9663631
-5.796933 1.029203
-5.710395 1.01586
-5.774443 1.015287
-5.426558 0.9970697
-4.865746 1.014202
-5.019952 1.108945
-5.603532 1.049554
-5.071039 1.06051
-5.074063 1.067208
-4.960534 1.049424
-5.231095 1.075345
-5.554877 1.048283
-5.199511 1.088714
-4.7505 1.053993
-5.193689 1.100658
-5.306192 1.127273
-5.256127 1.130779
-5.170534 1.153721
-5.161983 1.060673
-4.886217 1.075976
-4.917475 1.125182
-5.526566 1.085329
-5.812762 1.069717
-5.987829 1.007378
-6.267609 1.080867
-6.112321 1.067422
-5.6945 1.035196
-5.137323 1.075203
-5.228631 1.006167
-5.129808 0.9665228
-5.045392 0.9743311
-4.872757 0.9863847
-5.309002 0.9782777
-5.262047 0.9764124
-4.778827 0.9818823
-4.902916 1.041922
-4.575204 1.035779
-5.435765 1.023679
-5.118626 0.9595749
-4.991277 0.9611685
-4.821028 0.9731544
-5.463327 1.013553
-4.94345 0.9894856
-4.831959 0.9840088
-4.911926 0.9168883
-5.209868 0.9088206
-5.387152 0.9482345
-5.634504 0.9213439
-5.278511 0.9357209
-5.38343 0.9463772
-5.375545 1.008532
-4.905797 0.9471177
-5.037312 0.8982716
-4.944836 0.8510781
-4.35087 0.8773051
-4.274866 0.9422267
-4.16021 0.9614718
-4.120871 0.9269081
-4.064214 0.9104183
-4.253735 0.9279662
-4.371701 0.9356733
-4.237897 0.93297
-4.523173 0.8878851
-4.377565 0.9192948
-4.738215 0.9530146
-4.487231 0.927762
-4.497002 0.9234994
-4.623971 0.911858
-4.782601 0.9028005
-5.046705 0.9116347
-4.903642 0.9323253
-4.200318 0.9521608
-4.631507 0.9087464
-4.66966 0.9386867
-5.03988 0.9385242
-4.853773 0.9149936
-4.620352 0.9316631
-4.665544 0.945429
-4.910487 0.9063316
-4.828958 0.9019467
-4.907953 0.8790153
-5.198785 0.9433162
-4.969316 0.9635721
-5.116497 0.95035
-4.932749 0.9824354
-5.333465 0.9150085
-4.7639 0.9415907
-4.935415 0.9469647
-4.617325 0.887429
-4.817669 0.9270074
-4.964696 0.8833103
-5.011307 0.8945512
-4.535253 0.9566216
-4.286095 0.9714325
-4.9317 0.9503771
-5.374374 0.9611745
-4.386012 0.9776435
-4.695485 0.9411776
-4.677659 0.9672027
-5.475488 1.010482
-5.289172 1.016914
-5.202702 1.023321
-5.037475 1.022475
-5.107371 1.010935
-5.068114 1.03272
-4.738608 1.014478
-4.542041 0.9954254
-4.892032 1.038519
-5.212241 1.051929
-5.122691 1.092826
-5.023343 1.088962
-4.95424 1.070143
-5.005426 1.020875
-4.734996 1.046231
-4.948587 1.028479
-4.963611 0.9989852
-4.640525 1.002985
-5.243533 0.9788796
-5.050621 1.004596
-5.033445 0.9874646
-5.172536 0.9863743
-4.753529 0.9174856
-4.393918 0.9141981
-4.338717 0.9569893
-3.787514 0.9926793
-4.321917 0.9469704
-4.227155 0.9359733
-4.630713 0.8774913
-5.150414 0.902668
-4.983843 0.9435305
-4.732354 0.936082
-4.860949 0.9458972
-4.623762 1.022396
-5.201625 1.024674
-5.263448 1.044681
-5.048936 1.066456
-5.538305 1.005491
-5.773016 1.030742
-5.189653 1.070929
-4.818783 1.058035
-4.712005 1.053536
-5.259225 0.9688373
-5.403203 1.012889
-5.439385 1.032497
-5.555868 1.011032
-6.065053 1.022841
-5.880499 1.032353
-5.368416 0.9767199
-5.627221 0.9719553
-5.453708 0.9732096
-5.309777 0.9420741
-4.999895 1.01356
-5.109891 1.037402
-5.091874 0.9700199
-5.300881 0.9571515
-4.900548 0.8983068
-5.124852 0.941872
-4.822806 1.032046
-5.497321 1.008692
-5.054275 1.027223
-4.309046 1.044338
-4.609828 1.023895
-4.899489 1.037514
-4.595586 0.9483814
-4.935352 0.9431617
-4.580787 0.9829173
-4.710614 1.005942
-4.415404 0.9779581
-4.771832 0.971685
-4.840264 0.9472139
-4.614938 0.9329483
-4.793106 0.9469015
-4.289074 0.8883988
-4.358329 0.8863435
-4.37948 0.9181163
-4.416752 0.9059258
-4.449369 0.916861
-4.67984 0.9202623
-4.41933 0.9103613
-4.456811 0.8799588
-4.86146 0.905478
-4.698834 0.9328024
-4.348134 0.9825657
-5.392579 0.9820886
-5.040836 0.9782297
-5.483163 0.9892391
-5.425879 0.9889117
-5.262845 0.9453985
-5.389916 0.983501
-5.16161 0.9739119
-4.762581 0.976597
-4.485548 0.9316622
-4.96552 0.9781558
-4.946932 0.9493974
-4.76109 0.977948
-4.86104 0.911598
-4.982095 0.9621801
-4.807437 0.9875755
-5.157663 0.9987154
-5.210607 0.9600821
