"tau2_1" "tau2_2"
0.3875666 0.01291697
0.4069404 0.01065265
0.2806671 0.01932734
0.4516552 0.01003437
0.8812265 0.01032575
0.4710013 0.01004992
0.4874976 0.01364432
0.2289342 0.01466697
0.2879483 0.009464519
0.08817947 0.007839139
0.2075387 0.00767433
0.6452592 0.008265833
0.3123342 0.01494172
0.09128395 0.01154019
0.6175865 0.008183015
0.2803725 0.01249095
0.2922488 0.01580457
0.4322125 0.01439237
0.1731289 0.01433376
0.1182888 0.009645093
0.2954717 0.007397905
0.3320725 0.009480226
0.8678218 0.01099856
0.6756187 0.01571606
0.7216795 0.01412754
0.3839303 0.007073576
0.3879389 0.01163683
1.704706 0.01178337
0.3189138 0.01493381
0.7882486 0.008138013
0.4175216 0.008183638
0.4823047 0.006657036
0.4452189 0.01044363
0.7811578 0.01379882
0.6312098 0.01597179
0.3424359 0.01213348
0.1849675 0.02708781
0.1855081 0.01650486
0.7044274 0.008522613
0.5533017 0.009417938
0.2958902 0.01550606
0.2418416 0.01572565
0.1746932 0.0152701
0.4796049 0.01064365
0.4081677 0.008224121
0.3014262 0.008414087
0.1362891 0.01341398
0.3888826 0.01087335
0.2928067 0.01050081
0.3414346 0.0139596
0.4553298 0.00936236
0.2310069 0.01103583
0.1856071 0.0151958
0.1967031 0.01780391
0.2144654 0.01342053
0.5279933 0.01163686
0.2604485 0.01400185
0.2643314 0.008501261
0.1270746 0.01140603
0.3081506 0.01247704
0.1104849 0.007400829
0.2375318 0.01081943
0.3113056 0.009711272
0.3049988 0.01069888
0.4981656 0.01013727
0.2452489 0.01431173
0.6504173 0.008198825
0.2028206 0.01248701
0.27082 0.01632181
0.3116162 0.01269417
0.1667083 0.009974092
0.1154437 0.01120113
0.334955 0.008930982
0.2911137 0.01617029
0.4105373 0.009272498
0.4605385 0.01720241
0.3770577 0.008039097
1.268508 0.008606816
0.8769675 0.009129447
0.2944461 0.009258881
0.1622408 0.01533495
0.6330851 0.01293619
0.9540853 0.008430441
0.6653917 0.01468218
0.4690984 0.006809532
0.5007258 0.01153002
0.2412784 0.01117902
0.1559774 0.02397626
0.3239701 0.01244105
0.4808367 0.01352959
0.4562918 0.01185371
0.1038698 0.01436121
0.6348635 0.01427875
1.496799 0.0128709
0.3196696 0.01299996
0.3923294 0.01393638
0.6271141 0.009787146
0.5528122 0.01021177
0.5845342 0.01162824
0.2761237 0.007079461
0.3320175 0.01091275
0.3145019 0.01540901
0.2294764 0.01084351
0.9881167 0.01032394
0.7623883 0.008260018
0.3437496 0.01201865
0.175117 0.01684733
0.5167366 0.01074743
0.1309046 0.01646024
0.121716 0.01492643
0.4032529 0.01599892
1.080645 0.009259748
0.4604015 0.009140319
0.4223054 0.01292675
0.3405965 0.009132987
0.2403864 0.01878501
0.1870654 0.01377627
0.1911986 0.0109067
0.1395586 0.009351391
0.2269388 0.01279487
0.1782483 0.007317841
0.3085376 0.009439939
0.6650429 0.007096645
0.4229123 0.01014363
0.4823061 0.0128545
0.2003672 0.009582506
0.2570858 0.01077659
0.2574173 0.01149051
0.2252108 0.0139272
0.4058454 0.01479087
0.2153145 0.0137039
0.1862283 0.008002682
0.2722277 0.01437759
0.491397 0.01395738
0.1284798 0.01902304
0.09922547 0.01708846
0.2209642 0.01470983
0.2333179 0.008860821
0.6452822 0.01330981
0.3374746 0.01097869
0.2863734 0.01739594
0.3099526 0.009171957
0.3246863 0.01393088
0.5451451 0.01468685
0.3203592 0.01217044
0.5392535 0.007683594
0.300296 0.009769333
0.2400258 0.008168915
0.4021544 0.01124771
0.3903851 0.01242598
0.1556968 0.01320302
0.5477273 0.009388896
0.5184334 0.01296114
0.5570345 0.01047137
0.3315548 0.01065724
0.08757323 0.0118561
0.2947692 0.01236526
0.5568661 0.01182305
0.3225744 0.0170372
0.3797426 0.01317811
0.7256005 0.01094667
0.675936 0.009358187
0.2166225 0.02083827
0.4603531 0.01386762
0.418295 0.01578672
0.3950312 0.01619582
0.4835456 0.01683857
0.2821538 0.01371072
0.5347382 0.01111625
0.1362981 0.01469637
0.1861124 0.01808705
0.2917107 0.01553232
0.8046026 0.009999334
1.049021 0.0124762
0.4053948 0.008570452
0.2197982 0.01186711
0.6592884 0.008499217
0.5207068 0.01192935
0.1670036 0.01044099
0.3788986 0.01181209
0.3661694 0.01511892
0.5601257 0.006394529
0.1838373 0.005329679
0.2243686 0.01517569
0.3146943 0.01164562
0.5857421 0.01187779
0.2170921 0.006410586
0.1329263 0.01164843
0.3335689 0.009506701
0.1626295 0.01178687
0.2048349 0.01142961
0.2417604 0.008040844
0.4554872 0.01251814
0.4692492 0.01047947
0.2007926 0.01015909
0.4185331 0.007055566
0.2860123 0.01196513
0.2295884 0.0139785
0.2957585 0.008658727
0.9954314 0.01196617
0.6030201 0.0105319
0.6334627 0.01083244
0.269142 0.01159667
0.2279467 0.009036804
0.3853791 0.01219517
0.454639 0.01460403
0.2290539 0.01460167
0.5852422 0.01537471
0.3957589 0.0123849
0.5732686 0.009016178
0.8567635 0.01167214
0.300089 0.01115622
1.206364 0.013384
0.7859236 0.009288328
0.5678144 0.01163203
0.2328399 0.01178672
0.3597895 0.01667846
0.3966626 0.01074063
0.3729024 0.01491357
0.6769278 0.01371578
0.1285892 0.01128081
0.05612662 0.01152885
0.1366818 0.01405096
0.1362844 0.009597362
0.2277016 0.006858461
0.343341 0.01229419
0.7099615 0.01752593
1.039875 0.01155562
0.6541402 0.0110649
0.1621797 0.009611422
0.2430933 0.01101256
0.3214646 0.01167283
0.2689621 0.01215252
0.4876457 0.00669865
0.468355 0.007732922
0.363119 0.008571789
0.2713444 0.0161679
0.329807 0.01270862
0.6964418 0.01025433
0.4023494 0.01017204
0.3174539 0.01197492
0.4367903 0.01387027
0.2119959 0.02047615
0.08216938 0.01095529
0.2931399 0.01259537
0.2724125 0.008140089
0.3863736 0.0162938
0.2927387 0.02759687
0.5070672 0.0128126
0.6757469 0.008968952
0.2477578 0.01251985
