"p_1" "p_2"
0.2375929 0.7624071
0.2267466 0.7732534
0.2139575 0.7860425
0.2011306 0.7988694
0.2219667 0.7780333
0.2210828 0.7789172
0.2123065 0.7876935
0.2229932 0.7770068
0.1984651 0.8015349
0.2180569 0.7819431
0.218543 0.781457
0.2432048 0.7567952
0.2114855 0.7885145
0.2014539 0.7985461
0.2401313 0.7598687
0.2230442 0.7769558
0.215679 0.784321
0.1961334 0.8038666
0.2217808 0.7782192
0.2095373 0.7904627
0.2126482 0.7873518
0.2587841 0.7412159
0.2311715 0.7688285
0.2044383 0.7955617
0.2013102 0.7986898
0.2089858 0.7910142
0.2113571 0.7886429
0.1997802 0.8002198
0.2244454 0.7755546
0.2327142 0.7672858
0.2288629 0.7711371
0.2527721 0.7472279
0.2192462 0.7807538
0.2235471 0.7764529
0.2164865 0.7835135
0.2105384 0.7894616
0.2133594 0.7866406
0.2281713 0.7718287
0.2200013 0.7799987
0.2322481 0.7677519
0.219126 0.780874
0.1987968 0.8012032
0.2253982 0.7746018
0.2290143 0.7709857
0.213027 0.786973
0.2124686 0.7875314
0.2256063 0.7743937
0.2112447 0.7887553
0.2204256 0.7795744
0.2204128 0.7795872
0.2194527 0.7805473
0.2071742 0.7928258
0.2042623 0.7957377
0.2427873 0.7572127
0.1999325 0.8000675
0.1919718 0.8080282
0.2391502 0.7608498
0.2442112 0.7557888
0.2326309 0.7673691
0.21376 0.78624
0.2121553 0.7878447
0.2036949 0.7963051
0.2178185 0.7821815
0.196559 0.803441
0.212631 0.787369
0.2222674 0.7777326
0.194372 0.805628
0.2393405 0.7606595
0.1877522 0.8122478
0.2180833 0.7819167
0.20209 0.79791
0.2397163 0.7602837
0.2144562 0.7855438
0.248373 0.751627
0.208493 0.791507
0.2104526 0.7895474
0.1891973 0.8108027
0.1936169 0.8063831
0.2320582 0.7679418
0.2057142 0.7942858
0.2200648 0.7799352
0.2277679 0.7722321
0.2128571 0.7871429
0.2379245 0.7620755
0.2246874 0.7753126
0.236281 0.763719
0.2118432 0.7881568
0.2280924 0.7719076
0.2191943 0.7808057
0.2207782 0.7792218
0.1940487 0.8059513
0.2186458 0.7813542
0.2300511 0.7699489
0.2226427 0.7773573
0.2131013 0.7868987
0.2164934 0.7835066
0.2215253 0.7784747
0.2421753 0.7578247
0.2407085 0.7592915
0.2203148 0.7796852
0.2096809 0.7903191
0.2251989 0.7748011
0.2288722 0.7711278
0.2222648 0.7777352
0.2367967 0.7632033
0.2206875 0.7793125
0.2153315 0.7846685
0.2016619 0.7983381
0.2061062 0.7938938
0.2301983 0.7698017
0.2176296 0.7823704
0.2026861 0.7973139
0.217977 0.782023
0.2073553 0.7926447
0.1929277 0.8070723
0.2277237 0.7722763
0.2180982 0.7819018
0.2391363 0.7608637
0.2186117 0.7813883
0.215956 0.784044
0.2039671 0.7960329
0.2276209 0.7723791
0.2238719 0.7761281
0.2001208 0.7998792
0.1868189 0.8131811
0.2145532 0.7854468
0.2108572 0.7891428
0.1963271 0.8036729
0.2157058 0.7842942
0.2095222 0.7904778
0.22971 0.77029
0.2115092 0.7884908
0.2182946 0.7817054
0.2679457 0.7320543
0.2267678 0.7732322
0.2144799 0.7855201
0.1976319 0.8023681
0.2188642 0.7811358
0.2244569 0.7755431
0.2181688 0.7818312
0.2060009 0.7939991
0.2130605 0.7869395
0.2233595 0.7766405
0.2175731 0.7824269
0.2286636 0.7713364
0.2413445 0.7586555
0.2040296 0.7959704
0.205667 0.794333
0.2128494 0.7871506
0.2294876 0.7705124
0.2496751 0.7503249
0.2199741 0.7800259
0.217905 0.782095
0.2331109 0.7668891
0.224349 0.775651
0.2055259 0.7944741
0.1922548 0.8077452
0.1937226 0.8062774
0.2390191 0.7609809
0.2195813 0.7804187
0.223745 0.776255
0.2194149 0.7805851
0.2187423 0.7812577
0.2274929 0.7725071
0.2268641 0.7731359
0.1915237 0.8084763
0.2215838 0.7784162
0.1943415 0.8056585
0.2042456 0.7957544
0.2381944 0.7618056
0.2002971 0.7997029
0.2411236 0.7588764
0.1924405 0.8075595
0.2173884 0.7826116
0.2446927 0.7553073
0.2074572 0.7925428
0.2191964 0.7808036
0.1997111 0.8002889
0.2072256 0.7927744
0.232576 0.767424
0.2483299 0.7516701
0.2580606 0.7419394
0.2134038 0.7865962
0.2342621 0.7657379
0.2179184 0.7820816
0.2041921 0.7958079
0.2040248 0.7959752
0.2149693 0.7850307
0.2329338 0.7670662
0.2360676 0.7639324
0.2201141 0.7798859
0.2156327 0.7843673
0.2197268 0.7802732
0.226737 0.773263
0.2321895 0.7678105
0.2063889 0.7936111
0.2525584 0.7474416
0.2133403 0.7866597
0.2193904 0.7806096
0.2058164 0.7941836
0.2019492 0.7980508
0.2385418 0.7614582
0.1971914 0.8028086
0.2384304 0.7615696
0.2332214 0.7667786
0.2113098 0.7886902
0.2122433 0.7877567
0.1872765 0.8127235
0.2077095 0.7922905
0.2092425 0.7907575
0.2274801 0.7725199
0.2138897 0.7861103
0.2474624 0.7525376
0.2077739 0.7922261
0.2260538 0.7739462
0.2210105 0.7789895
0.2291301 0.7708699
0.2193504 0.7806496
0.2073114 0.7926886
0.2309789 0.7690211
0.2246214 0.7753786
0.2410296 0.7589704
0.2133249 0.7866751
0.2043399 0.7956601
0.2179096 0.7820904
0.2125852 0.7874148
0.2309854 0.7690146
0.2436188 0.7563812
0.1888589 0.8111411
0.1950556 0.8049444
0.1971157 0.8028843
0.2368849 0.7631151
0.2154816 0.7845184
0.2107363 0.7892637
0.2326831 0.7673169
0.2198679 0.7801321
0.2071068 0.7928932
0.2301869 0.7698131
0.2021686 0.7978314
0.2156313 0.7843687
0.213873 0.786127
0.2372129 0.7627871
0.2113367 0.7886633
0.230608 0.769392
0.2270514 0.7729486
0.2476553 0.7523447
0.2075781 0.7924219
0.22541 0.77459
0.2011725 0.7988275
0.2123448 0.7876552
0.2563849 0.7436151
0.229747 0.770253
0.2491262 0.7508738
0.2001623 0.7998377
0.2229017 0.7770983
0.2323363 0.7676637
0.2246976 0.7753024
0.2202197 0.7797803
0.2174404 0.7825596
0.2081177 0.7918823
0.2144749 0.7855251
0.2513933 0.7486067
0.2145285 0.7854715
0.2325426 0.7674574
0.2145728 0.7854272
0.2183643 0.7816357
0.2255259 0.7744741
0.2124215 0.7875785
0.2068854 0.7931146
0.2170995 0.7829005
0.2257304 0.7742696
0.2120802 0.7879198
0.2272696 0.7727304
0.2213276 0.7786724
0.2276985 0.7723015
0.2248787 0.7751213
0.2048217 0.7951783
0.2168431 0.7831569
0.228688 0.771312
0.2019096 0.7980904
0.2128185 0.7871815
0.2057209 0.7942791
0.2467817 0.7532183
0.2057103 0.7942897
0.1936332 0.8063668
0.2095829 0.7904171
0.2141483 0.7858517
0.2096527 0.7903473
0.1984139 0.8015861
0.2206531 0.7793469
0.2224385 0.7775615
0.2038552 0.7961448
0.2167005 0.7832995
0.2154651 0.7845349
0.2003401 0.7996599
0.2004997 0.7995003
0.2044566 0.7955434
0.2021424 0.7978576
0.2251139 0.7748861
0.1783834 0.8216166
0.2042816 0.7957184
0.2029863 0.7970137
0.225021 0.774979
