"comp1" "comp2" "comp3"
1.160566 -2.803757 -2.035984
1.171582 -2.70825 -2.109203
1.171746 -3.084048 -2.083609
1.177531 -2.929504 -2.100951
1.166288 -2.662249 -1.91963
1.082793 -2.957227 -1.914147
1.121253 -3.009214 -1.958165
1.268168 -2.821312 -1.990383
1.129704 -2.767416 -2.03683
1.10888 -2.853432 -2.048089
1.093456 -2.779151 -1.93943
1.076101 -3.112804 -1.993122
1.076039 -2.937257 -1.953697
0.938156 -2.602605 -1.987917
1.069127 -2.640229 -2.111355
1.100003 -2.633457 -2.17191
1.12123 -2.797884 -2.28758
1.299912 -2.901554 -2.296525
1.337111 -2.962141 -2.331511
1.165388 -2.74835 -2.148902
1.228414 -3.00454 -2.167008
1.309794 -3.185904 -2.088944
1.305176 -3.489599 -2.060637
1.213673 -3.20742 -2.121408
1.176023 -3.078435 -2.157688
1.242644 -2.809109 -2.060857
1.12514 -2.838941 -2.051487
1.040335 -2.994476 -1.958537
1.071078 -2.694969 -1.876287
1.009846 -2.441791 -2.057827
1.08979 -2.685644 -2.040911
1.144633 -2.679919 -2.044843
1.119796 -2.50043 -2.140672
1.106947 -2.550807 -2.001775
1.178575 -2.65465 -2.06324
1.086616 -2.808963 -1.942296
1.160186 -2.899954 -2.103658
1.13091 -3.244876 -1.99105
1.165469 -3.046984 -1.994368
1.230124 -2.515998 -2.064755
1.176444 -2.789876 -2.104824
1.269919 -2.774429 -1.991994
1.249154 -2.845777 -2.127404
1.357091 -2.73104 -2.13144
1.321375 -2.902666 -1.996191
1.262534 -2.896345 -2.095981
1.163817 -3.009458 -2.075417
1.100091 -3.042045 -2.021405
1.024238 -2.931035 -1.92578
1.100916 -2.962588 -2.134246
1.209802 -3.067244 -2.019067
1.144882 -3.077122 -1.898543
1.130233 -2.820056 -1.863252
1.137872 -3.016589 -1.921508
1.152628 -2.530733 -1.959423
1.177472 -2.721991 -1.938341
1.151758 -3.12564 -1.957715
1.143851 -2.698918 -1.978841
1.149942 -2.609882 -1.97398
1.16716 -2.622528 -2.167165
1.250341 -2.79378 -2.134901
1.257013 -2.876307 -2.173199
1.232204 -2.985824 -2.147119
1.221875 -2.931443 -2.172174
1.185669 -2.859148 -2.195167
1.165188 -3.031531 -2.089068
1.125163 -2.979502 -2.019022
1.153681 -3.171411 -2.040534
1.149605 -3.020741 -1.98654
