"comp1" "comp2" "comp3"
0.7911206 0.8006424 -1.366247
0.4839249 0.9229152 -2.578203
2.231617 1.05772 -2.05997
2.378416 1.049226 1.550747
0.2201098 0.868874 -3.321309
0.7935872 0.8571187 0.9971637
10.10259 1.056358 -1.789269
12.92855 0.964491 -1.440232
17.15017 0.8159777 1.393787
0.9956784 0.8841852 1.968559
11.99241 1.055562 0.109822
8.102122 0.8409223 3.275813
3.113119 0.6529991 -1.231209
3.509032 0.7226554 0.6285888
4.010595 0.6731617 3.745345
0.5081368 0.8341462 0.3069997
0.320468 0.7862418 -1.059012
5.881714 0.6982654 -0.2907143
-0.7426761 0.788393 0.5825689
2.354506 0.9748621 1.442858
1.571329 0.9632617 1.120727
0.465082 0.9213183 -0.2785195
4.546624 0.7254295 0.592225
-0.08391136 0.4782235 0.4497196
1.250873 0.5428249 0.820102
0.6177442 0.6373695 -0.4611616
1.896917 0.5958395 0.3110024
11.98142 0.6702348 0.3670822
0.5147452 0.5393089 2.059992
-0.7331384 0.6736835 -0.07593137
11.36609 0.6583103 0.03868837
-0.5051071 0.885687 1.829654
0.1711994 0.7339733 -1.35521
-1.160182 0.8267155 0.2572925
2.699228 0.9733808 3.638265
3.294133 0.9875902 2.966043
-0.3394299 0.9996005 2.318696
4.288987 1.103754 0.3863807
-1.175216 0.9544093 0.2534942
-0.5030776 0.9297484 -3.993693
0.5549078 0.8413838 -0.650928
-1.244807 0.7498693 -0.5755626
-0.4419658 0.6547437 -0.3744568
-1.480403 0.9510929 0.101564
-1.477777 1.113322 -2.352425
-1.52567 1.015696 0.4697034
-1.620924 0.896108 -1.02088
-0.7221761 1.111193 -2.500129
0.5509857 0.9084377 0.8910305
1.640643 0.9231185 -0.8966055
0.5536315 0.9202612 -1.100154
0.08377065 1.000803 0.4932169
-1.460644 1.027354 2.492224
-1.91139 0.8401895 -2.379782
0.2598832 0.775931 -0.9202543
-0.2407676 0.7503122 1.497586
3.165195 0.7392384 0.9698299
2.261636 0.859842 0.9395656
-0.9705412 1.13841 1.790336
2.106662 1.032892 2.594297
0.4645633 1.192241 1.535563
0.3160279 0.9437322 -2.318941
3.20286 0.780341 1.242107
7.182984 0.9065989 -3.184391
2.170727 1.085288 -1.583217
3.595096 0.7738253 0.5751241
-0.8069834 0.6772705 3.316798
0.05774139 0.6721763 1.342593
1.975678 0.5828629 1.144612
0.4156402 0.7613584 0.4919518
0.6306822 0.7731843 -2.915162
-0.2434607 0.7881115 -0.4057385
2.499093 0.7092407 0.06291666
3.399673 0.821016 -0.06987367
7.764995 0.9169068 2.03051
2.462515 1.100175 1.18877
7.021023 0.8077083 1.302904
14.05101 0.8121552 1.459347
1.029997 0.8808392 0.2049091
1.239602 1.02757 0.4858756
-0.976113 0.7789016 1.317711
0.01649153 1.060515 0.9243693
1.555754 0.7979675 -0.8655668
0.4413516 0.7160884 1.236346
1.604766 0.6896139 0.3887394
3.969733 0.6909476 -0.005813315
1.084407 0.6770163 -1.471375
1.659578 0.5536626 0.2920488
1.728943 0.7503258 -0.3865528
-0.7927455 0.7510414 0.9222446
2.787158 0.8326525 0.6945313
0.857543 0.747243 2.13983
0.2525967 0.7302912 -0.07210226
0.4353123 0.773634 1.727344
-0.5172612 0.7980589 -0.2864959
6.975988 0.8754662 0.5312939
5.883362 0.8257695 0.3562064
11.98567 0.7628658 0.2267616
1.2254 0.6238189 -0.04992457
0.2186208 0.8395607 1.036866
4.794149 1.020889 -1.883415
1.911069 0.9685979 -2.546543
9.647975 0.8210644 0.3801259
0.4453922 0.6327146 1.00319
-1.402188 0.6616202 -0.01134171
0.1294799 0.7387074 -0.1964142
3.119559 0.6354885 -0.2900099
0.8904667 0.5666379 -0.1438747
1.018797 0.5168707 0.4140815
0.4700239 0.4864303 0.4816415
0.9050725 0.699669 -0.9657343
1.108294 0.7589863 -2.523323
-0.3219716 0.818597 1.125166
1.367472 0.835236 0.4614439
-0.1369194 0.7690635 -0.9660911
7.722832 0.9182002 -4.597418
22.32405 0.9402698 -3.010685
14.59134 0.8297615 -1.915054
17.06588 1.156061 -1.655039
16.00122 0.9906065 1.082608
19.20636 0.9770417 2.448029
4.030288 0.9440787 -1.339266
3.189783 0.9271107 1.156952
1.614137 0.9587849 0.2909183
-0.02898894 0.95167 -0.2032835
4.856725 0.6704045 0.3124061
8.76103 0.7789883 0.2886952
12.15826 0.6126651 -0.3359805
7.550175 0.8183719 0.1651052
8.883958 0.964601 0.6391328
8.660047 1.10174 1.321615
0.8376705 0.9764381 3.188139
0.9469092 0.8722345 -0.2684744
7.868147 0.8953876 3.795658
8.689785 0.6442798 2.691289
5.671306 0.7626833 1.710684
1.378703 0.7259881 1.272166
-0.995602 0.9280312 -3.607729
-0.9372045 0.8520929 -0.5935253
-1.823432 0.8151694 0.01011726
0.1022265 0.8323196 -2.301285
11.86698 0.8678849 -2.50212
13.36607 1.209581 -7.80585
6.397902 0.8997962 -9.0195
-0.3396416 0.8022282 2.027562
3.324804 0.6938106 0.6960778
4.527892 0.7182858 1.718
2.87376 0.6594579 1.694088
1.593506 0.7642286 1.109929
2.53375 0.9096134 0.1702638
1.496467 1.091034 -1.676489
1.183012 1.041172 -2.827517
-1.674043 0.8758812 -3.073752
0.8124351 0.6164294 -0.4584879
2.532099 0.6907416 0.1751224
7.293664 0.7279409 -1.600129
14.17297 0.6186628 -2.228196
3.847687 0.7589353 -0.0734541
1.799082 0.6012321 -0.1958557
0.409597 0.9162683 -0.8801788
0.8938043 1.080032 -3.005902
1.243181 0.8405155 -0.2090559
-0.03124949 1.170676 0.9138955
-0.160394 0.9172109 0.9922998
3.619116 0.6133931 1.926918
4.54776 0.8050233 1.783507
3.634917 0.7275951 0.5569784
5.991293 0.6657592 1.777734
-1.315149 0.7165447 0.3840039
0.5990163 0.7577855 2.40825
0.8601614 0.6042261 0.7297985
0.881822 0.6185944 -0.1889097
8.588868 0.7429376 -0.2313506
-0.4789065 0.8447086 1.82197
-1.177932 0.908597 0.3775299
-0.7475636 0.8549572 0.05503772
0.794731 0.9245503 0.9559906
2.55668 0.7693415 -1.836432
0.5139379 0.6820583 -0.5171041
1.537095 0.7598057 -0.9812448
3.021584 0.7274152 0.8254914
-0.9927684 0.7845129 0.7864025
-0.2814142 0.5639342 -1.69101
0.3815138 0.6237656 -0.001467638
1.369055 0.5014573 -0.8052649
0.5254406 0.7963675 -0.7261663
2.474233 0.5383285 -2.278625
-1.276936 0.5493638 0.6192557
0.7017134 0.6428851 0.08150631
0.6978668 0.9288934 0.2239537
1.082439 0.946798 1.277209
5.623427 0.7990322 1.31584
5.457871 0.9152639 -0.2906013
6.795006 1.034103 -1.871166
3.497942 1.067302 1.898826
8.271745 1.054166 1.681578
7.980178 0.9690412 2.320983
5.72445 0.915927 4.290429
4.35494 0.7361155 -0.9021521
4.266125 0.7801305 1.47964
0.7790095 0.8441243 1.243861
5.290451 0.7844537 0.1065693
5.466534 1.295492 2.357298
5.593553 1.178034 2.6314
-1.607432 1.078578 0.3774532
-0.1292717 0.8749872 1.704899
3.122832 1.020038 -0.7938257
0.5246972 0.9574492 -2.222569
7.38041 0.8422157 -3.722331
8.196257 0.7256361 -0.9762677
5.700533 0.8242791 0.8073257
-0.73908 0.9469462 -0.1493146
-0.171606 0.9358114 -2.546353
-1.233001 0.880447 -2.37299
0.569539 0.7428711 2.423555
0.5592287 0.7965625 -0.5024721
3.393181 0.695312 -1.648918
5.24495 0.6568921 -1.010819
-0.2861797 0.6596625 -1.564746
-0.7681094 0.6953843 2.023403
-0.0771731 0.6402864 0.7473169
5.133662 0.5214517 0.9213795
7.027504 0.545992 0.3838106
8.906897 0.4716489 1.503492
5.251763 0.6567692 1.362299
12.94644 0.6184138 -0.2208732
11.02676 0.5334983 1.57057
9.210797 0.5751667 1.23936
-0.6342416 0.532771 0.4472356
-0.7488791 0.4123029 1.265038
8.252481 0.4467847 -0.07217908
7.021673 0.562942 -0.2799486
4.595889 0.580097 0.9098944
0.06401346 0.6842517 -0.3870292
0.7914746 0.7362395 1.88115
7.420865 0.7349154 0.05599872
10.46861 0.6145676 1.721714
5.682853 0.7949095 -1.752496
6.816661 0.9955329 1.138919
1.72173 1.022307 -1.863501
0.7020223 1.122568 0.7737568
-1.162911 0.9814633 2.143895
0.5476057 1.095508 3.086994
-0.5488797 0.8634232 0.1102698
8.73824 0.8328903 3.276499
5.433137 0.9559459 -1.489617
1.138266 0.9279741 -2.166167
0.3526037 0.8443526 2.947904
0.547536 0.8927057 1.541421
0.3218061 0.8720361 0.7587177
0.8336914 1.091987 -0.7587611
1.905613 0.8554313 2.499213
0.8979087 0.7238691 -1.263899
0.6173315 0.602178 2.503396
1.668646 0.7661834 0.8385568
2.039164 0.8174368 0.2139084
3.461907 0.8340128 -2.533256
-1.240059 0.7899483 -0.2618604
-1.571064 0.7036075 0.8602449
-0.1269966 0.6658277 0.3681032
1.275378 0.6107417 0.3514306
-0.09056113 0.6983074 1.978146
0.05751216 1.065 -1.625924
3.213611 1.06306 -0.02384248
2.201566 1.174402 0.08401679
0.6887622 1.123906 1.709056
6.162784 1.150919 0.8380639
4.794631 1.059197 2.190101
0.7390662 1.009966 -0.9279945
-1.676343 0.8816571 -0.8070312
1.892368 1.016486 0.8591001
1.330651 1.02629 -0.02438666
2.503948 1.003042 -1.56436
0.2101411 1.078252 1.725698
-1.192096 0.9522186 -1.9406
2.885236 0.8487563 -0.424476
1.626829 0.823022 0.5277809
1.514571 0.9027025 -0.2861057
-1.465052 0.745456 -1.248442
-0.7343918 0.7179917 -1.776795
0.3576618 0.8456554 -1.652958
-0.7181756 0.6691487 -2.138826
4.518634 0.7836738 0.7347708
1.302816 0.7533263 3.89345
0.740023 1.028942 2.840473
0.3222686 0.9341723 -1.375271
1.361836 0.9747938 0.5246808
7.880447 0.9933208 -1.98726
-0.4661364 1.097288 2.962501
7.456656 1.085181 -3.88631
0.4603946 1.182516 -2.623376
-0.9441758 1.213865 -0.05828246
-1.25081 0.9140348 -1.165695
-1.016226 1.015102 0.4101472
-0.3891755 0.5628252 1.042526
4.968113 0.8009136 0.4800784
5.481532 0.6557035 -0.1133397
4.005728 0.5069875 1.437909
2.350908 0.6118493 0.4893706
2.810594 0.8856382 0.3950648
-0.005441536 0.9442238 1.884691
0.4247951 0.8872238 2.170885
-1.08659 0.795621 -0.6130819
2.269219 0.8013939 0.9922265
4.349157 0.9242846 -0.5950263
8.707622 0.9525478 0.7035562
9.852992 0.8427655 -5.68062
1.499436 0.9849456 -2.397845
-1.865875 0.9875377 1.563295
-1.15655 0.7453873 -0.174188
2.245206 0.8178006 0.4004367
1.819634 0.9393047 -0.8079883
1.539501 0.8867551 2.804222
1.856392 0.8153877 0.4226135
2.579317 1.013434 1.888956
0.1734088 0.8591936 0.2350791
3.436981 0.7140747 1.270748
2.315102 0.6793639 0.2010616
-0.3298215 0.7242167 -1.235711
-0.7621961 0.9691544 -2.510373
1.029906 1.135297 -0.3230275
-0.6337438 0.9588646 1.676696
2.404741 0.7180212 1.475869
-0.131222 0.636307 0.6308641
0.994297 0.6958702 1.569091
11.3693 0.5942202 1.551831
16.81826 0.6727952 1.084546
17.57605 1.05375 1.817307
2.102004 0.8092202 3.59248
0.09050159 0.6933012 -0.2855987
2.974856 0.7226377 -2.187029
-1.059395 0.8222819 0.8818917
-0.2946723 0.9748077 1.368612
1.206573 0.9518427 0.816422
1.187116 0.7913245 0.8680407
2.934997 0.8279848 -2.284508
4.233338 0.5140708 -2.551602
0.519643 0.5011209 1.593053
3.590413 0.5008226 0.361212
-1.576903 0.6259807 0.2488921
