"comp1" "comp2"
8.266985 -5.065658
8.309412 -4.648951
8.102463 -3.495036
8.237111 -3.312318
9.862771 -4.067123
8.962483 -3.990109
7.428008 -5.34538
10.63988 -5.25183
9.848798 -5.158978
8.984812 -3.472086
10.34736 -3.632046
6.730635 -4.157285
8.433428 -6.558352
9.60562 -5.360808
9.080258 -4.616354
8.825894 -4.580074
8.685863 -4.034517
7.923712 -3.911336
8.586777 -4.961847
7.689042 -3.576359
7.317521 -3.687259
6.852103 -3.047651
4.649454 -2.587403
5.767101 -2.606586
5.798071 -2.652731
6.337393 -2.567982
5.535627 -2.346023
6.330599 -2.530496
6.229601 -2.983677
4.873054 -3.062064
6.505766 -3.106887
4.664748 -3.03022
4.986465 -2.773512
4.515884 -2.306771
5.736018 -2.744994
6.404428 -3.178577
6.443788 -3.241274
6.146696 -3.361036
5.207475 -2.994863
5.768766 -2.789441
5.62516 -2.845025
4.966108 -2.629076
4.35674 -2.627128
4.720596 -2.59312
4.559932 -2.480272
4.801011 -3.554851
5.959946 -2.673499
7.140279 -3.941017
8.37391 -3.484378
7.413449 -4.231044
7.799804 -3.133159
9.275036 -4.234599
8.639532 -4.414015
7.275166 -2.767532
6.822517 -3.159352
9.601758 -4.028512
8.682763 -5.257132
8.510062 -3.784342
8.285649 -3.179243
7.404212 -4.075115
7.265003 -4.33193
7.6447 -3.90376
6.76742 -3.027462
6.338769 -2.436989
6.092871 -2.570807
5.326863 -1.336782
4.066655 -1.589772
3.60646 -1.686982
3.643926 -1.529624
3.953128 -1.383572
3.753006 -1.133836
4.059796 -0.6643562
4.515545 -1.024565
4.444079 -1.677601
4.392837 -1.590605
4.457547 -1.829455
4.108688 -1.836034
4.182858 -1.710329
3.654073 -1.353938
3.93941 -1.29258
4.860928 -1.499439
3.692536 -1.476074
-1.754924 3.980648
3.845175 -1.411889
4.408917 -1.550984
4.437631 -1.279759
4.093098 -1.608118
5.580638 -1.928885
6.066008 -2.170147
5.12382 -1.948145
4.069712 -1.830422
4.169171 -2.322565
3.605144 -2.287995
3.525429 -2.342414
3.342286 -2.253437
3.891088 -2.272393
4.047163 -2.512392
4.070971 -2.403573
3.975383 -2.592247
4.393776 -2.436671
3.754314 -2.32275
4.477248 -2.500438
4.347966 -2.54084
4.682111 -2.202829
5.44198 -2.401307
6.162973 -4.944906
6.359737 -4.569975
5.985152 -3.861227
5.548556 -4.743723
5.953609 -3.41748
5.488317 -3.898508
5.917851 -3.662272
6.621918 -3.727555
7.965434 -3.312171
7.878417 -4.343916
9.688319 -4.447589
8.635905 -6.95009
8.70093 -5.664229
7.858695 -4.288486
9.115287 -3.96984
10.07978 -3.69672
10.00777 -5.061898
10.26576 -6.265106
10.11512 -3.077385
8.579541 -3.338942
8.310528 -3.875341
7.511459 -3.45919
5.793686 -4.152639
6.690858 -3.325198
6.42462 -2.982365
6.80463 -3.938568
6.613719 -3.739861
7.212403 -3.768027
7.131321 -3.731471
8.723701 -3.561416
9.946621 -3.949161
6.601111 -3.289351
6.465806 -3.241785
8.326206 -3.953414
8.886327 -3.798836
9.106246 -3.468162
8.695506 -3.682932
8.820238 -3.947773
9.885056 -3.066014
7.793533 -2.405376
8.372801 -4.046572
7.54129 -4.394036
7.580435 -4.661089
9.902615 -4.79266
10.16024 -4.799435
8.311121 -5.709311
9.279178 -6.729629
7.968006 -6.111528
9.18907 -4.59844
8.370902 -5.199658
8.469458 -4.825016
8.719207 -4.574377
8.374839 -5.050682
9.769904 -4.576737
7.220355 -3.65477
8.956417 -3.861199
9.238151 -3.566232
9.361208 -3.179834
7.642474 -3.511851
7.815726 -2.464503
9.2958 -2.019422
7.364453 -2.77223
6.198885 -2.436793
6.512394 -2.246026
6.477226 -1.872975
4.95699 -1.818093
4.07106 -2.062172
5.790379 -2.175653
4.979213 -2.138247
4.848076 -2.411999
4.812521 -2.190009
5.58866 -2.734391
5.063697 -2.318274
6.667399 -2.216945
7.961803 -2.69411
8.659258 -3.299558
10.82839 -4.061929
10.42479 -5.330803
11.78348 -5.242382
12.46993 -4.984379
9.783493 -4.458009
9.839552 -3.406042
8.367143 -3.129459
7.379591 -3.393279
6.650182 -2.802937
7.110246 -2.189683
7.189838 -2.327375
6.695943 -2.33558
5.833528 -2.156047
6.983674 -2.999398
7.46692 -2.492924
7.427659 -1.950245
7.197891 -2.37784
6.392796 -4.36972
6.911388 -4.208647
9.21101 -5.355367
8.920106 -4.384102
7.482186 -3.551124
7.120273 -2.839963
6.425308 -2.767974
6.996359 -2.463072
6.488189 -2.691314
6.533024 -2.752757
6.230791 -2.157245
6.558858 -2.415531
7.131373 -1.979628
6.45309 -2.221882
6.578221 -1.923156
6.219334 -2.160646
6.413879 -2.61634
5.397045 -2.620995
5.513014 -2.308071
5.683249 -2.456427
5.910744 -2.545592
6.553039 -1.505406
6.317049 -4.090608
6.903409 -4.214944
7.285364 -3.818273
8.103779 -3.793827
8.953087 -4.812856
8.084152 -5.323904
9.357984 -4.854502
9.405019 -5.333282
11.23069 -5.105225
9.36588 -5.886595
11.09477 -5.634091
10.18068 -6.396096
8.748455 -5.736285
10.41739 -6.058527
10.2417 -5.901397
8.243189 -5.764559
7.988669 -5.437163
11.42221 -4.728124
9.667714 -5.305776
13.11141 -4.651248
10.43254 -4.030925
10.1855 -3.19386
9.308053 -3.151691
8.443034 -3.678802
7.13417 -3.873565
6.92731 -3.402743
6.293033 -3.01503
5.714328 -3.118185
6.418056 -2.308337
8.965899 -2.497827
8.446173 -2.090497
10.39123 -2.197359
7.785476 -3.934923
7.280876 -4.769608
10.90885 -3.47328
7.898115 -4.080274
7.593429 -3.783768
10.82964 -4.838758
9.219703 -3.721396
9.43006 -4.368047
8.327523 -3.060267
7.338369 -3.648823
7.993121 -2.675419
6.984599 -2.646185
7.582261 -3.288772
6.54961 -4.161459
7.418936 -2.958841
7.260795 -2.848067
7.785768 -3.268689
