"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-3.763216 -4.026581 -101.8039 3.779146
37.59843 4.209346 -48.22386 -4.322501
63.1501 4.035495 -57.60442 -3.924209
69.56978 3.754473 -52.84922 -4.254362
5.669775 -4.046425 -71.90886 4.284375
49.88979 -4.049787 -76.12135 4.764868
33.29529 3.602685 -44.63051 -4.041709
49.679 3.884182 -65.63046 -4.056016
88.00205 3.846856 -81.74317 -3.925649
40.68901 4.904103 -49.97285 -4.070912
63.05573 4.12264 -71.68012 -4.119033
62.97577 3.505061 -54.91479 -3.726106
39.27585 5.481634 -39.75128 -4.142254
22.51704 4.898166 -31.95568 -4.382389
36.18263 4.04433 -51.79704 -3.994883
50.43173 5.858634 -66.74631 -3.951542
24.41648 -4.06237 -121.9715 4.197533
21.00743 4.442409 -30.99665 -4.401374
22.66987 5.03945 -32.6243 -4.144892
65.04201 4.458357 -53.17343 -3.735134
22.42032 3.326618 -32.9718 -4.005327
24.51014 4.452467 -33.22065 -4.097265
23.11109 4.550094 -31.93645 -3.839382
43.77794 4.291136 -46.984 -4.066887
73.50387 4.701081 -59.29101 -3.741436
45.43063 3.662427 -44.72143 -4.211273
15.83748 4.607156 8.361171 3.895623
16.29811 4.032477 3.572725 4.976879
15.90774 3.995348 3.588745 5.16356
15.74096 4.166532 3.423823 4.135084
16.05935 4.432853 -2.819578 4.062352
16.13059 4.068905 3.658971 3.813979
16.3294 4.137214 0.43321 4.109647
15.87358 4.252552 2.121265 4.954983
16.1605 3.869756 2.995771 5.577685
16.62144 4.027564 4.393702 4.107767
15.97295 4.203471 6.22602 4.600175
15.63022 4.139831 5.574225 1.071062
16.03635 4.206972 9.095661 0.3732971
15.79374 4.076643 3.404266 6.013357
15.88696 4.025524 3.664973 2.777253
16.05953 3.667949 6.056282 6.101478
16.00642 4.014084 0.05708384 2.404299
15.27931 4.247876 -0.6807758 4.951561
15.26078 4.35977 2.090966 4.54824
15.89169 4.233545 2.391658 6.032854
15.64448 4.062337 2.208137 3.098052
15.85031 3.943091 2.788282 3.237229
15.82227 3.997761 5.190486 1.713525
15.71473 4.221213 4.245274 2.762918
15.799 4.350925 -5.996692 4.285432
16.45288 4.319232 0.275829 4.489854
16.05324 4.014316 1.611249 4.462359
16.38769 4.151497 0.4668665 4.271944
16.19358 4.06632 3.394532 4.440114
15.78694 4.188146 3.198489 3.724611
15.92905 4.116171 3.430439 4.795036
16.46766 4.209651 -4.03985 4.521685
15.48969 3.953908 -3.371245 5.106418
15.63583 4.111667 0.5846455 4.8256
15.96497 4.248365 6.293226 5.59464
16.08991 3.952629 6.470739 3.561183
16.15034 4.424054 1.28108 4.16885
15.24072 4.209319 0.1331333 4.780727
15.04351 4.341858 7.53293 5.329684
15.92979 4.0136 6.483464 4.145019
15.43617 4.523787 2.334553 4.597293
15.52212 3.96037 1.771719 4.652812
15.9502 4.148767 1.30687 5.08362
16.04936 3.826706 5.531175 5.124617
16.15138 4.422728 5.586883 4.117141
15.33799 4.366219 -17.76303 4.138155
16.21812 3.803752 4.531964 5.052917
16.36382 4.184811 2.944498 3.901356
15.62473 4.726892 -3.502197 5.082253
14.05993 4.364401 -6.042137 4.723168
15.23621 4.314407 7.73529 4.834309
15.46097 4.250099 6.143322 5.557529
15.60237 4.391968 4.412145 2.982223
15.62681 4.08113 -5.922779 3.112156
15.45917 4.295252 -4.294056 4.614652
15.81941 4.127786 3.79512 4.816992
16.08702 4.711165 6.257556 4.199659
15.98528 4.185164 3.38435 5.395312
15.29085 4.32434 -10.67686 3.999875
16.00818 4.446559 1.598678 5.765168
15.59791 4.266428 2.338771 4.166839
15.70821 4.095016 5.936961 3.780021
15.90451 4.623086 -0.922586 5.704058
15.51484 4.090267 0.1406197 3.686447
16.06645 4.25892 -3.849471 3.266307
15.78378 3.885112 5.868879 5.225441
15.98813 4.417223 2.822286 5.230174
15.62946 4.562267 4.218096 4.574063
15.59935 4.130785 2.876399 4.564083
15.7181 4.091115 6.542284 4.394565
15.79778 4.414696 1.494576 3.729251
16.05763 3.9224 0.6137095 3.908218
15.96518 3.830956 1.584754 4.509237
15.71326 4.161319 4.765875 4.463992
15.75522 4.36088 0.9232787 5.44433
15.76197 4.373737 0.9959774 4.415118
15.78877 4.479876 3.019932 4.219599
15.73785 4.051053 1.240577 4.606304
16.38927 4.469642 2.274284 4.95699
16.22925 4.123883 2.82383 4.071
15.8337 4.067179 1.598413 3.491862
16.03083 4.092573 -1.250716 3.653555
15.8419 4.372676 0.8392252 3.212305
16.40277 4.36266 -0.4902639 3.963406
15.76535 4.320644 -0.2823802 3.183728
15.49017 4.267685 -9.347284 1.692603
15.72908 4.334246 2.226904 5.392675
16.1826 3.957609 2.572337 4.09205
15.76108 3.910712 0.2827867 5.04157
15.45928 4.235853 1.204145 4.7682
15.28705 3.872835 2.398391 5.076663
16.0489 4.42933 1.143427 2.374897
16.22366 4.846382 1.257097 1.47129
16.13538 4.1419 1.326429 3.41918
15.62221 4.07013 6.45951 2.757353
16.20552 4.041261 5.468553 2.844255
15.73829 4.268841 5.915701 1.094124
16.12207 4.321251 -1.092297 2.59282
15.5929 4.136857 2.341235 4.525659
14.94863 4.301801 -6.952096 4.958844
15.54872 3.950543 3.362429 4.319925
15.71998 4.207567 2.815501 3.925022
16.23407 4.540739 5.051209 3.263768
15.63831 4.202501 -3.323952 3.996432
15.59711 4.435039 -2.694126 5.652778
15.9772 4.298575 3.731346 4.370606
15.94043 4.40046 2.482961 4.438487
15.77739 4.133319 3.102354 3.607965
16.07597 4.019263 2.533423 3.107449
15.92828 3.673875 4.689431 3.024195
16.04369 4.101045 3.821353 2.390265
15.54866 3.896348 1.478854 2.57558
15.97998 4.183649 -0.0739687 3.749405
16.244 4.399673 3.683197 3.752768
15.23741 3.931674 -3.925024 4.013785
15.93668 4.444394 1.617832 5.456095
15.57761 4.180051 3.613964 5.063472
16.16603 4.249141 4.364522 3.150235
15.90989 4.158204 6.473059 4.078161
15.66651 4.110898 -0.05361198 6.038186
16.00752 4.439052 0.8680379 5.242409
16.01989 4.356036 5.082372 2.791776
15.58718 4.110628 -3.64049 3.345564
15.47879 4.315378 0.3398408 2.428248
