"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-30.26709 -3.90127 18.32506 3.551724
-30.18274 -3.91713 18.57209 3.889753
-30.23402 -3.853143 19.74088 3.483783
-30.08042 -3.950586 18.73548 4.061136
-30.45458 -3.893801 19.11444 3.691823
-30.34064 -3.858016 18.49103 4.375789
-30.32846 -3.893144 18.59897 3.903523
-30.04725 -3.848425 17.91511 3.67898
-30.36459 -3.861454 18.76689 4.19602
-30.18512 -3.89464 18.37351 3.588746
-30.52191 -3.894923 18.96912 3.861852
-30.32771 -3.859807 18.10785 4.265446
-30.37744 -3.921511 17.9069 3.694986
-30.36704 -3.87751 18.5456 4.197922
-30.32906 -3.914466 17.82539 3.852716
-30.7417 -3.865411 19.2009 4.226576
-30.54489 -3.880551 18.56798 4.049271
-30.54132 -3.852128 18.01232 4.135926
-30.25952 -3.875765 18.60042 3.950908
-30.30843 -3.873944 17.2357 3.895361
-30.54665 -3.914669 18.27803 4.309491
-30.57196 -3.892133 17.51992 3.660253
-30.36295 -3.924217 18.88813 3.807292
-30.45354 -3.831816 19.09283 4.097849
-30.93874 -3.880582 19.36089 4.165627
-30.57925 -3.979858 18.25665 4.089744
-30.20253 -3.765271 17.80113 3.457129
-30.41034 -3.852539 19.14989 3.704145
-30.15552 -3.933465 18.46431 4.091431
-29.99467 -3.919964 18.38581 3.914681
-30.21882 -3.907188 18.7406 3.917028
-30.12779 -3.847381 18.60035 3.561335
-30.34429 -3.939338 18.47193 3.854148
-30.56777 -3.881635 18.99095 4.003638
-30.30605 -3.895233 19.17447 3.714977
-30.01931 -3.879679 18.51399 3.882983
-30.30849 -3.895774 18.85448 3.837554
-30.63639 -3.907326 17.9916 3.786386
-30.66637 -3.918056 18.41875 3.513109
-30.18177 -3.917726 17.75984 4.084601
-30.08978 -3.945565 17.8886 3.698285
-30.52637 -3.834366 18.48768 4.135928
-30.77266 -3.902112 18.66601 3.696896
-30.06292 -3.934275 17.84887 3.981638
-30.05384 -3.894233 17.88701 3.823378
-30.68508 -3.839089 18.91164 3.797076
-30.36534 -3.954241 18.41402 4.185957
-30.36731 -3.939937 18.81644 4.235333
-30.68509 -3.954937 19.14899 3.5709
-30.51782 -3.858941 17.88025 3.815263
-29.89311 -3.872211 18.03678 3.784032
-30.10493 -3.894389 18.24093 4.113368
-30.30302 -3.909925 19.44245 4.051713
-30.6564 -3.990013 19.51512 4.190011
-30.31765 -3.868779 18.63097 3.743111
-30.42368 -3.892601 18.35618 3.973943
-30.69995 -3.856955 18.22895 4.022726
-30.02404 -3.912851 18.35434 4.157827
-29.99625 -3.993873 18.52119 4.238219
-30.48603 -3.945365 19.14585 3.441939
-30.68422 -3.872175 18.73344 4.368523
-30.13824 -3.859943 19.13504 3.626005
-30.22258 -3.955564 19.00922 4.176798
-30.36459 -3.883231 18.9394 3.953574
-30.14006 -3.898047 19.25197 3.518658
-30.16109 -3.890615 19.22704 4.306839
-30.29322 -3.896667 17.98563 4.116276
-30.05064 -3.917776 18.83064 3.72958
-30.4445 -3.853587 17.63506 4.187394
-30.41691 -3.833572 17.93059 3.342033
-30.40963 -4.016734 20.04701 3.774359
-30.18195 -3.989879 18.51063 3.538031
-30.62196 -3.913113 18.41693 3.871646
-30.56493 -3.878977 17.99208 3.216262
-30.23682 -3.951118 18.92527 3.529371
-30.35611 -3.915436 18.4335 3.756374
-30.41258 -3.900555 18.77792 3.435176
-30.45855 -3.85488 18.46775 4.469457
-30.40228 -3.925532 18.24812 3.795395
-30.35903 -3.953975 18.39953 3.61411
-30.38973 -3.905886 18.89658 3.796818
-30.44196 -3.976189 18.45857 3.907173
-30.21113 -3.879155 18.44996 3.345604
-30.24313 -3.851316 18.80015 3.994033
-30.71261 -3.955094 19.90534 3.624501
-30.42799 -3.86596 19.08308 4.042609
-30.40046 -3.93557 18.4194 4.311461
-30.62179 -3.92602 18.38535 3.793432
-30.4991 -3.858853 18.91529 3.382905
-30.39077 -3.869169 18.23813 3.832269
-30.65724 -3.93803 18.25316 3.9962
-30.56641 -3.879109 18.2019 4.040549
-30.73898 -3.923561 18.24566 3.764553
-30.32767 -3.991209 19.15421 3.929193
-29.97867 -3.928756 18.39865 3.619298
-30.2703 -3.909489 18.27709 3.560136
-30.42148 -3.829398 18.77887 3.747221
-30.37968 -3.940922 18.005 3.867897
-30.11592 -3.857147 17.23298 3.828798
-30.36831 -3.966879 18.53235 3.809316
-30.3331 -3.733158 18.65486 4.047836
-30.22746 -3.975567 17.70786 3.744558
-30.20425 -3.959108 18.17812 3.912344
-30.69911 -3.950088 18.4505 3.798598
-30.42955 -3.928799 18.20855 4.041044
-30.22243 -3.953854 19.13617 4.013383
-30.39635 -3.897152 17.8371 4.153874
-30.17682 -4.004692 18.79019 3.882247
-30.6261 -3.894293 19.71035 3.672889
-30.20216 -3.880417 19.57767 3.834694
-30.38469 -3.914562 18.47749 3.95753
-30.41635 -3.895691 18.22235 3.911947
-30.31094 -3.795147 18.33146 3.993843
-30.26808 -3.961279 18.44024 3.787558
-29.98928 -3.850443 18.94969 3.573529
-30.04533 -3.889932 19.2188 3.847989
-30.10851 -3.870037 19.03108 3.935737
-30.10819 -3.948793 18.92806 3.572156
-30.45415 -3.905939 18.22917 3.656516
-30.44021 -3.844096 18.17551 3.889065
