"p_1" "p_2"
0.8109557 0.1890443
0.805093 0.194907
0.789481 0.210519
0.786999 0.213001
0.7674634 0.2325366
0.7727162 0.2272838
0.782028 0.217972
0.7892682 0.2107318
0.7745188 0.2254812
0.7837002 0.2162998
0.7978381 0.2021619
0.8000915 0.1999085
0.7943623 0.2056377
0.7906636 0.2093364
0.7946829 0.2053171
0.7845569 0.2154431
0.7937224 0.2062776
0.7908434 0.2091566
0.8003479 0.1996521
0.7743586 0.2256414
0.7690192 0.2309808
0.7829077 0.2170923
0.7957806 0.2042194
0.7627059 0.2372941
0.7517008 0.2482992
0.7952966 0.2047034
0.7782605 0.2217395
0.7949996 0.2050004
0.7654042 0.2345958
0.7627878 0.2372122
0.7651404 0.2348596
0.7805477 0.2194523
0.7619132 0.2380868
0.7788087 0.2211913
0.7744352 0.2255648
0.7997718 0.2002282
0.7926889 0.2073111
0.7613961 0.2386039
0.7918019 0.2081981
0.8097661 0.1902339
0.7546418 0.2453582
0.7906069 0.2093931
0.7535457 0.2464543
0.7810898 0.2189102
0.7905917 0.2094083
0.784582 0.215418
0.7879976 0.2120024
0.7839476 0.2160524
0.7752237 0.2247763
0.7949306 0.2050694
0.7696544 0.2303456
0.7675651 0.2324349
0.7992956 0.2007044
0.76565 0.23435
0.7899096 0.2100904
0.7717613 0.2282387
0.7924213 0.2075787
0.7793225 0.2206775
0.7621511 0.2378489
0.7569695 0.2430305
0.7550094 0.2449906
0.8015952 0.1984048
0.7650777 0.2349223
0.7682655 0.2317345
0.7860149 0.2139851
0.7700785 0.2299215
0.7810678 0.2189322
0.788817 0.211183
0.7611391 0.2388609
0.7760492 0.2239508
0.7931488 0.2068512
0.8090473 0.1909527
0.7838315 0.2161685
0.8011432 0.1988568
0.7826876 0.2173124
0.7923086 0.2076914
0.7882847 0.2117153
0.7977258 0.2022742
0.815085 0.184915
0.77227 0.22773
0.7988352 0.2011648
0.7772055 0.2227945
0.7621923 0.2378077
0.7714348 0.2285652
0.7408904 0.2591096
0.7727437 0.2272563
0.7881422 0.2118578
0.7615579 0.2384421
0.7890901 0.2109099
0.7537018 0.2462982
0.7924589 0.2075411
0.7696687 0.2303313
0.7632358 0.2367642
0.7696815 0.2303185
0.7855318 0.2144682
0.787051 0.212949
0.7451642 0.2548358
0.8132152 0.1867848
0.7839867 0.2160133
0.7662632 0.2337368
0.7601328 0.2398672
0.760687 0.239313
0.7765308 0.2234692
0.766287 0.233713
0.7777188 0.2222812
0.7697909 0.2302091
0.7931142 0.2068858
0.7650066 0.2349934
0.7988665 0.2011335
0.7666936 0.2333064
0.7877939 0.2122061
0.7924579 0.2075421
0.7798061 0.2201939
0.7850223 0.2149777
0.7897241 0.2102759
0.7905818 0.2094182
0.7858795 0.2141205
0.7772871 0.2227129
0.7657897 0.2342103
0.7903146 0.2096854
0.7725518 0.2274482
0.8094454 0.1905546
0.7776486 0.2223514
0.8082364 0.1917636
0.7705039 0.2294961
0.7727936 0.2272064
0.7487367 0.2512633
0.7961986 0.2038014
0.7654344 0.2345656
0.7645701 0.2354299
0.7727986 0.2272014
0.7827625 0.2172375
0.7670263 0.2329737
0.7721759 0.2278241
0.774993 0.225007
0.8152347 0.1847653
0.7847056 0.2152944
0.7730885 0.2269115
0.7688639 0.2311361
0.7989318 0.2010682
0.7774919 0.2225081
0.7580497 0.2419503
0.7681884 0.2318116
0.7863081 0.2136919
0.783428 0.216572
0.7791946 0.2208054
0.7722189 0.2277811
0.7809838 0.2190162
0.7906768 0.2093232
0.7744795 0.2255205
0.7759344 0.2240656
0.7937359 0.2062641
0.7778302 0.2221698
0.7840661 0.2159339
0.7947357 0.2052643
0.7911656 0.2088344
0.7879294 0.2120706
0.7731352 0.2268648
0.784165 0.215835
0.7873454 0.2126546
0.7879864 0.2120136
0.7843713 0.2156287
0.7772565 0.2227435
0.7941878 0.2058122
0.7860013 0.2139987
0.7814478 0.2185522
0.7846944 0.2153056
0.7782527 0.2217473
0.7850704 0.2149296
0.7806179 0.2193821
0.7750444 0.2249556
0.7909915 0.2090085
0.785131 0.214869
0.7777663 0.2222337
0.7772521 0.2227479
0.7938064 0.2061936
0.7823569 0.2176431
0.7670178 0.2329822
0.797978 0.202022
0.780935 0.219065
0.7743746 0.2256254
0.7851049 0.2148951
0.7833469 0.2166531
0.7965753 0.2034247
0.7644729 0.2355271
0.762277 0.237723
0.8053495 0.1946505
0.7950939 0.2049061
0.8009837 0.1990163
0.7892329 0.2107671
0.7763474 0.2236526
0.8038112 0.1961888
0.7986647 0.2013353
0.8165766 0.1834234
0.7669399 0.2330601
0.7826689 0.2173311
0.7956783 0.2043217
0.8091486 0.1908514
0.7809381 0.2190619
0.7730373 0.2269627
0.7520474 0.2479526
0.7681356 0.2318644
0.7625592 0.2374408
0.7680226 0.2319774
0.7662656 0.2337344
0.7742244 0.2257756
0.7682342 0.2317658
0.8028925 0.1971075
0.8030866 0.1969134
0.7780935 0.2219065
0.7939267 0.2060733
0.7870351 0.2129649
0.7850466 0.2149534
0.7955214 0.2044786
0.7885075 0.2114925
0.7859382 0.2140618
0.7765198 0.2234802
0.7744526 0.2255474
0.781664 0.218336
0.7743928 0.2256072
0.7927359 0.2072641
0.7671496 0.2328504
0.7788291 0.2211709
0.7808307 0.2191693
0.7970141 0.2029859
0.7781418 0.2218582
0.7769349 0.2230651
0.7837464 0.2162536
0.7945423 0.2054577
0.7776254 0.2223746
0.7846356 0.2153644
0.7679061 0.2320939
0.7822414 0.2177586
0.7839642 0.2160358
0.7880423 0.2119577
0.7844666 0.2155334
0.7666139 0.2333861
0.7956265 0.2043735
0.7609061 0.2390939
0.7865297 0.2134703
0.7784908 0.2215092
0.7639627 0.2360373
0.7901523 0.2098477
0.7818167 0.2181833
0.8121457 0.1878543
0.7567969 0.2432031
0.7871713 0.2128287
0.7913123 0.2086877
0.7722867 0.2277133
0.7819492 0.2180508
0.7823125 0.2176875
0.7623064 0.2376936
0.7820666 0.2179334
0.779229 0.220771
0.7630486 0.2369514
0.7961959 0.2038041
0.7879645 0.2120355
0.7659775 0.2340225
0.793795 0.206205
0.7851221 0.2148779
0.7826907 0.2173093
0.8006997 0.1993003
0.7995399 0.2004601
0.7617889 0.2382111
0.7504277 0.2495723
0.7840217 0.2159783
0.7922072 0.2077928
0.7798099 0.2201901
0.7746045 0.2253955
0.7896386 0.2103614
0.7941833 0.2058167
0.7716198 0.2283802
0.7860971 0.2139029
0.7944443 0.2055557
0.76479 0.23521
0.7781255 0.2218745
0.796732 0.203268
0.7834118 0.2165882
0.7931949 0.2068051
0.78047 0.21953
0.7671396 0.2328604
0.7761157 0.2238843
0.7748277 0.2251723
0.7874783 0.2125217
0.8209795 0.1790205
0.7741561 0.2258439
0.7639541 0.2360459
0.79296 0.20704
0.7866935 0.2133065
0.7907527 0.2092473
0.7846405 0.2153595
0.7766391 0.2233609
0.7646305 0.2353695
0.7631312 0.2368688
0.7896094 0.2103906
0.7839637 0.2160363
0.776307 0.223693
0.7912403 0.2087597
0.7931989 0.2068011
0.7801118 0.2198882
0.7661624 0.2338376
0.7674371 0.2325629
0.7900148 0.2099852
0.7763275 0.2236725
0.7662097 0.2337903
0.8008515 0.1991485
0.7943671 0.2056329
0.7883614 0.2116386
0.7809351 0.2190649
0.7755126 0.2244874
0.7986538 0.2013462
0.7720078 0.2279922
0.7921397 0.2078603
0.7733928 0.2266072
0.7775271 0.2224729
0.7822349 0.2177651
0.7788368 0.2211632
0.8034362 0.1965638
0.7617286 0.2382714
0.783816 0.216184
0.8013013 0.1986987
0.7848319 0.2151681
0.7926649 0.2073351
0.7732609 0.2267391
0.7745534 0.2254466
0.7903241 0.2096759
0.7735355 0.2264645
0.784968 0.215032
0.787204 0.212796
0.7869135 0.2130865
0.7815928 0.2184072
0.793529 0.206471
0.7711391 0.2288609
0.7942311 0.2057689
0.7901507 0.2098493
0.7989883 0.2010117
0.7773013 0.2226987
0.7677372 0.2322628
0.7937474 0.2062526
0.7912881 0.2087119
0.7908834 0.2091166
0.7499441 0.2500559
0.7706163 0.2293837
0.7922066 0.2077934
0.7921588 0.2078412
0.7873551 0.2126449
0.7886737 0.2113263
0.8049887 0.1950113
0.7971969 0.2028031
0.7824232 0.2175768
0.7925252 0.2074748
0.8025843 0.1974157
0.7857197 0.2142803
0.7788 0.2212
0.7914083 0.2085917
0.7841912 0.2158088
