Delta_1 Delta_2 
-4.131484 0.7700592 
-3.076147 0.667386 
-4.159706 0.5874204 
-4.122126 0.445334 
-2.432064 0.6568466 
-3.061079 0.5362974 
-3.456176 0.5563313 
-6.078602 0.6677739 
-5.785081 0.6134022 
-4.92793 0.6124282 
-3.742476 0.8367183 
-4.442904 0.8034842 
-4.125726 0.6688464 
-2.673813 0.7331194 
-3.299885 0.6964903 
-2.413922 0.6098221 
-4.504105 0.6525472 
-3.901401 0.4663702 
-5.317248 0.6866763 
-5.057086 0.667294 
-4.498667 0.760321 
-5.207858 1.00828 
-6.681815 1.028811 
-7.61793 1.057894 
-8.631734 1.015498 
-8.054935 1.106414 
-7.580543 0.8848068 
-7.345247 0.9181374 
-3.666124 0.660534 
-3.613911 0.6912365 
-3.838086 0.4264827 
-3.192417 0.3932249 
-2.935076 0.4084875 
-3.161952 0.4805862 
-2.399753 0.4370911 
-1.514729 0.4130265 
-2.655925 0.553334 
-2.596148 0.6392274 
-2.56081 0.7568259 
-2.331824 0.6877043 
-3.000074 0.5406348 
-4.472116 0.829603 
-2.873122 0.6284855 
-6.032321 0.7704698 
-3.997787 0.7670527 
-7.241723 0.7636184 
-7.879345 0.7504655 
-3.357739 0.895715 
-4.076277 0.988373 
-3.430822 0.7061115 
-4.989491 0.7828887 
1.213007 0.752381 
-2.890353 0.5965389 
-3.840697 0.6514317 
-4.392316 0.6578426 
-4.282975 0.7018667 
-2.628924 0.6403538 
-3.128082 0.6199319 
-3.34817 0.5322092 
-4.204136 0.6347476 
-4.614721 0.7466457 
-4.737535 0.968426 
-2.399862 0.9954801 
-6.678376 1.167117 
8.571367 1.243771 
2.239359 1.151905 
2.365406 0.9806338 
-2.024345 0.999106 
-7.647669 0.8967844 
-6.732902 0.7305427 
-8.099956 0.6950442 
-9.910945 0.8416281 
5.557211 0.9496878 
0.8913278 1.102619 
-5.986781 0.9254944 
-3.615801 0.7300554 
4.455075 0.8344123 
-6.51164 0.618741 
-3.791159 0.6708387 
-3.204574 0.9749671 
-2.25661 0.8942205 
-2.278431 0.6395762 
-1.174302 0.6752932 
-2.018912 0.6491915 
-3.628988 0.532068 
-2.704928 0.4285044 
