"beta1_1" "beta2_1" "beta1_2" "beta2_2"
16.71065 5.909738 -29.9188 -4.074363
17.49314 2.90778 -29.97244 -4.179897
17.72513 5.732634 -30.77263 -3.953754
16.86476 5.859169 -30.44223 -3.780104
16.96544 5.537996 -30.01485 -4.096748
16.37199 2.152228 -30.08611 -4.072238
19.70675 5.473017 -30.5928 -3.97936
18.97404 3.70984 -30.32471 -3.804273
19.15111 5.928432 -30.35989 -4.099714
16.87833 5.272416 -29.56589 -3.76361
20.98459 4.434834 -31.00218 -4.110815
19.96572 4.910894 -30.65735 -3.901032
20.26189 4.895033 -30.62392 -3.806625
19.72779 3.491921 -30.15356 -3.947862
21.29811 4.779893 -29.98085 -4.117275
20.99752 3.612993 -29.2806 -3.757616
17.26933 7.379846 -30.69903 -3.878035
22.20837 2.202893 -31.17767 -4.05614
19.98501 4.693075 -29.73057 -3.823451
24.04502 5.393663 -30.71172 -4.007736
20.57923 6.255602 -29.76666 -3.927642
19.8709 5.999809 -29.55836 -4.032321
19.8539 3.797863 -29.15685 -3.821085
18.35413 6.935898 -30.55905 -3.632612
18.29453 5.678956 -29.82706 -3.860081
21.51189 3.825002 -30.97174 -4.03817
17.80889 3.47956 -30.12228 -3.795046
19.68235 2.537033 -29.6696 -3.909598
20.45836 2.429704 -29.84649 -3.803061
22.35224 2.894002 -30.17115 -3.827039
23.53932 4.165271 -33.71274 -4.047096
21.67352 4.843619 -32.98624 -3.893529
18.37139 4.839866 -31.62935 -3.925413
17.69524 3.642042 -31.58789 -3.984097
18.43626 4.680934 -30.03293 -3.852044
20.52156 3.47507 -30.36466 -3.781959
16.61369 2.339242 -32.06482 -3.995324
19.29723 5.577383 -31.00068 -3.677351
19.81455 4.936113 -30.53553 -4.075139
20.92393 3.132679 -31.53399 -3.944784
17.73048 4.805721 -30.7653 -3.962667
18.10993 4.477352 -30.16415 -3.727366
16.76595 6.370628 -30.94026 -3.957041
18.65057 6.290259 -30.13966 -3.992528
20.30842 4.831701 -31.40605 -3.780949
25.28082 2.668713 -35.17908 -3.792962
18.33015 6.109324 -29.69433 -3.839288
76.6301 2.097681 -52.89533 -3.868935
24.0829 3.395651 -32.719 -3.99339
20.86961 6.343487 -30.90763 -3.961527
21.15915 1.027045 -29.3496 -3.944798
26.66706 2.043155 -31.0829 -4.052493
19.63423 3.074312 -29.23372 -3.857872
21.37525 3.912127 -29.39273 -3.991943
25.67289 6.854163 -30.40229 -3.849459
25.55635 8.056528 -29.23104 -3.781843
28.02903 6.062811 -29.74351 -4.023573
23.20341 4.540471 -29.4714 -3.744528
24.09119 5.58196 -29.85866 -3.969781
22.67482 7.573682 -31.28573 -3.847994
18.86891 3.765122 -29.52369 -4.177272
20.57112 4.873701 -29.90698 -3.892202
20.30758 6.918107 -29.62188 -4.03018
16.49436 7.006568 -29.31071 -3.723491
20.15682 4.741745 -30.88477 -3.825508
19.89171 5.74384 -30.53222 -3.831638
17.31073 7.582373 -30.21318 -4.210526
16.91494 5.88794 -29.63326 -3.860597
19.73297 3.790896 -30.00186 -3.874703
20.26407 3.61308 -30.5617 -4.158712
21.69876 4.171807 -30.18612 -4.205758
18.64435 5.168103 -29.91429 -3.952644
17.98034 4.789623 -30.27062 -3.955726
19.37494 4.352894 -30.10166 -3.705878
18.65567 4.699047 -29.71079 -3.841444
20.16957 5.157501 -29.26104 -3.973539
18.50698 5.460291 -29.52519 -3.895519
19.66793 4.809866 -30.1797 -3.887772
22.08964 3.272036 -30.6726 -3.76028
23.09262 2.659215 -31.11144 -3.952446
20.63131 3.781342 -30.19819 -3.954217
22.03996 4.188875 -29.53213 -3.996908
55.88906 6.620843 -47.05012 -4.029991
19.91294 3.052254 -32.05776 -3.782885
36.31131 4.159536 -41.48555 -3.829336
137.2096 4.248671 -113.2849 -3.953701
19.0735 4.244858 -29.48538 -3.842374
17.68971 3.992158 -29.68139 -3.8965
17.8082 3.434086 -29.99753 -3.861299
17.2977 5.816265 -29.64549 -3.915725
19.26679 6.022337 -30.31631 -3.942353
18.59704 6.386934 -29.5877 -3.858846
21.91031 5.12849 -31.28096 -3.991712
21.50748 6.652851 -31.89269 -4.021666
18.1013 6.095663 -29.08535 -4.008739
23.12275 4.483536 -29.41641 -3.922054
22.47222 2.682211 -30.16053 -4.08046
16.57442 4.798917 -29.77577 -4.001075
19.0025 4.179992 -30.14423 -3.830266
17.15335 5.123402 -30.08556 -3.974612
17.0851 7.087342 -29.41409 -4.001057
19.30157 3.570158 -30.0943 -3.976406
16.85201 4.745163 -29.65607 -3.942739
17.64436 5.128057 -30.78023 -3.764058
18.22819 5.475771 -30.13141 -3.896899
20.14908 5.769022 -29.94143 -3.965937
16.97034 5.241584 -29.44833 -3.965216
15.12399 5.080733 -30.34602 -3.947905
22.68246 3.178243 -30.0535 -4.050573
28.35842 4.147446 -29.97479 -3.57603
21.9507 4.334645 -29.56818 -4.003507
21.69645 4.995153 -29.47949 -3.756098
23.96457 4.876924 -30.31126 -3.63433
21.16535 3.47549 -29.62654 -4.07629
17.82625 2.669816 -29.97998 -4.012592
64.81075 2.523085 -59.93574 -3.827937
16.99427 5.461801 -30.12845 -4.210179
17.17808 4.509393 -29.97924 -3.700302
17.77894 1.793456 -30.26408 -3.843751
18.32778 3.991023 -31.03433 -3.840225
18.99377 4.289323 -30.43112 -3.44518
19.48933 6.639061 -31.05418 -3.828391
19.83344 7.212817 -32.07966 -3.907409
17.2593 4.83827 -29.4351 -3.906348
23.05979 5.36659 -34.42987 -4.081322
21.04802 4.886825 -31.75931 -3.882918
17.42353 3.829508 -29.99608 -4.029723
20.72702 2.788462 -31.56602 -3.70229
17.56667 3.955658 -29.90938 -4.000003
16.79386 6.397697 -29.73378 -3.781991
20.52292 6.131711 -29.53442 -4.049951
22.75996 6.283039 -30.40485 -3.959607
20.8038 5.177887 -30.17738 -3.922917
20.57169 2.299174 -30.30142 -3.910879
17.89736 7.352296 -30.87908 -4.382587
20.27066 0.4243418 -30.35184 -4.050797
18.26514 2.176985 -30.39389 -4.046733
18.89009 5.323286 -29.02942 -4.234046
21.47284 6.041611 -29.45652 -3.921793
18.35051 7.635304 -29.60067 -3.780052
22.2879 2.623593 -32.00291 -3.831101
18.6674 5.243469 -29.92802 -4.09602
18.08681 5.518912 -29.69952 -3.934701
20.43604 5.90818 -30.48537 -3.662927
17.67264 3.949095 -30.02828 -4.086985
16.89218 4.517402 -29.84106 -3.861578
20.26058 3.535319 -31.03512 -3.976407
19.6031 5.786273 -31.27661 -4.087234
16.87921 2.149196 -30.98891 -3.764921
15.54682 4.215207 -32.50556 -3.675604
18.05753 6.195741 -30.07266 -3.964483
18.03922 9.606501 -30.3204 -3.883556
18.82977 7.826441 -29.64471 -3.982249
21.78705 4.551919 -30.93951 -3.953739
19.7037 4.116719 -31.24848 -3.760496
18.58543 4.65221 -29.88973 -3.725769
17.26899 5.055881 -30.22133 -3.814588
18.90944 6.8781 -29.81694 -4.146193
23.23357 3.059761 -29.81979 -3.717865
18.20249 4.418129 -30.23571 -3.969969
16.52417 4.430944 -29.57769 -4.001155
19.94761 6.307147 -30.24905 -4.068801
17.72791 7.774958 -29.35145 -4.026382
20.76356 5.136732 -30.60628 -3.843959
23.77366 6.599177 -30.0245 -3.900374
20.721 3.572847 -29.74478 -4.003326
24.02252 4.509681 -31.13171 -3.987347
26.88386 5.791432 -34.27511 -4.134798
17.23759 4.953482 -29.31964 -3.7951
29.07917 6.803701 -36.38214 -3.895626
17.55354 4.802689 -30.84776 -3.914206
17.0715 4.62203 -30.75895 -3.553766
18.71121 3.808844 -30.51 -3.944265
18.84418 2.796228 -31.84025 -3.969426
20.03672 2.699071 -30.85915 -4.082099
17.44961 3.868096 -30.3571 -3.988576
20.07548 1.635707 -30.41936 -3.973374
22.30102 2.188819 -31.1196 -4.024452
22.27799 5.295993 -29.99072 -3.872476
19.16167 3.902153 -30.50153 -3.674552
19.14134 6.231695 -29.8879 -4.065028
18.71751 3.322777 -30.0813 -3.925536
19.95598 4.787534 -30.1063 -3.518602
20.68942 5.258582 -29.75694 -3.992989
18.40738 5.387764 -29.91421 -3.853639
18.40848 6.195446 -30.99643 -3.975078
18.83211 5.18176 -29.71448 -3.903543
20.28127 5.095703 -29.51424 -3.809571
20.47993 4.659829 -32.26686 -3.892243
19.74354 2.456439 -30.76711 -3.753086
19.78223 5.084584 -33.09613 -3.715085
20.46324 5.721676 -31.56261 -3.921381
19.11059 3.64178 -30.36311 -4.106042
18.5591 4.475951 -30.78965 -3.960214
19.753 4.663509 -31.55062 -3.773835
21.16616 4.729475 -32.81087 -3.921053
26.06047 4.587897 -34.96316 -3.905935
20.15952 2.785683 -31.269 -3.932729
18.23394 3.056012 -30.05702 -3.933985
19.04158 4.17935 -30.02775 -3.738444
17.0362 4.69594 -29.83476 -3.89271
27.6258 3.594428 -37.4547 -3.9125
22.0596 3.223872 -32.85576 -3.772741
309.1336 3.717661 -136.8684 -3.997174
20.16455 3.101022 -29.49097 -4.089818
20.08494 3.507402 -30.41954 -3.952703
20.57559 3.209246 -29.88274 -4.029745
16.90837 3.175866 -29.41292 -3.780516
19.36764 2.144076 -29.9455 -3.936955
22.33549 4.926378 -30.8521 -3.880278
18.22337 6.517429 -29.67234 -3.794593
23.52123 5.06471 -38.57015 -3.989364
17.91191 3.646207 -31.4362 -3.961434
17.6836 3.307299 -30.18085 -3.854615
19.42818 6.117963 -29.37212 -3.903474
18.4758 4.873818 -29.31532 -3.942127
20.06887 2.843985 -30.15797 -3.791367
21.18007 5.643331 -30.48907 -3.877516
18.13335 3.352478 -30.44422 -3.961192
19.84136 7.4584 -30.57073 -3.718321
19.69575 6.274137 -30.85952 -3.624049
18.06364 7.411807 -29.68447 -3.736384
18.90344 6.33055 -29.8819 -3.873032
20.11965 10.09533 -29.80826 -3.862333
21.40142 5.242493 -29.30195 -3.944245
23.80921 6.928427 -30.40525 -4.055094
23.51353 8.752384 -30.62003 -4.148138
21.53216 4.325809 -29.84352 -3.840048
17.91254 4.623372 -30.35726 -3.857536
19.43174 11.7335 -29.46195 -3.730017
16.65181 2.877537 -31.02121 -4.035025
20.28076 6.63551 -31.92297 -3.741694
17.69582 5.039894 -30.42893 -3.854886
17.34484 5.192768 -30.0973 -3.542664
19.83658 5.104067 -30.01396 -3.8919
16.9771 3.982863 -29.54762 -3.700028
16.01766 5.675156 -29.71378 -4.310414
18.17149 2.194474 -31.50367 -3.88652
19.47867 5.100121 -31.67072 -4.035866
18.75256 3.774619 -29.43864 -4.009337
17.93398 6.753392 -29.58936 -4.031282
18.04055 4.991182 -29.46712 -3.976378
16.78683 4.699938 -30.02057 -3.791826
18.22087 3.145892 -30.20705 -3.808805
17.28504 4.444859 -33.8111 -4.008687
17.7568 5.300858 -30.7137 -4.064995
19.99377 5.001561 -32.19039 -3.877745
17.72186 5.640252 -29.34928 -3.701586
17.07564 4.695229 -29.68906 -4.014712
17.50501 5.545744 -29.72458 -3.776877
20.75138 4.613091 -30.58279 -3.702412
18.60464 5.866284 -30.1332 -3.683435
20.08757 5.459009 -29.37507 -4.015268
21.65025 2.477009 -30.0291 -4.00911
18.77546 5.641864 -30.80519 -3.862008
19.26665 2.149153 -29.83879 -3.705472
18.80556 2.772845 -30.91597 -4.083157
20.88376 4.803339 -31.36833 -3.876271
19.41035 4.799531 -30.42496 -3.71043
20.16199 4.551801 -30.81736 -3.971799
22.70913 4.996416 -31.18493 -3.864074
20.24933 4.695162 -29.57409 -3.940133
21.77721 5.320887 -30.44237 -3.770567
16.49428 6.674801 -29.31265 -3.898489
18.67202 5.955516 -29.45914 -3.942872
19.54115 6.937919 -30.51293 -3.930873
19.83438 5.917681 -29.60003 -3.859056
21.22089 6.868602 -30.3795 -3.862892
20.59156 5.35117 -30.11393 -4.012187
21.49198 5.125337 -30.24874 -3.793835
