Delta_1 Delta_2 
0.01397684 -0.1913666 
0.0003017529 -0.09927589 
-0.028999 -0.03429349 
-0.02195514 -0.02840499 
-0.006670093 -0.01112952 
-0.0171053 0.0246758 
-0.001022844 0.04605194 
-0.01275521 -0.009537688 
-0.01046817 -0.04878004 
-0.02004973 0.04516244 
-0.0134076 0.04369521 
-0.03895207 -0.05745497 
-0.03154375 0.0848712 
0.004048476 -0.05664737 
-0.01800406 -0.01658557 
-0.0007008672 0.07780667 
-0.003334165 -0.08717683 
-0.0007839542 -0.01823674 
-0.0249039 -0.04755554 
0.007262452 0.01867616 
-0.01501679 0.01415417 
-0.02970934 -0.08033254 
-0.006785801 -0.03420059 
0.02630547 -0.03598464 
0.009059465 0.0344148 
0.01356742 -0.008997604 
6.906232e-05 -0.09881109 
0.01170175 0.02698628 
0.008384336 -0.0726383 
-0.01015537 -0.07251843 
-0.0133382 -0.08570911 
0.005686624 -0.01568814 
-0.01746056 -0.05621349 
0.005438698 -0.01517613 
-0.005005001 0.002873938 
-0.0006513057 -0.01390941 
-0.00504571 -0.07651465 
-0.0115669 0.1095789 
-0.002500788 -0.07731285 
-0.01292104 0.06576654 
-0.01587488 -0.06147997 
0.009115046 0.03051535 
0.0201645 -0.03390655 
-0.02067099 -0.05570704 
-0.01091681 -0.06766765 
0.01167089 -0.0183516 
0.01343898 -0.01283706 
-0.02871006 -0.04950793 
-0.01816735 -0.02318981 
0.001790134 0.08161112 
-0.00553073 -0.01576236 
-0.01388413 -0.05090331 
0.001954719 -0.009759612 
0.0007091499 -0.07820038 
-0.01648996 -0.01685002 
0.004101377 -0.06755722 
-0.01052724 -0.04129208 
0.004254674 -0.0158577 
-0.02350859 -0.06154167 
-0.01398946 -0.05688848 
-0.03241064 -0.02009838 
0.01309322 0.09047193 
-0.01853037 -0.1779464 
-0.02031367 -0.06001471 
0.007967896 0.02812113 
-0.002901888 -0.03273071 
-0.005192338 -0.005382843 
-0.01550437 -0.01892744 
-0.02079922 -0.02685067 
-0.01908755 0.04233133 
-0.01623787 -0.01887213 
-0.02137156 -0.05872527 
-0.008655551 -0.003563899 
0.001447917 -0.03812969 
-0.01512041 -0.003005009 
0.02405076 0.01018327 
-0.01133402 -0.008885142 
-0.002705091 0.1149344 
0.01668633 0.03646317 
0.006463344 0.1001691 
-0.004765019 -0.04349858 
0.02089851 -0.07174555 
-0.02409482 -0.032408 
-0.01677853 -0.04214126 
