"nu" "alpha"
4.802412 0.1710976
5.32775 0.2206998
4.989417 0.2970525
4.707717 0.2078958
3.944549 0.3435465
4.639173 0.03364064
4.71206 0.4663846
4.428205 0.4714655
4.85847 0.2949014
4.457686 0.3513247
5.797348 0.2789638
5.920706 0.1782561
5.317196 0.08078212
5.686625 0.4248971
4.180803 0.3678796
4.967242 0.3475588
4.918342 0.2024315
7.030627 0.1049494
5.042684 0.2409122
4.769899 0.1841549
4.260564 0.1150467
4.527771 0.4471169
5.052728 0.3961197
5.25333 0.1757099
4.689365 0.2875992
5.475889 0.2655303
5.107663 0.4566243
4.896907 0.09232886
4.645842 0.140725
4.179166 0.3905572
5.11583 0.281642
4.15889 0.4786808
4.26202 0.4800619
4.668685 0.4197617
4.250262 0.2277864
4.863424 0.1023764
5.420045 0.3383801
5.153198 0.26956
5.440275 0.2644892
4.995777 0.492437
8.20494 0.3005513
5.502925 0.2079441
5.085333 0.03971307
6.108515 0.4091894
3.496214 0.1621122
4.918417 0.2789272
4.987186 0.318234
4.566991 0.166143
5.168673 0.1986921
5.976265 0.2439567
5.285724 0.2181228
4.62176 0.111774
4.126431 0.1031703
6.244884 0.1471828
4.943067 0.1512006
5.410849 0.4240011
4.732488 0.2183128
4.454543 0.3353983
5.721669 0.3187414
4.429871 0.48877
4.67789 0.3703513
5.375686 0.4735803
6.46911 0.3600432
5.033506 0.07983256
5.995581 0.04410132
5.915777 0.4788758
6.056953 0.2638069
8.312735 0.1142505
6.159582 0.1849828
5.882847 0.3461828
5.443801 0.1360687
7.350794 0.1263404
5.358665 0.2588429
6.974894 0.08995016
6.194713 0.06505696
4.891863 0.2163808
5.528914 0.3052488
5.508875 0.2709324
4.9727 0.1132681
5.112195 0.3071014
6.732021 0.05660119
5.245916 0.1724223
4.267957 0.4170273
5.575663 0.156611
5.505011 0.3478881
4.496712 0.4261103
5.071584 0.1395768
5.573325 0.4113051
6.149754 0.3126918
4.722764 0.04695198
6.531962 0.111692
5.540614 0.4486243
6.024391 0.2757859
7.389733 0.1753291
5.885424 0.4384132
5.909304 0.1905665
5.392796 0.1606061
5.958626 0.2933694
4.263227 0.4029186
5.258279 0.2268055
6.381253 0.06675007
5.816416 0.2963121
4.711511 0.0679137
4.726066 0.03129528
4.699709 0.3453349
4.804884 0.4329384
4.762271 0.0738847
6.915578 0.1833808
5.87416 0.09459593
5.552571 0.2149928
4.910484 0.09672344
5.77892 0.1944415
4.415063 0.2291164
5.384858 0.3293525
5.215348 0.2208804
4.612374 0.3222387
4.074851 0.4064748
4.637928 0.4869058
4.368324 0.346037
4.295248 0.3522855
4.763898 0.2122936
5.462064 0.2706109
5.605779 0.4870638
5.265917 0.4554835
4.493786 0.04929036
5.113291 0.4901463
7.052641 0.1617021
4.522457 0.490976
6.179999 0.3616555
6.164888 0.2528242
5.145723 0.1415679
4.738053 0.2198294
4.456638 0.166154
4.948756 0.2465291
6.321611 0.1355469
8.437636 0.2361238
4.527007 0.3689605
4.103353 0.212188
4.099783 0.114426
4.948485 0.4736526
4.86341 0.3842347
4.986783 0.1360438
4.627978 0.07125197
5.171651 0.380666
5.457967 0.1887524
5.787255 0.09296461
5.622417 0.465046
4.962832 0.07501526
5.653491 0.2955506
4.633361 0.1443905
5.552133 0.3176574
6.786069 0.1362285
6.152708 0.03788264
6.088162 0.09791388
4.658367 0.2520734
5.367383 0.1739045
4.970407 0.1901579
5.652929 0.112915
4.700878 0.1901557
4.660381 0.2066078
6.084717 0.2735251
3.900213 0.1596227
4.647676 0.02026925
4.202406 0.2228325
4.533784 0.3149769
3.793607 0.4319516
