"nu" "alpha"
10.311 0.2555185
5.767241 0.1319247
3.591419 0.4395071
5.973699 0.02605409
20.8271 0.09421895
22.32206 0.05208581
24.09086 0.06135137
1.824195 0.4826738
14.75309 0.2704409
7.437606 0.04578242
191.2761 0.02264664
14.79863 0.0970466
18.34946 0.06695895
10.86075 0.098788
3.435039 0.2115774
2.564946 0.1199035
4.590965 0.2008356
4.658413 0.1952039
11.52303 0.1904442
41.95226 0.03790651
30.42512 0.0543824
14.19246 0.09320505
4.226499 0.4226715
27.10516 0.06061326
6.461538 0.3422502
42.67507 0.0204029
12.72423 0.2647813
7.535989 0.1878894
4.384077 0.4384917
2.448937 0.3296585
6.160525 0.4603621
11.26765 0.325847
16.12072 0.2548496
9.311012 0.1458858
10.51347 0.3549791
13.04874 0.08064227
16.97015 0.1908125
5.298219 0.2700943
4.605763 0.4745901
6.344863 0.3752199
54.10394 0.03729924
7.08048 0.2745069
6.742207 0.22698
5.231271 0.2637589
4.460819 0.4649876
9.02066 0.1126048
3.893335 0.2034091
22.32497 0.2240979
9.657174 0.07292997
30.54518 0.05509871
10.85196 0.1235034
6.71127 0.3524101
4.643872 0.4689283
3.653408 0.4315719
6.396897 0.3467192
11.54127 0.1850382
15.7493 0.229675
19.28487 0.02268301
19.84279 0.1205044
6.2278 0.1049338
27.41841 0.02255239
28.28481 0.052772
5.219347 0.3098522
9.468904 0.0869741
22.90848 0.1168655
6.800806 0.08662387
17.26849 0.163347
24.99342 0.05288206
11.59621 0.04294391
20.19503 0.09788117
8.953313 0.123367
5.075356 0.4182147
13.71253 0.1828031
6.20555 0.1640166
8.399716 0.26529
8.899553 0.07244787
32.24773 0.09037989
7.691401 0.3605474
9.054852 0.02522344
11.2469 0.09642356
5.326426 0.3874344
7.491096 0.489026
13.66997 0.06480763
114.9292 0.04081197
64.15506 0.03375641
8.026752 0.1027215
4.918234 0.04425591
4.585345 0.4660292
83.71485 0.02399308
58.73967 0.05033138
40.7513 0.0858435
45.97909 0.0556751
9.86321 0.4151826
17.24003 0.04516798
2.849881 0.4968612
5.181234 0.3154136
4.017865 0.4445989
17.03346 0.1185694
24.97413 0.1173257
25.94494 0.186261
31.02961 0.07464384
8.25667 0.03499489
5.793877 0.2586851
3.812057 0.137717
6.494447 0.3306548
11.71621 0.06280624
7.655133 0.105594
4.702241 0.3493376
24.08477 0.1136271
4.250629 0.3569939
8.969465 0.07379192
6.437051 0.2678729
5.082664 0.3876933
8.865701 0.3765415
6.048478 0.271446
8.822124 0.2817019
4.124732 0.03846626
6.546165 0.460927
3.841434 0.4094274
10.52753 0.2070815
5.609901 0.1699523
7.139906 0.2810778
28.78878 0.06906608
6.566701 0.1492992
14.09559 0.1580348
42.92514 0.06059815
49.40071 0.0516143
31.82341 0.02509006
11.54848 0.299272
3.065349 0.07823361
54.85643 0.0448818
30.86973 0.04885962
28.27092 0.1353246
4.448694 0.4283676
26.30046 0.1312638
5.390551 0.1492971
5.154019 0.3788537
40.30978 0.03861889
18.70519 0.1202688
7.023381 0.2685203
4.645908 0.336137
18.13454 0.1262711
3.40371 0.4147392
10.16502 0.1533871
5.745835 0.3225345
20.17395 0.1000816
18.15829 0.1474065
18.54833 0.0738725
15.77074 0.06605623
51.95327 0.04459732
72.66093 0.03612653
16.76361 0.04068937
17.77633 0.1245348
10.69812 0.1090234
44.38988 0.07339821
10.63544 0.2532023
3.873199 0.3629572
11.04467 0.09847738
2.068578 0.247205
8.909246 0.2505698
4.349254 0.2120401
15.54296 0.08146376
19.35908 0.02191429
15.13224 0.03655661
65.89575 0.07050266
2.987219 0.1954341
40.62529 0.0321802
4.525624 0.2282117
11.11708 0.1623461
9.656262 0.1013183
8.026308 0.3455806
6.799118 0.4305459
3.802226 0.4959069
3.377945 0.3989374
10.21845 0.0560485
7.52501 0.3752403
4.491841 0.4277371
8.519536 0.3723421
3.014106 0.3981929
3.126866 0.1326602
3.677545 0.1715888
5.133808 0.2338818
5.034936 0.119081
12.6873 0.1329693
11.66448 0.04776559
3.339408 0.1618036
18.03917 0.02016258
13.8603 0.161187
15.33738 0.03591176
15.07553 0.08274618
27.30747 0.08918766
4.762515 0.1072422
12.35187 0.2804425
13.69272 0.0422474
3.99644 0.06550118
29.25823 0.03581931
9.366636 0.4442269
6.017521 0.1499822
15.97233 0.06138435
32.55299 0.06152276
10.61001 0.3526506
4.04822 0.3347106
10.62372 0.0364968
13.57035 0.04794886
21.96158 0.09207454
27.1788 0.04232771
7.405179 0.187726
3.33437 0.373073
7.103634 0.1037139
5.752299 0.1027117
9.08217 0.1411534
18.28076 0.1806207
3.498421 0.2891771
6.352963 0.2827108
5.443052 0.1258783
3.823217 0.4303661
3.190052 0.4119273
3.197519 0.489703
5.480245 0.443893
32.78367 0.02816714
5.976823 0.109852
11.27117 0.109561
3.238761 0.4686487
7.061837 0.2922938
17.60098 0.05213422
14.27611 0.02504872
19.17049 0.06954514
11.94638 0.08029587
24.11667 0.09564017
9.086759 0.4236546
34.48589 0.04537215
4.874085 0.3855214
9.842854 0.1213533
8.470238 0.3014372
8.608169 0.2273454
3.468163 0.2845924
8.472993 0.3731416
22.72537 0.107685
29.74551 0.1376008
14.31392 0.1956705
20.8771 0.02530745
25.7972 0.08111161
6.18833 0.3747179
3.727823 0.07464894
2.847323 0.3639078
4.873351 0.4662361
6.084983 0.2282863
8.034282 0.2236638
8.544165 0.2806177
39.02598 0.03971379
66.19615 0.03044709
90.14415 0.05284225
15.26914 0.3111845
7.088498 0.4060459
18.13986 0.1212017
4.51233 0.4098095
2.916173 0.4242112
2.835578 0.210625
7.320384 0.2502297
6.416805 0.1929363
4.239583 0.08490281
4.254567 0.3704264
7.00192 0.1578155
6.272159 0.2368536
2.121135 0.3377493
6.432858 0.03256517
12.97143 0.4220676
6.361349 0.05193691
4.73579 0.1130903
9.126126 0.1561802
6.74304 0.1209904
11.98241 0.123815
4.969122 0.3847192
4.862281 0.09366799
4.06269 0.4707995
9.532766 0.1289451
8.960328 0.1772243
6.88166 0.2838753
5.275016 0.4272893
7.612003 0.4945725
11.42104 0.2288102
9.342173 0.1612809
3.668674 0.2131183
5.642903 0.2471354
26.9527 0.03091472
35.53057 0.02183656
9.719795 0.1938523
20.48035 0.02262293
19.47758 0.03192889
15.00345 0.05258716
5.527241 0.291476
11.35147 0.1491063
9.211037 0.2739087
5.300743 0.277805
5.281581 0.2845817
4.202644 0.2601545
3.630485 0.4849421
3.521494 0.2020752
8.526569 0.09522265
6.188451 0.2135944
6.963385 0.09626285
22.28789 0.07062377
32.71077 0.03060129
12.36248 0.1163098
5.346981 0.2140021
15.16257 0.1608922
4.386964 0.421172
2.35228 0.4574019
4.096902 0.2340205
6.218866 0.1948198
12.28059 0.06878379
7.908016 0.2551382
4.964581 0.2004054
34.16613 0.1256595
17.24423 0.1147912
4.179783 0.4700893
66.09312 0.05703519
9.329724 0.2241724
3.35441 0.4185643
5.442185 0.3616528
5.795785 0.3821616
3.54418 0.3470831
19.80926 0.170592
9.929937 0.1460916
12.01639 0.3015243
14.13184 0.1566354
3.783711 0.2733218
32.24242 0.120826
5.129608 0.3519857
3.825143 0.1658637
