tau2_1 tau2_2 tau2_3 tau2_4 
2.477725 0.01983302 0.002985016 244836988 
35420480222 0.0161034 0.003149678 0.1923025 
242.0958 0.02021526 0.004547335 0.6129974 
0.5241452 0.01926543 0.003686465 62.43261 
124.0768 0.005625375 0.003894766 0.3391399 
1.130947e+13 0.009268748 0.003055674 3.064753 
4.358865 0.01242902 0.003123062 62.57619 
0.09931695 0.003416622 0.003455483 389.7116 
0.5521776 0.007206111 0.003243775 11900095 
0.2556063 0.03297763 0.002958556 195641.8 
51.08917 0.006377305 0.003589474 19.85845 
17.51586 0.02003409 0.002494381 47.482 
9921841 0.01329215 0.002788933 26321798237 
0.1641466 0.01854663 0.003306286 57147823 
11.19119 0.01060316 0.002707849 2663.233 
2.909836e+20 0.02776059 0.00326435 16.20898 
63.39474 0.0290815 0.002654131 0.9513568 
1254108855 0.01932327 0.003041365 5.300018 
0.1064282 0.01620957 0.002562966 0.6896593 
9988694 0.02116511 0.002766462 1.495745 
57.74749 0.01158991 0.002752728 12.6635 
3438243 0.01385732 0.003185989 136.2741 
12.29167 0.01496659 0.003054149 0.6881899 
28.60336 0.007741995 0.003186175 39611.37 
8.404509 0.007619582 0.003546409 45.75658 
3450.392 0.006060019 0.002714295 13234.04 
30.84114 0.008228984 0.003221225 2500824608 
299821126 0.01210611 0.003908578 250.0635 
1.114869 0.0234178 0.003320752 0.2931406 
0.03454689 0.01711429 0.002795415 964.5952 
37398592 0.02030223 0.002774457 26.62608 
1542.651 0.00552611 0.002970554 13.9298 
0.8588407 0.01408745 0.00276184 202528.6 
0.08414713 0.01199918 0.002879258 0.4279305 
27.24736 0.01293458 0.003474248 106.5433 
3.274963 0.004433909 0.002948385 275.2007 
3099.977 0.02259904 0.00317563 537.2329 
0.9049209 0.01789255 0.003161406 14.60674 
0.5936481 0.01850189 0.003661074 8844.435 
4610389 0.01597599 0.003602448 0.07426407 
4.461978 0.02434895 0.003498148 2309.269 
125.6846 0.0100748 0.003288072 0.03466716 
51.63255 0.01740745 0.003288233 4.171413 
462406.1 0.01557576 0.004133999 135.6 
138589.6 0.01321353 0.002722244 22844608 
9.222705 0.01744111 0.002688594 0.5360221 
0.5017474 0.007545836 0.003769554 57.5215 
1247642808 0.0184827 0.002996692 43988.49 
11.01782 0.008331307 0.004139634 30809232 
2048.468 0.01612388 0.002533036 17.13306 
0.3614956 0.01786308 0.002917232 2033.313 
2206839 0.005452174 0.00343992 15650807 
1159.747 0.01417471 0.003145928 660.4102 
0.6420451 0.008369158 0.003378293 58.74184 
1334.006 0.004272384 0.003545345 12116 
58.92939 0.02242966 0.003163668 0.1825835 
4.86204 0.004757565 0.00219322 27085.55 
24.65851 0.006844606 0.002596545 0.07937829 
3930.96 0.01584967 0.003816362 23.13229 
27.72626 0.01632633 0.002544182 3.736634 
0.1181941 0.009152132 0.003406694 0.07217962 
788024 0.006822317 0.002975332 0.1713554 
11687.22 0.008373955 0.004060027 42713.54 
4794.966 0.00980476 0.002613674 0.1805942 
0.0615107 0.00954383 0.002634092 1218320553 
4.810039 0.01459015 0.00261944 6.472257 
0.7241181 0.004661297 0.00261779 195033.4 
0.1180986 0.01008947 0.003803468 19629.63 
0.712177 0.01212798 0.004550578 4.057674 
0.0574716 0.005286738 0.002981448 14765.99 
35603.29 0.01615503 0.003382403 2662.633 
0.9924285 0.01251761 0.002944822 733993759 
63591.84 0.01888254 0.003845039 665375021 
0.8265891 0.006568079 0.003198737 3370442 
1.385132 0.006558303 0.003195802 39.68027 
23798.11 0.01710469 0.00259785 0.1994629 
181.901 0.006310707 0.002506437 21.29878 
63992156532 0.01305452 0.003165974 9532.409 
26.45426 0.007938234 0.002922412 132.7394 
10.53081 0.01106638 0.002844632 25728960055 
0.413794 0.02123153 0.002770519 0.7685375 
0.3516777 0.005781318 0.002509142 824.5059 
292979933 0.01260108 0.002834158 10.37208 
6435865 0.01089705 0.003350732 1.545526 
2.980849 0.01197927 0.004111984 12670.56 
50903078 0.02039865 0.0034616 270.8461 
6.978871 0.01621073 0.002828427 0.0632534 
0.03126643 0.01224851 0.004271171 1081937 
169.5163 0.02450175 0.003153486 2.754008 
15.8975 0.006693245 0.003080657 0.2102618 
0.04254134 0.01334385 0.003447784 1.387519 
11745.26 0.005949886 0.002585091 762.9917 
2406.662 0.006112857 0.004482606 0.8905192 
11323.25 0.01310754 0.003132368 523.9252 
0.06810997 0.01068915 0.002594217 4.31935 
1.727948 0.0155256 0.004002432 0.6446875 
0.2708441 0.01273054 0.003783838 22.21097 
17.12154 0.01570112 0.002621921 30.85607 
0.3884022 0.006775385 0.003531968 2082.26 
0.3647221 0.01530077 0.003327964 8556.088 
1.276614 0.008503298 0.002775261 71875.43 
6.276142 0.01354008 0.003429572 2.507547 
0.1829196 0.02399316 0.003772083 3932.244 
15.69557 0.02311772 0.003578778 211.5599 
0.5944113 0.01206871 0.004262861 0.1156454 
237.2361 0.003921541 0.002882012 2.340129 
935.216 0.008691312 0.003454563 2.923957 
0.6317475 0.008097258 0.003136598 2.130505 
2914916056 0.007167642 0.002884323 1.537961 
2.443418 0.007208788 0.00300792 0.2517572 
7203.293 0.01757736 0.004235885 0.1265215 
3219043755 0.007385597 0.003591002 0.3075451 
4.188206 0.00933913 0.002238865 0.07291618 
0.180413 0.008074105 0.003092166 0.1049672 
1.057764 0.007147087 0.002519608 13631.83 
61292202 0.005087493 0.006436956 0.5092317 
30169351 0.007972264 0.003531544 0.02672388 
26.46857 0.01410335 0.003174345 4173417 
200465.8 0.006984782 0.002389695 0.08156813 
6.553765e+15 0.01144017 0.002605013 10.51575 
0.5885809 0.01220994 0.002591254 482607 
0.1146935 0.006337495 0.002863258 0.4609289 
6673174471 0.00522693 0.002945061 0.1544088 
11758424 0.007965743 0.002297981 5.524144 
2.233159 0.005953611 0.003455752 0.2465238 
4.994398 0.005067596 0.002416385 25171289222 
0.3692878 0.01697942 0.003743213 9.096417e+14 
0.04466812 0.01358925 0.002979909 1581352 
3.012523e+16 0.01021443 0.002870223 20.94267 
0.1100617 0.01048979 0.002911386 5.541235e+21 
10554410 0.008815761 0.00379742 6190.118 
0.2272002 0.02835501 0.003410717 109.0501 
0.6119309 0.01636445 0.002463979 225552.9 
469.7121 0.0114503 0.003802468 18111.87 
2739262403 0.01687546 0.003416077 0.3363745 
17.14433 0.02317542 0.003304952 0.2832542 
8847.24 0.01659704 0.003409086 22.64237 
0.352461 0.01193082 0.002837162 0.3140828 
15.92663 0.01805364 0.004145997 59439.13 
104806.8 0.01736252 0.002923386 21.18549 
0.9853104 0.005161095 0.00282357 48548970 
33.04463 0.003599854 0.002834173 0.3823148 
31692363 0.007150407 0.003517874 0.3229927 
9543596584 0.01139403 0.00323064 3524.147 
1713.587 0.01377738 0.003123228 24.87196 
2.968506 0.01210337 0.002425205 355132753 
83463600 0.03240761 0.002988621 18.61155 
195.8316 0.005748789 0.002938954 1.485789 
93.1991 0.02862633 0.003421709 1.473272 
274.2119 0.007103752 0.002948422 1.503151 
49.64703 0.01089298 0.002963238 0.2885707 
1.484972 0.01738786 0.002794438 1814302 
2007.01 0.01259592 0.003599795 1.429884e+14 
1547.234 0.01253697 0.003409863 200.8573 
0.5110953 0.004629707 0.002831059 1491.708 
