Delta_1 Delta_2 Delta_3 Delta_4 
-4.003941 0.04639541 -0.009283491 -3.335715 
-5.516397 -0.1326606 -0.03170781 13.59167 
-8.693586 -0.04567828 0.01344081 -4.572282 
-10.28327 0.01981499 -0.01721811 -7.565336 
-2.508181 0.05644177 0.002104535 -0.2186782 
16.63146 -0.06829768 -0.01002875 5.260001 
6.066311 0.006266297 0.01295731 4.320483 
-7.878475 -0.005639923 0.01848864 -18.111 
9.676645 -0.04604413 0.00135734 11.04775 
6.261059 0.08660112 -0.006169503 -22.93151 
-9.036125 -0.07265724 0.004431761 9.699563 
-5.105186 0.07611932 -0.0410644 -15.474 
-0.7068757 0.0002494848 -0.006740484 11.58116 
3.542076 0.01850617 0.003584003 10.45085 
-14.0966 0.009035478 0.008012344 5.699515 
-14.8478 -0.03406005 -0.02835512 -0.520935 
-12.06087 0.01990072 -0.006104287 0.4874025 
0.4006171 0.02425616 0.0004181923 -1.113854 
-2.812867 0.05595956 -0.007714935 6.692881 
-1.930437 -0.005357809 -0.001342502 2.0405 
-11.23553 0.001792582 -0.004270911 3.96889 
-4.013868 -0.01827862 0.0323701 7.675251 
11.55306 0.001416584 -0.00761591 2.137672 
3.078673 -0.032177 -0.01148774 -16.99787 
14.95021 0.01255847 0.0008493905 2.623932 
-4.847646 -0.05488002 0.001712276 -6.449561 
5.926979 -0.04935722 0.0007219967 7.913773 
-9.551804 0.04350807 -0.003647596 -7.412266 
-6.623797 -0.004468374 0.00124484 -6.595189 
3.785659 -0.07091468 -0.01089014 -15.59276 
8.282081 0.09077391 0.02262251 -11.05061 
6.08727 -0.03671531 -0.01793275 -1.860141 
-0.5810799 -0.04758531 0.004116373 5.870042 
-11.4388 0.05436409 -0.00796826 -7.322711 
-2.754652 -0.019538 0.003094325 16.93607 
-1.354732 -0.01841108 -0.01489267 7.560262 
-1.472593 0.009752135 -0.0009636954 14.17294 
3.044635 -0.04102032 -0.003048937 7.012823 
8.635008 -0.08258379 -0.02351794 -9.987361 
-0.3329611 -0.009305171 -0.02596605 6.290915 
9.256046 0.04157177 0.0155082 5.473889 
9.22558 -0.1084329 -0.005138334 -21.15651 
3.841555 -0.09478958 -0.02744393 6.317271 
0.4114566 -0.00556581 0.0009495036 17.68742 
10.10952 -0.01838803 0.01834208 -6.850913 
6.063285 -0.03412168 0.002134974 -4.797734 
6.543342 -0.05234796 0.01767081 -5.546169 
13.65776 0.007172108 0.01452462 -0.514208 
6.831958 -0.01642582 0.008294301 -2.629783 
10.51002 0.02945827 -0.007548446 10.36811 
-13.93922 -0.02526187 -0.03127373 -11.30598 
-4.038381 -0.05108929 -0.01436867 2.132214 
2.657168 0.1303504 -0.002097207 6.806519 
11.01465 -0.01078343 -0.01408045 -4.063306 
6.530068 0.002733469 0.01863042 22.11255 
-14.94379 -0.01445589 -0.007481936 3.253482 
2.476575 -0.02409723 -0.01091149 6.152378 
-5.316918 0.05761415 -0.03621086 -11.11354 
-6.932582 -0.1169158 -0.006764467 -9.273949 
5.026006 0.02971906 0.02460491 6.247722 
7.560196 -0.066436 -0.01849964 -8.371972 
4.182156 0.03766984 0.003176759 3.737408 
1.035989 0.009447007 -0.01042082 -3.544613 
5.246805 -0.007447524 -0.01202399 3.599648 
-3.363261 0.02204833 -0.01167025 -13.89375 
8.162466 -0.1888823 -0.01483732 7.33603 
-14.28277 -0.007871126 -0.01816547 13.30936 
12.05165 -0.08396756 -0.00393815 -15.59293 
2.902333 -7.936424e-05 -0.0006644881 1.586898 
-2.757679 -0.04002673 -0.01476028 0.7095193 
-10.03395 0.03465524 0.02264479 11.46431 
-2.150903 0.002480887 -0.01936399 5.780006 
2.091563 0.02596401 0.007156946 -0.5625302 
5.000753 -0.02995777 -0.03662244 5.97011 
0.7372084 -0.0007538278 -0.0085328 -0.1103478 
6.580737 -0.02875843 -0.02891919 0.788308 
0.4667927 -0.002799816 -0.003615927 8.217378 
-13.00479 -0.006289015 -0.004698873 19.48246 
1.528156 -0.002438838 -0.0005721276 5.730833 
0.3006081 -0.1998846 -0.0003558824 -4.476648 
