beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-11.39689 -4.726663 -0.1478437 1.041224 1.978591 0.01637934 -12.33051 26.82034 
10.75956 -10.95576 0.07787069 0.9575189 1.899699 0.05654588 11.50638 -23.39891 
-10.77865 -13.34509 -0.02353356 0.994722 1.956303 0.01984142 -7.016103 4.270067 
-10.91335 13.2729 -0.1809396 1.030762 1.904148 0.04854845 13.01622 -7.925606 
-6.113873 -14.63061 -0.02503438 1.019271 1.949677 0.03486296 -18.58035 1.829934 
-13.3712 -2.062723 0.02450781 0.9815633 1.931801 0.03276777 -18.50076 9.095019 
3.780085 -3.389902 -0.03215084 1.002257 1.955179 0.02884113 14.9076 13.55082 
-6.410014 -24.80347 0.06067874 0.9722987 1.958127 0.02596798 -7.801991 10.33237 
7.366264 0.4617569 -0.2552212 1.101639 1.898036 0.05323955 7.102625 3.283742 
7.276275 2.095749 0.1633793 0.9220419 1.953104 0.02740307 16.44509 -0.8823891 
-5.726953 -2.460182 0.09438154 0.9517501 1.920409 0.04257915 17.31118 -16.33772 
-0.9018482 6.189483 0.1583599 0.9390111 1.883009 0.05356758 14.74901 -9.00001 
1.759578 -12.95123 0.1476184 0.9285317 1.928372 0.03899598 -5.967276 14.19911 
3.365708 24.8966 -0.1315834 1.029415 1.902126 0.05136791 -7.812286 25.63379 
10.24489 -0.2616326 0.09524907 0.9512745 1.971903 0.02011842 16.8772 -14.09389 
-4.037404 -1.265336 -0.1502005 1.061788 1.873812 0.0626156 3.786386 3.221181 
-0.9514094 -21.68743 -0.1929241 1.067177 1.895426 0.05196079 -0.4475225 14.05458 
12.40982 -9.854977 -0.01630739 1.009275 1.907754 0.04971425 13.05606 1.959503 
9.56794 -3.525314 0.1070786 0.913984 1.93832 0.03208796 -2.564983 -13.40236 
-10.53834 2.152899 0.2346868 0.8927168 1.930204 0.03514118 6.266089 -12.54151 
-8.581318 -2.241708 0.02567594 0.9720394 1.962118 0.01849761 8.547743 21.90267 
-8.197995 -7.848667 0.1348636 0.9221833 1.954534 0.03006558 -15.88982 24.23294 
9.931359 -12.62535 -0.002885902 0.9833953 1.927406 0.03500418 -8.172116 -4.444234 
11.84779 2.529957 0.1000244 0.9390461 1.910353 0.04269902 1.782887 -3.417581 
-2.433424 3.645236 0.0812813 0.9441856 1.924025 0.03939187 9.004592 -8.944192 
-0.002828669 2.639228 0.08060551 0.9501064 1.943112 0.03069778 8.110494 11.51685 
-12.69913 1.232973 0.03756635 0.9736161 1.946208 0.02985262 1.710836 -7.544912 
-4.51118 0.04326155 -0.02692931 0.9954932 1.935942 0.03688533 14.08193 11.71566 
5.398651 -4.127934 -0.05524764 0.9963686 1.93081 0.0368391 11.55946 18.2076 
-8.979918 6.620597 0.05006301 0.9501159 1.91502 0.04339853 2.572083 -20.61432 
