Delta_1 Delta_2 
-5.157847 6.967436 
-4.695648 7.246966 
-4.305941 8.874916 
-3.547952 6.700317 
-4.352287 8.727935 
-3.793944 10.22893 
-2.535582 10.44561 
-2.075743 7.170868 
-2.027869 7.242295 
-2.80062 6.848083 
-3.034267 6.6529 
-3.206481 8.145316 
-3.096743 7.415484 
-3.257434 5.804576 
-2.976104 5.229891 
-2.615548 6.334076 
-1.529975 6.243832 
-1.185716 5.957059 
-1.45837 6.020443 
-2.60902 7.193868 
-4.346511 9.677465 
-3.634382 10.34173 
-3.804566 8.767407 
-3.582361 7.415034 
-2.646369 3.345905 
-1.881594 5.287757 
-2.151021 5.151664 
-1.629377 5.733362 
-1.323225 4.469824 
-1.274649 5.045403 
-1.511498 5.395616 
-1.906184 5.343762 
-2.03214 5.066524 
-2.782819 6.019417 
-2.615578 5.819405 
-3.436539 6.613945 
-2.728994 7.638091 
-3.290575 7.237521 
-3.049348 6.969168 
-3.397426 5.970304 
-3.099088 6.1756 
-3.139946 5.660089 
-2.934419 5.790577 
-3.201652 7.383205 
-2.985909 7.348498 
-3.22377 5.973839 
-3.64644 6.21889 
-3.346182 5.994956 
-3.521705 5.944642 
-3.299204 6.428786 
-2.589721 6.751505 
-2.790784 6.636772 
-3.241418 6.397159 
-3.551915 6.022776 
-3.18746 6.134016 
-3.321899 6.941127 
-4.611601 7.072639 
-3.133364 7.881432 
-2.856152 7.429691 
-2.148223 7.017315 
-1.776295 6.392951 
-1.969247 5.097985 
-2.478296 5.632164 
-2.512187 3.401636 
-2.686412 2.924347 
-2.46088 3.411409 
-2.237231 4.167407 
-3.03827 5.063574 
-4.395685 6.477374 
-2.281725 5.478133 
-2.371807 3.684678 
-2.232749 5.293808 
-2.329685 5.354331 
-3.912568 7.220789 
-3.470588 7.961323 
-3.186393 6.518939 
-2.660036 10.37896 
-3.084893 9.161425 
-2.672537 8.95825 
-2.477739 7.778489 
-2.942021 8.564987 
-3.783977 7.114141 
-3.44214 8.343509 
-3.290032 10.53492 
-3.19999 9.305306 
-2.929309 7.220591 
-3.168846 7.095507 
-2.64884 5.565194 
-3.678948 6.499462 
-3.540302 7.734777 
-3.593103 7.810509 
-3.071407 6.060692 
-3.888248 8.679129 
-3.432132 7.974259 
-4.06153 7.395093 
-3.294473 7.481642 
-3.210226 7.118162 
-2.916866 7.559875 
-2.764741 6.815643 
-2.589405 7.436136 
-2.437479 6.063361 
-2.224195 6.354482 
-2.02635 4.700502 
-2.058791 5.126099 
-2.129966 4.586271 
-1.933976 4.044198 
-1.756542 3.578336 
-1.940088 5.142299 
-1.378589 5.138982 
-1.851904 5.00061 
-1.285957 4.280975 
-1.397033 3.660807 
-1.454271 3.306582 
-1.595057 3.112964 
-1.714996 4.028092 
-1.876246 4.493568 
-1.63664 4.898728 
-2.352795 4.641578 
-2.225351 3.379669 
-2.7672 3.141567 
-2.623364 3.059382 
-2.349422 2.813915 
-2.602683 2.646707 
-2.595474 2.313701 
-2.693335 3.423367 
-2.728835 4.047824 
-2.676697 4.382052 
-2.774261 4.245584 
-2.503139 4.51888 
-2.461562 4.558777 
-2.939317 3.930309 
-2.710377 4.732227 
-3.557248 6.378202 
-3.061223 6.69359 
-3.37444 5.576331 
-3.096105 9.52978 
-3.164552 8.214647 
-2.875004 7.711495 
-2.688079 6.103547 
-3.623285 9.606404 
-3.637541 8.796333 
-4.385634 8.40292 
-5.204821 9.784396 
-5.746747 7.868414 
-4.902949 9.41724 
-4.610077 10.15496 
-4.525935 8.764402 
-4.735961 10.83942 
-2.871918 10.12802 
-2.546054 9.061083 
-2.135003 9.181384 
-2.168858 7.590449 
-3.138151 9.167721 
-4.024457 8.794009 
-4.760408 8.855373 
-3.392715 6.134816 
-3.459555 6.147543 
-2.571406 5.252205 
-2.842389 5.424637 
-3.126036 5.78375 
-2.548677 5.470103 
-2.548983 6.044981 
-1.639418 5.771414 
-2.167087 5.792631 
-2.416862 8.169515 
-3.05371 6.969474 
-3.412937 7.443093 
-4.085828 8.951594 
-5.19222 6.118405 
-4.557292 6.194738 
-3.99209 9.349149 
-3.648055 7.58915 
-3.616982 7.862565 
-3.726992 6.703044 
-2.319978 6.174449 
-3.142355 5.682275 
-2.766152 5.992735 
-2.819942 7.424848 
-3.2321 7.188745 
-3.136165 8.811743 
-2.485176 9.088181 
-2.448654 8.483057 
-2.568571 9.379667 
-3.806477 13.30341 
-3.169021 11.63007 
-4.096792 10.9585 
-4.397386 8.733668 
-4.827369 7.943242 
-3.752849 9.261964 
-3.734292 9.821622 
-3.361711 6.824686 
-3.211681 6.297073 
-2.995043 7.396351 
-3.119424 8.783118 
-4.333785 7.392613 
-4.776885 8.935918 
-5.036756 7.9482 
-4.521876 7.090353 
-4.880587 7.284666 
-4.616773 6.736828 
-4.468303 7.499992 
-4.907748 7.868131 
-6.03408 11.15333 
-5.326119 10.06987 
-5.467396 8.898449 
-5.339895 8.660606 
-4.914678 8.439934 
-4.542156 8.247537 
-4.2342 7.495469 
-4.338871 4.967616 
-3.30101 4.672347 
-3.36886 5.872911 
-3.404016 6.588804 
-3.404429 6.280128 
-3.21887 5.530328 
-3.439093 8.863291 
-3.143511 8.617287 
-3.181845 7.380068 
-2.879396 10.64884 
-2.972309 8.592206 
-2.786319 8.687602 
-3.620715 7.549496 
-3.849498 7.370153 
-3.492344 7.437121 
-3.833133 9.29573 
-3.505937 7.798091 
-3.500688 7.05105 
-2.914823 7.823463 
-3.205781 8.85949 
-3.247559 10.09595 
-1.707747 8.430217 
-1.571177 8.235105 
-1.876935 6.248295 
-2.122012 5.636795 
-2.563396 5.702002 
-3.010488 6.065159 
-3.122359 5.633627 
-3.139019 5.41622 
-3.622616 4.960164 
-3.3188 5.527332 
-3.891515 5.904975 
-2.571685 6.63863 
-3.482015 6.769327 
-1.693666 7.49412 
-1.38044 8.140985 
-1.904619 7.109527 
-1.748327 6.28824 
-1.595668 6.200115 
-1.574457 5.696566 
-1.692105 5.467728 
-1.613374 5.790815 
-2.355112 5.776642 
-2.789194 5.02058 
-2.788426 5.062919 
-3.41934 4.555493 
-3.640974 6.24524 
-3.260402 7.055618 
-2.721552 9.508122 
-3.498793 7.994408 
-4.826769 10.47839 
-2.979952 8.945096 
-3.019413 8.336935 
-3.034714 8.634645 
-2.724726 9.210542 
-3.389771 8.960349 
-3.518664 9.463635 
-5.083551 8.562409 
-6.037401 9.466656 
-5.709544 9.568441 
-4.980047 10.06893 
-4.528457 7.740155 
-5.028643 9.157962 
-4.373066 8.078159 
-5.131111 8.217424 
-4.747554 7.328722 
-3.414508 7.854382 
-4.400585 7.211667 
-4.673969 7.25433 
-4.659102 8.363143 
-5.812444 8.54038 
-5.606437 7.916851 
-5.921239 8.896586 
-5.877511 9.380165 
-5.695679 11.49271 
-4.385052 7.890332 
-4.431523 7.01907 
-4.461394 6.530276 
-3.377677 9.135764 
-4.33915 8.977212 
-3.617779 6.504434 
-4.045406 7.808447 
-2.904538 7.845262 
-3.375709 6.581273 
-3.270207 7.130803 
-3.857055 7.142146 
-3.052372 5.93473 
-2.948475 4.281003 
-3.072575 4.202787 
-3.153956 3.650021 
-3.254168 3.537318 
-3.116436 4.121275 
-3.147519 4.141971 
-3.518839 4.751432 
-3.719912 5.203085 
-4.003403 6.595892 
-3.69336 7.258661 
-3.022441 5.962263 
-2.994053 5.186734 
-2.398573 4.738838 
-2.417371 4.603803 
-2.360626 4.579136 
-2.31008 5.508612 
-1.983701 4.758598 
-1.567735 5.872161 
-1.515103 5.096023 
-2.132713 5.104145 
-2.301794 3.733599 
-2.532111 4.417793 
-2.09374 4.220922 
-1.884144 4.322841 
-1.84472 3.985163 
-2.170957 4.05072 
-2.859824 4.874112 
-2.307213 4.099015 
-2.138378 6.652239 
-2.395894 6.252013 
-2.373803 5.13755 
-4.333567 6.018577 
-4.194189 8.377005 
-6.033335 8.875318 
-5.77097 10.58057 
-3.480944 10.46699 
-4.213804 10.72861 
-5.294454 11.33948 
-5.022808 12.97604 
-3.490203 13.49473 
-4.01568 9.293199 
-3.416147 9.841741 
-3.830341 9.24304 
-3.795699 8.885897 
-3.310375 7.317588 
-3.556705 6.506057 
-4.050378 7.299079 
-4.366628 8.716878 
-4.749607 7.12009 
-3.754173 7.537294 
-3.483236 8.139494 
-2.739762 10.99176 
-3.039689 11.59305 
-3.188413 9.147849 
-3.084139 7.716317 
-3.143203 7.832668 
-3.344948 7.876964 
-3.689024 6.594394 
-3.746886 5.979961 
-3.935217 5.380482 
-4.683432 6.61206 
-4.695236 7.78319 
-4.992413 8.933382 
-5.352286 7.03952 
-4.426788 7.753886 
-5.574694 5.857813 
-4.654844 7.262448 
-4.062009 5.803042 
-4.404577 5.061566 
-3.542956 8.094263 
-3.403235 8.475386 
-3.501235 7.503333 
-4.082164 8.087643 
-4.06666 8.517705 
-4.464005 8.070266 
-4.819931 8.130734 
-3.963385 8.645727 
-3.863335 8.496452 
-3.472497 6.845238 
-3.074897 9.422241 
-3.723297 8.410454 
-3.207288 7.459019 
-2.457058 7.482041 
-2.888742 8.008202 
-2.905114 6.976702 
-3.519166 7.064957 
-3.768282 6.69981 
-4.068952 6.721715 
-4.572541 7.759788 
-4.420898 7.974935 
-4.497782 5.980345 
-4.000685 6.296259 
-4.128224 6.054102 
-4.140539 5.914167 
-3.90591 5.466993 
-3.657589 5.369503 
-3.37948 5.73373 
-2.589696 4.71334 
-2.607609 4.808309 
-2.817854 4.488662 
-2.78371 4.078674 
-2.792013 4.305496 
-4.093933 6.100961 
-3.609959 8.447798 
-4.06226 9.761819 
-4.639399 10.50666 
-4.199941 9.420599 
-4.465543 8.883078 
-5.222461 11.2825 
-4.97796 9.083943 
-4.769225 8.79232 
-4.775707 10.48442 
-4.267412 11.04183 
-8.950732 11.86696 
-4.456246 8.020881 
-2.955382 7.852515 
-3.194296 8.631159 
-3.150312 8.559295 
-2.76172 7.396338 
-2.48401 6.368514 
-2.552832 7.390495 
-3.200506 7.889795 
-3.41443 8.402929 
-5.126155 7.376145 
-5.462418 8.968 
-4.611355 6.364398 
-4.21954 7.691927 
-4.376637 9.39662 
-3.828908 7.853386 
-3.601988 7.316534 
-4.03495 7.104833 
-3.387571 6.647244 
-2.666843 6.730882 
-2.084542 7.449882 
-2.874332 6.743465 
-2.748809 5.951927 
-2.549958 4.759152 
-4.45716 3.916972 
-4.156582 3.726348 
-4.329306 4.2237 
-4.346332 4.041165 
-3.981159 4.096449 
-3.463482 4.329013 
-3.36186 3.584503 
-3.218527 3.428178 
-3.226962 4.537237 
-2.261056 5.707542 
-2.099421 4.448011 
-2.194367 5.666888 
-2.304393 6.250494 
-2.460906 6.952841 
-2.420547 7.296898 
-2.671903 7.83211 
-2.970051 8.295252 
-4.267068 8.176271 
-4.073363 9.516529 
-4.674979 8.758938 
-5.072878 8.36602 
-4.337582 8.159854 
-4.774942 7.349041 
-4.121088 7.975178 
-2.973727 7.658361 
-2.571481 6.804724 
-2.410257 6.51857 
-2.308542 5.072021 
-3.029407 5.72657 
-3.272465 5.504531 
-3.474747 6.68556 
-3.340778 5.694995 
-4.382639 6.157468 
-4.091333 6.66762 
-4.846226 8.98103 
-3.833315 9.596923 
-3.858949 8.587438 
-3.690812 7.159836 
-3.064423 7.589705 
-3.085331 6.782252 
-3.488803 6.821649 
-3.340086 6.839929 
-3.419818 6.250691 
-2.670266 7.316296 
-2.989308 8.999803 
-3.162686 6.347621 
-3.705214 6.599891 
-3.288724 6.820279 
-3.188363 7.204253 
-3.485806 7.806577 
-2.605363 9.745954 
-2.072756 11.05836 
-2.228429 8.267416 
-1.905908 9.557892 
-3.986307 10.07993 
-3.990298 9.388491 
-4.586192 9.009121 
-3.01937 9.317826 
-4.678202 9.030017 
-5.010731 8.131984 
-4.92427 8.343638 
-5.648703 12.68927 
-5.416185 12.06959 
-4.73601 10.45779 
-5.127602 8.625243 
-4.47477 8.963684 
