"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-2.288911 -1.493091 1.133799 -3.141162
-2.226499 7.244296 1.093847 -3.283133
-2.146696 -8.957746 1.065959 -3.159908
-2.131659 -10.87794 0.9871826 -3.209258
-2.071079 -8.76168 1.046339 -3.03863
-1.978646 -21.27109 1.07071 -2.727985
-1.978856 -1.195833 1.118852 -2.9247
-1.965712 4.824099 1.111898 -2.770555
-1.944561 8.45433 1.162603 -2.90733
-1.993028 -4.304416 1.090433 -2.731752
-2.101366 3.00228 1.127343 -2.810226
-1.985174 -4.313218 1.168719 -3.103083
-2.133071 -6.109726 1.193708 -2.847141
-1.973295 16.43913 1.211436 -2.654318
-2.106486 -5.552481 1.173566 -2.883034
-2.058177 -11.05897 1.179874 -2.824792
-2.181311 -1.756812 1.304443 -3.031829
-2.18439 -1.145568 1.163364 -2.826201
-2.19025 1.845133 1.142009 -3.063268
-2.164964 -7.835895 1.184932 -2.961534
-2.168856 -12.04374 1.167149 -2.663281
-2.09995 3.919836 1.229809 -3.081428
-2.044467 4.583464 1.194275 -2.722677
-2.035055 -6.473878 1.119658 -2.878837
-1.905301 0.7484889 1.08435 -3.065722
-1.962448 -4.318208 1.072584 -2.744412
-1.853015 5.961367 1.049255 -2.718015
-2.087645 7.233005 1.013081 -2.822752
-2.063612 3.89605 0.9582811 -3.02509
-2.087101 0.4212247 1.039312 -2.817235
-2.021365 14.35891 1.081336 -2.986731
-1.994795 0.1034937 1.110012 -3.372799
-2.199033 3.529955 1.131861 -3.289242
-2.219844 14.23628 1.195017 -2.981212
-2.228522 -13.89297 1.120101 -3.033224
-2.236833 -16.82903 1.114933 -2.843532
-2.176506 -6.086514 1.125224 -2.847697
-2.153055 13.70257 1.168155 -2.887213
-2.241414 14.43844 1.133419 -2.682036
-2.360798 21.44354 1.078101 -2.615883
-2.335588 19.57318 1.092507 -2.750231
-2.251884 -3.650965 1.027979 -2.888667
-2.150904 -8.71812 1.068001 -2.932173
-2.175822 -5.703223 1.102248 -3.19831
-2.131311 6.674999 1.146081 -3.120195
-2.271806 -16.9713 1.168597 -3.015345
-2.092437 -2.222741 1.228763 -3.246887
-2.253358 1.121836 1.287043 -3.443401
-2.231116 -17.38432 1.217138 -3.32243
-2.076768 -3.372828 1.198402 -3.354071
-2.065849 -7.974895 1.209319 -3.372972
-2.126261 6.326027 1.285963 -2.982898
-2.053885 1.261701 1.222707 -2.880757
-2.128103 11.42298 1.302571 -2.71204
-2.230959 5.856479 1.224074 -2.646014
-2.208726 -1.548256 1.278761 -2.523169
-2.002396 10.1266 1.231921 -2.715301
-1.983136 15.0947 1.354883 -2.901657
-2.024611 -8.246041 1.184535 -2.638662
-2.099665 0.3602899 1.282133 -2.740016
-2.077347 -10.63956 1.278795 -2.631218
-2.017274 3.419503 1.333294 -2.956497
-1.90811 -4.56786 1.35208 -2.95112
-2.230477 -3.628792 1.200708 -3.103802
-2.17374 0.3148466 1.234993 -3.52208
-2.209424 4.59099 1.224532 -3.800806
-2.230349 19.85949 1.191762 -3.76635
-2.201892 9.755574 1.122774 -3.324689
-2.234268 -1.990197 1.13192 -3.079574
