"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-0.2032958 3.956989 -12.32599 -4.455871
0.701282 3.946032 -14.72071 -6.486635
0.8996111 3.966083 -12.18693 -5.938345
0.1638413 3.975984 -13.25212 -8.114711
-0.007468261 3.903144 -12.53562 -4.185501
0.1176512 4.035424 -13.41409 -5.823885
0.2588528 3.916154 -12.86028 -6.046671
0.3413259 3.999156 -14.95206 -4.271326
0.1235611 4.035197 -13.09552 -5.813645
0.08760993 3.995542 -13.55393 -5.541522
0.1875161 3.924878 -12.30042 -5.312271
0.1077974 3.974137 -14.73497 -5.399102
0.1810101 4.054903 -12.78774 -4.595724
0.0343119 3.965223 -13.6474 -4.959908
0.2493695 3.976287 -9.004655 -7.481838
0.3103409 3.938832 -12.12274 -5.027837
-0.1046174 4.012824 -11.08757 -5.298836
-0.03901769 4.02665 -12.17418 -5.160768
0.1050018 3.834228 -11.20568 -4.773476
0.4247177 3.984897 -13.44371 -5.198696
0.01462826 3.915474 -11.33087 -6.138418
0.3457439 3.947418 -14.23479 -5.135588
-0.033235 3.93219 -11.22734 -5.904524
0.1557389 4.029792 -12.0956 -6.187173
0.1826194 3.987315 -13.09286 -4.414934
0.1470288 4.010239 -16.63994 -4.545535
0.2772708 3.996262 -13.39161 -6.594955
-0.07907785 3.995162 -11.7422 -3.405836
0.7424122 3.96207 -13.61065 -5.884968
2.629445 3.976716 -17.17264 -5.939663
1.451665 4.007732 -13.65865 -6.3886
-0.07102543 3.999915 -10.31399 -5.378634
1.882119 3.978899 -22.42961 -4.802286
7.571185 3.965167 -64.37252 -4.793481
11.65063 3.985065 -43.19136 -5.134459
-3.227521 3.961426 -7.919437 -6.131111
0.003649981 3.981454 -13.45503 -6.145487
-0.02553425 3.958234 -12.74307 -4.737726
-0.1839392 3.927859 -11.61071 -4.809134
-0.02737596 4.015484 -11.66551 -4.468946
-0.2030846 4.002292 -9.109248 -7.513661
0.5553435 3.903102 -14.03167 -5.978166
3.241809 3.958764 -37.4002 -5.490497
0.06563464 3.962177 -16.13816 -7.683815
-0.1070734 3.976447 -14.26803 -8.467916
-0.2338954 4.016806 -8.899366 -14.52202
-0.08485775 3.909695 -7.763798 -5.608996
2.732322 3.943688 -28.06881 -6.286769
-0.1147614 4.028892 -12.46848 -5.156533
0.9050187 3.974119 -12.43816 -6.882581
0.4710895 3.958865 -16.94821 -3.227685
0.1314811 4.007156 -14.24825 -3.700834
-0.04331985 4.033811 -12.8029 -5.768094
-0.0477827 3.983872 -12.88894 -4.510301
0.1849995 3.927287 -12.63671 -5.923993
-0.04613461 3.974792 -12.10146 -5.179887
0.003670426 3.955255 -13.42233 -4.088319
-0.01059133 3.89313 -16.14886 -3.699496
0.1963447 3.988748 -16.69588 -4.665976
0.4625024 4.038466 -13.7934 -4.211009
-0.0842366 3.884122 -12.09582 -7.670553
0.5784097 3.91987 -13.08776 -4.001372
14.55312 3.931773 -43.07518 -5.429279
1.31763 4.01149 -15.70686 -5.345301
24.08017 3.982876 -172.821 -4.101511
-0.2151536 4.010724 -11.15877 -5.615008
0.3211826 3.899374 -13.28349 -3.700055
0.2838827 3.970492 -12.00226 -5.121022
0.01760166 3.926141 -10.84226 -10.09254
-0.1180362 3.978861 -9.875749 -6.14271
-0.1488361 3.923134 -12.60204 -5.016349
0.1632178 3.965924 -13.50984 -4.333243
0.001299006 3.990662 -9.956302 -6.356189
-0.07005554 3.94809 -11.79554 -5.377929
-0.1269629 3.99141 -12.0134 -4.956491
0.2534135 3.984866 -15.88368 -4.470917
-0.1945131 4.023822 -11.11746 -5.629411
-0.03550453 3.9241 -13.09718 -5.73852
0.390774 3.961333 -15.54448 -5.522275
-0.2372443 3.912908 -11.70797 -6.231856
0.8297693 3.947576 -23.40471 -4.437759
-0.3172406 4.039602 -11.20061 -5.468881
-0.1685014 3.932199 -13.41138 -6.283512
0.6620802 3.887904 -21.50016 -5.312661
-0.08915959 3.892806 -14.83673 -4.65545
-0.1039543 3.925818 -14.99504 -5.24106
0.0546512 3.915468 -13.37545 -4.36636
0.02966202 3.939519 -11.48113 -5.860194
0.2626275 3.944611 -15.84754 -4.623168
0.09645847 4.074559 -9.879634 -7.530513
-0.06241502 3.888895 -12.0849 -7.896712
0.4181204 4.033066 -14.53515 -5.660083
0.009055731 3.959351 -18.91625 -6.181215
0.008570421 3.908402 -15.121 -5.820031
0.03200393 4.004274 -16.0126 -5.097894
-0.09770155 3.999042 -12.65911 -5.244335
-0.02437489 3.918561 -15.43271 -6.394259
0.4588986 3.997764 -4.557521 -10.17589
5.385393 3.906155 -23.48569 -5.93638
0.6790195 3.975011 -14.18935 -4.116491
7.633705 3.953148 -46.37675 -6.013997
0.3130819 3.939264 -13.3653 -4.760406
