tau2_1 tau2_2 tau2_3 
0.8491953 0.6047391 1.284548 
0.2883533 0.3437282 1.121687 
0.2900685 0.07353727 0.2663372 
0.9745926 0.1553797 0.9269323 
0.09725256 0.3959244 0.1885012 
0.03637708 0.3329459 2.380561 
0.8648973 0.1101603 1.764408 
23.13828 0.1720696 0.3781118 
0.024082 0.1445531 0.2413317 
0.05953004 0.1338236 0.5925821 
0.4338072 0.4534292 0.5262233 
0.1313692 0.2535782 1.781932 
15.37141 0.2802957 0.07420504 
0.1569317 0.2013641 0.1146471 
0.1323827 0.4533475 0.09243022 
0.1142597 0.517012 0.7720535 
0.08976336 0.2364428 0.9606551 
0.09159602 0.2500974 1.32899 
0.2755903 0.3599758 0.2523776 
0.2968578 0.3168964 0.733462 
0.05338243 0.2132849 0.4934222 
0.07446401 0.1114613 0.2661018 
0.1742148 0.354063 0.01368503 
53.82146 0.0801725 1.0368 
0.4895674 0.1721627 1.109911 
0.04794666 0.08840967 0.3258226 
1.837898 0.0360795 0.5239632 
0.2918901 0.08697538 3.213439 
0.7585476 0.1478902 1.561046 
0.1179501 0.5010211 0.2644259 
0.09952298 0.1530715 1.066514 
0.2452364 0.2512383 0.1602285 
4.610553 0.2084267 0.6240904 
0.6681809 0.2978863 0.2934828 
0.3660318 0.1428092 0.1120111 
0.2423624 0.07661217 0.03395868 
1.360817 0.06778406 0.9867614 
0.2190726 0.0883868 0.4006441 
0.04255911 0.8243565 0.2519068 
0.1687552 0.7630816 5.308724 
0.06282786 0.3379235 0.7031453 
0.05540941 0.1625173 1.434935 
0.2147619 0.1309705 2.204846 
0.4206314 0.1204791 1.595745 
0.1066218 0.5144244 0.6499223 
0.2593058 0.4694834 1.77609 
3.567944 0.1298756 0.3896906 
1.176993 0.4003382 0.2653575 
0.1702089 0.184591 0.05979742 
0.258082 0.3027206 0.1141385 
0.04706395 0.101261 0.6725455 
0.09322222 0.1939018 0.4730364 
0.0343251 0.1152761 0.3692284 
0.04763824 0.02592118 0.2537196 
0.4082211 0.1534957 0.3091434 
0.1054319 0.05226482 0.2275161 
1.440934 0.5888522 0.06512723 
0.3365475 0.07928263 0.6425314 
0.04542596 0.06859015 0.1293656 
0.4279589 0.3798244 0.5395001 
0.4305203 0.6879833 0.1563131 
0.1134324 0.4991207 1.281966 
0.06837516 0.2694345 0.6030739 
0.05499713 0.0931151 0.9774087 
0.2659646 0.1255915 0.6677244 
0.1261934 0.2899771 0.809338 
1.778056 0.4999713 0.3142085 
0.08761685 0.2418397 0.8935389 
0.03397608 0.07496692 0.395231 
0.1187349 0.1059663 0.4889571 
0.2157245 0.2562674 0.8940579 
0.5168024 0.2673535 1.865814 
0.07594514 0.2633792 0.7110014 
0.07555437 0.2912509 2.058093 
0.04567665 0.9511206 1.631883 
0.05896356 0.3498701 0.1639839 
0.104207 0.1283627 1.036148 
0.07961535 0.2526775 0.1804595 
0.7665986 0.3343821 0.1773214 
0.3932981 0.7163193 0.2939856 
0.05032533 0.6035263 0.8902766 
0.1210599 0.3796749 0.811977 
7.52647 0.2866149 0.7721752 
0.2647139 0.2250355 0.7439259 
5.87049 0.1784286 0.1581036 
245.9359 0.1828811 0.09425624 
6.908584e+17 0.1352014 2.174169 
3.137448 0.46669 0.07861387 
0.1919031 0.4580951 0.8389545 
0.2021436 0.2708329 0.1159332 
3.831541 0.2869462 0.8571151 
0.1066508 0.1741093 0.07015491 
7.66103 0.08660514 0.1264844 
0.02799776 0.1520541 0.5871517 
0.205734 0.1601894 0.2596588 
0.744973 0.2216439 0.4249434 
0.170196 0.4987097 0.7395532 
0.1538084 0.1162817 2.119893 
0.03280606 0.2725837 1.70847 
21.59704 0.1178242 0.9155234 
12.83296 0.2097214 0.4737219 
0.1830974 0.2410394 0.06894759 
0.1721763 0.4300524 0.7233463 
