beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
27.78708 6.284363 -29.35083 -4.217777 15.04134 3.628668 
28.70066 5.530215 -29.99399 -4.01855 15.69248 3.181225 
28.36258 5.630968 -30.12959 -4.008905 15.64072 4.218291 
23.43073 4.000182 -29.55841 -3.998161 15.49173 3.637992 
17.53306 8.052491 -30.28541 -3.917557 18.16568 3.056868 
18.13557 9.355394 -29.60688 -3.900424 14.23449 3.026839 
20.29168 10.37303 -29.86848 -3.870258 15.46151 4.120621 
25.96159 6.529415 -29.6025 -3.89065 15.36194 3.321558 
28.27032 2.839189 -29.48181 -3.904107 14.68406 4.213307 
29.04026 4.454559 -29.30176 -3.947765 15.92093 6.332359 
28.26344 5.389947 -29.62185 -3.916679 16.39571 3.67816 
29.15342 0.1594325 -29.4785 -3.790231 17.37137 4.260345 
19.04917 8.127242 -30.74778 -3.871387 15.94324 2.265723 
28.85844 4.570334 -29.57139 -4.172296 15.35469 4.497837 
28.605 4.346471 -29.49611 -4.120391 15.56071 3.342349 
29.16761 4.284968 -30.56599 -3.814766 15.17091 3.584321 
29.84357 3.565336 -29.65236 -3.711065 16.09232 3.40726 
28.65444 4.688986 -30.26879 -3.781158 14.90802 4.561507 
28.57325 4.598191 -30.41547 -3.758626 15.44273 3.583015 
28.3377 5.462528 -30.63653 -3.882228 15.32709 5.096362 
29.25716 3.992934 -29.72931 -4.201263 14.71688 5.009585 
28.75664 4.770152 -30.16803 -4.0886 15.73491 3.855705 
29.14473 4.598891 -30.07351 -3.894883 14.37454 3.253227 
9.744193 22.48497 -30.67916 -3.826197 15.88334 4.879347 
29.36764 5.128745 -30.18839 -3.986367 15.31552 4.324692 
29.36634 4.465654 -30.40715 -3.936526 15.37623 3.047365 
29.13707 3.07768 -29.74942 -4.014803 15.90473 3.23976 
29.24524 4.69848 -30.17677 -3.821499 16.71422 3.274246 
29.76278 4.683591 -29.80607 -4.030094 14.95513 3.331072 
29.27986 4.345426 -29.72803 -3.763821 15.79712 4.199633 
28.16626 3.946267 -29.61119 -3.995036 16.03792 3.652149 
29.08401 4.500099 -30.2548 -3.610095 15.25933 3.714117 
28.45996 4.683349 -29.96736 -3.839219 14.98708 2.069522 
27.38281 4.929739 -31.55435 -4.055015 16.42627 4.457944 
19.56389 3.924163 -38.70957 -3.85283 13.15785 3.01105 
29.72992 4.476581 -29.6171 -3.977134 15.73928 5.735146 
28.74829 4.7401 -29.41952 -3.912081 16.43141 2.395675 
28.36623 4.930261 -30.40836 -4.023997 14.01691 3.074802 
28.78083 4.54633 -29.76359 -4.098311 14.30192 4.440479 
28.32297 4.443405 -29.45778 -3.756501 14.7153 1.605669 
28.93484 4.730202 -29.847 -3.834089 15.6695 3.017271 
28.45797 3.856588 -29.94276 -3.792968 15.5775 4.277941 
28.39149 4.389771 -29.81566 -3.779473 15.8367 3.899495 
28.32464 5.734272 -30.06523 -3.869984 16.99466 2.086403 
28.13886 5.885741 -29.26831 -3.867107 17.12476 2.784045 
28.74792 3.741432 -30.3532 -3.985244 15.28346 1.753072 
27.07925 7.462463 -29.87841 -3.974503 16.30234 3.031273 
27.51493 6.166374 -30.72875 -3.992907 13.80213 3.141272 
32.78033 3.825706 -29.91343 -3.965991 14.75146 4.04539 
23.27936 6.424294 -30.22519 -4.166402 15.43941 3.628588 
28.91352 4.08769 -29.97401 -4.002151 15.83618 3.280413 
29.18021 4.011464 -29.7973 -3.988113 15.47083 3.177017 
29.88653 4.041833 -31.53213 -4.175869 14.9941 4.340963 
28.79064 4.979232 -30.08007 -4.028189 15.81819 4.273293 
28.49399 4.724649 -29.99534 -3.991964 14.65255 4.155741 
29.16146 4.277845 -30.10473 -3.982836 15.25123 4.859538 
26.99412 5.921774 -30.25714 -3.831555 15.69346 3.794234 
28.42744 5.170287 -29.88812 -3.841435 15.67137 4.37581 
29.10863 4.650906 -30.71411 -3.78269 15.49603 4.669225 
29.39782 3.960242 -30.96215 -3.992341 16.18123 4.229487 
27.65815 4.202512 -30.26762 -3.817782 15.24061 4.137092 
29.51564 4.189155 -29.97334 -3.820662 15.97287 4.123125 
29.24002 4.817125 -29.89525 -4.027753 15.49091 3.094551 
29.0643 4.174736 -30.65708 -3.926851 15.70168 2.470897 
29.30661 3.909961 -30.21513 -3.824419 15.16388 3.902122 
28.91861 4.801073 -30.07109 -4.06811 16.75427 5.160385 
26.15186 6.779129 -29.78383 -3.956105 16.19591 3.223727 
29.39066 5.047433 -29.01218 -4.029396 15.85605 2.299962 
29.09071 4.824538 -31.70185 -4.025345 15.41856 3.38235 
29.50593 4.454599 -30.57147 -4.16305 16.89567 4.932113 
26.17588 3.371353 -29.61656 -3.988749 15.89339 2.822783 
24.20831 5.187022 -30.70234 -3.825488 16.50623 4.523151 
29.1596 4.334607 -29.32726 -3.878791 14.29082 4.576594 
29.0811 4.333673 -29.58575 -3.586733 15.69447 3.987824 
29.24348 4.257387 -30.29004 -3.835491 16.27401 4.294927 
28.8515 4.167385 -30.50965 -3.726433 13.37769 3.904519 
29.63784 4.542868 -29.71325 -3.871759 15.63809 3.62903 
28.09026 3.992686 -29.4254 -4.173727 15.7034 3.994539 
28.15321 5.423458 -29.20368 -3.774583 15.62749 3.431087 
26.61875 4.681269 -30.22265 -3.696763 15.65562 4.195645 
28.65983 4.615718 -28.8034 -3.981409 15.20421 3.551668 
29.36841 3.928683 -29.35034 -4.197028 16.10956 3.507843 
21.75248 9.223055 -35.22455 -3.912734 16.01323 3.598299 
28.18096 4.645075 -29.92239 -4.06223 16.34588 3.796568 
11.10552 25.61165 -29.97014 -3.796016 15.35869 3.920841 
-13.77861 -1.741009 -31.47719 -3.817781 19.62913 3.5699 
-0.5224067 14.22631 -29.73555 -4.062172 17.21386 4.13798 
19.40714 3.507924 -29.46261 -3.908534 16.47868 3.689855 
18.04288 10.33144 -29.74716 -3.970701 15.74517 4.045058 
19.64452 6.798692 -29.68158 -4.146011 15.9989 3.338622 
27.06245 6.908227 -29.43291 -3.739983 14.9405 4.276392 
28.9422 4.366834 -29.89643 -3.893537 15.22978 3.777161 
23.22479 4.184557 -30.27006 -3.845721 15.85865 3.472266 
27.22082 4.300615 -30.60519 -3.943896 15.74196 4.431131 
28.37537 5.226402 -30.21577 -3.861615 16.04579 4.612468 
29.19853 5.364422 -31.10734 -3.785789 15.49927 3.786119 
29.32191 4.287832 -30.19477 -3.534993 15.66991 3.019028 
29.36437 3.942259 -30.23869 -3.667368 15.84179 2.10416 
28.43642 4.320173 -29.61926 -3.93305 15.68145 3.283184 
24.2683 3.547292 -29.66882 -3.935476 15.68596 4.197459 
25.1624 7.445096 -30.06216 -3.987879 15.07073 4.341758 
29.64906 3.967367 -29.69031 -4.267969 15.84649 3.629202 
27.20531 4.917899 -29.40049 -3.94036 15.25671 3.524 
29.05162 4.13715 -30.08192 -4.032331 14.19545 4.597865 
28.93591 3.664395 -31.19695 -3.702108 14.75691 4.136511 
28.71653 5.107605 -30.28423 -3.755418 15.52451 4.628419 
29.22481 4.741765 -30.01814 -3.826437 15.26758 3.964996 
29.63152 -0.4670142 -29.59043 -3.97913 15.52216 4.447954 
28.52084 5.447109 -29.45215 -3.918901 15.26963 4.221968 
29.77327 5.171618 -30.39141 -3.890901 15.07404 4.009208 
29.55822 4.141444 -31.91553 -3.88515 13.94539 4.915548 
9.696055 15.67722 -29.85584 -4.031175 13.94773 3.930274 
11.02023 9.09848 -32.8993 -3.740416 16.06533 2.974377 
29.04238 2.944254 -29.54709 -3.80479 15.21452 2.642628 
28.25118 5.8738 -29.96725 -4.13581 16.35869 2.850658 
29.21381 4.119602 -29.38685 -3.888825 14.80487 4.470113 
29.41118 4.072071 -29.67787 -3.815963 15.06013 5.029808 
29.06484 4.25058 -29.60747 -3.932613 15.24907 3.971736 
27.98806 5.61821 -29.74282 -3.739555 13.7714 5.701739 
29.24982 4.179336 -29.93351 -4.074907 16.51892 4.3989 
28.40388 5.044573 -29.51075 -3.943975 15.67528 2.322096 
28.52721 5.946687 -29.46531 -3.758329 15.10537 4.193077 
30.14586 3.828232 -30.32861 -3.970515 15.96613 3.779751 
29.15127 4.324125 -30.219 -3.825864 16.25921 3.588067 
29.86419 3.158637 -29.42824 -3.888268 16.0832 3.965317 
33.85771 1.073252 -29.45521 -3.849969 14.99092 2.184677 
29.5128 4.197898 -29.69644 -3.955615 14.3565 4.348398 
29.94941 3.056863 -29.44587 -4.041245 15.87373 4.695043 
30.27329 3.077111 -30.24334 -3.761665 16.06488 3.180473 
29.35526 4.341546 -29.24637 -3.764065 15.27455 3.627406 
29.11609 4.522538 -29.88338 -3.818662 15.38006 3.415211 
29.74677 3.907176 -29.62954 -4.069643 15.43515 4.096235 
28.55478 4.461161 -29.35137 -4.028374 16.31796 2.488511 
29.88791 3.334596 -30.76802 -3.707953 16.3383 4.660643 
28.81813 4.632861 -29.60446 -3.788767 15.71224 2.782837 
26.07644 4.779374 -29.65928 -4.035305 14.1562 5.068284 
24.29995 4.570731 -29.29918 -4.082287 13.89897 4.039158 
29.67465 4.803917 -31.37323 -4.06663 17.59838 3.992515 
28.81766 4.205711 -29.79176 -3.976369 15.47464 3.210026 
26.55796 5.06814 -30.45549 -4.007394 16.90915 2.526979 
29.07618 4.303844 -29.86658 -3.996171 15.63447 4.788795 
29.46626 3.545126 -29.88185 -3.530609 14.9581 3.969681 
28.95764 4.352048 -28.64541 -3.945659 15.64532 3.19211 
30.0125 2.726093 -30.03578 -3.851417 14.73872 3.871012 
28.69333 4.349666 -29.31815 -4.030341 15.76107 3.694998 
29.26577 3.116134 -30.57299 -3.915064 16.50698 3.262946 
29.17098 3.512798 -31.13968 -3.918736 14.84607 4.427012 
28.5382 4.175468 -30.70224 -3.783056 15.40941 2.879735 
29.18303 3.933481 -29.33184 -4.174231 15.51375 2.984326 
29.17366 4.736356 -30.41483 -3.991404 15.35482 2.520964 
29.6656 3.088245 -29.95206 -3.617245 15.93325 3.515987 
29.59412 3.765535 -30.27222 -4.099821 14.72067 4.027634 
28.86812 4.778292 -30.91385 -3.600803 15.31743 3.393976 
29.51786 3.846721 -29.72838 -3.974506 16.04895 3.993824 
28.1623 7.106252 -30.10594 -3.800195 15.8142 3.264283 
29.26007 4.416856 -29.90353 -3.86449 15.71037 5.950522 
29.03184 4.726893 -31.19599 -4.002184 16.07626 4.174809 
28.95152 4.449131 -29.26908 -3.919877 15.8924 3.57422 
29.66529 4.271743 -29.2754 -3.727932 15.97128 2.851747 
12.48607 7.662168 -29.54179 -4.171873 15.57337 3.765011 
4.299665 8.312543 -31.0174 -3.808422 21.10332 2.321814 
18.40787 2.147397 -29.55827 -3.819638 15.19282 3.223585 
20.15035 5.420863 -29.08518 -4.11003 15.2139 3.167785 
19.67877 9.775887 -29.79405 -3.866758 16.45086 3.280635 
23.22402 9.862943 -29.13829 -4.15816 16.26206 2.825478 
24.09541 4.451082 -29.82354 -4.06211 15.87773 2.571076 
27.15198 5.830282 -30.17032 -3.838401 15.20388 3.313386 
28.61286 5.776625 -29.93413 -3.94957 15.43302 3.779344 
30.73818 2.536407 -29.93349 -3.852487 14.77321 4.0968 
29.15525 5.460518 -29.68578 -3.898584 15.58628 3.386491 
28.58045 4.253968 -30.82463 -3.782666 16.18071 3.70738 
28.05185 5.104128 -30.50003 -3.940003 16.8608 2.084555 
29.24689 3.752817 -30.16249 -3.888136 14.35873 3.554073 
29.5573 4.019813 -30.08649 -3.865066 15.39833 2.678022 
28.52735 5.194081 -29.5461 -3.675428 14.93076 4.27032 
29.46001 4.306691 -29.85112 -3.826242 15.28742 4.50167 
29.70512 3.815942 -29.83862 -3.801129 15.2482 3.209525 
30.35634 4.196012 -29.68103 -3.823468 15.52669 5.033356 
29.27452 4.065249 -29.93417 -3.933015 16.40744 4.527345 
28.10657 4.949804 -30.76629 -3.764483 15.38184 4.295075 
27.29561 2.129906 -29.37947 -3.807425 16.15374 3.479072 
23.82249 4.067974 -30.26051 -3.589108 15.77177 2.564829 
28.66618 4.472736 -29.93208 -4.119675 13.38968 5.03779 
29.97467 4.577529 -29.52888 -4.062936 15.43761 4.001351 
29.05362 4.450801 -29.49305 -3.72308 15.73145 3.260712 
29.58825 4.362081 -30.31064 -3.944894 16.18363 2.198164 
28.39522 4.534349 -30.33385 -4.050319 14.1329 4.389494 
29.07547 4.717877 -30.42207 -4.011175 15.31473 3.76078 
28.81811 4.754173 -30.34765 -3.844712 15.53552 3.003705 
28.2214 4.723706 -30.19176 -3.946922 15.81748 4.126879 
28.84629 3.779427 -30.17304 -3.626672 16.1572 3.146074 
29.36598 3.900604 -29.75634 -3.747468 15.19247 3.462276 
28.95623 4.478152 -29.64009 -3.901846 14.63629 4.037523 
29.76278 3.761263 -29.73191 -3.889794 13.73271 3.637939 
26.51561 7.253324 -29.97874 -3.996943 15.30435 2.862161 
29.11776 4.552246 -29.58909 -3.997556 15.45688 4.071916 
28.76832 3.764838 -31.42075 -3.629596 16.70771 3.318119 
28.43459 4.495763 -29.58101 -3.728379 16.40773 2.99903 
28.39537 3.92453 -30.25505 -3.823376 16.72104 2.715056 
29.15435 4.438202 -30.37399 -3.876114 15.62482 3.338281 
29.0923 4.249361 -30.0579 -3.776726 14.14757 3.379852 
28.19769 5.501778 -29.89015 -3.211581 15.37976 5.246222 
28.87071 4.431023 -29.56626 -3.949351 15.48916 2.869047 
28.72668 4.788311 -29.69412 -3.956446 15.48239 3.883409 
27.15039 5.807162 -29.6859 -3.782303 15.68119 4.251953 
29.10105 3.90224 -30.04609 -3.790146 15.62769 4.393123 
29.55111 4.217418 -29.43745 -3.834548 15.82118 3.175469 
29.49616 4.228053 -30.82275 -4.100152 14.19084 4.003747 
29.32343 4.341507 -29.51635 -3.553479 15.22745 4.040979 
28.80924 4.976103 -28.72748 -3.799473 15.51277 3.19267 
28.52299 4.359206 -29.11154 -3.889044 15.64758 2.689895 
29.30399 4.294965 -30.65407 -3.760919 15.48195 4.409083 
28.93274 4.777468 -30.42424 -3.959397 15.94487 2.939373 
29.59703 4.39181 -32.73932 -3.997095 17.58472 3.221652 
27.71452 5.422877 -29.38126 -3.584991 15.51805 3.843565 
29.13314 5.298526 -30.73249 -4.088766 15.36987 3.328148 
29.53048 4.038131 -29.59022 -4.134049 15.33182 3.52079 
27.83699 3.805638 -31.55084 -3.908659 16.45464 2.952452 
29.63003 3.830763 -31.61622 -4.014293 17.94026 4.71311 
26.17973 11.05114 -29.82484 -3.975018 15.57584 4.867487 
28.83201 4.818547 -29.66653 -3.962328 15.89064 3.647447 
28.42494 5.189098 -29.51292 -3.91913 15.48153 4.157451 
28.2667 4.795326 -29.81166 -3.757122 16.45432 4.033269 
29.00573 4.345276 -31.13039 -3.824255 15.67852 3.72505 
27.80737 5.92842 -29.56574 -3.818858 15.84325 3.513677 
28.7228 4.382384 -30.51226 -3.97707 16.94339 3.593038 
28.68652 4.105379 -30.25354 -3.835352 16.82299 3.229766 
-22.69247 4.37878 259.5802 -3.954244 -312.2029 3.549992 
29.44792 4.360809 -30.49697 -3.986356 13.39586 4.011569 
20.18399 5.841799 -32.04659 -3.475035 16.43059 3.150602 
23.52223 5.163977 -30.10515 -3.735228 15.72597 3.813129 
28.4964 5.25282 -29.30916 -3.992572 16.26172 4.110475 
28.6454 4.632753 -30.75969 -3.971639 15.33425 3.38627 
28.92875 4.419545 -29.47722 -3.95362 16.00019 3.815756 
29.22327 4.493754 -29.61281 -3.710631 15.57036 4.193849 
29.83353 3.072262 -29.79789 -3.999419 14.68761 3.598726 
28.36935 4.638033 -29.10855 -3.99262 15.75335 3.5819 
28.63545 5.019931 -29.4167 -3.789588 15.861 3.123611 
28.69119 4.405697 -30.11944 -3.667776 15.46759 4.345825 
25.93445 7.394298 -29.5658 -3.473414 14.52576 4.918375 
28.80651 6.165258 -29.84601 -4.067695 15.64633 4.175554 
