"beta1_1" "beta2_1" "beta1_2" "beta2_2"
17.88315 3.804931 -30.72782 -4.046127
18.75937 3.756675 -30.70802 -3.908045
19.06331 4.029976 -30.6752 -3.900557
18.33463 4.07236 -30.36226 -3.893283
19.2131 3.734916 -30.28218 -3.94817
18.02919 3.718362 -30.43266 -3.942907
18.91916 4.120656 -30.12825 -3.909219
17.95181 3.947745 -30.03836 -3.897472
19.31662 3.657708 -30.12441 -3.875421
19.49996 3.915052 -30.24314 -3.955607
18.59572 4.416449 -30.19691 -3.915429
18.57435 3.860733 -30.37023 -3.909349
18.92568 3.919625 -30.33323 -3.935615
18.64437 3.820116 -30.54594 -3.851224
19.0828 4.336763 -30.0045 -3.92394
18.69621 4.182188 -30.20203 -3.922845
19.20503 4.191808 -30.19523 -3.92177
19.07357 3.461786 -30.13864 -3.899638
18.49908 3.888381 -30.41496 -3.967045
18.65772 3.693065 -30.18921 -4.021337
19.5181 3.696353 -30.35248 -3.902895
19.64949 3.912718 -30.2465 -3.919793
19.76498 4.003122 -30.1517 -3.980359
20.28136 3.76195 -30.19211 -3.937735
19.06338 4.138429 -30.15572 -3.935019
19.01571 3.819077 -30.43283 -3.910665
18.66299 3.638104 -30.20728 -3.914317
18.23849 4.049229 -30.24889 -3.857208
18.87471 3.769341 -30.59772 -3.886003
18.64884 3.750302 -30.36657 -3.859671
18.63479 3.868824 -30.04962 -3.855681
18.5193 3.66273 -29.98641 -3.856528
17.82187 3.615775 -30.00944 -3.961602
18.12072 4.720729 -30.15692 -3.959449
18.03053 3.86442 -30.07582 -3.90284
19.13348 3.94077 -30.27397 -3.935103
18.897 4.334939 -30.32441 -3.974328
17.76124 3.604674 -30.4527 -3.953144
17.65219 4.179759 -29.95504 -3.971379
19.17514 4.316775 -30.31118 -3.889451
18.37354 4.037708 -30.1512 -3.912668
18.16587 3.587179 -30.15624 -3.909465
19.02304 3.685699 -30.33651 -3.960622
18.31536 3.663934 -30.31745 -3.995649
18.43365 3.355721 -30.13125 -3.93167
19.51449 3.73824 -30.31597 -3.859274
19.81308 4.048884 -30.50849 -3.882458
19.30346 3.658457 -30.06871 -3.940777
19.34867 4.149487 -30.10821 -3.960234
18.63683 3.772763 -30.07697 -3.888516
18.31788 3.662568 -30.0561 -3.887232
17.97994 4.008285 -30.60413 -3.938136
17.53193 4.350019 -30.10605 -3.85743
