Delta_1 Delta_2 Delta_3 Delta_4 
-0.4478763 1.253682 -3.696248 0.7965713 
-1.360806 -0.3721452 -3.439578 5.419471 
-0.1183425 2.757214 -3.46201 -8.700117 
-1.829301 1.317926 -3.172772 1.284502 
-1.486031 0.661995 -3.284297 17.61347 
-0.507767 0.5734906 -3.773664 2.699005 
-1.339019 -0.9510346 -3.164253 -5.608363 
-0.01299834 -3.534957 -3.417824 -5.126497 
1.168439 0.4754144 -2.650207 13.92157 
-2.002428 -1.427786 -2.841798 -17.51484 
0.4349876 -18.91108 -3.031323 6.827212 
-14.7954 1.248753 -2.382003 6.494602 
-0.7131567 2.801934 -3.062293 6.15518 
-2.523616 -12.58463 -3.015709 0.310741 
-0.6302782 -4.77998 -3.054701 -1.061 
0.7075276 -2.719351 -2.739035 -0.2445448 
1.389758 -13.36913 -2.189887 -2.761641 
-1.289474 3.514246 -2.047718 -2.436545 
-1.15142 3.860736 -2.408948 -0.6067391 
-1.523802 -7.098941 -2.393439 0.518467 
-2.346505 -2.417331 -2.447848 -4.422995 
-0.6891882 -0.2984221 -2.258887 0.08440548 
0.5126522 6.21453 -2.658332 0.05145798 
-1.883997 -16.79336 -2.205482 -0.4206642 
0.7472851 7.339732 -2.006147 0.7316725 
0.4878998 3.257445 -2.141534 -4.153105 
0.5214908 3.047572 -2.460491 -0.2532444 
-0.3045085 3.777395 -3.011753 -0.7477565 
-1.794013 -3.324327 -3.331818 -0.1418824 
0.6222063 -6.180058 -2.702545 -1.171723 
-1.052446 2.555509 -2.905634 0.1236591 
-1.262157 -9.708096 -2.666065 -0.6245455 
-2.947747 -18.28001 -2.022045 -0.6795525 
1.220897 -1.690815 -2.042584 0.08097468 
1.36947 4.19159 -1.904816 -1.322485 
1.91744 -1.243971 -1.901495 0.3922071 
-0.8227817 8.144758 -2.276739 0.175855 
-0.2763103 -17.72636 -2.488266 -1.588524 
-0.489483 -1.09631 -2.646833 -0.4372375 
0.5553738 -1.093976 -2.729599 -0.1455208 
-2.403799 -3.01519 -3.361922 0.2951666 
0.7581013 5.305053 -3.827924 0.7664887 
0.245143 -16.37162 -3.239908 -0.1154564 
-1.636977 15.26683 -3.421989 -16.73479 
1.193191 7.218963 -3.06371 -11.23745 
0.6591748 0.9187605 -2.866405 8.300517 
1.88508 21.46414 -3.233218 0.3004831 
1.671181 -1.582455 -3.041959 1.111831 
-0.773728 -5.847057 -2.337549 -0.078694 
1.693164 0.448472 -2.097741 -1.194307 
-0.2580057 2.653547 -2.609602 -0.04827678 
-1.439448 13.98124 -2.811687 -0.92945 
-1.079822 -11.08277 -2.451471 0.01669234 
0.5095427 -4.577821 -2.936308 0.2507818 
-1.75937 12.09133 -2.814584 0.5292111 
0.6475984 -2.319153 -3.094008 -0.3715783 
2.237685 -10.99098 -3.166453 -0.2116242 
-1.410739 -10.54301 -3.492756 0.1804385 
-2.34075 7.811649 -3.519556 0.3632544 
3.425968 -2.96894 -3.58436 0.332989 
0.9461749 6.439495 -3.090287 -0.2911444 
1.223526 4.284101 -2.545648 0.1542454 
-1.269704 -10.74923 -3.317126 -0.3755924 
0.5508918 -0.2703821 -3.494791 0.03065796 
0.131798 -1.900899 -3.155307 1.243712 
2.841041 14.84019 -3.360576 -0.1607608 
-2.295379 17.09971 -3.330376 -0.5167933 
-2.014315 4.244811 -3.05805 -1.124606 
-0.8026672 -15.50272 -3.500334 -1.550548 
-1.352523 -19.54421 -3.452714 2.431536 
-1.828988 -6.521639 -2.620172 1.00896 
-2.42826 15.12429 -2.703006 0.3725404 
-2.064512 -6.976214 -2.816092 -0.1016976 
-0.3732611 21.42548 -2.861874 0.3736208 
-0.7573113 -7.494194 -2.983809 -1.772194 
0.1940492 -11.31037 -2.450905 -1.102311 
0.9900744 7.276741 -2.821827 0.1806363 
