p_1 p_2 p_3 p_4 
0.4389922 0.004493912 0.3315894 0.2249245 
0.275922 0.0007399281 0.3393876 0.3839504 
0.3131612 0.01471836 0.3713259 0.3007946 
0.3033301 0.0009973709 0.4138185 0.2818541 
0.3293377 0.03636091 0.3670864 0.2672149 
0.372336 0.01613424 0.365659 0.2458707 
0.2705891 0.008090726 0.4916512 0.229669 
0.2364594 0.0126007 0.4170665 0.3338734 
0.2755576 0.001889812 0.4334585 0.2890942 
0.3436363 0.01574427 0.3963549 0.2442645 
0.2413815 0.06860637 0.3746318 0.3153803 
0.3082304 0.002760241 0.3553562 0.3336532 
0.2797166 0.0131559 0.4101666 0.2969609 
0.3575104 0.03999051 0.3962931 0.2062061 
0.3149034 0.007999 0.3652148 0.3118828 
0.3378389 0.01384708 0.4762927 0.1720214 
0.3038335 0.00147316 0.4595301 0.2351633 
0.2861334 0.02906558 0.3792074 0.3055936 
0.3692089 0.005250412 0.4094018 0.2161389 
0.2465518 0.01359246 0.4423878 0.297468 
0.3164563 0.03981458 0.3314918 0.3122374 
0.3537759 0.00345213 0.4105773 0.2321947 
0.3315261 0.01904792 0.371051 0.2783749 
0.2720666 0.001218568 0.4830026 0.2437123 
0.2636974 0.009022251 0.4524525 0.2748278 
0.3316849 0.04899684 0.3240316 0.2952867 
0.3748767 0.01268782 0.3379242 0.2745112 
0.2442406 0.02527276 0.4589117 0.271575 
0.3560612 0.02560215 0.346264 0.2720726 
0.280221 0.03675887 0.397632 0.2853881 
0.2765673 0.02744658 0.3427272 0.3532589 
0.336409 0.01545176 0.3153876 0.3327517 
0.2835828 0.009213626 0.4344753 0.2727283 
0.3144412 0.01999077 0.3980905 0.2674775 
0.3135222 0.03314832 0.3582416 0.2950879 
0.3751631 0.03498401 0.2856867 0.3041662 
0.3292887 0.004288652 0.4278106 0.2386121 
0.3266568 0.02712207 0.3888656 0.2573555 
0.2989132 0.01253916 0.4130812 0.2754665 
0.3792913 0.001890166 0.3645582 0.2542603 
0.2441096 0.02508259 0.3819842 0.3488236 
0.2711514 0.017373 0.4232051 0.2882705 
0.3398175 0.003977111 0.3870367 0.2691686 
0.2756074 0.0270039 0.3543822 0.3430066 
0.3294774 0.005078549 0.4279518 0.2374923 
0.291949 0.003588612 0.3472836 0.3571788 
0.2946265 0.04517943 0.4344782 0.2257159 
0.3019604 0.01133431 0.4068976 0.2798077 
0.2753387 0.06332857 0.3475946 0.3137381 
0.322146 0.006993707 0.3892443 0.2816159 
0.2976298 0.04069017 0.423497 0.238183 
0.2741041 0.0001447599 0.4343462 0.291405 
0.3001634 0.009674486 0.4871619 0.2030001 
0.3356826 0.02304456 0.3673692 0.2739037 
0.3307453 0.01144512 0.3891924 0.2686172 
0.3189593 0.101194 0.2820149 0.2978318 
0.3869872 0.01615398 0.4155466 0.1813122 
0.2530661 0.01024584 0.4360869 0.3006011 
0.2737946 0.01840177 0.4232081 0.2845956 
0.340307 0.0138487 0.3558811 0.2899632 
0.2481172 0.003486093 0.4582792 0.2901176 
0.2877181 0.01809719 0.5051436 0.1890412 
0.2181922 0.0649871 0.4047566 0.3120642 
0.2884183 0.00807434 0.4179619 0.2855454 
0.3570685 0.04479058 0.285782 0.3123589 
0.2886523 0.02787375 0.4109876 0.2724863 
0.2624608 0.01329338 0.427311 0.2969348 
0.3805327 0.0126679 0.4182085 0.1885909 
0.2005384 0.008511303 0.4548833 0.3360671 
0.356219 0.008157577 0.3235166 0.3121068 
0.3189422 0.04644971 0.3382133 0.2963948 
0.2925786 0.009200683 0.4798728 0.2183479 
0.3899931 0.02077355 0.355068 0.2341654 
0.31474 0.00771632 0.4139745 0.2635691 
0.3416445 0.003496122 0.4244664 0.230393 
0.3354687 0.002659636 0.4183949 0.2434768 
0.357622 0.03433708 0.3357553 0.2722857 
0.2505347 0.02535755 0.3633761 0.3607316 
0.3254776 0.006588625 0.3254068 0.342527 
0.2940128 0.02727607 0.3932024 0.2855086 
0.311858 0.04755851 0.3620173 0.2785662 
0.4094324 0.002810702 0.353434 0.234323 
0.2911355 0.01082031 0.395629 0.3024152 
0.2703953 0.03843673 0.3594591 0.3317088 
