tau2_1 tau2_2 tau2_3 tau2_4 
0.0508267 723967226 0.17852 0.2542397 
0.168372 9.806917 0.1283247 0.1000219 
0.2642006 10585.94 1.075697 0.06362712 
0.2846448 3.883531e+22 0.4562644 0.05831918 
0.1169311 80.25418 0.2450399 0.03528774 
0.08041043 322992.9 0.4649259 0.03334817 
0.1338331 190.14 0.1457003 0.0774065 
0.2055444 7.374731e+14 0.4998959 0.2695008 
0.107342 360175874016 0.1861506 0.09489389 
0.3611429 73.63442 0.1740641 0.08692826 
0.3795849 1679.512 0.1356905 0.2293718 
0.04244108 16140.25 0.08294505 0.1750016 
0.6250261 6.500903e+14 0.1543307 0.01539355 
0.2129503 0.1832012 0.5364742 0.03895473 
0.4590564 42.68235 0.2531104 0.04707377 
0.2515147 22903.7 0.09616031 0.1332369 
0.02707506 5.155098 0.1602341 0.02388226 
1.216327 42708.32 0.0392795 0.04119361 
0.108775 0.7041379 0.1458224 0.4442158 
0.1590942 442457 0.3799406 0.3797598 
0.2651052 470.9287 0.02259108 0.02992709 
0.07283966 0.3476274 0.0500794 0.01505501 
0.4397148 1879.632 0.1537485 0.1704618 
0.3806501 9.325822 0.09077719 0.0511923 
0.08000975 10.56949 0.07376997 0.04258437 
0.3343754 0.3105929 0.1019139 0.1004731 
0.03560654 2.151877 0.2867836 0.136877 
0.08543105 1189.866 0.03386849 0.09284657 
0.1150822 3.856735 0.9173704 0.08694608 
0.2016596 2034.503 0.1494823 0.06309593 
0.0468078 2211.564 0.1215752 0.1211009 
0.02359589 1.044405 0.1446098 0.1290275 
0.0437608 34.26276 0.09721833 0.07386994 
0.05674585 0.7815552 0.3586798 0.07661305 
0.5321196 0.03737663 0.1578118 0.06119664 
0.1925655 124.3376 0.5710965 0.1877634 
0.1396687 3102.687 0.5995568 0.1552148 
0.1695772 0.1539496 0.1655853 0.2223825 
0.2547203 112384316 0.09394573 0.09961447 
0.03964744 1.120166 0.3777578 0.03643387 
0.2121953 1187.997 0.05725176 0.2772727 
0.06605926 26316492 0.1111245 0.05200991 
0.1518919 939147746 0.3909841 0.03792751 
0.09167095 406.3472 0.2426296 0.1019965 
0.02988265 54.0054 0.1369722 0.089372 
0.02964458 0.3272959 0.05356387 0.1797044 
0.4111854 7157.147 0.0520482 0.02513967 
1.628178 21270.87 0.7005631 0.1012353 
0.07675278 74.80804 0.2329348 0.07768916 
0.1975247 9402.927 0.07314918 0.08861557 
0.05304084 11381.01 0.02623054 0.1289115 
0.07679708 0.2639695 0.5319582 0.02190654 
0.07328716 0.02890444 0.3091281 0.03215832 
0.1480391 1.668234 0.0744384 0.0459124 
0.09959024 0.08541945 0.1349261 0.1854677 
0.03198347 215.3127 0.1130571 0.08286555 
0.03509931 10536.36 0.03950043 0.1198535 
0.3098446 103908040 0.3173792 0.01274839 
0.3664075 7201.596 0.1323634 0.0623933 
0.0635744 6.885125 0.07180986 0.1046009 
0.1510224 2.147516 0.1624665 0.2916032 
0.04722891 1044.767 0.1846712 0.09001695 
0.9055351 708.1018 0.3920124 0.1456647 
0.03068621 9322.366 0.2918908 0.06851156 
0.5237255 0.09596719 0.1377315 0.03337051 
0.04111865 31.95579 0.1175091 0.05598143 
0.05686829 5.229405 0.2145448 0.05157186 
0.1747679 0.3233886 0.1323065 0.2126306 
0.08391065 2373.337 0.164498 0.1680126 
0.8268638 27.2155 0.2441194 0.263642 
0.2563347 317.5971 0.246234 0.09543168 
0.02288408 0.1376569 0.1091308 0.1620309 
0.1286669 1099.775 0.5017892 0.06012395 
0.06032972 6.625867 0.3049823 0.1419057 
0.2312878 92.61716 0.1158553 0.4020996 
0.1765152 71401.24 0.222841 0.1412968 
0.1577225 124.0934 0.4319083 0.03816701 
0.925318 621.5863 0.1020518 0.05794246 
0.1218124 9762.532 0.0373293 0.04413763 
0.4263451 335393.6 0.1039376 0.06312942 
1.858461 3154.174 0.109448 0.1165693 
0.0619616 32029.44 0.03639844 0.0889926 
0.3750597 17777.74 0.06836621 0.143013 
0.1083524 3.12272 0.06506806 0.05004598 
0.04729076 1.102424 0.09868063 0.05260781 
0.06205982 0.1903451 0.3819181 0.1022777 
0.2229145 0.09990889 0.1578503 0.02792296 
0.05241093 4991.066 0.07737128 0.07134504 
0.05443392 5.271756 0.0652463 0.1933819 
0.02978385 0.3101241 0.0292923 0.05669467 
0.5920886 2.334022 0.1781939 0.1529642 
0.7427945 172.7562 0.3358318 0.1329914 
1.029819 4.008679e+18 0.3009695 0.05974685 
0.06894078 895.2227 0.206691 0.2804264 
0.033608 1013.398 0.2453314 0.04867343 
0.851711 4.814158e+14 0.1077187 0.02660786 
0.03769452 3.669046 0.1859596 0.08928573 
0.06749186 0.9182121 0.2013233 0.03889182 
0.1794041 0.127763 0.1107174 0.1525784 
0.1402507 1710.696 0.1483272 0.1148907 
0.07803756 0.04370187 0.3239592 0.1507925 
0.02951349 0.04255207 0.07081398 0.2141604 
0.07936785 1425.58 0.1483943 0.1724963 
2.591459 2.204016 0.1804644 0.04418167 
0.03282928 1054.3 0.0663306 0.1159442 
0.02724107 100461207368 0.2302298 0.02969696 
0.2624671 0.2500698 0.2847299 0.04822083 
0.1796554 182.9517 0.3654264 0.1304825 
0.2452828 4.690668 0.2316654 0.1142425 
1.968369 0.03769764 0.08813836 0.1453913 
0.2855117 119.0922 0.1168766 0.01851477 
0.3687994 0.1349988 0.1120454 0.02394058 
0.02906664 1.790927 0.4819829 0.08299139 
0.09741229 2705.781 0.1788279 0.05910131 
0.2668816 0.237631 0.114019 0.1961232 
