beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-29.19078 -3.881516 15.96041 -5.909389 15.76205 4.191595 29.76584 3.841118 
-29.70154 -4.116986 -1.933464 -18.66095 15.34378 4.360952 29.71157 3.861773 
-29.53357 -3.752801 10.31384 -9.234532 15.23986 4.356 29.9519 4.05193 
-29.40308 -4.108607 0.4153238 10.30789 15.68118 4.603467 30.08162 3.783731 
-30.67113 -4.138941 5.806965 14.31041 15.36861 4.431908 29.82934 3.863296 
-29.60101 -4.039833 -3.334447 7.059086 15.18109 3.893765 29.89112 4.030759 
-29.68152 -3.738643 -5.14597 -15.53668 15.70411 4.56641 30.48184 3.506458 
-30.73918 -3.911859 3.713624 -14.67659 15.40586 4.199236 29.81368 3.907178 
-30.49164 -3.915823 18.42314 6.572002 15.38322 4.249583 29.80827 3.90304 
-30.31116 -4.136084 1.791546 11.88734 15.41269 4.132996 29.95184 3.905493 
-29.04728 -3.473047 -3.920243 10.54256 15.81886 4.31586 29.51663 3.961101 
-30.20418 -4.064887 -3.527275 -18.85773 15.46235 3.94275 29.88681 3.923578 
-31.08949 -3.773791 6.102658 6.198396 15.67796 4.54721 29.98713 3.995945 
-30.65143 -4.04606 11.58449 -9.872783 16.05216 3.949371 29.79332 3.870769 
-30.20416 -3.833434 3.441532 -11.80168 15.5482 4.112822 29.96454 3.834311 
-29.05788 -4.023596 -3.1174 7.643385 14.97048 4.368022 29.99465 3.944306 
-30.84126 -4.026889 -2.022775 2.984275 14.65614 4.26988 30.21528 3.984121 
-30.81964 -3.765439 -0.06195025 13.24705 14.97002 4.182663 29.52298 3.855758 
-30.13613 -4.043311 -4.520582 -9.822166 15.37 4.244752 29.7539 3.793517 
-30.5943 -4.496994 1.972931 11.62319 15.40216 4.363339 29.41811 4.068476 
-29.68981 -4.014595 -5.441677 16.16236 15.52491 4.506882 29.79275 4.058898 
-30.56339 -4.184653 13.33481 -7.105011 15.54197 4.349768 29.90182 3.864414 
-29.9112 -3.783615 -9.130239 0.6563688 15.67538 4.257934 29.82509 3.74471 
-31.07484 -4.03473 4.540413 8.233437 15.43997 4.131066 29.58349 4.096973 
-30.03756 -4.011876 -1.969877 5.553489 15.76579 4.359903 29.85024 3.974522 
-29.72539 -4.017039 10.58785 15.89644 15.818 4.37659 29.66328 3.837572 
-29.21694 -4.004928 9.010105 17.93522 15.66495 3.842364 29.68166 4.084464 
-30.01659 -4.13737 -4.834023 -18.93157 15.57008 4.402996 29.70649 3.942494 
-30.58083 -3.930358 10.54243 4.409439 15.38106 3.883794 29.68243 4.11124 
-30.30099 -4.533708 -9.869728 -1.605951 15.14491 4.27243 29.56802 3.9658 
-30.54687 -4.139791 1.161541 11.31155 15.45636 4.198691 29.5588 4.296828 
-30.44642 -3.978074 4.233453 2.085136 15.67769 4.279235 29.83782 4.042061 
-31.02162 -4.128214 -4.242662 5.301115 15.54377 4.056855 30.08955 3.806374 
-31.02363 -4.257635 13.69623 3.465987 15.69458 4.065331 29.90288 3.869747 
-31.7578 -3.922672 2.98646 10.06158 15.23886 3.932625 29.45369 3.879949 
-30.64309 -4.027226 1.059446 9.826083 15.67873 4.274575 29.72778 4.086812 
-31.06514 -4.047058 -13.03765 2.942693 15.78075 4.179117 29.78028 3.935422 
-30.68998 -4.204963 6.602155 6.384893 15.43083 4.307339 29.60596 4.143351 
-31.14151 -4.204439 10.70225 2.11509 15.44153 4.331069 29.97657 4.135863 
-29.52572 -3.810604 13.08022 4.049879 15.42675 4.420753 29.63608 4.044846 
-30.26757 -3.980042 12.86236 0.4655465 15.638 4.232254 29.65076 4.109357 
-29.80584 -3.825591 6.63729 -22.41493 15.54117 4.372101 29.86731 3.951759 
-30.42191 -4.06713 -11.86539 0.07207509 15.69392 4.214747 29.8191 4.025569 
-30.92175 -4.092531 -0.007701614 4.151203 15.65444 3.710405 30.05373 4.012298 
-30.69209 -4.090506 -2.090096 -5.703763 15.63394 4.218588 29.68317 3.820657 
-31.69642 -4.210675 -5.753883 5.727048 15.57309 4.154993 29.84742 3.923741 
-31.33324 -3.780669 3.418531 -1.866778 15.38237 4.510617 29.55527 3.947458 
-30.17476 -4.725417 12.47611 2.137788 15.75757 4.585615 29.85438 4.019242 
-29.7475 -3.914537 -23.77945 -6.86395 14.29234 3.924534 29.72419 4.063317 
-30.10209 -4.192918 -9.106158 14.16411 15.35625 4.265035 29.60764 4.020076 
-30.36099 -4.015006 -5.121813 -5.901441 16.05479 4.071294 29.65987 4.114086 
-31.60705 -4.097655 0.6157057 5.76406 15.05836 4.080141 30.00754 3.971333 
-32.1463 -3.779415 -1.899504 -9.639118 15.42575 4.114042 29.74751 3.787171 
-32.07377 -3.83594 -14.40221 7.169025 15.63387 4.470214 29.70188 3.907999 
-31.15105 -4.061489 3.612884 -1.634027 15.20982 4.07115 29.63166 3.94915 
-30.83033 -4.113877 -10.10658 21.67525 15.83735 4.115299 29.63423 3.686159 
-30.18437 -3.857765 -1.063151 4.997298 15.44154 4.451376 29.83865 4.284082 
-30.53481 -3.75337 2.644037 9.559597 14.89834 3.846371 29.72913 4.155586 
-30.4211 -3.828057 -11.88311 -0.2476467 15.72852 4.195773 29.92838 3.865307 
-31.10055 -3.992542 -1.15769 14.61109 14.99919 4.312859 29.67086 3.811688 
-30.26098 -4.225313 -3.141203 -8.259695 15.01599 4.343443 29.66369 3.724819 
-30.19082 -4.039882 -1.75526 11.11821 15.76233 4.349757 29.63588 3.923325 
-30.14995 -3.764769 -14.3476 -0.2945992 15.60483 4.39889 29.78172 4.020922 
-29.73987 -3.98372 -13.70243 -6.760576 15.38038 4.123925 29.75178 4.211278 
-29.64418 -4.048956 -13.248 -1.024675 15.07584 4.220807 29.70424 3.969341 
-31.32041 -4.116855 -5.708789 5.570898 14.8362 4.417401 29.97067 3.860818 
-30.29401 -4.12292 3.035779 -13.49788 15.12345 4.31853 29.71131 3.955556 
-30.05726 -3.846475 -21.45245 4.639968 15.41216 4.298726 29.6338 3.873503 
-29.5345 -3.937488 -8.625817 -12.66406 15.53154 4.263748 29.76674 4.117812 
-30.40115 -4.022177 22.64132 -14.36931 15.19828 4.189583 29.91259 4.107283 
-30.80738 -3.959444 9.254055 -2.996646 15.73673 4.362422 29.80209 3.965232 
-30.46087 -3.853368 1.917604 10.4941 15.78245 4.312297 29.59152 4.177884 
-30.10787 -4.171646 0.4675738 3.798407 15.80757 3.995784 29.70671 3.907613 
-30.43115 -4.092075 -9.312839 -2.965609 15.51207 4.461353 29.86701 3.91606 
-30.58225 -3.830129 -0.7392363 -3.539216 15.52784 4.02558 29.66928 4.112952 
-30.21333 -3.731425 4.424184 -3.76604 14.89548 4.367441 29.82452 4.015141 
-30.24455 -4.173647 2.951502 -15.11861 15.9014 3.871233 29.53669 4.096732 
-29.8248 -3.898872 7.158102 7.450341 15.28723 4.31244 29.8927 3.924898 
-31.08913 -3.817574 3.719511 -11.41086 14.79978 3.712561 29.91452 3.981562 
-29.80611 -4.091998 -19.5539 -11.62682 15.70457 3.978808 29.59436 4.126921 
-29.73024 -3.854422 2.207341 12.64681 15.26038 4.262503 29.7746 4.167524 
-29.69642 -3.837899 -1.231166 0.8416774 15.44371 4.575526 29.62342 3.995509 
-30.10607 -3.732201 -7.305792 -29.60319 15.03636 4.523204 29.88999 3.836735 
-29.83405 -3.920993 0.6058747 -10.12973 15.24336 4.251906 29.92113 4.009753 
-30.88351 -3.897828 13.48085 8.821559 15.26724 4.300231 30.09554 3.76074 
-29.79655 -3.837626 -6.513113 17.89341 15.6749 4.397699 29.75838 3.967507 
-29.52478 -3.521663 -1.311026 -19.82497 16.05088 4.120986 30.29329 3.957617 
-30.19511 -4.075545 -18.28044 2.374434 15.04944 4.529071 30.10071 3.981439 
-29.71186 -4.173287 3.313305 4.233305 15.15358 4.607297 29.69742 3.913742 
-29.72963 -4.305444 14.74094 6.789334 15.30074 4.260786 29.95113 4.039691 
-30.54184 -3.44859 -6.078965 10.38918 15.29994 3.958355 29.89391 3.783265 
-30.35014 -4.453812 2.700889 4.527478 15.6785 4.533238 29.62254 4.139241 
-31.44485 -3.571392 -11.54487 4.621907 15.06032 4.343945 29.84173 4.054648 
-31.94662 -3.979031 -5.577982 6.135472 15.47585 4.406339 29.53689 4.104793 
-31.3322 -4.003226 -8.553111 5.520908 15.81863 4.184922 29.84365 3.905381 
-30.58262 -4.140506 -3.251936 19.04524 15.41371 4.257526 29.64583 3.920371 
-32.1729 -3.605902 2.770152 6.525098 15.54865 4.323902 29.89196 3.998666 
-31.26624 -3.662708 14.2672 8.656948 15.54732 3.972068 29.74251 4.077223 
-30.52017 -3.785105 -0.8013648 19.94168 15.60234 4.537225 29.69983 3.864282 
-31.10042 -4.130339 -13.2002 -1.250615 15.69865 4.237945 29.83012 4.25803 
-30.40296 -3.857435 19.09709 -0.3853572 15.581 4.492262 29.95448 3.769164 
-30.34273 -3.962751 -5.39361 13.67222 15.64329 4.422434 29.62854 4.146112 
-28.91323 -3.697107 -9.457437 7.202369 15.47318 4.218966 29.85156 4.164938 
