"Delta_1" "Delta_2" "Delta_3"
0.9904555 -2.426227 -1.78026
0.9292528 -1.804338 -1.893367
0.9577429 -1.513231 -2.074413
1.010917 -0.9878826 -2.247587
0.9663196 -2.174561 -2.258478
0.9598935 -2.696581 -2.257849
0.975508 -1.63624 -2.281185
0.9661732 -2.489471 -2.262946
0.9663402 -2.159376 -1.796544
0.9686164 0.7548633 -1.949129
0.9358865 -0.3596097 -2.004157
0.919911 -0.2868284 -2.194557
0.8950241 0.2413504 -2.110556
0.8805232 -0.139712 -1.91751
0.921791 -1.349112 -2.033737
0.9660827 -0.2958368 -1.994684
0.982102 -1.691985 -1.792879
0.988706 0.6892087 -1.838336
1.002242 -2.325142 -2.244258
1.056106 -3.041248 -2.016853
1.048042 -1.518765 -1.945797
1.050309 -2.025693 -2.040703
1.050889 -0.990509 -2.133681
0.965507 -2.167735 -2.097191
0.9720752 -2.042954 -1.94016
0.9218543 -3.299638 -2.416254
0.9559713 -2.77121 -2.26463
0.9988378 -3.019438 -1.877626
0.9726713 -3.96164 -2.064705
1.031079 -2.377419 -2.087362
1.034854 0.4323832 -2.106716
1.06054 -0.916188 -2.197637
1.03091 -1.757035 -2.181316
1.038552 0.5443069 -2.464936
1.066738 4.837171 -2.103371
1.036993 -0.3949632 -2.184453
1.001018 -2.702956 -2.143584
0.994092 -3.709804 -2.15479
0.9917718 -2.868729 -2.478178
1.026908 -3.26564 -2.502935
1.015867 0.9558574 -2.168559
1.028412 -0.7004922 -1.713209
1.049829 1.409474 -1.92585
0.9857694 -0.2272896 -2.308966
1.00556 -1.022633 -1.800969
0.9653259 -2.214639 -1.923417
0.9842312 1.333788 -2.237122
1.093863 -0.4971968 -2.048465
1.084642 0.1275955 -1.700256
1.005918 -0.1054222 -2.177545
0.9866681 -3.95217 -2.214029
1.001486 -1.269778 -2.099196
0.9820817 -1.525827 -2.084139
1.011062 0.7805285 -2.388567
0.9920148 -1.061763 -2.220133
1.010918 -1.518555 -2.236208
0.961065 -1.183017 -2.620332
1.037851 0.6795249 -2.435574
1.007006 -2.465671 -2.316792
1.031268 -1.697923 -2.374977
1.034933 -1.785641 -1.872906
1.043226 1.728554 -2.409548
1.057891 -2.35393 -2.778994
1.126217 -2.417054 -2.275437
1.11726 -2.051152 -2.230952
1.10361 -1.516881 -2.088197
1.098535 -0.9173303 -1.938071
1.050426 -2.122489 -1.942078
1.044384 -0.5782155 -2.331453
1.019318 -1.950887 -1.851911
1.013874 -2.94882 -2.472329
1.049917 -3.397334 -2.069236
0.9740539 -1.230683 -1.751275
0.996308 -2.216511 -2.30292
0.9993713 -0.8372624 -2.560346
0.9824748 1.702891 -1.791893
0.9305259 -1.210388 -1.659253
0.9704448 -1.78998 -1.455323
0.9914357 1.458005 -1.994719
0.9890669 -0.7836771 -2.317625
1.033748 1.635658 -1.978657
1.025929 0.1337182 -2.034695
0.9904764 -2.887602 -2.021945
1.051285 -1.088129 -2.493548
1.042577 -1.329662 -2.338657
0.9839194 -3.074858 -2.098698
1.058566 -2.761057 -2.113947
1.065098 -2.887922 -2.243891
1.016512 0.6053078 -2.396824
1.043453 1.163829 -2.08516
1.106783 -2.421788 -2.074581
1.126884 -0.8796619 -2.133406
1.099382 -2.808232 -2.046871
1.058543 -2.400723 -2.188492
1.034385 -3.07686 -2.335513
1.056696 0.8989957 -1.800767
1.02851 -2.402647 -1.896606
1.07474 0.8455089 -1.752363
1.132415 -1.857295 -2.016157
1.086152 -1.598307 -1.35746
1.136413 -1.228184 -2.22243
1.087331 -1.316679 -2.460738
1.102017 -0.3428397 -2.486739
1.064506 -2.4712 -2.257329
1.08754 2.638828 -2.25136
1.134019 -2.527811 -2.007954
1.097136 -1.10348 -2.099097
1.116776 -1.63619 -2.138878
1.07858 -4.006154 -1.868886
1.10504 -2.640994 -2.146974
1.051233 -3.136122 -1.89448
1.080687 -2.008258 -1.826458
