"comp1" "comp2"
-2.708455 7.025264
-2.835224 8.159212
-2.474417 7.705688
-2.232695 6.754429
-2.086492 2.684345
-2.031363 2.7047
-2.783268 4.493251
-2.90171 4.795492
-2.363888 3.975849
-2.385296 4.025083
-2.399535 4.197373
-2.391381 3.980423
-2.077913 3.697019
-2.617849 3.877478
-2.583231 5.969899
-2.790575 6.313629
-2.3207 6.542593
-3.006817 4.873552
-2.604276 5.952243
-2.435035 4.874747
-2.543443 4.821614
-2.346129 5.218597
-2.120679 4.282012
-2.581735 4.521747
-2.184903 5.971006
-2.523787 5.287436
-2.651678 4.20451
-1.636252 2.677895
-1.987273 2.276762
-2.298017 1.481471
-2.365743 2.010447
-2.644289 4.39994
-2.695753 3.326676
-1.95317 2.557595
-1.858369 5.417707
-1.634889 6.32579
-1.886961 5.849201
-1.749289 6.277445
-1.922071 4.216252
-2.661744 3.855237
-2.515643 2.990025
-2.274687 3.219299
-2.353798 2.928762
-2.492339 2.50607
-2.541257 5.866161
-3.293088 7.146051
-3.746328 7.131972
-3.957192 7.77118
-3.23316 6.969689
-3.338592 4.325196
-3.838164 6.902677
-3.434137 3.44881
-3.566579 5.983768
-3.549884 7.499054
-3.632863 7.012325
-3.524663 4.973939
-3.154694 5.706378
-3.192669 2.101556
-3.206105 2.511433
-3.348555 1.756595
-3.714314 3.514072
-3.22096 5.542759
-3.266648 5.630839
-3.633648 3.902065
-3.594716 4.118696
-3.323944 7.661302
-4.048803 7.34184
-2.48995 7.683542
-2.384102 6.067825
-2.811061 6.109297
-2.648362 4.470054
-2.417278 2.345622
-2.639294 3.35348
-2.651907 4.821398
-2.808513 4.018431
-2.506477 2.528375
-2.915559 4.405057
-2.568563 4.624329
-2.562921 3.761861
-2.792424 4.462477
-3.478146 6.657347
-4.046499 6.241137
-3.728459 4.094334
-3.212205 4.080229
-2.647641 5.070174
-2.743033 4.017353
-3.052679 4.123926
-2.549904 5.1114
-1.765435 4.523229
-2.268926 2.263396
-2.610287 2.159103
-2.827576 2.191199
-3.194044 6.304313
-2.898599 5.877661
-2.558687 6.274994
-3.109641 6.322524
-2.968216 5.908007
-3.130516 5.674517
-2.688276 5.43128
-2.58832 5.567954
-2.27133 2.785974
-2.42237 2.086702
-2.136971 3.038259
-2.525516 2.489069
-2.094079 3.322768
-1.830612 3.491957
-2.376837 1.828741
-2.464884 5.398245
-2.363943 5.117444
-2.30903 4.005284
-2.045458 4.664654
-3.043627 4.856431
-2.542335 3.465493
-2.791653 3.783174
-1.897198 3.918921
-1.614716 2.458409
-1.872175 3.362214
-1.945265 2.368354
-1.240794 3.036727
-1.370289 2.946677
-1.187178 3.86784
-1.826529 3.180495
-2.315865 2.44189
-2.021575 3.528101
-2.78731 5.046038
-3.216448 5.397592
-3.043446 6.393114
-3.662849 6.98338
-3.844057 6.248403
-4.363712 6.329841
-3.645966 5.353705
-3.357902 4.135728
-3.006295 4.197601
-3.311097 3.96939
-1.983165 4.713842
-1.895215 5.2181
-2.189278 5.455955
-2.669335 2.065097
-2.225762 1.461632
-2.123701 1.324519
-2.856565 2.73389
-2.706241 3.671084
-2.966162 3.460366
-3.308472 4.237289
-3.124692 3.853504
-3.937832 5.842521
-4.101906 5.742113
-3.979106 4.659705
-3.762571 5.671158
-3.646002 5.618322
-3.560027 7.421204
-3.542249 6.935882
-4.606715 3.210857
-4.601237 6.154411
-3.987306 6.811063
-3.581369 5.067738
-3.197379 5.530354
-3.153798 7.519491
-3.632187 9.221533
-3.221692 2.772815
-2.692286 4.611123
-3.200045 6.985257
-3.144722 5.708107
-2.897037 6.916089
-2.670264 7.902497
-2.746992 4.9581
-2.702624 4.514762
-2.021374 4.417213
-2.190175 5.181807
-1.998128 4.8858
-2.424112 4.42884
-2.616226 6.38532
-3.013627 3.63405
-2.200707 3.974165
-2.769812 4.201545
-2.377061 2.065592
-3.065311 4.640593
-3.461783 4.655332
-2.81517 6.819863
-2.75451 4.881548
-2.873113 5.915008
-3.145617 5.207271
-3.010575 4.656539
-3.121499 1.319511
-2.781751 4.794992
-1.944557 4.660131
-2.367595 2.403765
-2.443738 4.036227
-2.706038 3.812657
-2.984874 4.518868
-2.437906 3.978439
