"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
14.78794 4.182336 -29.75709 -3.919594 29.97566 3.768603
14.67037 4.125484 -30.04386 -3.886432 30.18604 3.905924
14.97981 3.896497 -30.07841 -3.900226 30.12797 3.876932
15.08122 4.127032 -29.96375 -3.911759 30.19979 3.88029
14.93369 3.991117 -30.15362 -3.900022 30.32143 3.923872
14.79291 4.047065 -30.15846 -3.908226 30.21944 3.877961
14.90645 3.974264 -30.3954 -3.859746 30.16176 4.177285
14.87745 3.945309 -30.18244 -3.940212 30.18981 3.947291
14.8007 3.912983 -30.29314 -3.951843 30.07133 3.956862
14.49782 4.034293 -30.09182 -3.950969 30.19669 3.988621
14.78361 3.994462 -30.14585 -3.966273 30.0825 3.862365
14.89679 3.924198 -30.02928 -3.857102 30.39715 3.97001
14.86852 3.927265 -30.09149 -4.021343 30.07046 4.041624
14.87415 3.98809 -30.29458 -3.905034 30.3027 3.819691
14.71362 4.02973 -30.19174 -3.9781 30.15965 4.010579
14.71355 3.962324 -30.14166 -3.984013 30.06096 3.925605
14.70682 4.158615 -30.20486 -3.897409 30.0279 4.1153
14.93586 4.014594 -30.07226 -4.00704 29.79756 4.051891
14.59121 3.970635 -30.1359 -3.857967 30.03784 4.09983
14.19496 4.140142 -30.18607 -3.943769 30.25476 4.054349
14.55713 4.074888 -29.90291 -3.910784 29.99338 3.96556
14.57697 4.108253 -30.32354 -3.924768 30.07848 3.829306
14.68596 3.9595 -30.06414 -3.958466 29.86922 3.937904
14.67666 3.973914 -30.14828 -3.951343 29.79677 4.077437
14.58998 4.07086 -30.13941 -3.955539 29.797 4.074078
14.35428 4.142448 -30.16735 -3.906532 30.22708 3.934674
14.66313 4.091959 -29.86314 -3.897787 30.1366 3.956283
14.47212 4.026171 -30.05688 -3.920644 29.88629 4.099326
14.34 3.922729 -30.0936 -3.911008 30.01067 3.76145
14.38809 4.021621 -30.08599 -3.985528 30.42124 4.042547
14.39677 4.057353 -29.9696 -3.881751 30.65298 4.060974
14.44726 4.06814 -30.10968 -3.865291 30.45493 3.94847
14.43728 4.000555 -30.09478 -3.864154 30.00719 4.025259
14.81616 4.089085 -29.81282 -3.944349 30.30394 3.987548
14.68638 3.919499 -29.99703 -3.887427 29.99463 3.950782
14.66733 4.176969 -29.97736 -3.941485 30.09427 4.026592
14.3806 4.057511 -30.02194 -3.900182 29.93112 3.969744
14.24859 4.149965 -29.98912 -3.900787 29.93614 4.008508
14.72374 4.03636 -30.19736 -3.893778 30.07996 3.883476
14.63045 4.143063 -30.06685 -3.818245 30.03032 3.951305
14.76678 3.959076 -30.02417 -3.955361 29.90847 4.070776
14.53341 4.067751 -30.06071 -3.93047 29.89496 3.957083
14.49759 4.007267 -30.10254 -3.858835 29.93278 3.949256
14.65998 3.990053 -30.04428 -3.907621 29.83257 4.121532
14.63722 3.931837 -30.17933 -3.949633 30.27869 3.883129
15.02213 4.029253 -30.12818 -3.902079 30.06253 4.254574
15.08039 4.085141 -30.09874 -3.919361 30.25375 3.964613
14.80633 4.034558 -30.16892 -3.941836 29.83688 4.026936
14.89914 4.043316 -30.14262 -3.87889 30.25461 3.935923
14.81851 3.998776 -30.55665 -3.868196 30.1724 4.04614
14.46646 4.125496 -30.55447 -3.859277 30.11522 4.014326
14.70492 4.09928 -29.90803 -3.928008 30.02484 3.891038
14.337 4.102591 -30.24183 -3.945174 29.99196 3.880172
14.6393 3.859488 -30.12799 -3.911285 30.04644 3.898029
14.26295 3.985115 -30.33963 -3.941724 29.88782 4.078197
14.53947 3.881083 -30.12468 -4.021373 30.16355 3.837414
14.40317 4.021941 -30.18834 -3.921651 30.51728 3.890476
14.61447 4.098813 -30.2273 -3.929284 30.01568 3.980833
14.42366 4.189703 -30.22509 -3.959346 29.90009 3.936563
14.68422 4.074446 -30.21585 -3.809204 29.92009 4.211458
14.52923 4.049001 -30.19677 -3.989861 30.35215 3.942796
14.49559 3.987203 -29.9395 -3.85309 29.98765 3.871356
14.11731 4.009652 -30.16629 -3.907603 30.23427 3.958447
14.72908 4.077838 -30.01482 -3.92213 30.26247 4.06581
14.39397 3.932761 -30.29254 -3.898833 30.2357 3.816121
14.72321 4.071413 -30.11527 -3.978216 30.08648 4.009418
14.64676 4.151755 -30.10384 -3.896223 30.25076 3.989256
14.37011 3.972585 -30.28418 -3.934105 30.09065 3.827623
14.97195 4.090294 -29.89126 -3.879234 29.8809 3.996515
14.67274 4.084635 -30.14013 -3.848593 30.01908 3.915043
14.59564 3.982561 -30.3728 -3.891739 30.2781 3.960868
14.74694 4.067505 -30.11189 -3.858782 30.06805 3.957984
14.66858 3.998374 -30.098 -3.979049 30.20848 4.109125
14.66581 4.098012 -30.12762 -3.892168 30.09297 4.032926
14.77714 3.931116 -30.20734 -3.887142 30.09217 3.86891
14.81711 4.064875 -30.16946 -3.888647 30.47645 4.087147
14.69416 4.023044 -29.85625 -3.807784 30.06109 4.019948
14.88294 4.017588 -29.98461 -3.954513 30.2921 3.965155
14.66178 4.085164 -30.30461 -3.937047 29.92399 3.972741
14.7333 4.033583 -30.13009 -3.978523 30.0716 4.00844
14.73551 3.873419 -30.11439 -3.862549 30.07606 4.025777
14.50936 4.02035 -30.10588 -3.954326 30.04446 3.939114
14.4851 4.021291 -30.37564 -3.856359 30.26924 4.113415
14.08792 3.999461 -30.57313 -3.93091 30.38558 3.947011
14.64141 3.889391 -30.07804 -3.85929 29.96557 3.995458
14.51566 4.053435 -30.11235 -3.972314 29.92755 3.986522
14.58232 3.915305 -30.1746 -3.980035 30.09141 3.974379
14.38582 3.884437 -30.10907 -3.867926 30.15579 3.978286
14.43148 4.04543 -30.16814 -3.93309 29.87526 4.065749
14.81737 3.993918 -30.09476 -3.936796 30.28004 3.963514
14.56302 4.087022 -30.20843 -4.010131 30.23907 4.030191
14.64141 3.99022 -30.09588 -3.927986 30.57967 3.95221
14.49238 4.067765 -30.13686 -3.920472 30.27223 4.011426
14.56532 4.08208 -30.13209 -3.920982 30.50839 4.008812
14.1261 4.019131 -29.96351 -4.00342 30.08544 4.043483
14.43206 4.040229 -29.88237 -3.963815 29.94941 4.03037
14.50843 3.936407 -30.12653 -3.858893 30.27944 4.129955
14.56298 4.165093 -30.1366 -3.974027 30.20738 4.021676
14.59287 4.083562 -29.95461 -3.992698 30.07814 4.060032
14.53351 4.036309 -29.87597 -3.996331 30.11877 4.01966
14.57188 3.966525 -29.97958 -3.898944 30.53414 4.076829
14.39378 4.076471 -30.21301 -3.882748 30.11155 3.927398
14.26451 4.094961 -30.07078 -3.882809 30.34523 3.908899
14.36837 3.999375 -30.31663 -3.828831 30.3101 4.121025
14.48145 4.046973 -30.20935 -3.850763 30.10586 4.10761
14.87512 3.98454 -30.1469 -3.903237 29.84899 4.124823
14.84405 4.055963 -30.1328 -3.936956 30.05913 4.011139
14.35177 4.099394 -30.0963 -3.923705 29.83631 4.10273
14.56147 4.012458 -30.20076 -3.928724 30.13145 4.00249
14.87251 4.026796 -29.98251 -3.907958 30.47174 3.898148
14.8088 4.013893 -29.9325 -3.878287 30.51397 4.024665
14.6113 4.081994 -29.8089 -3.954117 30.16971 3.965579
14.51449 4.057696 -30.28659 -3.891867 30.18973 3.852134
14.80766 3.949666 -30.14537 -3.944931 29.9584 3.857503
14.7737 4.113778 -30.11905 -3.871066 30.3147 4.026089
14.41408 4.097772 -30.34528 -3.908814 30.18507 3.922825
14.66546 3.933466 -30.31225 -3.877425 30.21351 3.881231
14.49488 3.818793 -30.20832 -3.868286 30.5028 3.876908
14.60587 4.046183 -30.08394 -3.926498 30.13573 3.98814
14.70442 3.994425 -30.09347 -3.904539 30.14292 4.155746
14.68342 4.100619 -30.21181 -3.925174 30.1433 4.021266
14.54396 4.059252 -30.31569 -4.002705 30.03412 4.031379
14.71655 4.088626 -30.51163 -3.910488 30.1356 4.064624
14.72801 4.081761 -30.46121 -3.917893 30.21824 3.856525
14.96787 3.936338 -30.25985 -3.907352 30.20714 4.002907
14.74672 3.995186 -30.15172 -3.961733 30.04912 4.087539
14.63707 3.889776 -30.0702 -3.87244 30.14488 3.924202
14.51657 4.000482 -30.13655 -3.952636 30.28065 3.903944
14.42693 4.038144 -30.04699 -3.907012 30.04476 3.98113
14.53553 4.018842 -30.04791 -3.838497 29.9817 3.961972
14.32538 3.972576 -30.25527 -3.91514 30.56064 3.999992
14.46992 3.91891 -30.03483 -3.909952 30.27154 4.171073
14.52265 3.994694 -30.15627 -3.963344 30.03847 4.006364
14.57576 3.923365 -30.24924 -3.914822 29.92449 3.918545
14.41606 4.090558 -30.33691 -4.040841 30.22063 3.897294
14.48484 3.978374 -30.35045 -3.899516 30.14344 3.866765
14.54335 3.907034 -30.25668 -3.934701 30.14608 3.899334
14.53226 4.059325 -30.08824 -3.907259 30.30453 3.907669
14.37942 3.958549 -30.21516 -3.923312 30.29664 3.986508
14.50025 4.08326 -30.33833 -3.898059 30.22297 4.174891
14.43487 3.955948 -30.35712 -3.902462 30.28913 4.007223
14.42291 3.957556 -30.26385 -3.963462 29.97715 4.155165
14.89553 3.929917 -30.08949 -3.882017 29.82579 3.789953
14.66592 4.149474 -30.24094 -3.883964 30.11057 3.986396
14.43053 4.016823 -30.25007 -3.936 30.05086 3.976259
14.69762 4.00435 -30.22012 -3.9431 29.93073 3.79097
14.9875 3.868579 -30.19223 -3.86676 29.87773 4.001255
15.07656 4.111301 -30.14957 -3.960512 29.95176 3.798957
14.88474 4.023078 -30.07109 -3.936623 29.99263 3.97802
14.57613 4.05803 -30.17302 -3.92941 30.12475 4.053431
14.84342 3.992637 -30.07964 -3.923294 30.06215 4.026606
14.73303 4.03039 -30.05561 -3.976878 30.18194 3.861306
14.92288 4.094361 -30.15798 -3.940323 30.1931 3.824166
14.74784 4.034851 -30.21925 -3.861621 30.15881 4.116738
14.39955 3.895886 -30.15818 -3.873114 29.82882 3.935839
14.27961 3.944207 -30.51279 -3.876855 30.22316 4.01047
14.629 4.016042 -30.30868 -3.992123 30.06233 4.044185
14.46675 4.041057 -30.09441 -3.876952 29.88042 4.089378
14.58143 4.138186 -30.07826 -3.889048 29.96807 3.86789
14.35627 4.120989 -30.16322 -3.998521 30.02674 4.084228
13.98591 4.073536 -30.06195 -3.96893 30.26157 3.891029
14.2102 4.070488 -30.04651 -3.968914 30.20739 3.881529
14.3523 4.002741 -30.22472 -3.89721 30.01874 3.961145
14.41506 4.106369 -30.07229 -3.879408 30.44449 3.941055
14.37449 3.941974 -30.11496 -3.897458 29.85484 3.897601
14.99566 4.095318 -30.12455 -3.905499 30.03662 3.929844
14.59385 4.004799 -30.33929 -3.961846 29.93192 3.991336
14.84002 4.093635 -30.49478 -3.954837 30.19451 4.011486
14.64856 4.008186 -30.1284 -3.868081 29.92343 3.955691
14.68431 4.124727 -30.0648 -3.926546 30.15084 4.015683
14.7697 4.035433 -30.35826 -3.897022 29.97922 4.080982
14.98939 4.020751 -30.17439 -3.945987 30.20591 4.068948
14.92232 4.096067 -29.85388 -3.922699 30.2377 3.982149
14.67621 4.02432 -30.25758 -3.941338 30.2391 3.991087
14.84659 4.032003 -30.12515 -3.945917 30.11775 3.965703
14.76759 4.051635 -30.22451 -4.037779 30.00915 3.959836
14.83974 4.09409 -30.35427 -3.914161 30.09414 3.763542
14.90514 3.988745 -30.22595 -3.951299 29.85813 3.959376
14.99807 4.028746 -30.24109 -3.888928 29.92323 4.024639
14.80622 3.994637 -30.17747 -3.918681 29.95268 3.948963
14.67589 4.049956 -30.05844 -3.80857 29.87053 3.949799
14.78767 4.014617 -30.16288 -3.954747 29.95639 3.978413
14.8862 3.974643 -29.89297 -3.905509 30.14676 3.760708
14.34657 3.974648 -30.01712 -3.897901 30.01359 3.967301
14.57896 3.958719 -30.14861 -3.868953 30.20271 3.892484
14.85955 4.010512 -29.9995 -3.936459 29.76384 3.959175
14.88871 4.053469 -30.07556 -3.893815 29.83441 4.000257
14.77172 4.118972 -30.36984 -3.921113 29.88654 4.105637
14.51879 4.083939 -30.63196 -3.935882 30.07961 3.94941
14.68333 3.990612 -30.20195 -3.928044 30.77764 4.195464
14.67263 4.04695 -30.26277 -3.981109 30.42554 4.034944
14.71573 4.029729 -30.2484 -3.974383 30.59031 3.859323
14.92849 3.97361 -30.01874 -3.88817 30.02378 4.097488
14.7196 4.061001 -29.99538 -3.864016 30.24274 3.954948
14.64587 4.109984 -30.15292 -3.919864 30.27742 3.936338
14.72185 3.963676 -29.86154 -3.963902 30.07192 3.879787
14.40899 4.070815 -29.76206 -3.977389 30.17816 3.872641
14.30274 4.067854 -30.03382 -3.970565 29.91478 3.996918
14.63198 3.995084 -30.03495 -3.848487 30.20509 3.992934
14.68249 3.975399 -30.18446 -3.897748 29.88804 3.901291
14.91677 4.070152 -30.20272 -3.880746 29.92535 4.043418
14.98793 4.011045 -30.40213 -3.882474 29.81749 3.928758
14.80303 4.085181 -30.11239 -3.943679 29.87452 3.966394
14.73774 4.0906 -29.95383 -3.973826 29.96975 3.891698
14.01068 4.111879 -30.17584 -3.834851 30.22284 4.022488
13.89979 4.047537 -30.21212 -3.877828 30.43207 3.918307
14.2044 3.902638 -30.05891 -3.84728 29.99081 4.039831
14.6404 3.986733 -30.02867 -3.90228 30.05353 3.984062
14.51136 4.101812 -30.24302 -3.941929 30.25901 4.037649
14.45897 4.043406 -30.13308 -3.932407 29.97522 3.908803
14.47076 4.125754 -30.17325 -3.898059 30.39501 3.993388
14.79864 3.957029 -30.08116 -3.898908 30.56667 4.127689
15.00427 3.966465 -29.92648 -3.919079 30.21855 3.812491
15.01979 4.081673 -29.9659 -3.914465 30.28723 4.028008
14.71437 4.022889 -30.0785 -3.94935 30.18201 4.05511
14.50421 4.164181 -29.96709 -3.962867 30.19064 3.798995
14.8013 4.089361 -30.07893 -3.957563 30.05264 3.886932
14.64093 3.900221 -30.05845 -3.927777 30.13231 3.984466
14.88688 3.93048 -30.10846 -3.815578 30.01151 3.978695
14.62709 4.093585 -30.29888 -3.931593 29.90849 3.896382
14.84997 4.008221 -30.36217 -3.971749 30.08729 3.945504
14.92963 4.052393 -30.28509 -3.907049 30.24434 3.973032
14.82052 3.794263 -30.27307 -3.947719 30.10963 3.843269
14.80978 3.956633 -30.09411 -3.980731 30.20356 3.964003
14.27378 4.002058 -30.17777 -4.000563 30.02313 4.053315
14.59525 4.081576 -30.30987 -3.862001 30.50221 3.900225
14.86299 3.919006 -29.95547 -3.958212 30.60022 3.909318
14.81179 4.09411 -30.22337 -3.937562 30.37922 3.946148
14.44882 4.121666 -30.12856 -3.882948 29.83987 4.178295
14.65239 3.973361 -30.10392 -3.891566 30.10756 3.982983
14.02901 4.074123 -30.20394 -3.903277 30.21831 3.860992
14.17671 4.000342 -30.27659 -3.866425 29.89553 3.922402
14.33986 4.0635 -30.22206 -3.914096 30.0982 4.01062
14.33317 4.040392 -30.10094 -4.007797 29.97239 3.863644
14.46224 3.944323 -30.09468 -3.927464 30.27967 3.950589
14.15475 3.937075 -30.32221 -3.968657 29.90676 3.966743
14.69956 4.209756 -30.02567 -3.906211 29.70117 3.992306
14.78679 3.979794 -30.28446 -3.91305 30.05691 3.812433
14.66164 3.943543 -30.28045 -3.892578 30.22343 3.758585
14.72615 4.082355 -30.12899 -3.905716 29.77634 4.032839
15.0576 4.036027 -30.03477 -3.987089 30.1135 4.045968
14.73055 3.869976 -30.1621 -3.911181 30.00157 4.007453
