"Delta_1" "Delta_2" "Delta_3"
-2.071585 -2.834153 0.8800899
-1.989261 -2.83861 1.077774
-1.721542 -2.962616 1.021806
-1.947074 -3.05522 1.034365
-1.950541 -3.165738 1.290405
-1.855726 -2.990996 1.262084
-1.893543 -3.050833 1.15411
-1.877961 -3.031499 1.119547
-2.066259 -3.256279 0.9877215
-2.437606 -3.104732 1.108915
-2.066027 -2.976891 0.9174465
-2.219153 -3.14071 1.356977
-2.005801 -3.028551 1.008021
-2.100343 -3.118044 1.387855
-2.25627 -3.308331 1.140423
-2.079343 -3.285271 0.9635221
-2.079404 -3.18886 0.971113
-2.088027 -3.173734 0.8430117
-2.370409 -2.983415 0.9394772
-2.563616 -2.924277 1.0808
-2.540573 -3.088121 1.146742
-2.25227 -3.165138 0.80902
-2.232443 -3.191968 0.4944262
-2.358185 -3.294439 0.822254
-2.31643 -3.255057 0.8952244
-2.645477 -3.184919 1.064557
-2.41001 -3.128511 1.126504
-2.478588 -3.024889 0.8832233
-2.397019 -2.882166 0.8606841
-2.30269 -2.883103 1.160912
-2.510723 -3.084642 1.669452
-2.37529 -3.05392 1.222598
-2.352069 -3.142232 0.9748138
-2.122678 -3.012145 1.209264
-2.207317 -2.856902 0.9482842
-2.265663 -2.921267 0.9764259
-2.399119 -3.097357 1.032584
-2.617003 -3.15548 0.8937433
-2.034171 -3.00668 0.9130987
-2.220138 -3.076013 0.9728373
-2.229235 -3.203636 1.135194
-2.386314 -3.240142 0.8403343
-2.595343 -3.338278 0.9034024
-2.533086 -3.181525 1.055759
-2.231092 -3.193344 1.289501
-1.943218 -3.175995 1.298178
-1.987163 -3.184379 1.262537
-2.051608 -3.212239 0.8307739
-2.046665 -3.299133 1.239046
-2.045149 -3.271851 1.151088
-2.203915 -3.162815 1.075678
-2.369383 -3.170604 0.9632988
-2.463497 -3.146964 0.8368822
-2.523445 -3.345585 0.9919201
-2.456951 -3.232689 0.8650365
-2.385875 -3.223069 1.066651
-2.464133 -3.338438 1.520868
-2.10263 -3.122388 0.8973942
-2.260783 -2.935956 0.8975371
-1.981376 -2.838628 0.7320901
-2.07051 -2.743905 0.9826
-2.295907 -2.816488 0.8582992
-2.33745 -2.821125 1.021149
-2.266601 -3.006349 1.224041
-2.372193 -3.075258 1.065551
-2.239473 -3.07097 0.8863346
-2.143034 -2.954439 1.18971
-2.219251 -2.962177 0.769483
-2.006407 -2.838709 0.7665628
-2.121768 -3.126557 0.9061648
-2.114393 -3.160427 1.163075
-2.295567 -3.189727 1.021449
-2.201566 -3.14275 1.255265
-2.315339 -3.178689 1.111334
-2.130043 -3.159418 0.9889679
-2.205998 -3.227837 1.431097
-2.406615 -3.093534 1.003827
-2.221419 -3.143686 1.388675
-2.11922 -3.349093 0.9758371
-2.130762 -3.243528 1.040373
-2.345073 -3.288959 0.7075568
-2.349065 -3.081991 0.6255736
-2.271012 -3.129862 1.064447
-2.425325 -3.108481 1.259116
-2.348638 -3.144252 1.149218
-2.227758 -3.029531 0.8736402
-2.158619 -2.969234 0.7257467
-2.589861 -3.062019 1.223205
-2.431656 -3.095381 0.7808732
-2.154273 -3.234107 1.155605
-2.268348 -3.24502 1.100594
-2.286525 -3.063998 1.445734
-2.175509 -3.106866 1.093383
-2.299352 -3.019283 1.317752
-2.768831 -2.894648 1.094459
-2.59523 -3.073575 1.115001
-2.325448 -2.982671 1.154425
-2.314383 -3.079459 1.108849
-2.166977 -2.998971 1.09411
-2.33339 -3.030188 1.122522
-2.278974 -3.043953 1.641317
-2.54624 -2.927494 0.8699097
-2.305626 -2.868724 1.144365
-2.189111 -2.978249 1.064048
-2.255666 -2.997866 1.026914
-2.007149 -2.991345 0.7287337
-2.006504 -3.06173 0.9714559
-2.453464 -3.125487 1.010642
-2.171947 -2.94381 1.097863
-1.852398 -2.851939 1.280847
-2.157427 -2.916544 1.438575
-2.36065 -2.95477 1.233485
-2.229604 -3.089954 0.9516456
-1.846081 -3.055281 0.5765961
-2.042351 -3.064955 1.11964
-2.261978 -3.101512 0.9873026
-2.100525 -3.132816 0.8021241
-2.196672 -3.107724 1.498037
-2.345334 -3.146924 1.00728
-2.336434 -3.116384 1.132659
-2.259912 -3.177933 1.154154
-2.332508 -3.060042 0.9395494
-2.044188 -3.172986 1.051972
-1.986564 -3.248763 0.8923288
-1.944099 -3.265762 1.227845
-2.132042 -3.279058 1.070414
-2.536729 -3.265388 1.162766
-2.614629 -3.241106 1.156718
-2.771024 -3.351167 1.108146
-2.664869 -3.377198 0.9394526
-2.602627 -3.252656 1.52913
-2.58743 -3.344945 1.384117
-2.409758 -3.209703 0.9397433
-2.329425 -3.423346 0.7616132
-2.402821 -3.373444 1.122686
-2.394165 -3.415344 0.9601129
-2.56539 -3.388494 1.18364
-2.52301 -2.988202 1.236302
-2.526638 -3.314709 1.280537
-2.289356 -3.282148 0.79036
-2.198306 -3.122221 1.013825
-2.277281 -3.200219 0.688152
-2.186919 -3.440337 0.8453924
