"tau2_1" "tau2_2" "tau2_3" "tau2_4"
0.01712777 0.02693625 16.10784 0.1255317
0.0193516 0.05969636 3497.991 0.1350917
0.01867022 0.08440376 3210.258 0.1865456
0.02942919 0.0706873 10.75037 0.4171005
0.02564567 0.04984715 81.42063 0.2287673
0.01476632 0.0408684 383.9717 0.1664746
0.01255825 0.05502979 6.748105 0.2283213
0.02302773 0.02961093 72.86054 0.1434148
0.01137805 0.03692164 12.42676 0.2258466
0.01541892 0.05022863 1.503171 0.136595
0.01146397 0.06166251 27.22607 0.1365036
0.03421295 0.06057776 4045319 0.2075857
0.01463672 0.02703713 3711.051 0.2107265
0.0124611 0.0210073 19.06773 0.3212211
0.01727888 0.022753 6.01708 0.1198492
0.01972388 0.03383119 2.494854 0.09382224
0.02300081 0.02142075 24.74551 0.1367455
0.01049347 0.03350589 212.2824 0.2248841
0.01937914 0.04574941 0.647234 0.2343413
0.0137039 0.03353945 0.3503668 0.2537776
0.01287956 0.04163088 163.8772 0.2867635
0.01591152 0.0413434 6.451041 0.1692796
0.01732026 0.03228539 61.10365 0.1583883
0.01889172 0.02944563 0.9639272 0.1026738
0.01042186 0.01267615 120.4847 0.1436883
0.01972161 0.02709645 0.8866872 0.2810704
0.02359478 0.03483726 693.7142 0.1982508
0.009507308 0.05308706 178.5414 0.09478772
0.01401256 0.0524335 285.1077 0.1034894
0.0147074 0.03248529 131.7125 0.08511927
0.01257692 0.04446369 0.06060515 0.1571874
0.008658505 0.04150763 441.301 0.2656491
0.007887231 0.04749153 4206104406 0.1436806
0.0104827 0.02634231 4.914951 0.0743054
0.01198946 0.04491285 231.2193 0.1349029
0.01782903 0.04807921 5701.235 0.1597211
0.01718847 0.03433302 168.0956 0.1533851
0.01495122 0.02618021 1.413681 0.2957719
0.01316741 0.01857538 16.1327 0.2063073
0.01002753 0.06430529 2591.253 0.4961908
0.01719745 0.05218907 252.5276 0.1716364
0.03070161 0.06991096 0.3593897 0.1969522
0.01772168 0.05713868 0.07499451 0.1150206
0.02765298 0.06119655 59.88675 0.268072
0.01320239 0.08825308 371.8901 0.1226651
0.02203489 0.07299487 25.43587 0.1155975
0.02510097 0.02931673 30.32845 0.1402382
0.01211288 0.02350065 329917575 0.1756543
0.01153957 0.03342671 2.070929 0.3307234
0.02174109 0.04069148 436.7192 0.190687
0.04883451 0.05226132 0.85056 0.4035765
0.02052369 0.1003825 0.8840875 0.1253329
0.01516557 0.03347691 107.7306 0.3213383
0.0148533 0.02797392 3.019744 0.2517248
0.02280304 0.03571136 1.361129 0.2170529
0.01109552 0.01385919 15.37313 0.3828943
0.01866106 0.04583604 16.722 0.1908795
0.01534961 0.04125402 26.71799 0.3978951
0.0083385 0.01810821 6.532337 0.2662544
0.01232296 0.0314675 3.599065 0.2737788
0.01765941 0.03821258 1.363102 0.1567755
0.04072178 0.04527627 4.31967 0.2148414
0.02789935 0.02309704 640.5627 0.1539779
0.03455311 0.02167147 4.865885 0.2547013
0.01625801 0.02770647 3.807702 0.1350871
0.008518089 0.05254065 76648.2 0.1619442
0.01553545 0.04049854 449.6544 0.1232354
0.03730552 0.02890307 0.2996792 0.1307408
0.009151678 0.04684195 29.30242 0.09939113
0.02936434 0.05790463 316842.6 0.1582516
0.02151471 0.05022467 0.8108138 0.08683481
0.02511567 0.03150067 0.494972 0.1967828
0.02084417 0.01976342 1.354418 0.278175
0.01665317 0.02061514 300054.9 0.1395312
0.01998314 0.01614555 0.1112441 0.1948624
0.01946976 0.01848366 12.33392 0.1851433
0.01557001 0.05718419 1.741708 0.1873913
0.01414124 0.01799847 4183.005 0.0848512
0.00670475 0.03527701 31.19008 0.1111338
0.01340786 0.03784093 335.3247 0.1609927
0.01192984 0.03150517 167.2789 0.1890227
0.01752215 0.02697758 27.48799 0.1451567
0.01599036 0.03256338 0.0296721 0.2054615
0.008163385 0.04016918 6.016615 0.07210843
0.02822843 0.06723068 755.3417 0.167057
0.01647698 0.0344962 2.675967 0.09873708
0.01977744 0.0864835 6.677646 0.1236006
0.01256589 0.02966021 691.1176 0.1455132
0.008979675 0.05237687 21.65685 0.09684712
0.01164385 0.0399226 188.703 0.2224286
0.01809384 0.09091539 320.4321 0.1585106
0.009978027 0.06010834 1.750512 0.112376
0.01694055 0.04790693 1.191927 0.1456738
0.01435472 0.03431838 177.4 0.1436592
0.01742041 0.03746609 0.06982108 0.264672
0.02374623 0.03136202 0.3928276 0.192817
0.02304388 0.04881067 0.5567251 0.281689
0.007200784 0.07471467 0.2054362 0.1372549
0.007351843 0.02999238 15.28536 0.1514831
0.009835907 0.03263702 3.742321 0.1751417
0.01276098 0.02357703 0.1310697 0.1491345
0.01454497 0.05297577 93.01702 0.1873652
0.008897305 0.05416406 49.19593 0.1360184
0.03607851 0.09306992 71.03121 0.1627392
0.01089307 0.03965303 905.2799 0.05411606
0.009700504 0.04589878 9.047937 0.04161406
0.01416915 0.02667277 0.2676954 0.1102057
0.01046383 0.0688608 74.57559 0.2756767
0.03244507 0.0437962 528.0811 0.2388868
0.01019384 0.0498404 72.40167 0.136043
0.01343421 0.05704454 5155.88 0.112508
0.02427513 0.04977124 642.2933 0.2064765
0.02244099 0.05240588 32.55792 0.2188021
0.01243262 0.0691076 0.2723821 0.1330629
0.01193557 0.0445496 6326.887 0.1413391
0.01690357 0.03955556 33.6185 0.07847489
0.02655028 0.04472144 67.45446 0.2342166
0.01695326 0.05242388 2.848609 0.1681716
0.007073446 0.06215714 194.4489 0.1151308
0.01598666 0.05643805 11.07225 0.08734283
0.01829784 0.02680042 31.487 0.07667756
0.009700078 0.03629085 3359.177 0.1719449
0.01872822 0.06221832 674.1357 0.1296596
0.01311144 0.05614299 1.821019 0.1255167
0.01359489 0.01811489 96.88308 0.06266955
0.01227666 0.02824215 443.7217 0.2315722
0.01144448 0.05293187 335.7549 0.2779204
0.01227334 0.04538943 1.006674 0.2276795
0.01550596 0.06232114 3.606076e+15 0.2657501
0.01814112 0.02368621 18.46208 0.1747033
0.0185743 0.0666846 2035138 0.2548679
0.01067094 0.05642867 1.406998 0.2272717
0.01714424 0.03974079 6.205296 0.0975151
0.0315177 0.05753323 229.1475 0.2980029
0.01990353 0.05933108 788.9526 0.1613817
0.00917447 0.1201723 28.09157 0.1253704
0.01950275 0.03937527 20.06969 0.1294568
0.02860289 0.02291287 1686.111 0.08328336
0.02148472 0.03398527 5.019648 0.1909587
0.02542643 0.03887164 0.372917 0.2233689
0.0163599 0.02480781 288.2393 0.217128
0.01113414 0.05323791 0.2075679 0.2147197
0.009345769 0.04319619 2306.712 0.05983743
0.03864943 0.04920389 95.99119 0.07817405
0.04305197 0.03432007 712.7805 0.05342815
0.00985567 0.03232523 0.9587122 0.07468492
0.02620813 0.03351048 0.3714023 0.1121095
0.01260213 0.04173599 0.2656031 0.09725574
0.008670257 0.03657129 22.62141 0.1262498
0.0208822 0.08063592 4.777423 0.1763696
0.007990211 0.03669895 0.04431061 0.2026357
0.01264677 0.06465943 168.7016 0.1709913
0.01179588 0.02605516 2.308571 0.121814
0.02551981 0.01724819 31960.89 0.1927685
0.0243486 0.02248748 348.0723 0.1401855
0.01086654 0.05187616 9.341843 0.2190655
0.01771969 0.05425126 0.7354229 0.1308656
0.01368682 0.02314969 5.022719 0.2384963
0.02289194 0.03914368 16.25202 0.2718854
0.01268628 0.08016178 37.55812 0.2962572
0.02521659 0.0406141 2.074482 0.1764274
0.0150034 0.1251507 2.524445 0.1312383
0.01047512 0.05494069 0.3992234 0.1147386
0.01059309 0.03214373 1204.431 0.1977236
0.01221901 0.03898595 2.863859 0.106586
0.01305987 0.03100613 467.0128 0.1147066
0.0101164 0.0358352 0.1082335 0.156334
0.01053371 0.03787657 0.4982683 0.1843593
0.02306113 0.06166366 223.9896 0.1603648
0.02910714 0.0486666 2.278272 0.233699
0.01132366 0.05946221 111.0714 0.2650897
0.01691033 0.06771222 4961.872 0.2493402
0.009690441 0.04485424 457.8133 0.1585007
0.00773086 0.01773069 689.0362 0.06724082
0.01329582 0.02185434 56.48238 0.1522127
0.021018 0.04156099 879.7201 0.1570524
0.01710575 0.0206454 0.06569043 0.140044
0.01711898 0.05570618 21.57378 0.08586145
0.01696229 0.05759013 18.95326 0.1919639
0.02972061 0.04372119 1151.634 0.1661221
0.01728036 0.03548764 103.4967 0.21807
0.01687556 0.04212646 2.530804 0.2105472
0.01056483 0.02262019 1.673404 0.2482451
0.01715472 0.02403836 120.71 0.4084495
0.009752696 0.0608251 186.5663 0.2630175
0.01528933 0.04452097 0.3384949 0.2030593
0.01400792 0.02727256 205.0797 0.2003748
0.01325816 0.02741771 0.9158217 0.2688582
0.0132041 0.04019323 11.72148 0.1923143
0.01342282 0.06543523 1.459167 0.1369116
0.01159222 0.04801633 2.969479 0.1758245
0.0299021 0.02162015 0.5304825 0.1989689
0.01599635 0.03267676 0.089853 0.1176942
0.01782478 0.03471103 5.034519 0.1510339
0.007282634 0.07292803 14.15752 0.1152181
0.03610549 0.03227001 282.97 0.179564
0.01705497 0.03708653 335240.4 0.1180046
0.03732702 0.02752016 8565.701 0.122153
0.01341457 0.04289089 3.09527 0.2538218
0.01589177 0.03544087 0.4806303 0.1360666
0.03125935 0.02387541 1.61812 0.1550538
0.01534768 0.02896477 151.9771 0.1960649
0.02876234 0.06411234 10.81634 0.125493
0.02303255 0.02378654 426.2237 0.08642198
0.01481887 0.05821417 311.5227 0.1935031
0.01231919 0.03020182 0.2167503 0.1870805
0.01830723 0.06248971 6.660539e+25 0.1308491
0.01453832 0.05331345 0.1451353 0.2058587
0.01195698 0.04456553 1.508239 0.09492669
0.0105588 0.02132999 1.697932 0.05323576
0.01250919 0.02100081 1586.454 0.08490462
0.01565795 0.05872825 596.0995 0.1692751
0.01425023 0.0279796 1.818149 0.06289139
0.03176516 0.01596043 984.225 0.09287572
0.01880713 0.03192325 725.8792 0.08764861
0.01508187 0.02394081 3842.121 0.09655603
0.01138363 0.01997333 89.56646 0.1927322
0.01898194 0.02045657 101.4288 0.3066904
0.01940251 0.03839805 2.792346 0.1892461
0.02108485 0.06618315 19.9226 0.4054029
0.009509895 0.06227304 3.405551 0.3247008
0.01957072 0.0413807 334.8056 0.08278248
0.02024941 0.0522974 1069.122 0.2648854
0.02351608 0.04523081 0.486669 0.1743162
0.01194273 0.02867444 778.8525 0.2628083
0.03079154 0.02060113 23.03066 0.1607586
0.01490687 0.04121832 5144183 0.1961338
0.01177781 0.06928393 822.1257 0.1599123
0.03151184 0.03734467 17.38552 0.1178296
0.03097187 0.01729018 204.5255 0.1558297
0.02066794 0.01834114 31.60174 0.1936576
0.01024285 0.08196219 20.62949 0.1551773
0.01828656 0.03877847 127.1262 0.1453033
0.01713957 0.04110389 2423.231 0.2023478
0.01086079 0.0261115 913.6079 0.04071545
0.01542402 0.03324786 277.5542 0.06293291
0.01652107 0.03203072 262.4976 0.1880908
0.02167799 0.04405026 0.5819923 0.1116273
0.01841364 0.03085895 1232.259 0.1384433
0.01697429 0.03018312 136.0682 0.124706
0.02076414 0.05711768 2294.066 0.2158093
0.02017815 0.05086521 12.74278 0.162144
0.01381957 0.02453702 2606.248 0.1048355
0.02367939 0.02960613 214.4264 0.1595861
0.0228298 0.06592711 2629.473 0.0772729
0.007779841 0.02532997 0.1924021 0.073702
0.02230224 0.06132021 0.02944912 0.1561516
0.04949112 0.02415123 0.1108842 0.09851174
0.02843647 0.04225407 252.8577 0.1160223
0.02340166 0.0316254 62.18732 0.1635848
0.01584919 0.05291649 0.8515105 0.1188906
