"Delta_1" "Delta_2" "Delta_3" "Delta_4"
1.21072 -2.109817 4.12636 -3.209254
1.208329 -1.979204 -11.09176 -2.929494
1.13151 -1.909784 13.15386 -3.030581
1.107923 -1.822409 7.224616 -2.768831
1.081822 -1.90464 -5.398466 -2.871941
1.095173 -1.817768 2.682963 -2.829013
1.113508 -2.026191 -0.08781009 -2.818791
1.175577 -2.0879 4.169789 -3.062083
1.157671 -2.054299 -6.715602 -3.145951
1.119495 -2.171229 -1.333321 -3.123566
1.058227 -2.021098 5.401017 -2.902577
1.086391 -1.982232 10.56901 -2.461916
1.098233 -2.01857 4.618367 -2.683756
1.054001 -2.05933 -4.008131 -2.904575
1.054347 -1.996987 1.704195 -2.671119
1.04893 -2.146036 1.133216 -2.91193
1.14442 -1.998678 -3.3061 -2.597271
1.159957 -2.044626 -2.958425 -2.587723
1.159263 -2.252766 -0.5146962 -3.061076
1.291609 -2.186252 6.445774 -3.055474
1.322222 -2.331446 5.418844 -3.026259
1.417907 -2.339259 17.05821 -3.049055
1.395227 -2.476444 1.677588 -3.363842
1.373913 -2.334786 1.812832 -3.357308
1.400411 -2.385187 -19.65216 -3.359123
1.360213 -2.521104 -2.379108 -3.365347
1.46483 -2.413298 -4.324987 -2.866737
1.505853 -2.317209 6.682511 -3.301622
1.460368 -2.291477 -18.91478 -3.464543
1.364408 -2.149033 -5.326506 -2.94852
1.22032 -2.215484 1.361791 -2.699065
1.214566 -2.186022 5.793341 -2.950991
1.223611 -2.286038 1.84325 -2.903914
1.253686 -2.199836 17.11832 -2.731173
1.273907 -2.199884 -3.872353 -2.801306
1.28875 -2.20292 -19.10105 -2.850198
1.233762 -2.228365 -9.055373 -2.875513
1.181552 -2.116702 -7.441794 -2.551611
1.131773 -2.086323 -18.99067 -2.660922
1.15872 -2.127109 -3.736864 -2.705615
1.328414 -2.128584 5.988685 -3.076968
1.201508 -2.008575 -19.56043 -2.950746
1.152904 -2.093569 -11.53014 -3.048203
1.087256 -2.180357 -1.935067 -3.030843
1.10987 -2.144888 8.381393 -3.133061
1.147061 -2.156064 5.040862 -3.130593
