Delta_1 Delta_2 
-2.412204 4.658538 
-2.796656 5.832736 
-3.173712 6.259698 
-2.596821 5.239223 
-2.176383 6.47908 
-2.734493 7.780546 
-2.442295 7.647933 
-3.114889 5.770349 
-2.509061 3.590788 
-3.372054 4.29306 
-2.477803 5.233266 
-2.966217 5.215708 
-2.357486 3.163428 
-2.439324 3.413259 
-2.73011 3.060788 
-2.198347 6.198423 
-2.815007 5.096569 
-2.845661 6.242103 
-2.573357 4.729757 
-2.681451 3.929293 
-2.417749 4.626343 
-2.803201 3.241635 
-2.160329 1.828505 
-2.639523 4.529784 
-2.428346 6.686821 
-2.928689 5.854068 
-3.076265 5.364971 
-2.816037 6.673633 
-3.251107 5.48224 
-3.068144 5.352892 
-3.327883 6.225866 
-3.166346 6.980526 
-3.179545 6.42424 
-2.461314 4.999957 
-1.918126 4.107749 
-2.102852 4.31862 
-2.810748 5.147387 
-2.918198 2.962792 
-3.103921 3.085784 
-2.532459 4.635359 
-3.100016 3.648655 
-2.901069 2.724221 
-2.120873 4.785406 
-2.012173 -1.150273 
-2.131087 2.292363 
-2.826943 3.644682 
-2.787925 4.397188 
-2.819112 5.387845 
-2.744593 5.803577 
-2.848366 4.202378 
-2.762713 4.126837 
-2.715446 5.818056 
-2.482561 6.481721 
-2.080565 4.327223 
-1.767499 2.994858 
-2.223281 2.864381 
-2.456166 4.552178 
-1.942384 3.859463 
-1.922973 3.343164 
-1.896869 4.76386 
-1.985814 3.62228 
-2.008099 3.587222 
-2.264609 4.473396 
-2.317722 5.254106 
-2.851066 5.275589 
-3.355762 4.385153 
-2.920814 4.985802 
-3.410176 7.280141 
-3.108279 7.816841 
-3.235219 6.345733 
-3.856026 6.116485 
-3.625638 8.094702 
-3.600718 5.600658 
-3.009146 4.587034 
-3.054225 7.111382 
-3.786603 5.753006 
-3.447504 4.064107 
-3.359028 2.874229 
-3.563481 3.658198 
-3.193629 4.217189 
-2.965233 5.653724 
-3.043807 6.182103 
-2.1744 3.229075 
-1.705916 2.596122 
-1.76921 1.626123 
-1.339378 3.7681 
-2.032242 4.22807 
-1.861098 3.733421 
-1.377979 4.111336 
-1.481407 3.687597 
-1.217252 3.236259 
-1.144482 3.212322 
-1.669386 4.142202 
-1.419723 3.924587 
-1.485123 4.091125 
-1.764006 4.589405 
-2.136037 4.495133 
-2.52519 4.51111 
-2.793021 4.079875 
-2.135631 4.005495 
-2.188651 4.532673 
-2.301337 6.029879 
-2.332797 5.49499 
-2.07007 5.719703 
-1.419431 3.984625 
-2.265615 3.413168 
-2.192613 4.329017 
-2.160915 4.143897 
-2.672272 3.546548 
-2.514901 3.854759 
-2.951431 3.604208 
-2.67361 3.459294 
-2.724502 1.742016 
-2.830301 3.616627 
-3.383526 3.359753 
-2.782411 4.935309 
-2.527152 4.985502 
-2.400884 5.059179 
-2.113929 3.604292 
-2.04463 9.782863 
-1.630217 5.816187 
-1.935138 2.965544 
-1.946548 2.280656 
-1.721885 1.081579 
-1.897603 1.904903 
-2.357281 3.428739 
-2.322623 3.825459 
-2.321734 3.821147 
-2.412357 2.478434 
-2.430563 8.421549 
-2.617324 7.586833 
-3.156018 4.382902 
-3.081385 3.970077 
-3.370512 5.761784 
-2.38848 4.279276 
-2.683092 2.340627 
-2.41306 3.93818 
-2.212091 2.952041 
-2.909335 3.330642 
-2.54166 3.984042 
-2.495623 4.12827 
-2.900188 7.676766 
-2.652434 9.33212 
-2.458024 6.426803 
-2.434508 7.620533 
-2.926649 7.556712 
-2.628547 6.945455 
-3.30229 7.457965 
-2.556055 7.600626 
-3.01278 7.492014 
-2.976308 7.331174 
-2.873085 5.875916 
-2.502314 5.154166 
-2.259195 3.208704 
-1.68876 2.898156 
-1.647834 2.82765 
-1.385724 2.876285 
-1.962832 4.292377 
-1.945845 3.055252 
-1.261348 2.314948 
-1.079104 2.47908 
-1.740688 3.70276 
-1.596844 3.622807 
-1.548338 2.74269 
-1.343091 2.908177 
-1.592023 0.9119891 
-2.10125 3.169203 
-2.214902 4.229773 
-2.358003 4.208552 
-1.97433 4.219636 
-1.743039 1.662871 
-1.752672 3.031424 
-2.57766 3.388553 
-2.404695 3.814263 
-2.488294 3.06465 
-2.481509 4.198584 
-3.011093 3.613588 
-3.096905 4.692235 
-3.416761 6.904279 
-3.393939 8.176637 
-2.865095 9.041639 
-2.909042 9.774602 
-3.077262 6.132119 
-3.078176 4.837589 
-3.133769 6.654533 
-2.735037 4.938235 
-2.78968 4.1729 
-2.760801 5.913676 
-3.446625 4.210669 
-3.506277 5.252883 
-2.928172 6.835218 
-2.450549 7.843547 
-2.548886 7.476365 
-2.635624 7.600473 
-2.537293 8.408882 
-2.234919 7.299736 
-2.006016 7.0091 
-1.583892 6.060954 
-1.570251 7.38054 
-2.259163 6.050302 
-2.408151 4.786937 
-2.271971 5.248916 
-2.351869 5.326659 
-2.189945 4.000566 
-2.183466 2.961042 
-2.17519 2.891285 
-2.464147 3.840422 
-2.052516 4.929812 
-1.980208 5.414011 
-2.097231 5.349652 
-2.155642 5.537421 
-1.960927 5.022563 
-1.733729 5.867477 
-1.99857 8.209329 
-2.044603 6.579427 
-2.311006 7.5116 
-2.784991 6.430812 
-2.054169 6.366104 
-2.514768 5.082874 
-2.373917 3.929822 
-2.695452 3.191115 
-2.234119 3.095096 
-2.38592 3.571039 
-2.439699 3.453328 
-2.746744 4.011152 
-2.839247 5.659336 
-2.646177 6.679756 
-2.661072 4.241225 
-2.78195 4.004018 
-3.087516 5.413475 
-1.851654 5.113228 
-2.272637 6.030446 
-2.424606 4.896775 
-2.656107 7.163174 
-2.540607 6.878877 
-3.703015 7.099621 
-3.311336 5.770528 
-2.784892 6.596874 
-2.59323 7.010313 
-2.874521 6.380402 
-2.604798 2.357043 
-1.934532 3.851887 
-2.198223 3.710674 
-2.503598 7.459748 
-2.801939 1.481528 
-3.145016 7.382077 
-2.870492 4.763306 
-2.74022 4.290503 
-2.893659 3.422067 
-3.098234 4.200329 
-3.132032 6.008235 
-3.355284 7.192923 
-3.105363 8.144072 
-2.716969 7.459338 
-3.187724 8.18818 
-2.698118 5.988126 
-2.909486 5.08695 
-3.066608 3.644285 
-2.801083 2.923989 
-3.006846 5.231354 
-2.900242 6.016624 
-2.977866 4.868648 
-2.297527 2.852079 
-1.896675 3.087394 
-2.448338 3.518508 
-2.281844 1.03814 
-2.63905 2.69945 
-2.776635 5.223666 
-2.83035 3.213444 
-1.939356 6.131375 
-2.513386 5.61022 
-2.386565 7.614984 
-2.567984 7.074277 
-2.939455 8.480241 
-3.083016 7.28162 
-3.148267 7.788134 
-2.819519 8.017945 
-3.145678 8.830605 
-3.896162 7.999657 
-2.883357 6.904509 
-3.193912 5.250802 
-2.23173 6.580347 
-2.423316 4.405085 
-2.243115 4.079521 
-2.255883 4.928897 
-2.542404 4.016942 
-2.778382 2.305133 
-3.106622 6.149118 
-2.411212 8.002062 
-2.775728 8.050363 
-2.019429 6.998417 
-2.292833 5.373937 
-2.085149 5.317559 
-2.969194 6.721192 
-2.785633 5.989638 
-2.628632 6.452941 
-2.582667 6.103019 
-2.87618 7.652166 
-2.22078 6.885364 
-2.392619 5.550532 
-2.182702 6.902601 
-2.663032 3.259945 
-2.63383 4.116009 
-2.728792 2.567035 
-2.942908 3.567495 
-3.460294 5.896699 
-3.149438 5.84222 
-3.500817 5.964392 
-3.162978 6.358105 
-3.119752 4.747107 
-3.631449 1.701681 
-3.335571 3.642889 
-2.792035 6.622287 
-2.672315 4.751036 
-2.53985 6.329691 
-2.068798 6.097423 
-3.05835 5.534694 
-3.100795 5.687379 
-3.163502 5.359692 
-2.906989 5.591193 
-3.299334 6.257056 
-3.418697 5.572811 
-2.628599 5.582775 
-2.145543 7.456019 
-2.673751 6.861962 
-3.321555 7.663225 
-3.08451 9.754842 
-3.107776 3.825934 
-3.05627 3.844147 
-2.605518 5.408691 
-3.789685 5.111969 
-3.026376 4.368256 
-2.440765 5.931586 
-2.401218 5.697279 
-2.714796 4.073294 
-2.607131 3.454655 
-2.549764 5.208084 
-2.204127 4.892488 
-2.184097 1.462763 
-2.125089 2.378879 
-1.88822 3.505535 
-1.457464 3.725178 
-1.713994 4.380866 
-1.693622 0.7354716 
-1.731898 1.165648 
-2.318055 4.418291 
-2.141285 3.207729 
-2.080554 4.508076 
-2.741152 5.534197 
-3.002838 5.10154 
-3.20371 4.326702 
-2.792213 4.18135 
-2.515432 3.053566 
-2.363901 2.868341 
-2.535106 3.970954 
-2.623931 3.401993 
-3.160088 4.987909 
-2.610999 3.261555 
-2.338242 1.867799 
-2.401842 -0.5248698 
-2.436084 3.149493 
-2.612075 2.928385 
-2.25783 5.669816 
-2.433575 4.750092 
-2.602668 6.224539 
-2.672686 5.130859 
-3.187229 4.174727 
-3.082828 3.76656 
-2.535854 2.828965 
-2.387788 1.541166 
-3.003859 5.370963 
-2.457985 -0.02984256 
-2.408905 4.26737 
-3.379962 5.531056 
-2.823374 5.579391 
-2.681783 6.7512 
-2.195691 7.449962 
-2.418469 3.827241 
-2.209619 4.490112 
-2.031475 2.908231 
-2.033334 2.386633 
-2.379726 4.758465 
-2.856038 4.258772 
-2.948372 5.329551 
-3.004425 5.84163 
-3.08469 4.418883 
-2.005136 4.670855 
-2.56499 5.847177 
-3.240777 6.38339 
-2.403816 5.380801 
-2.66627 4.321936 
-3.281387 5.336257 
-3.24394 6.167696 
-2.444644 6.490857 
-2.654331 5.061683 
-2.354606 4.336321 
-2.585881 4.971223 
-2.069989 4.088607 
