beta1_1 beta2_1 beta1_2 beta2_2 
-31.26272 -3.907345 22.10613 6.345336 
-29.32375 -3.929468 19.10474 3.057831 
-29.95863 -3.829263 20.1622 2.100953 
-29.48015 -3.716331 18.18519 5.965219 
-29.44395 -3.794828 19.48582 7.475219 
-30.12862 -4.025974 23.56698 3.540739 
-29.40066 -4.020428 21.23424 2.39484 
-29.92672 -4.006771 20.13468 4.599813 
-30.07461 -3.786599 17.97683 3.6455 
-29.71093 -3.953163 18.0544 5.383691 
-30.47084 -4.01905 19.5906 3.598956 
-29.4507 -3.904372 18.08837 5.301569 
-30.34696 -3.92499 17.46428 6.624871 
-30.90259 -4.015281 18.65316 7.11571 
-30.18001 -4.103541 17.49224 5.631982 
-29.49968 -4.043897 20.92658 6.325325 
-29.91701 -4.16463 21.01988 2.996812 
-30.19757 -3.869567 21.27549 4.796598 
-29.28208 -3.65394 17.80528 7.825141 
-29.59637 -4.11916 17.18365 6.333722 
-30.95456 -3.72683 19.63373 6.456307 
-30.10698 -3.695144 17.64178 4.041789 
-30.57301 -3.920945 17.74366 4.992975 
-31.37222 -3.87205 19.10568 8.612217 
-30.63003 -3.952802 18.87934 12.89822 
-29.73211 -4.026362 19.85313 3.158439 
-30.01667 -3.845857 20.40007 2.265078 
-29.98044 -4.006964 19.83247 8.153508 
-31.84093 -3.799223 22.20249 5.131609 
-31.0069 -3.881757 20.02194 6.333565 
-29.70942 -4.009486 18.25228 6.256121 
-30.47502 -4.010794 19.65692 6.379994 
-30.4314 -4.103844 20.35836 4.369149 
-29.93506 -4.058946 20.42648 4.763332 
-30.19138 -3.719766 20.11135 5.511799 
-30.76295 -3.8005 20.99646 5.104945 
-29.24616 -3.783058 16.92727 7.331777 
-34.4431 -4.021195 19.36426 8.142056 
-29.98453 -3.651908 17.96565 3.911244 
-29.98489 -3.844752 19.96823 5.210753 
-30.4391 -4.181342 17.82031 4.554775 
-30.76694 -3.785242 17.30073 3.848769 
-29.99458 -3.950606 19.39572 6.731493 
-32.74923 -3.928002 14.13652 3.223404 
-33.89382 -3.943389 21.41607 5.002485 
-30.26181 -3.972413 17.97353 5.736668 
-30.63028 -4.117532 17.76615 7.641824 
-30.51557 -3.84376 18.66801 6.807259 
-30.14428 -4.076026 20.30827 4.646933 
-30.0272 -3.949004 17.49819 5.045486 
-29.4481 -3.950207 16.01911 7.747024 
-29.35865 -3.85912 18.04139 6.605282 
-30.12471 -3.719643 20.93152 1.699471 
-29.63614 -3.864986 18.28641 5.81696 
-29.66521 -3.830029 17.40375 2.913472 
-29.39636 -3.92504 18.18205 4.123892 
-29.4184 -3.865596 19.89818 4.207692 
-31.31509 -3.849999 22.16503 3.557549 
-31.11688 -3.946933 20.46385 2.875482 
-31.30139 -3.860747 23.83738 6.574118 
-30.80652 -3.597883 21.66465 3.332315 
-32.08748 -4.070386 21.51453 5.78475 
-29.39327 -3.812811 19.47084 4.121396 
-30.09039 -4.095028 21.07156 4.681626 
-29.89762 -4.018018 16.2881 9.47242 
-29.98033 -3.458341 18.26022 4.987286 
-30.05041 -4.043745 17.93918 5.918835 
-29.94343 -3.836405 19.95488 5.782996 
-30.00568 -3.907945 20.34024 5.531073 
-29.86222 -3.951537 20.36525 3.561538 
-31.10254 -3.816385 20.56669 3.888089 
-29.94876 -3.863138 20.35356 1.961521 
-30.15461 -4.068438 18.94389 3.301437 
-29.89356 -3.924062 19.05249 2.723965 
-31.48478 -4.03999 21.32493 5.641507 
-30.84176 -3.854188 19.24662 6.871927 
-30.30092 -4.038248 18.95094 1.682751 
-30.45469 -3.873573 17.493 4.00435 
-30.03702 -4.031217 16.97762 4.430671 
-30.41628 -4.097645 18.57202 3.170776 
-30.46849 -4.259769 20.89182 1.690723 
-29.90204 -4.258602 20.01748 5.353889 
-30.42613 -3.909537 19.87084 2.985139 
-29.51048 -3.919076 18.72683 3.439998 
-31.91066 -3.75852 19.44262 2.953584 
-31.1807 -3.787539 24.69081 4.354753 
-30.77157 -4.214434 20.7515 6.929676 
-29.86571 -3.501078 18.6947 6.041893 
-30.41727 -3.509012 22.34626 6.44084 
-30.15082 -4.100879 21.86238 3.387424 
-30.13184 -3.837675 20.9276 3.176212 
-30.76735 -3.870501 22.71933 3.957713 
-30.66661 -3.915308 22.79799 5.456908 
-36.31504 -4.004692 37.83899 8.054238 
-31.7542 -3.718614 24.99013 7.069157 
-29.7316 -3.902327 18.42628 6.716519 
-29.56662 -4.023355 18.0047 4.760165 
-30.14574 -3.874574 18.75542 6.025751 
-31.2439 -3.73079 19.05487 6.815177 
-30.38006 -3.94471 19.28221 6.602832 
-30.4593 -3.540253 20.28093 6.079911 
-29.69963 -3.808156 19.2979 7.926493 
-29.77436 -4.046558 19.26642 6.715339 
-30.83964 -3.527762 24.30714 5.78218 
-29.83304 -3.934903 20.82584 2.320484 
-31.55872 -3.89315 20.30897 5.236089 
-29.94253 -4.034537 19.21011 3.513779 
-29.53971 -3.928313 18.23175 5.781057 
-29.78958 -3.996828 17.6403 4.912066 
-30.28771 -3.906706 17.41328 6.284479 
-30.29878 -3.854085 18.938 3.541249 
-31.53042 -4.077832 20.18489 3.135462 
-33.79048 -3.858773 19.50256 3.505213 
-30.32353 -3.796693 17.91996 4.947416 
-30.51431 -3.960929 18.38125 2.833175 
-30.92342 -4.060727 20.39249 2.71065 
-30.1988 -4.030353 17.65431 6.799623 
-30.84056 -3.912867 20.0181 7.413296 
-30.99691 -3.909538 21.47519 4.764027 
-29.6799 -3.982001 23.35469 7.898487 
-29.78771 -4.208745 23.05641 7.184451 
-31.62131 -3.767269 20.23214 2.587677 
-29.85476 -3.789531 18.22883 3.109553 
-32.66606 -3.958738 18.25899 4.44234 
-30.81022 -3.761412 17.84936 4.000098 
-31.36391 -3.813339 20.04822 2.290972 
-32.03028 -4.109139 22.04952 2.57444 
-31.12941 -4.09202 20.26255 3.01185 
-30.825 -4.086282 18.46735 4.473102 
-29.14535 -3.998783 17.07644 9.859863 
-29.6159 -4.078323 18.42194 9.449627 
-30.26931 -3.991789 18.83886 3.052115 
-30.09675 -3.939384 18.72359 4.267681 
-29.61956 -3.586816 16.49937 18.82098 
-29.9137 -3.868785 19.05702 4.513328 
-30.14255 -4.083912 17.12679 3.385498 
-33.27247 -4.120705 23.69831 3.050644 
-32.60506 -4.036149 20.76257 5.274879 
-30.4989 -4.094495 16.9609 6.193001 
-30.57246 -3.767466 18.97328 5.637665 
-29.80256 -3.820753 18.50748 3.847369 
-30.86353 -3.682679 24.7717 5.071968 
-30.25888 -3.810259 25.44984 4.384419 
-32.33059 -4.089316 27.41001 5.459518 
-30.94809 -4.029894 24.17145 8.147939 
-29.7684 -4.014428 20.12637 7.39045 
-30.44035 -3.686029 21.36947 5.909146 
-31.86187 -3.525764 21.81913 7.21417 
-29.17901 -3.608727 17.31445 7.779897 
-29.57529 -3.98292 20.44185 6.914586 
-30.03912 -3.724701 20.76349 7.519303 
-29.51744 -4.03339 18.41316 9.543463 
-30.56737 -3.917517 20.76363 5.506448 
-30.24391 -3.91966 19.33313 3.766577 
-48.83161 -3.938109 51.09382 4.389432 
-35.03956 -3.941268 28.82268 3.771755 
-29.37694 -3.834268 18.33111 4.157303 
-31.79007 -4.104776 24.06739 1.399221 
-29.81513 -4.025524 18.21758 5.363987 
-29.61581 -3.836368 18.12925 4.628624 
-31.14513 -3.919162 21.52966 6.592822 
-29.77924 -3.685185 19.93359 4.030411 
-29.53476 -4.006808 19.15539 5.537444 
-31.47013 -3.942082 23.22909 4.21543 
-31.36996 -3.64093 22.82103 3.120247 
-30.8444 -3.806839 17.65449 3.313716 
-13.77178 -4.022922 -6.486927 5.068023 
-31.31668 -3.777224 21.99417 6.911109 
-30.29749 -4.107133 19.08394 4.377637 
-29.63994 -3.908808 17.89821 6.23205 
-30.67482 -4.009095 17.99352 3.965052 
-9.815696 -3.92356 -16.2163 4.725204 
