tau2_1 tau2_2 tau2_3 tau2_4 
45.14862 411.83 0.1233085 0.29242 
0.3345429 5953740 0.2156853 0.2330115 
0.1350547 0.9921933 0.122011 0.8606357 
0.05699093 518.3003 0.120917 0.2169828 
0.36117 171.1621 0.109947 0.8090768 
0.05380887 16.16348 0.1340553 0.4713271 
1.62231 4.436182 0.1948287 1.695283 
0.4004397 0.6691746 0.1126521 2.100181 
0.127617 0.2819032 0.06455059 4.747375 
0.1658495 0.9747359 0.2820578 1.280286 
0.9975972 1.564058 0.2811684 0.4582589 
0.2578293 1.145745 0.2837424 0.5319145 
1.339531 0.7727353 0.1286346 14612.03 
2.339401 0.6411788 0.0925724 144.6399 
0.1512734 0.436138 0.06069894 18.52696 
16.67055 0.0975791 0.05472753 38070.52 
0.3029385 0.4485754 0.458984 6.388597 
5.623043 0.6515136 0.09858491 48.52086 
0.0455501 0.9857809 0.1111979 10332.96 
0.1484308 0.09121467 0.2625455 4846.235 
0.9822746 0.5265598 0.3856502 0.6592534 
0.5224631 0.4148132 0.1125529 12.34295 
0.02740416 0.8511849 0.2486398 65888436 
0.3875909 0.7353164 0.07211277 124039.9 
0.05942413 0.5575199 0.1656433 9.719261 
0.06329042 0.6971401 0.08477596 20829.68 
0.06375491 1.82741 0.2667563 3971.357 
0.02914947 1.119767 0.3499179 79.46318 
1.79791 0.2233576 0.1975356 129.1792 
4.059288 0.4153154 0.2148552 0.04587344 
0.4034823 2.731817 0.08074506 3278.016 
0.2943678 0.5283485 0.4997491 6.03087 
0.1765765 0.3692397 0.46024 322.508 
0.03878951 0.3487681 0.1601308 249287.9 
0.1297603 0.7306281 0.125406 0.9171869 
0.1950254 0.9559212 0.1174548 725.3914 
0.2041361 0.5927429 0.1477228 788.5052 
0.3171804 0.2727766 0.02710529 479.3594 
0.1020037 0.06451922 0.0750506 1.088567 
0.07362692 0.04700175 0.689732 5.969517 
0.08400712 0.2674565 0.2706877 27959832760 
0.7926053 0.3498735 0.04821483 1.061794e+13 
0.0283176 0.3032719 0.1117661 31.81498 
0.04326441 1.255647 0.1741218 2.828074e+13 
10.69191 0.2861115 0.3158341 1245.054 
2.060281 3.432626 0.08714166 0.1224784 
0.1128011 0.2620741 0.08229624 7324047 
0.01743051 1.230273 0.02202604 6994552628 
3.202757 0.5627171 0.04761907 84.31672 
0.08967801 0.4493589 0.1194997 0.148393 
0.04046239 1.261615 0.5184437 1.156773e+12 
0.06659907 1.251929 0.4395515 1697.82 
0.1683717 0.02055614 0.1128655 182.8808 
1.123534 0.1458846 0.3114566 1044.208 
0.03422353 0.04810058 0.0707709 6563.434 
0.0455658 0.5588982 0.118583 129995.2 
