Delta_1 Delta_2 Delta_3 Delta_4 
0.179361 5.104222 -2.983659 -0.6005885 
-8.913386 12.90197 -3.41402 1.918955 
-10.40902 7.523788 -4.149117 0.7060101 
0.2814908 8.700823 -3.783345 -0.9415814 
-0.1145692 18.2675 -3.763346 0.2778324 
-0.08797737 0.1622822 -3.10872 1.008311 
0.3620031 25.15944 -2.832969 0.438228 
0.2658054 -0.1253074 -2.224769 4.535162 
0.04181451 -0.930657 -2.45536 1.668765 
0.4648499 -0.3201603 -2.076669 -3.170044 
-1.624953 -0.4190993 -1.627874 1.593018 
-1.468982 1.894793 -1.438288 3.581984 
0.08742583 -0.4963292 -2.203225 12.89619 
6.511333 -1.58882 -2.324669 -14.73024 
-5.279903 -1.724256 -2.713102 4.375478 
-6.057332 0.2904243 -2.697889 18.26815 
2.393347 1.679708 -2.700809 -3.637956 
-0.2650218 1.450686 -2.785611 -0.8407086 
-0.03031607 -0.07519933 -2.020616 -0.1497756 
-0.001690694 0.6436419 -1.712297 -8.850435 
-0.9840715 0.7668126 -2.018932 -4.789972 
-0.9678708 -0.2697432 -1.753773 0.1660442 
-0.6705426 -1.222804 -1.627173 4.871762 
-0.2586911 -1.599742 -2.619112 14.1864 
0.2654815 0.1370367 -2.541988 -15.37387 
0.2153998 0.911062 -1.923809 -2.717853 
-0.5999249 -0.8007834 -2.521336 -1.646636 
-1.975073 -1.439913 -2.091547 10.58973 
-6.929762 -0.1688707 -2.4104 -8.551237 
-13.35395 -0.2007433 -2.394475 2.088637 
-4.41979 0.3256422 -2.538714 -0.9117754 
0.7531135 0.9953004 -3.06706 -3.731148 
0.102297 1.765067 -2.304125 -2.395779 
-0.4697815 0.3894552 -2.619031 5.734037 
0.2893764 1.255198 -2.697175 -22.54946 
-1.169107 1.380222 -3.026335 -11.33109 
1.69868 -1.336169 -3.08342 6.501895 
-0.1242247 -1.481533 -3.06832 7.768458 
-0.4193772 0.7895458 -2.864134 1.92425 
-2.009256 1.207179 -3.713745 -3.579824 
-4.135625 -0.06561417 -2.41616 -15.01583 
-3.081508 0.6515298 -2.486752 12.71753 
-1.403394 1.389114 -2.025093 -17.25219 
-1.491722 -0.7385051 -3.306864 6.251336 
-6.202894 0.5576003 -3.339557 -8.64694 
-2.155294 -1.993396 -3.923941 -10.81535 
-0.9338317 -2.456695 -3.247152 -23.82562 
-0.4226164 -0.9793175 -3.687891 4.103039 
2.697463 -2.843572 -3.557484 -23.15877 
0.2648846 3.39478 -3.114563 -7.588746 
-0.09829902 0.8458294 -3.719661 3.461553 
-0.2234502 -1.053458 -3.603992 6.602156 
-0.06262492 -3.346841 -3.562442 -8.412973 
-3.244085 -2.477324 -4.788868 15.42106 
-2.79412 -2.917587 -4.436563 -6.301196 
1.079973 -0.3927857 -4.973578 -0.7050161 
0.06081471 2.397428 -4.107278 -4.113713 
0.5223266 1.957763 -3.601801 -5.226403 
1.385947 1.227414 -1.766705 -4.862213 
-0.3357732 1.462033 -2.944285 -2.506676 
-0.09930867 1.317191 -2.757138 1.760896 
0.2279767 1.062188 -3.055146 -2.660819 
-0.397114 -0.5545438 -2.739135 1.144634 
0.1704443 -0.6523498 -2.832826 -0.9232132 
0.6061694 2.53231 -3.895164 6.368426 
-4.985515 1.487399 -4.077448 -2.111056 
0.4059952 -1.515083 -3.839456 8.898124 
-0.08667392 -1.222535 -3.648293 8.204594 
0.1531749 -2.156628 -2.944817 2.867593 
-0.7965908 1.367425 -2.430313 19.3528 
-0.1257129 0.8295599 -2.646823 9.503662 
0.9722535 1.334949 -3.051354 -18.64871 
9.756738 0.2273518 -3.182193 -15.71594 
-3.400837 -2.56973 -2.846842 -5.241933 
-13.1078 -0.42949 -2.965424 -12.4663 
8.637217 -1.694315 -3.684811 -5.930528 
-0.8723369 1.341267 -4.441453 -11.18418 
0.6718017 1.22048 -3.853482 -13.3402 
5.022017 5.407773 -3.915614 -29.23816 
-1.627003 4.660475 -3.703441 -3.728932 
-2.550637 5.418383 -2.88087 -9.031695 
4.389618 5.206862 -2.531573 25.66691 
8.611364 4.345993 -2.266189 20.52625 
-8.023672 5.188802 -2.161703 4.503507 
-3.675419 1.144539 -2.156251 -9.650044 
-10.50098 4.687998 -1.979549 -16.20368 
4.05778 2.097951 -2.384241 9.000432 
-21.4682 2.770762 -2.337842 26.93228 
-19.9961 2.034567 -2.671031 4.627459 
-15.01234 0.4852022 -2.838701 -15.73137 
-2.508709 -1.195546 -2.609587 -9.982898 
-6.221044 0.2658848 -2.926642 1.393021 
0.07516814 0.5310657 -2.742269 0.2510816 
16.60963 -0.7473364 -2.554766 0.2556715 
-30.85478 1.015734 -2.381278 -0.148102 
-1.088476 -1.216834 -2.746586 -1.876989 
9.809119 -0.3736924 -2.966586 -1.280051 
-4.545242 -1.917166 -3.221871 -0.05386555 
