Delta_1 Delta_2 Delta_3 
16.3372 1.131214 1.212455 
-0.8172392 1.271168 0.1272716 
-22.06624 1.182243 -0.202395 
9.40198 1.000501 -3.075866 
-2.553865 1.048449 -3.884083 
0.1112538 1.056521 0.3318159 
-5.686816 1.197178 -2.377747 
-1.251449 1.110949 -0.5719016 
9.847735 1.218477 1.846598 
-1.900963 1.356715 3.090134 
0.7613538 1.102408 -1.242324 
1.891045 1.060289 -2.021201 
0.7629782 1.010246 -1.91972 
10.01411 0.8908866 -2.116164 
11.65606 1.148903 0.9877868 
10.35098 1.196174 -1.722196 
2.960586 1.066874 -3.231697 
0.5879303 0.9315643 -2.47699 
0.2192983 0.7355083 0.4887434 
-0.3139447 0.5394625 0.3780157 
1.485438 0.5840923 1.605606 
-0.9116811 0.680091 -0.2794498 
2.358468 0.6022043 0.3311821 
2.221809 0.4172373 0.4793139 
1.796547 0.5485811 0.05701921 
-1.114491 0.4387923 -1.611258 
0.6965614 0.4968912 0.3005553 
-1.633413 0.4847607 -0.6794709 
1.189519 0.4776907 1.353412 
0.5128614 0.6266045 0.1714651 
2.998091 0.6782902 0.4389309 
-0.6866695 0.6527705 -0.5561267 
0.2700407 0.7901109 3.381291 
-0.559287 1.020379 1.137167 
2.115505 1.005294 -0.6634808 
-0.1167679 1.042958 0.6636644 
3.867592 1.044101 -1.368429 
2.581436 1.01329 2.123716 
5.227824 0.8769078 0.3433661 
6.202032 0.8365329 -4.011311 
-4.038977 0.9215134 -3.116846 
0.4282083 0.9608551 1.213235 
0.2437676 1.15124 -0.2595719 
1.311688 1.201103 1.600282 
-0.9161076 0.851124 0.5623928 
-2.075237 0.9574134 0.05555245 
6.442672 0.8414923 0.9748815 
6.317198 0.8015585 1.183653 
6.461709 0.8869348 2.353536 
-2.643187 1.009744 1.55693 
-7.471765 0.7737216 -0.04808526 
1.73025 0.9237628 1.851574 
0.2628534 0.8498069 1.158811 
9.377944 0.9614247 1.572467 
13.40704 0.8610872 1.716933 
4.028545 0.7109798 -2.050343 
0.2770838 0.6567704 -1.073442 
-1.529402 0.6944867 -0.7758578 
0.07729203 0.7069767 1.666336 
2.497994 0.6787324 -2.270212 
0.2101507 0.6070668 -1.460544 
0.8418884 0.4349743 -0.1185816 
-0.8717723 0.489965 0.9926458 
-0.6323821 0.6279312 1.210067 
0.6489577 0.5844728 -1.805752 
-0.478071 0.409004 -1.274985 
0.6117931 0.4912966 -3.9862 
8.673585 0.5978799 -2.458629 
0.6394301 0.6061095 -0.9262219 
-3.651117 0.6738435 1.340499 
4.841832 0.6756619 -1.07322 
-9.780962 0.7044061 -1.360625 
0.7340671 0.8913883 0.6982996 
1.161249 0.9320754 0.4977829 
5.782597 0.9504654 1.673224 
0.294122 1.266963 3.07464 
1.201602 0.9827182 1.688765 
0.4979048 0.8208435 0.661675 
7.606164 0.7294302 0.3391499 
0.307212 0.5503534 0.257208 
1.751938 0.4695255 1.587325 
0.6222805 0.6013716 0.3302355 
0.7809355 0.603022 0.9083586 
14.52398 0.8909386 -1.750488 
-10.89024 0.973893 0.8324088 
-2.724805 0.9289403 2.120735 
-1.260509 0.8090616 -0.4126521 
2.540573 0.6318557 1.722743 
2.68213 0.8401671 0.6453917 
-1.559554 1.082836 -1.566408 
0.1942553 0.9023169 -0.4597743 
-3.985627 0.8617535 0.9057734 
10.22096 0.8837132 1.181253 
8.246294 1.12151 1.556816 
7.184666 0.9880809 1.144754 
5.094743 1.109351 -1.162246 
0.5749571 0.710646 -1.044608 
1.048531 0.7448278 1.827484 
8.503786 0.8370877 1.393934 
-0.4242838 0.8503129 0.9734864 
0.9265435 0.9955234 -1.908664 
-2.493133 1.202666 -0.1816353 
-1.508876 0.9689191 2.006677 
0.4643238 1.028526 1.762846 
-1.481424 1.123045 0.2808155 
-6.552264 0.9802217 -2.766323 
3.546328 1.031222 0.3287317 
-0.3867005 0.965854 -1.220622 
-3.574895 0.9316192 -2.258602 
1.674107 1.05769 -2.345015 
0.4143886 1.216266 2.376528 
-0.4424391 0.9344485 1.361092 
0.8418865 0.7558021 0.7531554 
1.230713 0.6486819 -0.5013055 
-0.4204839 0.8938783 1.731488 
-0.9814206 0.7175325 0.2318966 
-0.2212952 0.5192412 0.6215039 
2.458244 0.5681973 1.079861 
-2.145285 0.6163354 -1.326083 
2.626801 0.7486063 -0.9902027 
-0.3424105 0.8655408 1.642483 
1.731366 0.8988461 1.226441 
6.22532 0.9400199 0.7519022 
-4.220544 0.9937798 -1.088541 
8.618301 0.9540688 -6.694344 
8.851246 0.8343877 -6.370551 
-6.612727 0.9021345 -6.140617 
3.334174 0.8268941 -5.06823 
0.2176824 0.7657544 -3.950443 
0.02626725 1.004852 -1.908484 
-0.5142851 0.8984785 0.9903767 
1.131386 0.8338686 -0.8598713 
2.736324 0.8525595 0.2498443 
4.343686 0.7860078 1.279237 
4.719936 0.7346517 -0.402949 
0.633508 0.6717125 1.428742 
