"u.bar" "t.bar"
1.015247 1.115664
1.013062 1.184456
0.9964253 1.189984
0.9539781 1.10646
1.032463 1.077104
1.011793 1.080798
1.098968 1.064645
1.034497 1.080958
1.004341 1.09976
1.008022 1.127217
1.019449 1.131167
1.08333 1.083974
1.006041 1.093352
0.989983 1.095594
0.962727 1.111641
0.9622852 1.125582
0.9973803 1.08929
1.019849 1.059547
1.026538 1.096177
0.9942009 1.044202
0.9857453 1.05905
1.00918 1.051582
1.009255 1.036857
0.9981611 1.06102
1.024774 1.063774
0.995983 1.066921
0.9918089 1.032926
0.9979581 1.029325
1.028371 1.071031
0.9996544 1.047843
0.9882026 1.060788
1.028925 1.126533
0.9651356 1.077799
1.038037 1.051913
1.018184 1.064113
0.9956541 1.106572
0.9588733 1.074621
0.9819279 1.096627
1.025569 1.073762
0.9732855 1.090571
1.03285 1.065091
1.011214 1.102891
1.014631 1.138513
1.000275 1.100753
1.019649 1.10126
1.003237 1.062713
1.014348 1.093482
0.9467293 1.092658
0.9906277 1.081272
0.9705637 1.09878
0.987427 1.09777
0.9828668 1.157938
1.005737 1.126829
0.9907002 1.088722
0.9698561 1.071953
1.032667 1.100334
1.012343 1.066761
0.9807751 1.089932
0.9578728 1.093026
1.001841 1.13352
0.9756358 1.138945
0.9953174 1.131972
0.9619979 1.131357
1.001867 1.170731
1.018248 1.137654
1.030032 1.086754
1.017414 1.077501
1.018494 1.087582
1.019688 1.031672
1.027349 1.014342
0.9968343 1.018248
1.069156 1.00917
1.016976 0.9906833
1.015504 0.9998563
1.009716 0.9844204
1.019956 0.980682
1.059121 0.9556043
1.019256 1.001262
1.019208 1.025043
1.002214 1.059999
0.9379309 1.092121
1.025315 1.036676
1.02736 1.049717
1.056781 1.038934
0.9863677 1.073887
0.9608293 1.050739
1.023716 1.117953
0.9841597 1.135116
0.9910984 1.139947
0.9983412 1.174529
1.00702 1.119205
0.9628015 1.222042
0.9670603 1.120095
1.005728 1.136362
0.9836316 1.117724
1.00718 1.124017
0.9628983 1.09776
0.9930765 1.086933
1.02097 1.076831
1.029322 1.110706
1.00084 1.122492
1.034273 1.136132
1.021627 1.121
0.9667665 1.103187
0.9668383 1.104954
1.00912 1.155944
0.9674576 1.156814
0.9663951 1.134544
1.00202 1.177986
1.020954 1.25737
1.029945 1.163673
0.9746318 1.18554
0.980738 1.168886
0.9787023 1.156221
0.9923075 1.197653
0.9816746 1.165524
0.9881736 1.162599
0.9956696 1.09076
1.023648 1.108751
1.003155 1.159598
1.000488 1.135598
0.9421477 1.1572
1.01763 1.128447
1.005178 1.090623
0.9827092 1.109937
1.007727 1.114
0.9903865 1.120556
0.9898855 1.14316
1.003301 1.12087
0.9872748 1.13068
1.011295 1.103624
1.001943 1.104572
1.004389 1.165568
1.024875 1.122952
1.008978 1.090126
0.9646119 1.089151
0.9919363 1.067853
0.9843957 1.143567
0.9493242 1.132667
1.032268 1.117798
0.9927906 1.164452
1.043586 1.114491
0.9756587 1.117336
1.025534 1.065304
0.9867166 1.09585
0.9756601 1.102408
0.9885714 1.070103
1.002418 1.121753
0.9789928 1.134982
0.9883048 1.057233
0.9950172 1.059783
1.050465 1.048076
1.009012 1.091584
1.009246 1.041781
1.024959 1.068583
0.977524 1.091978
0.9910602 1.13385
1.004972 1.159561
0.9959603 1.110116
1.002946 1.113621
0.9984485 1.147586
1.019722 1.145296
0.9987652 1.122408
1.02226 1.129145
0.9662708 1.159392
0.9901047 1.137283
0.9853682 1.090836
1.039216 1.10133
0.9779409 1.110138
1.052751 1.070773
0.9921653 1.107905
1.010674 1.130481
0.9967982 1.096211
1.004879 1.111822
1.006251 1.18051
0.9467177 1.117037
1.002762 1.093366
0.9699109 1.103138
1.002603 1.087052
1.008845 1.068836
0.9816678 1.137957
0.9952476 1.089596
0.9992867 1.098101
1.018698 1.081128
1.050434 1.075105
1.029036 1.049329
0.9917421 1.08887
0.9978875 1.067635
1.060148 1.133084
0.9846604 1.108175
1.045366 1.088035
1.031342 1.066686
0.995367 1.055254
1.030173 1.063495
0.9773427 1.071481
0.9740653 1.067761
1.008667 1.057198
0.9903514 1.127043
1.076379 1.126924
1.011734 1.121361
1.024611 1.150395
0.9902433 1.181985
0.984502 1.113543
0.9789944 1.102779
0.9906511 1.10538
1.015324 1.093478
1.002681 1.113758
1.039289 1.126415
1.036372 1.129885
1.031572 1.062216
1.023546 1.065703
1.011245 1.0811
1.015501 1.109818
1.042341 1.081945
0.969589 1.165527
0.9939075 1.130551
0.9809449 1.132236
1.030613 1.101209
1.06281 1.030406
1.019923 1.126169
1.023145 1.122963
1.018796 1.095673
0.9667295 1.104484
