"Delta_1" "Delta_2" "Delta_3"
-2.772369 1.292845 -2.057081
-2.254842 1.198527 -1.943652
-2.370074 1.160665 -1.92297
-2.893759 1.177445 -2.093599
-3.056199 1.259619 -2.156903
-2.746244 1.28066 -2.093111
-2.986887 1.194661 -2.313549
-2.823056 1.264854 -2.273785
-2.690238 1.210544 -2.060376
-2.643623 1.188334 -2.072767
-2.856927 1.155119 -2.020601
-3.013426 1.199969 -2.047846
-3.045374 1.093988 -2.214386
-2.965239 1.111749 -2.105396
-2.987385 1.035374 -2.145589
-3.400804 1.033039 -1.859169
-3.227836 1.208167 -2.080671
-3.061491 1.196165 -2.132806
-2.940642 1.228498 -2.019529
-2.851298 1.233601 -2.142961
-3.176614 1.208424 -2.094699
-3.327056 1.212405 -2.193598
-3.293576 1.124699 -2.137408
-3.361056 1.180755 -2.089547
-3.101073 1.308582 -2.072122
-3.157763 1.174819 -2.223806
-3.399985 1.211392 -2.255846
-3.04342 1.156076 -2.261299
-2.963621 1.221219 -2.266596
-2.978081 1.227641 -2.289304
-3.159249 1.220598 -2.179349
-2.825281 1.216904 -2.090027
-3.134037 1.255702 -2.214978
-2.836325 1.195889 -2.219833
-2.853825 1.148095 -2.259441
-2.680768 1.145889 -2.177005
-2.827116 1.249088 -2.278712
-2.919786 1.17212 -2.159456
-2.702332 1.247253 -2.132297
-2.783118 1.217232 -2.144071
-3.092681 1.252949 -2.110844
-2.811745 1.150024 -2.03056
-2.802644 1.147033 -1.952856
-3.059727 1.168759 -1.986989
-2.905404 1.211873 -2.088152
-3.186292 1.219694 -1.991308
-3.082317 1.102429 -2.047166
-3.003607 1.101367 -2.161069
-3.342753 1.081832 -2.19454
-3.464068 1.132313 -2.052043
-2.981554 1.058842 -2.181353
-2.824947 0.9896454 -2.257996
-3.007569 1.007237 -2.212801
-2.960634 1.154714 -2.23913
-3.064885 1.123595 -2.254534
-2.717608 1.112067 -2.168968
-2.851674 1.141727 -2.20794
-2.95865 1.121787 -2.275894
-3.078458 1.115787 -2.148646
-2.996658 1.116301 -2.016356
-2.872173 1.075903 -2.017713
-2.816022 1.049748 -1.907383
-2.994854 1.10465 -1.988157
-2.921724 1.034488 -1.988031
-2.533688 1.161914 -2.133548
-2.989473 1.196788 -2.010755
-3.018494 1.213893 -2.067823
-3.006001 1.206661 -2.039529
-3.025077 1.148311 -2.346337
-3.036281 1.213872 -2.367675
