"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-3.175643 -3.268703 -2.20752 1.240862
2.662694 -3.063415 -2.250792 1.274815
0.6974867 -2.829606 -2.207459 1.232844
19.54681 -2.60239 -2.159303 1.262412
18.31538 -2.678293 -2.036374 1.336006
-2.277552 -2.825504 -2.030029 1.296923
3.557698 -3.193554 -2.099416 1.372319
-2.610759 -3.438152 -2.138779 1.254405
-6.808459 -3.43318 -2.003947 1.319233
3.76039 -3.175099 -2.002577 1.348435
-1.882287 -3.133149 -2.104165 1.276593
-5.506274 -3.0731 -2.152059 1.242678
0.3806602 -3.086817 -2.11778 1.239153
2.02631 -2.853626 -2.139853 1.205737
7.173773 -2.75682 -2.147402 1.29777
-3.188556 -3.134646 -2.185726 1.230039
1.563157 -3.106683 -2.248545 1.180618
-10.96655 -2.987571 -2.251369 1.165415
-0.8385958 -2.927008 -2.347614 1.080102
5.287411 -2.94523 -2.282575 1.03118
-0.1836645 -2.940465 -2.248822 1.013554
8.932807 -3.280671 -2.174001 1.021302
-0.6894461 -3.519238 -2.155641 1.034266
8.515895 -3.273823 -2.017821 1.166549
14.74911 -2.964107 -2.03432 1.077259
-7.6013 -2.90835 -1.988241 1.087342
7.655908 -3.071023 -2.170343 1.144943
-7.579942 -3.118028 -2.23422 1.185143
10.9213 -2.971097 -2.177187 1.077391
4.301736 -3.236328 -2.126727 1.082783
-3.189576 -3.561972 -2.171431 1.09935
-4.716793 -3.249623 -2.163903 1.072504
-4.598332 -3.569157 -2.229945 1.122758
6.037885 -3.609025 -2.185257 1.085122
10.10554 -3.110748 -2.280303 1.189202
2.317594 -3.101604 -2.313794 1.280374
-3.603719 -2.982859 -2.380407 1.249812
-6.716561 -3.001667 -2.421067 1.116206
-1.747097 -3.043053 -2.361681 1.093591
-1.386637 -2.996556 -2.313286 1.083846
-1.039004 -3.025089 -2.218373 1.076011
2.631814 -3.069366 -1.956874 1.086803
-21.7728 -3.229341 -1.99619 1.194547
-2.875522 -3.45606 -2.069592 1.173061
-14.43238 -3.275043 -2.075059 1.192492
13.56089 -3.230233 -2.040582 1.242354
8.906626 -2.855837 -2.118612 1.227605
2.043881 -2.811219 -2.063856 1.212939
-1.487129 -3.08452 -2.073539 1.248787
-0.8102472 -2.940714 -1.988911 1.225906
1.134208 -2.891436 -1.855324 1.227462
0.5947378 -2.775798 -1.946309 1.207791
-17.41174 -2.844961 -1.914824 1.263516
-0.5571676 -2.821058 -1.961929 1.180421
4.729249 -2.595182 -2.007779 1.326753
0.1135247 -2.514813 -2.037824 1.296448
-0.3289757 -2.965272 -2.024297 1.338913
-5.672128 -3.164402 -1.987966 1.377119
11.30707 -2.971512 -2.044981 1.324955
0.6059157 -2.748715 -2.049262 1.20108
-8.668642 -2.589782 -1.894844 1.245803
5.296996 -2.973074 -2.024671 1.206693
4.028668 -2.746879 -2.018071 1.198742
1.944874 -2.817376 -1.934229 1.123585
4.18331 -2.931191 -2.028076 1.13609
15.5354 -2.641837 -2.146736 1.186047
-15.37261 -3.181591 -2.196761 1.122804
0.1681946 -3.066146 -2.154661 1.142224
-4.73775 -3.025116 -2.171822 1.097012
9.78349 -2.983977 -2.073983 1.045764
-11.73119 -2.819036 -2.149399 1.092556
9.036905 -2.899654 -2.187903 1.039103
-15.00316 -2.781446 -2.144664 0.9760469
-0.4545541 -2.942285 -2.205801 1.058752
6.702374 -2.930763 -2.222091 1.114873
-2.144581 -2.947183 -2.151934 1.128899
-10.05892 -3.03786 -2.227178 1.032418
2.987232 -2.86079 -2.226083 1.183238
-3.159845 -2.960041 -2.176158 1.138066
3.558763 -2.955471 -2.17112 1.105369
-7.971607 -3.183959 -2.275211 0.978243
-10.35038 -3.016003 -2.222104 1.043208
-5.599882 -2.975033 -2.195683 1.01631
1.365103 -2.611558 -2.257163 1.119376
10.10903 -2.790816 -2.131521 1.127493
2.143386 -2.931087 -1.984565 1.079178
-0.2621412 -2.677191 -1.944132 1.085188
-1.34409 -2.598703 -1.903045 1.105954
10.70356 -2.668858 -1.944621 1.193795
1.356231 -2.843865 -1.922405 1.191976
4.194762 -3.034013 -1.80215 1.143898
1.632159 -3.107066 -1.88858 1.185083
-13.68215 -3.112184 -1.945267 1.181405
0.8820576 -3.040549 -1.865406 1.198078
-4.642115 -3.210227 -1.861099 1.252317
18.85663 -3.050309 -2.174111 1.287648
7.862769 -2.763005 -2.29371 1.265719
-13.9825 -2.627276 -2.227197 1.26045
3.080036 -2.749881 -2.202943 1.233369
-0.3742437 -2.627018 -2.059921 1.263936
0.6802796 -2.880875 -2.17302 1.297297
1.610483 -3.187635 -2.073919 1.277802
-8.818485 -3.470606 -2.052242 1.247158
0.2739167 -3.509008 -1.98571 1.283019
-0.413907 -3.568655 -2.095454 1.225727
-1.532242 -3.365318 -1.876946 1.176983
7.902265 -3.25561 -1.925641 1.130795
19.6068 -3.093439 -1.878447 1.005045
4.941496 -3.154321 -2.008791 1.060357
1.515581 -3.079718 -2.006922 1.172979
7.546688 -2.895516 -1.922242 1.112422
2.623292 -2.882808 -1.887627 1.109955
-8.909195 -2.855634 -1.918832 1.032063
-5.481132 -2.948685 -1.914221 1.069904
-6.610199 -2.647797 -1.983802 1.122435
-14.14733 -2.767109 -2.044418 1.109297
0.4310449 -3.030413 -1.953125 1.129976
0.6866935 -2.610874 -1.901695 1.130201
-1.229383 -2.615331 -1.811676 1.160107
0.09412715 -2.66992 -2.082224 1.171061
-3.827958 -2.600967 -1.996534 1.098492
13.02442 -2.748937 -2.104729 1.198142
-2.220927 -2.63296 -2.021537 1.188109
4.73368 -2.859387 -2.005678 1.085795
-12.33437 -2.779441 -1.997092 1.102447
-4.144436 -2.961235 -2.098273 1.118896
-11.91263 -3.190529 -2.00579 1.11583
-0.4425659 -2.997166 -2.005628 1.098684
-14.84428 -3.13261 -1.872306 1.072881
-5.982547 -2.756016 -1.926462 1.125941
6.065874 -2.593077 -1.87883 1.049266
1.170209 -2.669565 -1.818415 1.074925
1.570088 -2.822899 -1.905149 1.012882
-0.9928454 -3.02899 -1.871562 1.027812
-2.942325 -2.912519 -1.887669 1.052925
-2.053965 -2.851543 -1.877225 1.072164
-16.97676 -3.064107 -1.741569 1.141904
7.953498 -2.815155 -1.793308 1.161408
-4.383285 -2.89684 -1.849438 1.272974
4.481476 -2.809413 -1.832992 1.122392
2.45177 -2.75084 -2.011539 1.044107
-9.715208 -2.823165 -2.14112 1.110386
-6.50443 -2.653636 -2.189239 1.084465
0.6333763 -2.835237 -2.143145 1.028835
8.422078 -3.07817 -2.100203 1.110152
3.994166 -2.869036 -2.24335 1.11536
-1.255614 -3.016131 -2.300926 1.038043
-11.90609 -3.023662 -2.20041 1.162339
8.844509 -3.055118 -2.126645 1.144722
1.022222 -3.011766 -2.043001 1.194585
-7.234112 -2.761419 -2.108059 1.128504
-1.677856 -2.867926 -2.116995 1.072438
-0.1009577 -3.050381 -2.121979 1.0781
4.028676 -3.020738 -2.15358 1.040277
-1.863287 -2.93411 -2.113552 1.126696
3.161827 -2.946853 -2.029285 1.048916
-0.1276246 -2.997839 -1.902214 1.022662
-1.519161 -3.156085 -2.016042 0.995018
11.69325 -3.017878 -2.050655 0.9957939
-0.2207751 -2.916581 -1.990094 1.028156
13.88031 -2.898618 -1.96574 1.130866
-13.04185 -2.75753 -2.106983 1.198327
-7.399174 -2.331129 -2.204853 1.174886
7.393189 -2.758955 -2.144551 1.136482
5.912459 -2.786556 -2.165852 1.096875
3.009217 -2.725291 -2.14079 1.138572
-2.500858 -2.906782 -2.164807 1.142344
2.986542 -3.19771 -2.152636 1.319052
4.590345 -3.309934 -1.847103 1.271438
3.666879 -2.785605 -1.692688 1.212642
5.727943 -2.699598 -1.854726 1.252109
-3.602561 -2.657774 -1.983467 1.186111
-2.546461 -2.727192 -1.962696 1.233494
-0.21294 -3.231217 -1.845339 1.204659
-1.186943 -3.180399 -2.093325 1.163147
-15.38263 -3.261397 -2.161704 1.194726
-3.687498 -3.355831 -2.141757 1.133383
-6.258311 -2.988144 -2.044837 1.124698
-6.192796 -3.056762 -2.183987 1.255848
-3.43111 -3.046766 -1.849709 1.185997
10.42847 -3.025046 -1.946367 1.220534
-1.594271 -2.710389 -2.000937 1.236918
-12.2647 -3.171118 -2.06453 1.183366
-12.99701 -3.064731 -2.069514 1.116984
10.80459 -2.888179 -2.074703 1.094357
0.7700409 -2.781142 -2.110402 1.169936
-14.84092 -2.700353 -2.152627 1.103576
10.90621 -3.284406 -2.050896 1.100385
-0.9293751 -3.573982 -1.985337 1.125274
-2.492122 -3.211919 -2.067964 1.277579
-1.427159 -3.269953 -2.08232 1.280356
16.62373 -3.188932 -2.12151 1.241186
-5.919699 -3.050001 -2.090741 1.158132
-4.712699 -2.851768 -2.042732 1.075304
17.31362 -2.826824 -1.913172 1.031291
-0.4915996 -2.902858 -1.873795 1.016699
4.571332 -3.021833 -1.794681 0.9964474
-4.689068 -2.985075 -1.831128 1.016466
-7.664707 -2.867974 -1.803812 1.025934
-10.25399 -2.767108 -1.847528 1.135682
9.761795 -2.472582 -1.795934 1.177606
2.038337 -2.405316 -1.855402 1.212215
-0.3351989 -2.424596 -1.989713 1.208763
-0.1601962 -3.006631 -1.981339 1.223374
-0.5383191 -3.355878 -2.060988 1.103397
-1.405056 -3.128963 -2.068952 1.180013
-3.270151 -3.127057 -2.136935 1.117844
2.506163 -3.112788 -2.113586 1.190512
-13.54562 -2.68397 -2.170484 1.131816
-1.531597 -3.221972 -2.106201 1.045293
-6.237982 -3.009747 -2.179569 1.203362
11.974 -3.159529 -2.295472 1.193842
4.536157 -3.349561 -2.267955 1.185997
13.23346 -2.712441 -2.210466 1.246769
4.315261 -3.015647 -2.182596 1.248678
6.840693 -3.16292 -2.186343 1.241644
2.082691 -2.838107 -2.063551 1.316124
0.2402869 -3.103526 -1.995381 1.210216
-9.488973 -3.214238 -2.04363 1.237283
1.60182 -3.031523 -2.017329 1.093492
