p_1 p_2 
0.3781401 0.6218599 
0.3026054 0.6973946 
0.2854086 0.7145914 
0.2347078 0.7652922 
0.3119058 0.6880942 
0.2810053 0.7189947 
0.4097657 0.5902343 
0.2844802 0.7155198 
0.2497013 0.7502987 
0.3512686 0.6487314 
0.3276129 0.6723871 
0.2613199 0.7386801 
0.3408128 0.6591872 
0.3212782 0.6787218 
0.3590102 0.6409898 
0.2749816 0.7250184 
0.3335712 0.6664288 
0.3445968 0.6554032 
0.276949 0.723051 
0.3213606 0.6786394 
0.2497547 0.7502453 
0.3167053 0.6832947 
0.3176378 0.6823622 
0.2809476 0.7190524 
0.2085985 0.7914015 
0.295872 0.704128 
0.3151085 0.6848915 
0.3313604 0.6686396 
0.3526582 0.6473418 
0.2349759 0.7650241 
0.2745698 0.7254302 
0.2947392 0.7052608 
0.2828833 0.7171167 
0.2455705 0.7544295 
0.3241876 0.6758124 
0.3410245 0.6589755 
0.2837514 0.7162486 
0.2423364 0.7576636 
0.2373066 0.7626934 
0.3770006 0.6229994 
0.3420605 0.6579395 
0.3801637 0.6198363 
0.3101453 0.6898547 
0.3132049 0.6867951 
0.3565246 0.6434754 
0.3356528 0.6643472 
0.2742386 0.7257614 
0.3334161 0.6665839 
0.3125866 0.6874134 
0.311451 0.688549 
0.3343947 0.6656053 
0.2882787 0.7117213 
0.3576574 0.6423426 
0.3338247 0.6661753 
0.2325218 0.7674782 
0.3975864 0.6024136 
0.3019776 0.6980224 
0.2783891 0.7216109 
0.3091809 0.6908191 
0.3498395 0.6501605 
0.3439603 0.6560397 
0.3394264 0.6605736 
0.3020247 0.6979753 
0.3582051 0.6417949 
0.2987805 0.7012195 
0.3685246 0.6314754 
0.3271286 0.6728714 
0.2959459 0.7040541 
0.3314876 0.6685124 
0.3404534 0.6595466 
0.3229784 0.6770216 
0.306594 0.693406 
0.3107882 0.6892118 
0.2539306 0.7460694 
0.269312 0.730688 
0.4141414 0.5858586 
0.2790371 0.7209629 
0.3036375 0.6963625 
0.3341192 0.6658808 
0.3580357 0.6419643 
0.3016157 0.6983843 
0.3411543 0.6588457 
0.2941333 0.7058667 
0.4023725 0.5976275 
0.2826502 0.7173498 
0.3694492 0.6305508 
0.2869424 0.7130576 
0.2970983 0.7029017 
0.277518 0.722482 
0.2301299 0.7698701 
0.2727039 0.7272961 
0.245624 0.754376 
0.3864814 0.6135186 
0.285928 0.714072 
0.2496208 0.7503792 
0.2482484 0.7517516 
0.2991049 0.7008951 
0.2863041 0.7136959 
0.2851593 0.7148407 
0.3418687 0.6581313 
0.2488768 0.7511232 
0.2933425 0.7066575 
0.3342998 0.6657002 
0.2845015 0.7154985 
0.2907166 0.7092834 
0.3052223 0.6947777 
0.2202558 0.7797442 
0.3264478 0.6735522 
0.2275579 0.7724421 
0.3466425 0.6533575 
0.3039738 0.6960262 
0.3466516 0.6533484 
0.2894719 0.7105281 
0.3601381 0.6398619 
0.3229253 0.6770747 
0.2696908 0.7303092 
0.350769 0.649231 
0.2932806 0.7067194 
0.3201518 0.6798482 
0.2959032 0.7040968 
0.3067254 0.6932746 
0.2641872 0.7358128 
0.4049022 0.5950978 
0.2584125 0.7415875 
0.3013293 0.6986707 
0.3686828 0.6313172 
0.3698281 0.6301719 
0.2913807 0.7086193 
0.2677432 0.7322568 
0.3113111 0.6886889 
0.3048928 0.6951072 
0.3219074 0.6780926 
0.3373519 0.6626481 
0.2784253 0.7215747 
0.3261713 0.6738287 
0.2970542 0.7029458 
0.3243679 0.6756321 
0.2971888 0.7028112 
0.3028786 0.6971214 
0.3800501 0.6199499 
0.3158102 0.6841898 
0.3780908 0.6219092 
0.3429577 0.6570423 
0.3064107 0.6935893 
0.2877235 0.7122765 
0.4003149 0.5996851 
0.3446028 0.6553972 
0.3924411 0.6075589 
0.2721176 0.7278824 
0.3296217 0.6703783 
0.4071377 0.5928623 
0.2640163 0.7359837 
0.3389404 0.6610596 
0.3670165 0.6329835 
0.2731144 0.7268856 
0.3330116 0.6669884 
0.3307598 0.6692402 
0.3285257 0.6714743 
0.3188147 0.6811853 
0.3659911 0.6340089 
0.2508619 0.7491381 
0.3361093 0.6638907 
0.3480997 0.6519003 
0.3334764 0.6665236 
0.330658 0.669342 
0.3785866 0.6214134 
0.3438206 0.6561794 
0.3350612 0.6649388 
0.2287986 0.7712014 
0.2926485 0.7073515 
0.2800145 0.7199855 
0.3268963 0.6731037 
0.2662706 0.7337294 
0.3105967 0.6894033 
0.2210998 0.7789002 
0.3222046 0.6777954 
0.2627327 0.7372673 
0.2955775 0.7044225 
0.2942429 0.7057571 
0.2697715 0.7302285 
0.2576964 0.7423036 
0.3236573 0.6763427 
