tau2_1 tau2_2 
0.2844791 4.720267 
0.05842078 0.5446602 
0.07325154 1.005214 
0.1402665 0.3032598 
0.08673979 2.259892 
0.1801831 0.9802966 
0.09145496 0.5699505 
0.3925254 11.13471 
0.05542401 1.408333 
0.01901918 1.448716 
0.2679946 0.4401362 
0.4338298 1.85915 
0.06199182 1.806073 
0.1338728 2.621619 
0.1784399 1.245669 
0.6870663 1.58014 
0.04053649 3.047773 
0.2814339 1.320098 
0.1396784 1.954063 
0.1637252 1.224987 
0.04729533 0.8540627 
0.1015432 0.7354421 
0.1098323 1.209739 
0.1083541 0.5180848 
0.2455954 1.235276 
0.03578982 1.021847 
0.1445112 1.108412 
0.1375213 2.311927 
0.05594306 1.169436 
0.1431921 0.7909632 
0.2038913 0.7997958 
0.06681487 1.724356 
0.04025667 3.616226 
0.86481 4.657015 
0.03406849 1.847691 
0.02104619 1.627738 
0.06264738 7.860272 
0.06741177 3.462558 
0.1920428 2.284512 
0.6761388 1.609849 
0.01202931 1.205913 
0.07238037 1.211406 
0.03940209 1.393138 
0.06493472 0.5658896 
0.02302318 0.6106229 
0.1334389 2.472764 
0.02823737 1.271628 
0.02276837 0.3922596 
0.07733967 0.4870175 
0.1761786 0.6071162 
0.1212215 0.5160772 
0.03637523 0.1455329 
0.1323409 0.4999287 
1.307689 1.118795 
0.1352107 1.398429 
0.02496715 2.272022 
0.02822058 1.679279 
0.03612345 1.420084 
0.1267157 0.3839474 
0.1227073 2.099985 
0.4062454 1.693375 
0.01786994 3.667661 
0.1154195 1.934512 
0.08212737 4.140578 
0.256645 0.5000707 
0.2022697 3.14365 
0.03421232 2.279186 
0.196563 2.170313 
0.06821901 2.125104 
0.07365793 2.519653 
0.160816 4.091946 
0.04599423 1.456927 
0.1096677 4.044963 
0.05888303 0.7069423 
0.08454869 0.08735308 
0.09204071 0.7864939 
0.01452534 3.375106 
0.1257939 3.42821 
0.335836 5.35848 
0.3286268 1.401822 
0.6457167 0.8039531 
0.1711488 0.7717333 
0.07909101 0.8581675 
0.06239755 2.145027 
0.0413348 0.4696585 
1.176256 2.655473 
0.1124236 6.907254 
0.2069731 0.929276 
0.1778206 1.154978 
0.06444622 1.619576 
0.3809608 1.187222 
