"nu" "alpha"
1.761081 0.4563732
1.152617 0.2404998
2.697388 0.08214452
2.0135 0.429225
1.774427 0.2633676
1.916224 0.1272429
1.55681 0.3362408
1.859737 0.1735068
1.528382 0.2448096
1.686541 0.3666938
1.971106 0.4032067
2.404123 0.2668889
1.508542 0.1942714
1.604333 0.4961599
1.681992 0.4090929
1.213122 0.4590062
1.805876 0.4384863
1.473763 0.1588362
1.069937 0.1497555
1.939332 0.4840834
1.039412 0.4544401
1.254385 0.4662724
1.216029 0.4437231
1.342417 0.387896
1.44835 0.4172365
2.386093 0.4284735
1.546 0.3351915
1.919646 0.3375907
1.274551 0.379964
1.631954 0.2507051
2.100164 0.3915963
10.40822 0.02446833
4.62607 0.3596121
1.514264 0.492197
1.884215 0.1832104
1.565031 0.09306456
2.058017 0.238895
1.556586 0.4323449
1.65703 0.2366386
2.281118 0.20213
3.513735 0.0716721
2.162717 0.08727233
2.23684 0.2706963
2.447782 0.344953
1.72385 0.434082
1.423451 0.09953112
1.691932 0.1918105
1.137092 0.1627718
2.007963 0.1266827
1.314707 0.3404779
1.635187 0.4461951
2.597488 0.4416964
1.506636 0.3634853
1.480095 0.3014816
1.544194 0.3301567
1.939071 0.4750251
2.197621 0.4528822
1.462476 0.2350486
1.690008 0.05175882
1.587511 0.1260743
0.9957693 0.3428111
1.152409 0.2864912
1.408637 0.1864563
2.247107 0.05994761
1.627933 0.2827573
1.165817 0.2706587
1.837227 0.4144727
1.751317 0.326573
1.955495 0.4498793
5.918945 0.3480557
3.629104 0.2059574
3.293819 0.4672563
2.330678 0.3234276
2.56842 0.3984908
2.236608 0.2074094
1.958828 0.3464991
2.043612 0.4986466
1.52453 0.3841736
2.453369 0.3204827
1.816728 0.4626784
0.8864838 0.3951209
1.276885 0.4189827
1.788247 0.2802284
1.384858 0.4084816
1.724591 0.0689004
1.196959 0.1728392
1.725084 0.05220748
1.404004 0.2633254
2.641446 0.2826245
1.614904 0.3554165
2.216936 0.4260507
2.032337 0.4037184
2.19219 0.2708268
1.746587 0.2385008
1.65765 0.3620386
3.466909 0.3718988
2.263015 0.4156324
2.090039 0.4260799
2.532263 0.3566961
2.787289 0.4552341
2.798362 0.3319405
2.300545 0.3891789
2.757429 0.4869501
2.019655 0.03652772
1.546608 0.353336
2.123405 0.4542315
1.992745 0.4834666
1.853737 0.4377942
1.100254 0.2654445
1.5462 0.4759494
1.761042 0.2345759
1.864709 0.3365409
2.012165 0.4411141
2.035495 0.499517
2.037762 0.3176951
1.745472 0.1975412
1.686774 0.1868767
2.047108 0.2167576
2.396772 0.2351475
1.721735 0.4044926
1.850103 0.2990759
1.568746 0.3919127
1.339611 0.2951975
0.9357412 0.3372227
1.280274 0.4730619
2.506823 0.138806
3.164431 0.3311816
1.84211 0.1863539
1.981535 0.3608693
1.905372 0.4667182
