"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-2.359568 -2.147335 0.1452469 1.001653
0.7522513 -1.99624 -2.582581 1.020827
-1.59419 -1.931086 -4.835016 1.017501
0.01335656 -2.184872 -1.039728 1.057831
-0.410154 -2.285447 -3.629745 1.047042
-0.973678 -1.743635 6.50492 1.003929
-1.425382 -2.085142 -0.2165082 0.997397
-2.271386 -2.197591 -9.368593 0.9690271
-0.5282685 -2.302659 14.37722 0.9759671
0.01551636 -2.109342 -0.6211735 0.8948996
-1.086695 -2.505477 3.029955 0.9602854
0.3215442 -2.141007 11.85805 0.9723891
-0.7647303 -1.755309 3.783535 1.016362
-1.763621 -2.473041 17.39589 1.043288
-3.481682 -2.223432 -8.02768 1.047555
-0.2411773 -2.466145 11.13942 1.047582
-4.097439 -1.926907 8.241076 1.086114
-0.6338458 -2.057414 4.462638 1.009318
0.06863025 -1.982393 10.20157 0.9773944
-2.350285 -1.946242 -1.890262 1.001154
-3.095037 -1.901724 22.26132 1.016296
-3.243755 -2.158815 0.1823081 1.008488
-1.247897 -2.133839 -2.631806 0.956224
-2.820933 -2.55278 3.345834 1.019643
-2.827946 -2.656978 -0.5917496 1.075285
-1.183622 -1.896719 -4.279093 1.059192
-1.594353 -2.023732 -6.582436 0.9388909
-1.942739 -2.196939 2.012498 0.9919615
-1.077312 -2.73557 9.08871 1.046455
-2.648295 -2.684114 -6.64004 1.082453
-1.098486 -2.601776 3.095737 1.077008
3.644349 -2.51457 10.60326 1.123378
-0.3574475 -2.122999 8.717233 1.127632
-0.5451713 -2.179928 2.84742 1.078877
0.6126368 -1.715239 -6.479756 1.11081
-0.6515361 -1.453776 -7.327927 1.061989
1.338065 -2.278532 -5.519278 0.9892815
-1.964249 -2.676638 10.85276 1.001667
-2.43675 -2.232055 2.926837 0.912897
-0.8858165 -2.116959 0.5789025 0.9602183
-1.073758 -2.162413 -6.50771 1.031208
-0.8386185 -1.828576 7.819707 0.9323783
0.07654123 -2.411366 10.01331 1.015658
-2.192411 -2.250266 0.6920543 1.012244
-1.969035 -1.99616 4.096426 1.026883
-3.092282 -1.777504 9.810274 1.016931
-0.9171002 -1.731208 14.89796 1.027192
-2.379858 -1.951656 8.742069 1.0331
-3.20939 -2.087225 4.523537 1.084919
-1.300364 -2.522714 1.700571 1.094619
-2.924954 -2.850453 16.32509 1.119418
0.3397547 -2.812885 6.950158 1.154421
-2.673824 -2.609144 17.67398 1.118443
-2.644642 -2.574925 12.55598 1.079627
-2.3944 -2.426056 3.415147 1.068893
-3.275672 -2.279909 -5.912752 1.161306
-2.83495 -2.39234 11.38186 1.14363
-2.423293 -2.429572 -1.231643 1.094012
-1.760015 -2.673079 2.396997 1.126035
-3.834404 -2.185398 -16.61187 1.206682
-0.8366693 -2.168041 5.656461 1.178871
2.740851 -2.042677 -10.56528 1.192092
4.099124 -2.21384 -1.126952 1.167501
-0.7185615 -2.062781 7.417375 1.085784
-3.048096 -2.160061 -1.688736 1.092393
-4.249654 -2.207615 2.12783 1.116216
-0.5868604 -2.29905 -14.88855 1.106744
0.2299787 -2.263604 -16.38408 1.098766
1.582497 -2.35741 -15.27159 1.099442
-1.528828 -2.293288 0.06002983 1.065802
1.948524 -2.593465 -4.67899 1.036687
-0.03967296 -2.198539 0.1844106 1.058632
-1.318041 -2.402158 -1.374211 1.086035
-2.436839 -1.9842 11.44985 1.125858
-2.864821 -2.135353 2.132974 1.081713
-3.096732 -2.422327 1.127141 1.058205
-2.516279 -2.213266 18.41402 1.063955
-0.5471033 -2.117828 6.094043 1.037152
-1.963732 -2.308028 8.003638 0.9785389
-2.985377 -2.095257 -4.129045 0.9653105
-3.108352 -2.529386 10.34611 0.9670184
-3.397808 -2.686998 -6.467679 0.9653653
-0.784132 -2.423966 -1.35479 1.007074
-2.548034 -2.255631 -2.079326 1.022079
-2.796707 -2.207954 2.251865 1.046403
-0.7127779 -2.143168 10.44765 1.012576
-1.935994 -2.027964 -1.383366 1.004221
-3.01404 -2.363022 -6.805947 0.9580265
-3.729068 -1.994493 0.7182478 0.9698565
-1.947309 -1.954926 1.870478 1.020238
-2.060123 -2.631684 5.611183 1.072465
-1.839179 -1.730323 1.531801 1.008253
-2.793023 -1.845697 11.18131 1.065286
-2.854801 -2.170661 -2.040709 1.06083
2.594476 -2.162245 -8.487566 1.058752
-2.982839 -2.316298 1.624689 1.01522
-3.336015 -2.270845 -6.227543 0.9906514
-2.877401 -2.642874 0.3520182 0.9957532
-4.160545 -2.558917 7.392945 1.037469
-4.22329 -2.09549 8.437038 1.057335
-2.663618 -1.994789 -3.424081 0.9716941
-0.1735326 -2.263464 2.477043 0.9603634
-2.648347 -2.178136 7.505973 0.9197869
-3.595575 -1.768369 -1.068308 0.9162967
-0.8341848 -1.615277 3.982773 0.9090087
-1.268458 -2.041046 -3.56876 0.9005727
1.404345 -1.482581 14.08763 0.881293
-1.206755 -1.967773 -3.905641 0.8950163
-1.412603 -1.710189 0.3935122 0.9129427
-1.548165 -2.203585 -0.3057072 0.9526892
-1.815965 -2.405727 1.930689 1.007652
-2.103712 -2.130881 1.013624 1.005256
0.2812115 -2.188647 -3.540197 1.067859
0.8006198 -1.928413 -3.035036 1.067638
-0.936118 -1.964458 -4.76637 1.019527
-4.384421 -2.044254 0.3008177 1.035557
-2.33054 -1.963502 10.76029 1.072464
-3.209563 -1.994036 14.29004 1.096267
-2.51827 -2.469209 25.44719 1.070415
3.154838 -2.158169 -1.347777 1.104356
-2.499869 -2.385709 6.540983 0.9855658
-2.145864 -2.924302 1.205981 1.06372
-3.319679 -2.582945 10.65643 1.087226
-2.665912 -2.12146 -6.862923 1.094929
-1.69533 -2.032635 0.9778397 1.064018
-2.551494 -2.278504 1.542174 1.102647
-1.051807 -2.109947 9.058563 1.06621
-3.551629 -2.160235 -7.285995 1.081666
1.121987 -2.42735 2.712618 1.14487
-3.002125 -2.482366 10.85978 1.163453
-2.900126 -2.112695 0.4791103 1.165262
-2.098898 -2.284189 1.386102 1.097666
0.962834 -1.957469 2.091365 1.052156
0.3930857 -2.190554 -0.5494333 1.041468
-2.902553 -2.562496 9.521867 1.056271
-1.022512 -2.413665 0.4908068 1.084079
0.1231699 -2.392727 -5.398132 1.080375
-1.653265 -2.401309 -1.042371 1.067998
0.1890226 -2.1395 17.26652 1.062071
-1.590518 -2.090313 -14.35061 1.027717
-2.425506 -1.965433 1.783481 1.002549
-1.314929 -2.15136 8.304235 0.9970362
-0.6879593 -2.148124 11.12713 1.061828
-1.607389 -2.218216 -4.099593 1.049808
-3.059541 -2.10043 5.603176 1.083487
-3.062835 -2.308476 4.139187 1.097823
-3.740643 -2.346327 2.462576 1.097233
-1.68101 -1.884945 6.76944 1.126039
0.334469 -2.003373 -4.018759 1.067847
-2.116061 -2.164018 8.048978 1.023296
-3.12405 -2.30985 -10.45931 1.022759
-2.859784 -2.182998 13.5223 1.051231
-2.109069 -2.225597 3.747774 1.078525
-1.496181 -2.423334 -24.46018 1.082035
-1.385575 -2.348224 1.62647 1.055846
-2.709472 -2.516258 5.117541 1.042504
-1.055997 -2.330434 3.883402 1.007913
-2.271655 -1.622202 -12.35874 1.053256
-2.319528 -2.046996 7.171257 1.007183
-2.031734 -2.082366 -2.731791 1.062054
-3.210821 -2.354153 -12.84438 1.077832
0.5031275 -2.344074 -14.46452 1.061918
0.4008139 -2.327819 0.2824345 1.053766
-1.735187 -2.012815 -5.091491 1.084857
-3.18226 -2.130136 9.655962 1.033022
-2.856021 -1.838961 9.846871 1.00786
-3.112002 -2.160531 -3.1527 1.007065
-1.496214 -2.193174 1.682617 1.015858
-2.442136 -2.033873 8.752138 1.080434
-1.691862 -2.108488 -6.102889 1.022083
-1.289708 -1.678091 1.369031 0.9467357
-3.158594 -1.948962 -0.249261 0.9061437
-1.398896 -1.76609 2.625479 0.953974
-1.716024 -1.935651 0.4866933 0.939423
-2.602411 -1.901236 9.997211 0.9896355
-2.898929 -1.684271 -10.06356 0.9694268
-2.180283 -2.056265 11.42471 1.018653
-1.446365 -2.109049 -3.836319 0.9735961
0.3227789 -1.570017 -20.46505 0.9624783
-3.547138 -1.878961 -2.806047 1.063251
-2.367491 -2.264843 16.22799 1.033418
-2.530124 -2.18296 -1.454433 0.974155
0.6964441 -2.40301 -3.266317 0.9967798
-0.07057016 -2.139612 13.98217 1.025951
-0.855166 -2.078892 -5.828712 1.02248
-1.504802 -1.695694 -12.76324 1.075613
-1.440472 -1.692353 -12.68528 1.03686
-3.720263 -2.309226 10.1929 1.040735
-3.515898 -1.958837 0.9067381 1.064858
0.4547894 -2.696468 -13.67615 1.091743
1.471708 -2.249 2.511808 1.075968
-1.426112 -2.329849 1.864614 1.066018
-2.486541 -2.386867 4.412512 1.073965
-4.291033 -2.407247 2.641978 1.156657
-3.011029 -2.658411 1.030734 1.157285
-3.685974 -2.639357 -13.39179 1.147371
-3.875538 -2.223729 1.044278 1.209251
-3.129669 -2.070678 4.288612 1.215758
-3.442395 -2.30713 -0.9879412 1.218241
0.01382695 -2.501874 1.651909 1.232648
-0.5217976 -2.177927 19.68665 1.143476
0.164166 -1.930618 0.2199824 1.099693
-1.791125 -2.15273 2.534034 1.119264
-2.602396 -2.130763 -3.196649 1.117901
-3.05015 -2.264833 0.07113498 1.133223
-0.04155597 -2.269081 13.30936 1.13411
-0.8358422 -2.457089 -1.961541 1.130116
-1.381361 -2.246957 16.37488 1.08596
-0.3926225 -2.167369 10.95787 1.078773
-3.100259 -2.312315 -0.6172742 1.063362
1.068841 -2.049022 -7.639623 1.052283
-2.641623 -2.23427 -0.555278 1.023201
-1.827651 -2.444384 0.6503056 1.061628
0.8293359 -1.859551 -0.438931 1.031594
-1.721108 -2.160794 -2.254474 1.001227
21.36302 -1.452952 1.716468 0.9995788
0.8626299 -1.831356 0.4957974 1.034185
13.83489 -2.080871 1.68945 1.051242
-23.9316 -2.184106 -2.55694 1.028261
2.595398 -1.900746 -2.347939 1.002786
-2.851328 -2.395874 -2.423937 0.9800503
0.5215394 -2.496075 -2.349383 0.9791783
-5.844584 -2.226406 -2.853478 1.022132
9.286909 -2.204943 -1.29902 1.066881
17.07309 -2.263656 -3.747675 1.007033
-3.779864 -2.2571 -3.302019 1.048376
0.4895829 -2.036003 -3.304594 1.08791
-35.47492 -2.352453 -2.285186 1.079087
-13.83764 -2.60298 -1.336248 1.008913
-11.55284 -1.92507 -0.7856592 1.026227
2.443902 -1.862427 -1.124799 1.0515
1.705642 -2.384074 -0.9708206 1.095455
-6.00779 -2.272519 -1.319075 1.097718
13.26472 -2.231469 -1.95201 1.067845
2.774688 -2.080826 -1.801381 1.086209
9.25525 -2.022934 -1.927187 1.110809
7.247447 -2.183571 1.222425 1.098384
0.5925667 -2.308995 -2.705568 1.06514
-1.509588 -2.4117 1.091603 1.070875
2.760703 -2.667294 0.329553 1.105739
1.66273 -2.316615 0.22334 1.060002
-1.327508 -2.105625 0.9640387 1.077638
2.148191 -1.850208 0.1042386 1.090586
-3.310837 -2.002812 -1.374734 1.081379
-1.810385 -2.284965 -3.032529 1.070977
-7.285675 -2.361912 -2.477896 1.040349
-7.243038 -2.515145 -1.217367 1.102245
-2.517896 -2.145807 -3.065682 1.057759
-8.64202 -2.100899 2.090348 1.077351
28.46192 -2.358678 0.2644608 1.089679
2.36461 -2.112246 -1.565354 1.054084
-10.75644 -2.102062 1.976068 1.037399
-5.515035 -2.053065 -4.05106 1.001355
-2.475373 -2.311373 -2.070037 0.9620434
-1.455257 -2.339315 -0.698674 0.998494
0.3456701 -1.955332 -2.147245 1.006692
4.156486 -1.838507 -0.9837545 0.9990805
-2.501168 -1.996158 -4.521006 1.018758
6.29498 -1.848985 -3.094593 1.019747
0.4314758 -2.077723 -2.071123 0.9680921
-0.5442441 -2.001475 -0.09079686 0.9754141
11.69796 -1.823275 2.970845 0.9733443
12.07654 -2.02038 -0.9065036 0.9998129
-3.823986 -2.322783 -3.395038 0.9966306
2.959587 -1.984424 -1.092179 1.025055
-1.583511 -1.991457 -1.792549 0.9413028
-3.055523 -1.944515 -2.529066 0.9760079
0.6503854 -2.447303 -2.655157 1.025445
-12.8629 -1.85211 -1.709332 1.055658
-21.16189 -2.460096 -2.990701 1.095941
9.341707 -1.977663 -1.388881 1.046471
-8.959799 -2.183446 -2.840253 1.006884
-13.45062 -1.754163 -2.949868 1.030733
7.952024 -1.955786 3.455832 1.008758
-13.23824 -1.916276 -0.4699161 0.9996557
4.806767 -1.819725 -3.230645 0.995238
11.25926 -1.694909 -1.161656 0.9715949
2.6865 -1.860419 -1.18431 0.9846077
1.188308 -1.896343 -0.9603069 0.9799391
2.482281 -2.352939 -0.990947 1.034297
5.108947 -2.198692 -0.8648792 1.078477
-9.613918 -2.116891 -2.819822 1.095185
-8.66186 -2.130335 -2.263737 1.102946
5.04823 -2.356657 -2.848238 1.099042
2.29451 -2.137932 -3.413081 1.121956
-5.63898 -2.102945 -1.384549 1.08873
