tau2_1 tau2_2 
0.3678885 0.1294508 
0.03884583 0.09794241 
0.4118204 0.2720284 
0.1446316 0.4441665 
0.1164544 1.639535 
0.2890272 0.5670788 
0.4869119 1.508248 
0.07589708 0.05046777 
0.3576616 0.1927433 
0.2699512 0.04821851 
0.1022812 0.2601182 
0.4141053 0.02308498 
0.07366576 0.1391673 
0.8997464 0.09768778 
0.954547 0.07263999 
0.6973234 0.03263513 
0.05319137 0.08435533 
0.02299314 0.248843 
0.09416228 4.087589 
0.7291977 0.08215555 
0.5355503 0.3450003 
0.08807271 0.5650958 
0.3028286 0.04537232 
0.1796416 0.1039343 
0.6816236 0.3163532 
0.2402351 2.268899 
0.1436729 0.441061 
0.4116467 0.5279396 
0.3903453 0.1315626 
0.1619055 0.03072105 
0.1561438 0.04384558 
0.1890162 1.018761 
0.02460842 0.1614958 
0.06152681 0.04212801 
0.03337337 0.09139824 
0.06141203 1.018889 
0.06541383 0.08498984 
0.06679312 0.1235381 
0.2264832 0.08260849 
0.09633146 3.133044 
0.3100423 0.01774901 
0.6192232 0.1847457 
0.08875861 0.3643165 
0.01011544 0.8235954 
0.05635064 1.266179 
0.3864628 0.1415339 
0.3361962 0.4117955 
0.3045543 0.1640777 
0.128292 0.242013 
0.1073821 0.4462388 
0.193719 0.07322801 
0.2584741 0.02978831 
0.2227564 0.09567431 
1.30649 0.207518 
0.879581 0.04713971 
0.2589957 0.1317833 
0.4631202 0.04009945 
0.3664089 0.1554754 
0.2910437 0.09972401 
0.2169272 0.07334603 
0.7121697 0.02706175 
0.3468646 0.02489564 
0.1549262 0.04450833 
0.226006 0.09985672 
0.7362406 0.07073655 
0.2346075 0.1853609 
0.3305531 0.7188715 
0.7172821 0.09489314 
0.05529172 0.2160796 
0.4146671 0.194378 
0.6664585 0.4111627 
1.124401 0.1685737 
0.3133491 1.024995 
0.254975 0.5701224 
0.1008729 0.033909 
0.05654762 0.03479244 
0.07120491 0.3995731 
0.4937468 0.1558705 
0.6614093 0.2802389 
0.7412761 0.39 
0.05654615 5.577941 
0.5774793 0.210465 
0.03989946 0.05018774 
0.04658498 0.1158181 
0.1303156 0.1046278 
0.04418917 0.3107066 
0.2634344 0.1348331 
0.213232 0.3698691 
0.05335576 0.1401604 
0.1654323 0.1098223 
0.4608321 0.05726962 
0.2250151 0.3484896 
0.5791555 0.09481643 
1.231988 0.1558494 
0.2143458 0.06990286 
0.285333 0.1318045 
0.1733339 0.205719 
0.2333218 0.15053 
0.08661543 0.0763931 
0.05339262 0.1935021 
0.2214565 2.079665 
0.1207677 0.04045895 
0.1116104 0.06056408 
0.4829696 0.05822014 
1.341222 0.9981213 
1.628295 0.2504181 
0.1563005 0.2245435 
0.1365395 0.2299669 
0.1825681 0.1143389 
0.03975332 0.1068535 
0.326575 0.5291879 
0.2470764 0.09312447 
0.3397167 3.531777 
0.08813539 0.2395978 
0.1537195 0.3504973 
0.05799546 1.716056 
0.1754727 0.05812409 
0.1193683 0.104211 
0.1790995 0.06470337 
0.6031793 0.07577374 
0.5064455 0.6205747 
0.2355151 0.4710274 
0.8126521 0.3345764 
0.08331283 0.1352185 
0.07137443 0.09135292 
0.3279538 0.0490623 
0.5823135 0.0592329 
1.738479 0.4918453 
0.07507267 0.1121956 
0.07263013 0.3503428 
0.2796383 0.1740109 
0.5334639 0.07727202 
0.1586336 0.03934907 
0.2825232 1.471423 
0.1283125 0.1781501 
0.0579612 0.1594256 
0.1371241 0.1196862 
0.03350892 0.3572187 
0.0607662 0.3328052 
0.6188999 0.0645394 
0.02920899 0.2819178 
0.267743 0.08330145 
0.8102606 0.07630856 
0.4413802 0.1196091 
0.4025585 0.1658195 
0.1796107 0.06873169 
0.04730123 0.4478534 
0.2681277 0.3489903 
0.08177074 0.3388179 
14.94022 0.08959384 
1.04752 0.04702118 
0.2192453 0.2231779 
0.1047426 0.08955676 
0.1411483 0.1387078 
0.05152925 0.2401588 
0.5863288 1.231147 
1.646888 0.1292275 
0.1579809 0.0498779 
0.1248502 0.1557028 
0.2180397 0.04035529 
0.9355978 0.03814954 
1.023248 0.04525868 
0.2256202 0.1300096 
0.2467633 0.4260613 
0.7432505 0.5541795 
0.4855195 0.6374992 
0.09442211 0.5914247 
0.08059718 0.7528053 
0.5188561 0.09475734 
0.0259621 0.2554643 
0.05655391 0.06127976 
0.4430549 0.05316986 
0.3320744 0.137983 
0.06172124 0.0376915 
0.04999868 0.09914578 
1.039689 1.153551 
0.4382755 0.156183 
0.9251566 0.7268645 
0.4911843 0.3252542 
0.7988689 0.08119991 
0.6971164 0.1073837 
0.05151777 0.1027348 
0.7087587 3.087367 
0.3767227 0.1564721 
0.1604591 0.06439166 
0.05211044 0.01418877 
0.1514953 0.1718382 
0.06658741 0.1584465 
0.03046798 0.0383446 
0.2810994 0.05803373 
0.05663851 0.08819776 
0.158595 0.080446 
0.1802011 0.1597952 
0.01757671 1.766684 
0.03344867 1.044308 
0.09935864 0.265088 
0.06562735 0.5288653 
0.2664012 0.9238506 
0.145043 2.114257 
0.5105672 1.32784 
0.01704525 6.917772 
0.02289833 0.5915049 
0.1758211 1.589603 
0.4201891 0.4695194 
0.9732376 0.04240032 
1.489592 0.1489334 
0.5570602 0.0323398 
0.5393174 0.07112351 
0.235913 0.1195624 
0.04701511 0.01573245 
