p_1 p_2 
0.7938469 0.2061531 
0.7411037 0.2588963 
0.7666645 0.2333355 
0.6731108 0.3268892 
0.6902777 0.3097223 
0.6345533 0.3654467 
0.7188973 0.2811027 
0.7363594 0.2636406 
0.6896648 0.3103352 
0.7371116 0.2628884 
0.737137 0.262863 
0.6308544 0.3691456 
0.6336764 0.3663236 
0.6704301 0.3295699 
0.6728316 0.3271684 
0.7799439 0.2200561 
0.7058228 0.2941772 
0.6564393 0.3435607 
0.6942814 0.3057186 
0.7096524 0.2903476 
0.6812971 0.3187029 
0.6975232 0.3024768 
0.6735014 0.3264986 
0.6549566 0.3450434 
0.6932736 0.3067264 
0.7398712 0.2601288 
0.761622 0.238378 
0.6342349 0.3657651 
0.728232 0.271768 
0.7074771 0.2925229 
0.7368793 0.2631207 
0.6690169 0.3309831 
0.6963301 0.3036699 
0.6863113 0.3136887 
0.7040756 0.2959244 
0.6973845 0.3026155 
0.6570255 0.3429745 
0.6386348 0.3613652 
0.571613 0.428387 
0.6276381 0.3723619 
0.6599557 0.3400443 
0.786543 0.213457 
0.6979352 0.3020648 
0.6520632 0.3479368 
0.6949244 0.3050756 
0.6593824 0.3406176 
0.6512225 0.3487775 
0.7907441 0.2092559 
0.6938143 0.3061857 
0.670586 0.329414 
0.7020023 0.2979977 
0.6634109 0.3365891 
0.6812399 0.3187601 
0.5981551 0.4018449 
0.717392 0.282608 
0.7734861 0.2265139 
0.7076024 0.2923976 
0.6361251 0.3638749 
0.6728058 0.3271942 
0.7556646 0.2443354 
0.6438512 0.3561488 
0.6914565 0.3085435 
0.7092749 0.2907251 
0.7456736 0.2543264 
0.7694209 0.2305791 
0.7634942 0.2365058 
0.7183405 0.2816595 
0.6950418 0.3049582 
0.6243572 0.3756428 
0.6969345 0.3030655 
0.5897667 0.4102333 
0.6483973 0.3516027 
0.7275376 0.2724624 
0.7064648 0.2935352 
0.7382985 0.2617015 
0.6906586 0.3093414 
0.6750713 0.3249287 
0.803604 0.196396 
0.6799464 0.3200536 
0.7446434 0.2553566 
0.7243411 0.2756589 
0.7333926 0.2666074 
0.6983159 0.3016841 
0.6726876 0.3273124 
0.6610065 0.3389935 
0.6664408 0.3335592 
0.7371549 0.2628451 
0.663171 0.336829 
0.6790681 0.3209319 
0.6800335 0.3199665 
0.7134919 0.2865081 
0.7026755 0.2973245 
0.7165577 0.2834423 
