tau2_1 tau2_2 tau2_3 tau2_4 
0.003048557 0.3389076 303428.5 0.01420371 
0.002925866 156799390 0.1021075 0.01231443 
0.003194473 181.2074 0.2767714 0.01919364 
0.003551311 21.75914 195389606897 0.006616543 
0.003661712 0.04976996 0.06216279 0.04108385 
0.003559068 1322.864 182.8725 0.01730652 
0.002519948 8.291593 163576549 0.008883168 
0.003612067 132.1914 26650.27 0.02064062 
0.003313623 0.2482181 23.54351 0.008017902 
0.003179128 9279463 0.3882862 0.0149883 
0.003169327 1.340239 7.052037 0.01434076 
0.002887957 9684.993 8.774885 0.01331148 
0.003770121 4.967934e+16 2.301134 0.01371699 
0.002256583 4206.985 2566.997 0.008406012 
0.003921457 36.3626 9622.793 0.0103241 
0.003358207 40.50531 0.1138864 0.01063423 
0.003157403 1.418705 1084239922 0.02268248 
0.00329646 0.03008207 5361044 0.007614735 
0.003595601 0.1335766 86.12656 0.006961346 
0.002243574 743629.4 7.4911 0.009225729 
0.002807603 7.239961 3.147132 0.007363418 
0.003045232 53122307971 28.06164 0.01252454 
0.003532852 20.4664 357.9946 0.0141151 
0.003010759 3.927029e+14 40.0053 0.008534117 
0.004220218 19671.39 119570382922 0.009637992 
0.00225433 0.9135439 1524255 0.006009557 
0.002614644 1.854036 110.3765 0.004490264 
0.00253044 40.08874 79558.12 0.01822888 
0.003094251 68.9949 1.294715 0.01159284 
0.003555009 1803792 3986767472 0.01810939 
0.003394253 209.5335 3106.703 0.01810351 
0.002919423 22539.91 0.0470945 0.02432228 
0.003552541 0.2514011 14.07532 0.02546526 
0.0030195 0.7789301 35644.08 0.008995421 
0.003300575 137.6337 37.65254 0.005911062 
0.003269043 0.1904365 3.655946 0.02107485 
0.002507892 0.5585693 62964.77 0.01258091 
0.002881995 0.4592969 34291474260 0.01516069 
0.003220537 5171.759 173.3902 0.02111425 
0.003242538 0.4004176 720.1331 0.01219896 
0.003922679 1873.475 9.485288 0.01310759 
0.002814669 2382.135 7.779402 0.01158001 
0.003181908 2333313 0.1264031 0.01642477 
0.003176354 39238.16 4.740794e+25 0.02260317 
0.00310502 0.09482766 22.29501 0.01593401 
0.003185752 4358.229 0.3001861 0.01992661 
0.004310977 167255.1 10665900 0.01903052 
0.002199903 241.0443 0.3999363 0.006196877 
0.003295953 4.983781 0.9531059 0.01064212 
0.003585191 0.3360808 31.67475 0.0116994 
0.00247341 56.46705 6.995764 0.00704994 
0.003781201 11.09557 0.1333457 0.02040181 
0.003319487 50.12391 738.8062 0.02032198 
0.002808078 453925.9 0.0807014 0.01799137 
0.003153069 0.1014629 0.196314 0.005962615 
0.002944305 37.64221 0.1626741 0.01340389 
0.003650334 632326.8 10114.74 0.01391114 
0.003235503 0.2646619 0.3764949 0.00951726 
0.003504835 0.04118883 3.840254 0.02744888 
0.002600538 0.1174741 1708520727 0.01346561 
0.003142215 15104789 328323.6 0.007157569 
0.003181302 21.61394 2368206 0.007059297 
0.003152123 331618.9 57.4515 0.008285709 
0.002286822 64476610 3662.869 0.009197352 
0.002341327 4.087463 47.50046 0.006174223 
0.002796029 0.3944304 174.1083 0.0214898 
0.003447015 1.432522 0.8743043 0.01918016 
0.003598546 3666.217 86.83454 0.01644334 
0.003295837 4938.774 454711935 0.01724342 
0.003731844 679.1776 1.024065 0.01308719 
0.003811609 7.722555 1.398018 0.01414895 
0.003306276 2.720151 32784.08 0.00485127 
0.004121977 11422731 10.75467 0.01835868 
0.002982312 4.932146 7.63806 0.01182921 
0.003774792 1.590575 2.551387 0.01692081 
0.002972489 1907329 60.96646 0.0131168 
0.003245142 181254637430 7328.077 0.0125161 
0.001667015 0.5554212 729.9394 0.01415491 
0.002740296 0.8400083 1.907899e+12 0.01304504 
0.003590096 64456771 8.622358 0.01922197 
0.002870186 41646.26 1556.447 0.01466396 
0.003614802 1312.895 64859.3 0.01201545 
0.003032382 63.86509 745.2701 0.008880502 
0.003711266 160.703 1280.64 0.0186744 
0.004165171 717166384002 0.1809199 0.01883819 
0.00382155 0.4342651 0.1040104 0.00878412 
0.003020678 4590.881 0.5031915 0.004712923 
0.003754362 7.520319 3.227026 0.01799059 
0.003050093 11407829 14934.56 0.007236536 
0.003027668 0.8820085 31.10459 0.009119934 
0.002613617 461684.5 8.976733e+12 0.00788058 
0.003367679 1.064914 7.191247 0.005904737 
0.003327897 1968.26 68092.86 0.008259921 
0.003012281 0.4920989 993.741 0.007591589 
0.003400381 29.55828 4.036704e+15 0.02390673 
0.003177904 568.7399 10.75778 0.01996546 
0.003217553 33130328 0.2579577 0.01706905 
0.002745532 0.6841053 42.68303 0.01774271 
0.002829232 1.597843 2.508205e+12 0.0135125 
0.003204434 18901.37 5930169 0.01501008 
0.003518571 1275.916 2035954 0.01726537 
0.002873404 4.156515 8.633858 0.01128121 
0.002976448 12107409 1.038184 0.01795936 
0.003379949 0.4487906 2.718225 0.01235027 
0.00332049 0.03820667 2898.147 0.01014934 
0.002484204 46.87142 4.420734 0.0106448 
0.003096891 2787993662 119.6208 0.01252702 
0.003366958 1078.616 0.3649505 0.01651236 
0.003122959 35.65778 1.095943 0.01238499 
0.004051528 1.116554 0.1428987 0.009506448 
0.003278803 1077247264 586.6074 0.01317889 
0.002217264 1.510097 0.2502171 0.007614364 
0.002542149 74.44653 16.60815 0.01401257 
0.003329283 67446472 171.3591 0.008245563 
0.002807878 10.8594 2188.417 0.01174728 
0.002558964 51933.35 25.38082 0.01796319 
0.004024461 6998.203 999189420 0.005524061 
0.00291612 1.248625 662519.9 0.013629 
0.003043244 39687810 0.1843377 0.01385288 
0.003667721 321705066 470539.2 0.0149832 
0.003616028 61.07181 0.06436654 0.02252613 
0.003286075 0.06545343 0.1953016 0.0209308 
0.003309272 0.4557325 60.99246 0.0130937 
0.003185722 40486954 0.1985656 0.01376965 
0.004080481 0.1355286 1926.819 0.02398608 
0.003027397 866.267 28586679037 0.02637097 
0.003441445 1.395207 386.9742 0.007354423 
0.003010719 74.9067 0.6112258 0.009749526 
0.00488647 20824.26 119162.3 0.007337068 
0.002645263 391.4191 6.500394e+13 0.02859238 
0.00288982 0.1949603 11791974963 0.01163309 
0.003014831 0.3532956 65360.46 0.0131575 
0.003514408 1.079854e+16 41347.92 0.02174308 
0.002736764 545.2097 0.7496159 0.007061205 
0.003073579 2656.894 121885.1 0.003806172 
0.004783076 0.1735625 0.0808566 0.01465269 
0.002700544 29.87712 501989.2 0.01382409 
0.002745028 4044.342 4.293033 0.01980558 
0.003782402 16.93186 25.12326 0.01563992 
0.003710511 1.324595e+33 173.0639 0.01832488 
0.003515184 2.860586 321152.7 0.005629426 
0.002878694 17.72834 0.1106044 0.01521617 
0.001826983 898592990 148761554 0.007587029 
0.003216967 2453363327 1.159428 0.009213873 
0.004371704 159265165434 120900674 0.0155353 
0.002738686 425179705 28.04632 0.01512396 
0.002102456 91.6047 982739141 0.01667289 
0.002939201 2.195451 14.52123 0.006418635 
0.003587838 92857.21 542716.2 0.01276881 
0.00248551 254802.6 27.48655 0.009660217 
0.00383101 1153.492 2813435 0.007020793 
0.0032922 24907872 90836.15 0.01332231 
0.003997146 0.356434 2172304 0.01657336 
0.003627377 67.89333 0.05041493 0.009175581 
0.002902394 18.70224 613947.5 0.01343213 
0.003686923 17.5559 0.2869988 0.01802971 
0.003342484 64.73326 8117.477 0.01119128 
0.003441864 1.389148 19747.1 0.02138277 
0.002646206 9.798725 24.6265 0.01784381 
0.002599994 1856.751 0.4224005 0.006213952 
0.002647157 0.6394606 4.633857 0.008744335 
0.003696029 120922.7 0.1356209 0.01466197 
