nu alpha 
7.705183 0.2394624 
8.326502 0.09783096 
17.12864 0.1343763 
8.265857 0.3962001 
12.8439 0.1051196 
7.691678 0.1329007 
15.78949 0.07788535 
11.61211 0.0606739 
6.298194 0.1434424 
41.06184 0.1310525 
19.03723 0.05730665 
12.03659 0.0575136 
11.95388 0.08817513 
8.660159 0.08878527 
25.94254 0.1049788 
29.82813 0.03868021 
17.27382 0.03521338 
7.327178 0.09695363 
15.74148 0.0953413 
6.923933 0.2295652 
5.085892 0.4885951 
113.3118 0.02912192 
7.286684 0.1035376 
13.38821 0.1700439 
4.4125 0.3715613 
4.97071 0.269034 
13.98611 0.02008596 
6.218677 0.06389698 
10.649 0.05119881 
18.88215 0.1496784 
14.19444 0.05842215 
10.93453 0.4140905 
16.99629 0.263699 
5.985356 0.3674169 
3.195409 0.4108053 
11.30038 0.1974007 
4.622117 0.188406 
5.200087 0.4389523 
14.16042 0.1090804 
17.12584 0.02178632 
20.90596 0.04664864 
12.73218 0.1433801 
39.26567 0.02367629 
25.37629 0.1278525 
8.429318 0.1952538 
14.13229 0.1968495 
20.91026 0.07142571 
4.613963 0.294838 
8.438571 0.2260218 
12.89606 0.198343 
4.714246 0.2112753 
11.80478 0.06236875 
45.82463 0.09424462 
14.33331 0.1572234 
5.524665 0.3196507 
14.13362 0.02400766 
62.5875 0.03226287 
10.79734 0.1095048 
16.74535 0.2345105 
6.146409 0.3050782 
6.23232 0.2377924 
5.694638 0.1434813 
4.409063 0.1868279 
6.28674 0.05659469 
4.237327 0.3510915 
34.72137 0.07796548 
19.55133 0.204115 
34.89322 0.04979422 
46.3022 0.02852511 
11.19823 0.1068167 
9.295402 0.1100301 
2.95621 0.2401726 
17.48889 0.09316913 
32.52797 0.08289249 
11.49868 0.261062 
7.262461 0.07710322 
6.771454 0.1425877 
4.941584 0.3475582 
4.249528 0.3229841 
11.03171 0.2447038 
6.461512 0.1115415 
9.058492 0.04947883 
50.85108 0.06399813 
175.5979 0.02754529 
24.35197 0.1476648 
19.01693 0.08763579 
4.200673 0.1897218 
21.84317 0.05698013 
9.528897 0.2370134 
8.002325 0.2490522 
5.89766 0.2395117 
5.856161 0.4535226 
8.446084 0.1731504 
4.676187 0.4970016 
25.36513 0.05558001 
39.89589 0.0361509 
18.96601 0.08505492 
83.59822 0.05246024 
8.485217 0.06650405 
27.98516 0.06520943 
14.25604 0.2158545 
5.120928 0.1490918 
27.08122 0.05000636 
38.70657 0.05003255 
5.896719 0.03414257 
