beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
1.933958 0.04066784 -3.427916 -12.86495 -0.3322574 -9.262122 -0.02851546 1.001868 
1.927965 0.04125989 -4.796985 -8.270293 10.18995 21.47973 -0.0593662 1.018432 
1.876582 0.06107083 32.71295 0.1014707 3.041606 4.8757 -0.01884156 0.9875697 
1.901097 0.05026194 -11.76879 12.61817 -1.925492 -15.40665 -0.03882127 1.004417 
1.939273 0.03196932 4.41874 -5.052689 -0.1658266 2.104235 -0.3478579 1.103784 
1.923259 0.04339033 -14.62174 1.344383 1.411472 -1.410313 0.08532197 0.9529525 
1.894493 0.0569964 -12.64206 -4.68376 12.58188 -6.926504 -0.1546124 1.051036 
1.950953 0.02960646 2.099135 6.202268 16.89125 -4.448222 -0.1853377 1.048676 
1.884078 0.05361739 -22.69253 -8.766309 -0.9916524 -7.695079 -0.02990245 0.9905103 
1.919022 0.04036894 9.009905 -4.923942 -9.255275 6.962672 -0.1332792 1.051524 
1.935308 0.03384499 -11.60448 17.42901 15.28061 1.863158 0.03034537 0.9714873 
1.914319 0.04316942 -10.65339 -6.632519 12.66207 -10.73055 -0.03735349 0.9910152 
1.921082 0.04048141 7.931825 -5.295195 7.705867 3.341896 -0.07094747 1.015789 
1.922435 0.03961629 6.219172 -4.314972 -8.034827 -1.239388 -0.06969281 1.023159 
1.925976 0.03913365 7.947711 -0.8667084 0.35613 -3.466428 0.08052323 0.9475484 
1.897983 0.05021847 -1.104865 1.434919 9.009711 -2.978407 0.1303375 0.9252563 
1.921218 0.04275867 -1.881575 -15.41107 -8.237434 -0.3532987 -0.07450802 1.015872 
1.910612 0.0464686 19.0462 0.9835668 -5.339259 4.011038 0.2425257 0.8713799 
1.908978 0.04804516 15.8986 19.5377 11.28764 12.60779 0.01850251 0.9783095 
1.922661 0.04055986 -11.97088 -17.87026 1.046275 1.728547 0.01269507 0.9960851 
1.908618 0.04702078 -0.8557256 -1.777561 7.681885 -27.29832 0.06101076 0.9688838 
1.929772 0.03925791 -11.1766 4.741006 5.842715 -0.02740117 -0.06617184 0.9948284 
1.925513 0.04044784 -2.225494 2.286009 -0.03556927 -3.799666 0.02450281 0.9614006 
1.882379 0.0539799 0.9534456 11.89897 -1.307712 9.474442 -0.04162218 0.996893 
1.881059 0.06536569 -4.235417 0.7154038 -3.239591 -0.7534339 -0.01814453 1.005527 
1.949068 0.02716609 -0.657789 -4.951272 -7.325018 -10.77295 0.02074418 0.9762735 
1.930075 0.04027034 -7.529858 1.919405 20.09689 -4.334066 -0.04066564 0.999086 
