Delta_1 Delta_2 Delta_3 Delta_4 
0.03061561 -19.8156 5.554934 -0.03069508 
0.001631352 5.322985 -2.698685 -0.01543452 
-0.02298409 11.28317 20.3702 -0.1109382 
-0.007813809 -6.668033 20.78384 -0.05855271 
0.00156268 2.256854 19.9729 -0.1824542 
-0.0005648069 3.426121 -3.874501 0.008385933 
-0.01212924 -13.62394 3.568686 -0.07372787 
-0.01438247 5.944539 -3.207998 0.02476617 
-0.02749827 6.33603 -8.302479 -0.06586874 
0.01264252 1.090103 3.397856 -0.1226827 
0.01112004 5.976757 12.67406 0.09572555 
-0.009664879 -11.52293 3.097122 -0.0425249 
0.009832851 -5.788007 4.632846 0.06281067 
-0.01061236 0.5267865 21.88742 -0.08547607 
0.00985308 -16.5049 5.818589 0.02062991 
-0.01315005 21.89101 6.507448 -0.02918295 
-0.02395383 5.840025 -16.68101 0.04884549 
-0.02079092 -21.80967 -2.38361 -0.07186102 
0.01085424 3.563462 -10.84668 -0.01153123 
-0.029623 -9.182656 2.015824 -0.007992951 
-0.03261758 4.57998 -7.586981 -0.0606251 
0.03193197 -14.60048 3.418201 -0.07903077 
-0.00379472 1.469817 -12.09875 -0.0980383 
0.01965202 7.067175 -12.20293 -0.08948277 
0.03210342 -6.944162 -2.306253 0.03469048 
-0.02948666 -1.742425 19.55637 -0.03882883 
0.001690145 3.28815 -4.659705 -0.1360803 
-0.02762927 17.88736 2.866271 -0.006875684 
0.01200123 1.87702 -26.56791 -0.08962286 
-0.02676447 -5.105227 16.90627 0.02502312 
-0.04435168 7.085131 11.16111 0.01765392 
-0.02284637 -20.3217 3.82342 0.01380536 
-0.01924374 17.27276 -8.837134 -0.02803699 
-0.03758911 -22.55168 -4.14558 -0.01985692 
-0.01760948 2.898333 -15.7756 -0.01597879 
-0.01669102 4.434541 -4.06674 0.0128945 
0.0001102566 -10.88292 10.28218 0.0130588 
-0.01325551 -1.707105 1.685654 -0.0323467 
-0.009691032 -5.449531 -14.35936 -0.02038201 
-0.02854114 -12.73149 4.712174 0.181571 
-0.01991651 -1.974338 6.364092 -0.003813448 
-0.01017564 -5.385311 9.203807 -0.09951596 
-0.02115139 21.42471 -1.520547 -0.171286 
0.03385807 10.93435 7.526715 -0.07617062 
-0.009565215 -6.920888 -5.220605 0.03758474 
-0.03741838 -20.77943 9.100773 -0.03620479 
-0.01037399 -25.40058 10.1589 0.2203364 
-0.03503206 8.227466 11.80445 -0.004289434 
-0.01408031 9.93849 0.2871537 -0.06201056 
-0.001377194 -19.71486 -17.1696 -0.09391004 
-0.005401132 -8.856536 -8.859434 -0.004235557 
0.01099276 4.955561 -12.8986 0.04823692 
0.01266538 -11.97305 14.03458 0.05320513 
-0.02687243 -7.381294 9.895471 0.003714934 
-0.03004541 -7.414136 -8.255938 0.03109159 
0.008420474 5.474688 3.287347 0.01577809 
-0.009242955 -10.58026 -9.289344 0.1603883 
0.0009520979 -3.291916 -16.67333 -0.05932976 
-0.008987749 9.164599 0.1464899 0.04212931 
-0.01101802 -3.011381 7.646858 -0.01345347 
-0.02954189 -5.705661 -1.698568 -0.1114804 
-0.009949237 -7.348795 -10.87433 -0.08396095 
0.00665099 -0.5258047 -11.96451 -0.05204239 
-0.008390178 21.66949 7.673637 -0.07582993 
0.0167644 9.977765 -10.82918 -0.01862279 
-0.008908779 -3.849511 -3.24803 -0.07545669 
-0.008001168 -4.525448 13.9214 -0.01390686 
-0.01810467 6.227375 -24.18591 0.02685145 
0.002530821 -0.8688088 -12.87441 0.1190775 
-0.002677319 -6.452445 8.277588 0.02417835 
-0.01741961 -3.189506 -8.313828 0.04636771 
-0.009795791 9.684677 20.15992 -0.01615784 
0.01381126 -5.191892 -4.431621 -0.1292969 
-0.003530549 0.6232506 12.14336 -0.0650397 
-0.001600084 -2.137647 -5.480742 -0.03962965 
0.0244517 -2.661199 -8.505046 -0.05318702 
0.005586163 0.4030398 0.04838321 0.08912355 
-0.009218374 6.195402 15.14184 -0.02715664 
0.001376836 -10.33404 8.350769 -0.0134237 
-0.001667279 -5.067476 3.997425 -0.007649951 
-0.003755575 11.85628 -11.86444 0.04556673 
-0.02582094 -7.341689 2.132979 -0.03381273 
-0.02734585 0.3627546 16.44078 -0.02012632 
0.00822523 10.86799 -14.40956 -0.01558579 
-0.01026312 6.557754 -1.358902 0.04923968 
-0.02360997 7.936693 1.454301 -0.09086666 
-0.03569568 2.677711 10.08436 0.0004701734 
0.02590101 -4.891222 8.900777 0.04559755 
0.02684808 14.50935 2.062113 -0.06444566 
0.003899589 -18.04188 1.940429 -0.02567289 
-0.0008476563 16.78798 1.385722 -0.1249871 
