tau2_1 tau2_2 tau2_3 tau2_4 
0.09593267 1.031051 0.01283451 0.02747671 
2.00151 0.6767921 0.0284542 33.82304 
6.673628 0.2786562 0.02602563 0.3052007 
209.6001 1.323264 0.03023001 0.1217336 
91.55244 0.3084162 0.03352102 31727326494 
115.1934 1.128699 0.03614658 83226.72 
7.122312 2.11229 0.008324306 0.05501918 
3.767794 0.5771833 0.02463449 55975382443 
0.8068318 1.136849 0.02168133 17703.44 
0.4004674 0.7946361 0.02654725 69647.72 
18.73038 0.292886 0.02055633 0.5383713 
1.812119 1.708667 0.00642213 234610245 
21.74968 2.405804 0.04496495 7.512858 
0.459232 0.3322587 0.0338598 0.04830242 
11.97616 1.106883 0.01913655 1.159443 
55.79029 0.4105927 0.01834751 0.2135245 
126.4776 0.1757079 0.01147003 13.53623 
40483.88 0.5546375 0.02576305 0.3679248 
0.4696509 1.926637 0.01537941 0.07145394 
1.597627 1.425665 0.01459939 0.1421446 
136368.5 0.2228573 0.01963464 0.05839232 
0.4146508 5.149219 0.03515275 0.09418301 
1.848681 1.012217 0.01008318 8.171549 
0.03507115 0.8659586 0.02877976 2.385548 
0.448353 0.5097698 0.02353683 0.3315625 
0.08993034 0.5272475 0.05079551 26.77072 
42.43595 0.2713354 0.02174862 4.161051 
2.562418 0.2260021 0.01943138 1576019 
0.408655 0.233292 0.02395358 18.18646 
0.5164468 0.4716394 0.02119303 20.35141 
0.2402183 0.2131744 0.014055 596.1419 
78942.39 0.2047959 0.01255485 6.138716 
0.06950875 1.135309 0.06685448 15.3558 
0.4677741 0.0213549 0.02219234 0.11048 
53.22189 0.4709739 0.01365308 0.2193071 
1.153392e+12 0.4856079 0.01489592 4.764101 
46679.57 0.4064415 0.009054251 31.94344 
404.5377 0.2009341 0.01452565 0.02639526 
35.93555 0.2204408 0.03649825 2.034974 
362.9872 0.1825257 0.02747261 18.57571 
46.64491 2.546259 0.01924164 0.3655025 
188.0317 1.067059 0.01654829 0.1603108 
11.414 0.5687862 0.06786569 0.7821928 
8.252752 1.012421 0.02251102 0.9092664 
2.572539 0.6405631 0.02254013 1.286964 
0.5688731 1.272288 0.02728439 1.08964 
3.239994 0.09327795 0.02930112 0.5898632 
1130.052 1.481388 0.01933258 0.1915352 
0.8236962 0.49942 0.03305753 0.1231898 
9.908049 0.467893 0.1102453 0.8557399 
106.027 0.3600325 0.01422444 0.2105991 
0.01497302 0.1034475 0.01984663 0.8791473 
0.09317493 0.1539019 0.02460362 1.028721 
481618.1 0.4257857 0.02364411 0.06743763 
0.176335 0.07509107 0.02825575 1.594773 
83.8933 0.5570388 0.01865549 0.4930253 
6.864552 1.415907 0.01690776 5.366015 
46182.16 0.3434925 0.02491586 0.03565518 
634143 0.1498451 0.02719072 36.39247 
66169.21 0.3688007 0.03467398 3.454553 
46120562 0.02077117 0.01466058 7.111831 
222.6932 0.3281751 0.02174893 4.549825 
0.7122363 0.5142793 0.03860098 0.8037472 
0.3774801 0.2404892 0.01585972 0.2334241 
0.07952348 0.5837657 0.02746807 877672136737 
0.4897346 0.133779 0.01276607 44.99499 
0.8437686 0.3668574 0.03719762 6.22901e+13 
1.633849 0.03174706 0.02569734 1.629945 
29.88835 1.370364 0.02795302 2.857289 
0.08937488 1.630002 0.02954106 0.06095242 
38.06735 0.1996397 0.01611505 1.040541 
14.34203 0.4181293 0.01495888 0.01910761 
92.15608 1.589593 0.01313989 0.1372766 
1.644104e+16 0.5501711 0.009487251 0.2154724 
614301.6 0.2517746 0.0160123 5.062831 
5.18291 1.410838 0.01123656 0.3408692 
487.87 0.4270506 0.02277286 0.3843923 
34.01246 0.1432747 0.01935522 0.4997974 
5944720 0.3517998 0.01967577 0.1518806 
9633253 2.753065 0.02428033 0.5555427 
3.052303 0.2114715 0.03942151 72.37721 
49.47162 0.6310235 0.02489836 21.64968 
1100.517 0.04545154 0.02233719 71.52335 
3.704382 1.090377 0.03664689 85.3711 
0.3674132 0.1758662 0.01668588 3.448055 
1.153742 4.14248 0.03381065 0.294604 
0.1438858 0.2233752 0.03026207 0.2491563 
0.2535468 1.081997 0.02371458 0.07489553 
4.81705 0.07410842 0.01230854 0.1152205 
11.2183 0.4716479 0.01666871 6.362356 
0.0958377 8.993155 0.02777051 11.48259 
4.290299 0.1555037 0.01783157 0.1733729 
27.92436 0.3872368 0.006117668 155.7555 
271531.7 0.1155063 0.02147367 144.0832 
83.47119 0.8022035 0.01625552 0.2586515 
836437888 0.1352347 0.007480078 1.766964 
2.503187e+13 0.285466 0.0225522 0.0761699 
152.1754 0.5974356 0.0236847 0.03179014 
224.4872 2.753905 0.02099544 0.6477055 
0.1321032 1.573544 0.02185584 0.1853805 
5.548117e+18 0.05135799 0.04049632 8.53903 
38.19709 0.3764617 0.01562011 0.5409481 
139.3222 0.08195746 0.04700585 0.3129688 
1.13778 1.482003 0.04777285 0.6807099 
1260411 0.03324824 0.1201054 4.184618 
85.95795 0.1837536 0.03937217 0.05074779 
38.88193 0.3032841 0.02172281 3.000125 
