p_1 p_2 p_3 p_4 
0.02250351 0.1494192 0.7910215 0.03705573 
0.0163796 0.103237 0.8127951 0.06758827 
0.00180345 0.1117051 0.7671758 0.1193156 
0.01135962 0.08909811 0.7232157 0.1763266 
0.1125842 0.09408656 0.79136 0.001969262 
0.0789773 0.1494304 0.7684295 0.003162809 
0.09074786 0.1623838 0.7344063 0.01246202 
0.03529354 0.1069779 0.8507023 0.007026274 
0.04887152 0.2153442 0.7328374 0.002946917 
0.03625398 0.1440929 0.7932909 0.02636225 
0.04620244 0.08796499 0.8552122 0.01062034 
0.0477133 0.113622 0.8381433 0.0005214392 
0.05923075 0.0841952 0.8321047 0.02446935 
0.05198975 0.1149147 0.7914052 0.04169033 
0.03492164 0.08956773 0.8499956 0.02551499 
0.06133464 0.07898903 0.7824692 0.07720713 
0.004126787 0.1477451 0.7839804 0.0641477 
0.01865843 0.0490128 0.8770466 0.0552822 
0.006337826 0.1102006 0.822657 0.06080453 
0.02311475 0.140538 0.7801952 0.05615208 
0.01522781 0.1536303 0.7711211 0.06002076 
0.03403475 0.1709293 0.7945502 0.0004857414 
0.04975732 0.1288186 0.7534968 0.06792728 
0.08317108 0.1626494 0.7477106 0.006468876 
0.09540907 0.1319012 0.7536517 0.01903802 
0.0564569 0.1628596 0.7689347 0.01174885 
0.04492138 0.1785995 0.7707281 0.005750997 
0.06905535 0.1487341 0.7732164 0.008994176 
0.07166021 0.111618 0.7997466 0.01697519 
0.04164342 0.1231692 0.8285355 0.006651864 
0.04588841 0.1805483 0.7705692 0.002994125 
0.003291934 0.1650581 0.7825624 0.04908755 
0.03235665 0.1952269 0.7308887 0.04152771 
0.01681895 0.1437135 0.6993132 0.1401544 
0.04333011 0.0580734 0.7835519 0.1150446 
0.01521998 0.2118991 0.7238347 0.04904623 
0.0008336746 0.1895711 0.6974835 0.1121117 
0.01502676 0.07304199 0.8271067 0.08482452 
0.02532697 0.1380839 0.7398201 0.09676905 
0.04041745 0.03220744 0.8366289 0.09074621 
0.03966397 0.0990115 0.8095284 0.05179612 
0.02409161 0.1458472 0.7662451 0.0638161 
0.01609578 0.08971747 0.8079618 0.08622494 
0.02205118 0.09812701 0.8388451 0.04097668 
0.03780284 0.1493931 0.7698868 0.04291727 
0.03096677 0.11586 0.8262943 0.02687896 
0.05575224 0.08647643 0.7799845 0.07778681 
0.04242364 0.09165673 0.8085192 0.05740041 
0.005531089 0.19127 0.7465366 0.05666226 
0.01927626 0.1171973 0.7513792 0.1121473 
