Delta_1 Delta_2 Delta_3 Delta_4 
11.02854 -1.108597 0.9861978 -1.914366 
1.692295 0.0582663 0.97808 -3.888634 
4.641086 1.662783 1.262794 21.55212 
-9.132963 0.8597934 0.9984346 9.624634 
15.72019 1.384629 0.7449391 5.498023 
15.57353 1.710302 0.7850362 19.1606 
11.74451 -0.9333951 0.8621031 2.557896 
-2.086543 1.235968 0.7919074 11.87859 
-1.028462 -4.533492 0.903981 -5.581334 
0.6765347 -1.036249 0.9050794 1.398157 
2.347399 1.398218 0.915877 -5.804492 
0.3143028 -0.2059142 0.7058009 -7.298765 
0.7874307 -2.283475 0.8771863 0.1419674 
-17.69094 -1.046114 1.157257 -0.2226113 
14.01635 -0.743699 1.0652 8.553197 
-1.014924 0.1604001 1.222474 -0.06024684 
-6.761183 0.8348256 0.980672 12.40627 
-1.883211 0.3540811 0.8550641 -0.9657641 
24.57592 -0.3644299 1.005431 -1.794217 
8.112961 -0.476851 0.9783061 0.07362705 
-13.29513 3.326792 0.8071935 4.451859 
3.057007 0.3284203 0.9008149 11.81028 
-0.03259363 0.38666 1.085062 -6.2651 
2.413675 0.552011 1.128472 -0.4054856 
11.53924 -3.871674 1.072742 18.23129 
10.96009 0.1661062 0.9517938 7.755667 
0.7697971 2.409014 0.9613528 13.75152 
0.1548995 4.113113 0.9191472 -9.307099 
0.5988853 1.82622 1.006608 -1.642735 
0.3225087 -0.2488171 0.731354 -10.68266 
-0.8183622 1.097416 0.6842408 -0.260582 
-6.142332 0.8908277 0.7936461 9.065297 
-10.74664 2.351394 0.7936053 12.4719 
-10.88183 -0.8453316 0.9411546 14.32536 
10.33487 0.8749893 0.9141466 6.698626 
-21.0178 -1.325454 1.017841 6.751831 
-1.15603 1.583614 1.131733 10.19818 
-15.68878 1.145514 1.021629 5.316262 
10.31808 -2.510772 1.060436 -1.405192 
4.854041 0.2562167 1.295362 1.014446 
2.904145 2.941042 1.315464 -0.1334545 
