beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
15.72944 4.010532 29.79812 3.923856 -32.78209 -4.030546 2.618724 5.34199 
15.25304 4.269789 29.87226 4.10015 -31.91177 -4.080017 6.117847 1.211222 
14.97444 4.487778 29.67591 4.05995 -31.64464 -3.788663 9.740807 2.381989 
15.10988 3.820389 30.07685 3.736926 -32.93688 -3.616775 -17.06324 2.399238 
15.61289 4.193782 30.35953 4.016605 -30.81234 -3.995082 6.79506 0.2317982 
15.47485 4.183053 30.2369 3.998416 -31.96043 -3.891804 -3.563414 -16.55932 
15.2233 4.427471 30.05925 3.944125 -31.48491 -4.015705 2.624799 1.604862 
15.36239 3.874266 29.63059 4.003141 -30.98509 -3.881642 -25.05156 -7.395593 
14.53665 4.259681 29.82185 4.074396 -33.60248 -3.830092 6.737624 2.265147 
15.663 4.454892 29.77495 4.148894 -33.0657 -3.93901 -0.417453 -0.8104017 
15.87081 4.34975 29.76278 3.986195 -32.8384 -3.889036 6.289652 -4.439189 
15.87747 4.175444 29.76567 3.743565 -32.51639 -3.975737 -13.09082 12.2033 
15.54993 4.294539 29.63223 4.010445 -31.918 -3.943468 7.572933 5.913151 
15.67191 4.135028 29.78697 3.989568 -32.58048 -3.894685 2.240172 0.5545686 
15.67181 4.207704 29.53347 3.889208 -32.73301 -3.871026 -7.508452 6.818709 
15.51814 4.304853 29.93829 4.036761 -31.15438 -4.069678 5.411266 6.578689 
15.4254 4.475376 29.96112 4.048225 -30.88337 -3.922656 -7.145008 1.152213 
15.68335 4.223276 29.80289 4.088667 -29.90384 -3.95549 0.6039192 7.670723 
15.71453 4.271155 29.78347 3.890903 -30.07378 -3.870844 7.517396 -0.5901494 
15.74884 4.186741 29.77208 4.145023 -30.99524 -3.927624 -2.435195 -13.80059 
15.68795 4.001654 29.97944 3.845366 -31.49376 -3.654166 18.26723 4.590721 
14.41106 4.683694 29.78861 3.760447 -31.86269 -3.910697 7.911116 13.40727 
15.77886 4.230218 29.69771 3.959396 -29.8133 -3.978084 -8.437734 -3.628199 
14.78343 4.571592 29.49163 4.187318 -31.24411 -3.961011 -16.45825 9.852204 
15.6613 4.27247 30.03727 4.123419 -29.44367 -3.622297 18.17016 -2.119492 
15.63143 4.391519 29.86902 3.986629 -29.77333 -4.220068 -15.65928 -2.563028 
15.60593 4.256668 30.02289 3.979422 -30.06912 -4.044231 -6.98614 2.694828 
15.25125 4.471901 30.08896 3.743176 -31.45312 -3.94666 -11.6184 11.97545 
15.63185 4.062238 29.64386 3.988426 -30.59191 -3.662978 13.23429 -8.255376 
15.46502 4.494326 29.74092 3.941291 -31.05483 -4.098141 3.247011 -23.32475 
15.71141 4.06206 29.67267 3.938975 -30.33094 -4.064766 4.735769 -4.605508 
15.60932 4.07955 29.87149 3.918082 -29.96528 -4.02596 -1.136103 -18.13001 
15.36784 4.241402 30.08072 4.184134 -29.61782 -3.642004 9.916806 17.74452 
14.98268 4.018137 29.9353 3.918816 -30.08682 -3.738836 -13.57552 11.70767 
15.66761 4.012626 29.79531 3.998172 -30.29517 -4.001811 3.671042 -17.08452 
14.78416 4.421342 30.01918 4.189656 -32.52983 -3.853555 12.29071 5.115813 
15.43828 4.167195 29.62989 4.100699 -29.8691 -3.920469 -9.419846 -13.99894 
15.43838 4.239214 29.92676 3.941461 -30.26284 -3.901323 15.78004 8.51599 
15.25815 4.153762 29.72765 3.997731 -30.1927 -4.193959 -12.62938 -10.66117 
15.45771 4.393843 30.04766 4.43394 -30.79229 -3.919451 -0.8287665 15.34743 
15.95563 4.419562 30.00554 3.740318 -30.30581 -3.896918 17.26887 11.24114 
