p_1 p_2 p_3 p_4 
0.3725828 0.2490217 0.3694189 0.008976597 
0.4089128 0.2543697 0.3191538 0.01756369 
0.3458821 0.2484233 0.3493826 0.05631202 
0.4034715 0.2604101 0.3340771 0.002041166 
0.3919943 0.3193894 0.2861541 0.002462218 
0.4155807 0.2459888 0.3357758 0.002654642 
0.4243306 0.2999212 0.2480256 0.02772261 
0.4080458 0.2657847 0.3236675 0.002501976 
0.3847679 0.2661287 0.3470085 0.002094944 
0.3892419 0.2776713 0.3276563 0.005430385 
0.3808688 0.2673383 0.3115353 0.04025766 
0.3925022 0.2595198 0.3108153 0.03716275 
0.3059419 0.2726076 0.4060623 0.0153882 
0.3376733 0.2864007 0.3167435 0.05918248 
0.4921547 0.2419104 0.2513927 0.01454225 
0.3464854 0.2647616 0.3652567 0.02349628 
0.4490745 0.2289398 0.2700645 0.05192115 
0.4848469 0.1993682 0.2603296 0.05545529 
0.4060367 0.2604107 0.3027643 0.03078823 
0.3640513 0.32144 0.3042883 0.0102204 
0.3499886 0.2972905 0.3504396 0.002281331 
0.2744842 0.3073254 0.4019471 0.01624324 
0.3511475 0.3076634 0.3355192 0.005670005 
0.4279097 0.3346241 0.2233909 0.01407529 
0.4308922 0.3541117 0.1875661 0.02743006 
0.3801642 0.2529273 0.3647339 0.002174566 
0.406164 0.2550389 0.3244431 0.01435402 
0.398657 0.3144064 0.273489 0.01344763 
0.4230088 0.3290214 0.2477647 0.0002050381 
0.2846231 0.3148239 0.3249501 0.07560289 
0.5155945 0.2017241 0.2434078 0.03927359 
0.4323158 0.3166677 0.2474583 0.003558258 
0.4017547 0.3567825 0.2212675 0.02019531 
0.4390436 0.2228341 0.3311071 0.00701522 
0.3974614 0.3059407 0.2951792 0.001418724 
0.3055616 0.2719401 0.3560333 0.06646497 
0.3759338 0.2294368 0.3101372 0.08449223 
0.4387175 0.3062504 0.2482732 0.006758965 
0.3733642 0.2509814 0.3319458 0.04370868 
0.4068538 0.2536914 0.319571 0.01988385 
0.3628595 0.3279333 0.2965898 0.01261734 
0.3723249 0.3118612 0.2381417 0.07767215 
0.3183743 0.2865814 0.3926637 0.002380575 
0.2870854 0.3389338 0.3523467 0.02163406 
0.4395604 0.2741669 0.2600267 0.02624598 
0.3195706 0.3182029 0.3308385 0.03138809 
0.3750821 0.3712367 0.2098379 0.04384334 
0.401742 0.2406503 0.3379928 0.01961485 
0.3159338 0.3177383 0.3305482 0.03577972 
0.3757778 0.2981119 0.2146691 0.1114412 
0.4096346 0.3099683 0.263703 0.01669408 
0.3936407 0.2988107 0.2876166 0.01993204 
0.4294688 0.2651665 0.2725442 0.03282061 
0.3093272 0.3404128 0.3409989 0.009261149 
0.4324345 0.2455347 0.2919487 0.03008211 
0.3910778 0.3352556 0.2578784 0.01578819 
0.3811744 0.3613505 0.2561129 0.001362162 
0.4509472 0.2339471 0.3093508 0.005754839 
0.3533616 0.3187875 0.3272331 0.0006177603 
0.4261438 0.2239894 0.2979902 0.05187656 
0.4010145 0.3009521 0.2943363 0.003697163 
0.4300073 0.2926009 0.2734523 0.003939492 
0.4434894 0.2805816 0.2446263 0.0313027 
0.4609102 0.2236829 0.3133151 0.002091778 
0.4864354 0.2961572 0.2133365 0.004070897 
0.4273946 0.2847904 0.2800351 0.007779861 
0.3559084 0.2840843 0.3439681 0.01603919 
0.3687992 0.2709344 0.3509818 0.009284647 
0.4233969 0.2594658 0.2908696 0.02626776 
0.4296393 0.3149778 0.2473669 0.008016041 
0.4058615 0.314654 0.2540656 0.02541897 
0.3805081 0.276238 0.3236441 0.01960981 
0.4022941 0.3144934 0.2253625 0.05785 
0.5135265 0.231429 0.2197475 0.03529694 
0.4676478 0.2086437 0.3035066 0.02020189 
