tau2_1 tau2_2 
0.00885427 0.002899145 
0.01247156 0.003496826 
0.01331483 0.002971543 
0.007127791 0.004089209 
0.00970753 0.002696331 
0.005031624 0.002652885 
0.007959511 0.003722108 
0.01703022 0.002592225 
0.007475482 0.00242488 
0.01458262 0.004607867 
0.02884828 0.003199016 
0.02947207 0.003111917 
0.01846801 0.003023653 
0.0213662 0.003011199 
0.006341227 0.003143284 
0.01267499 0.003853241 
0.01234814 0.00318493 
0.01942422 0.004131564 
0.01545862 0.003859752 
0.01692243 0.003640965 
0.009457231 0.003031167 
0.01021928 0.00313609 
0.01615644 0.003326723 
0.008634187 0.002539417 
0.01412896 0.003862779 
0.00851262 0.002307325 
0.01843744 0.003974811 
0.004597251 0.003697596 
0.005006024 0.002970201 
0.01090407 0.003958222 
0.0307945 0.003857202 
0.01517046 0.003226858 
0.02188463 0.003509982 
0.01928248 0.00284507 
0.01858905 0.002666639 
0.01272598 0.003396358 
0.01553045 0.004005916 
0.01866812 0.003328049 
0.00866524 0.002272849 
0.01628009 0.003296538 
0.04204037 0.004804369 
0.009527681 0.003293174 
0.01531768 0.003746783 
0.00733278 0.002946763 
0.008839087 0.002561994 
0.006926663 0.002443752 
0.004173761 0.003537931 
0.02154509 0.00314781 
0.01393719 0.003550939 
0.009631765 0.00221533 
0.02159329 0.002862542 
0.01339594 0.00311389 
0.0154287 0.002808615 
0.0173359 0.003670627 
0.01083581 0.002273447 
0.01188309 0.002719255 
0.007785953 0.003313631 
0.01618067 0.00335882 
0.01701662 0.003536367 
0.01486761 0.004460554 
0.01257268 0.002890145 
0.01467442 0.003535553 
0.009527281 0.003516221 
0.009155366 0.002809649 
0.01606697 0.002223625 
0.01454157 0.003694975 
0.01435726 0.003604574 
0.01097791 0.003372068 
0.008230368 0.003211444 
0.01186466 0.003000512 
0.01099365 0.002631967 
0.00992994 0.004093833 
0.00540496 0.003336428 
0.00539958 0.003188969 
0.004983282 0.00307771 
0.009788825 0.003423967 
0.01230138 0.002805363 
0.01387978 0.002936895 
0.01106783 0.002876203 
0.02046498 0.003453926 
0.01873506 0.002450183 
0.008981565 0.002107567 
0.02027568 0.003258221 
0.0111388 0.002335738 
0.01423345 0.003138342 
0.01506743 0.003866484 
0.008070405 0.002874606 
0.007066986 0.002617929 
0.004564034 0.003031125 
0.00957098 0.0028697 
0.01044761 0.00343708 
0.009235073 0.003525097 
0.004163453 0.00397259 
0.01115849 0.003751809 
0.01474365 0.002868507 
0.01266504 0.003049968 
0.0110092 0.002740825 
0.01796619 0.002920435 
0.009628422 0.002908532 
0.007698438 0.003597794 
0.01484037 0.002885394 
0.02081713 0.004192192 
0.01578919 0.002780113 
