tau2_1 tau2_2 tau2_3 
0.6012846 0.29605 0.1389025 
2.781562 0.2879171 0.1866019 
0.4944049 0.09943307 0.1613695 
1.15299 0.1606194 0.3064077 
0.211021 0.1380372 0.2149287 
0.2921167 0.1866815 0.1757722 
0.1409968 0.1994272 0.2982518 
1.049022 0.9462801 1.798571 
0.1779544 0.1635034 2.921859 
0.8463423 0.2284441 35.25562 
0.1226273 0.1232427 21.02938 
0.4746444 0.1249107 0.04035683 
0.5848048 0.09879867 0.08066255 
0.1015986 0.06867864 0.325244 
0.5731575 0.08434256 0.1696288 
1.079143 0.1049763 0.1543549 
0.09271179 0.2387343 0.1964306 
0.829894 0.374417 0.06734586 
2.347851 0.05395546 0.3319989 
3.054017 0.2980636 0.1056136 
1.322052 0.1702118 0.1681709 
0.6893947 0.5977671 0.1710925 
0.7853742 0.2197142 0.05719355 
1.454197 0.2593299 0.9654526 
0.5918489 0.1228671 0.1724286 
0.2756487 0.2155222 0.9230439 
0.2856517 0.2039732 0.08443546 
1.049824 0.6644417 0.01604339 
0.66002 0.09081225 0.08211528 
0.4536648 0.2085668 0.03766132 
1.222501 0.2278268 0.0351648 
0.2980976 0.1054774 0.1237361 
1.034569 0.1609187 0.0561679 
0.1266544 0.2152933 1.424319 
0.3229006 0.04878292 0.0697373 
1.106467 0.1267509 0.202684 
0.1287951 0.1611029 0.08166392 
0.3656722 0.05533326 0.03785125 
0.2148187 0.1289025 0.02127347 
0.07636674 0.554203 0.1020586 
0.03091436 0.1556106 0.1875089 
1.080224 0.2237237 0.05006287 
0.7757234 0.1087426 0.05941739 
0.2652367 0.1622505 0.06163977 
0.2208597 0.129726 1.126288 
0.4072959 0.2346877 0.08964983 
0.7166258 0.1049985 0.2454352 
0.0691403 0.3969029 5.36134 
0.5752088 0.2301795 0.2295741 
0.2050495 0.3551963 0.02172112 
0.696733 0.2496582 0.4769648 
0.2787578 0.3525846 0.7362113 
3.35058 0.1595571 0.05549805 
1.13352 0.3312656 0.3381112 
0.5222375 0.3026 0.07876552 
0.9141744 0.2665646 21.16419 
0.7180002 0.09526736 0.3313868 
2.351302 0.2909788 0.04080511 
0.5861464 0.2451181 0.04301483 
0.6801505 0.4656063 0.05993945 
0.3561954 0.09228616 0.02991463 
1.020391 0.1888299 0.1887174 
1.18417 0.09157362 0.08421743 
0.08127148 0.161246 1.813582 
0.3005875 0.05434338 0.0407157 
1.295612 0.2012426 0.4150323 
0.3894943 0.2988984 0.09023003 
0.8620205 0.1729758 0.559403 
1.372703 0.287739 0.07863556 
0.6408182 0.2403965 1.038627 
0.3724649 0.4594275 0.305199 
0.08127827 0.1612781 2.774181 
0.4657197 0.1368822 0.2556041 
1.168234 0.2919691 0.03021581 
0.4306701 0.1451934 0.7621449 
1.360599 0.4729586 0.4986968 
0.2715792 0.2798135 0.1931449 
0.5735379 1.12482 0.07940281 
0.9003427 1.23279 0.05053587 
0.3262395 0.4604485 0.2131887 
0.7633205 0.1195176 0.06457845 
0.0586268 0.08251502 0.03510705 
0.5627186 0.05821644 0.3620959 
0.6999295 0.4011178 0.03669092 
0.596264 0.2450338 0.04140888 
0.6722786 0.07515154 0.3679202 
0.08610451 0.2270372 0.02604602 
1.404864 0.1985857 0.1038919 
0.02910372 1.335919 0.05149234 
2.095014 0.476016 0.06055169 
1.024841 0.1507395 0.05828315 
0.2509314 0.4173457 0.05001549 
0.2235193 0.3805965 0.01559979 
1.391453 0.5218338 2.335756 
0.3225892 0.4954578 1.442345 
0.6527556 0.2059892 0.03425892 
0.599874 0.7090635 0.1258226 
0.1127074 0.1473399 0.6639315 
0.6364465 0.03550571 0.03654667 
0.02285679 0.130933 0.04988601 
0.3108137 0.1177605 0.04282241 
0.08561364 0.6440975 11.88164 
0.0628783 0.2343761 0.173139 
0.2991936 0.1714615 0.09087595 
0.08519321 0.1337478 0.0529012 
0.2721313 0.06210257 0.7310068 
0.6650057 0.2072549 0.04998553 
0.08805576 0.2069645 0.5840981 
1.09609 0.4034373 0.09039327 
0.9518034 0.1781594 5.241055 
0.05314669 0.5151101 0.1973682 
0.4979055 0.1764574 0.6759226 
0.2732415 0.4934031 0.0236793 
0.5329845 0.1997403 0.4724938 
0.4897994 0.4201678 0.1004531 
0.314631 0.4238616 18.19756 
0.1649392 0.1881381 85.82498 
1.93065 0.9393058 0.1470712 
0.2112451 0.08797661 0.3242867 
1.352479 0.1697633 0.7538678 
0.2856943 0.7858769 0.4664119 
0.1462378 0.2871494 0.368377 
0.7058763 0.1802369 0.1897642 
0.2164502 0.1660847 0.1988167 
0.2020229 0.699031 0.05029595 
0.3204146 0.3100096 0.6790207 
0.2397914 0.5249448 0.08902298 
1.613291 0.2456716 0.02211014 
0.5302472 0.04733991 0.06597881 
0.7558233 0.2519653 0.2463153 
1.126127 0.1954807 0.4789403 
0.7633588 0.1402181 2.587327 
0.4259117 0.1751319 0.2993943 
1.26903 0.1227204 0.1424194 
0.08239429 0.1195294 0.06104891 
0.3855631 0.05367675 0.3956699 
0.1978531 0.3882316 0.07925938 
3.19348 0.2907904 0.7408375 
0.09588506 0.06910525 0.05709281 
0.6625389 0.1714483 0.4139168 
0.5440689 0.4851966 0.2905766 
1.486008 0.1312075 0.04399186 
0.110883 0.2175152 0.4368606 
2.308973 0.2200846 0.2662709 
0.1759812 0.2430626 0.3549646 
0.8852856 0.3206533 0.09832456 
0.06727528 0.3082138 0.1877067 
0.6310981 0.2947219 0.3580994 
0.5819354 0.3701319 0.170252 
0.2821521 0.149423 0.05141367 
0.7638078 0.2732119 2433.023 
0.2660489 0.1871819 56952817 
0.3331515 0.07224559 283007.7 
3.801763 0.1800506 27106321 
16.12581 0.2422253 0.1313743 
