p_1 p_2 p_3 
0.107503 0.8005086 0.09198848 
0.09585424 0.8308195 0.07332625 
0.1201078 0.7797257 0.1001665 
0.08675314 0.8583865 0.05486034 
0.1117523 0.8610555 0.02719225 
0.1579239 0.7943513 0.04772484 
0.1583855 0.7792435 0.06237101 
0.1660457 0.7208995 0.1130548 
0.1099831 0.8452895 0.04472734 
0.1216944 0.8236695 0.0546361 
0.07148426 0.8441513 0.08436442 
0.103518 0.8181785 0.07830356 
0.2666401 0.672228 0.06113194 
0.1535349 0.8036928 0.04277233 
0.129157 0.8385196 0.03232331 
0.1604264 0.7929416 0.04663199 
0.09375071 0.8462453 0.06000396 
0.1055512 0.8106761 0.08377269 
0.1509156 0.8144421 0.0346423 
0.1568558 0.7725619 0.07058224 
0.1216553 0.8344596 0.04388513 
0.1579425 0.7365647 0.1054928 
0.1747973 0.7693165 0.05588626 
0.1309451 0.8073236 0.06173121 
0.1159806 0.8035714 0.08044798 
0.1923984 0.736128 0.07147356 
0.1775684 0.7565597 0.0658719 
0.1064291 0.8449622 0.04860876 
0.104174 0.8792275 0.01659852 
0.09593934 0.8604184 0.04364227 
0.160472 0.7597137 0.07981425 
0.116274 0.8266458 0.05708014 
0.1287859 0.8473471 0.02386699 
0.1444202 0.8248889 0.03069096 
0.114272 0.804521 0.08120698 
0.196114 0.756428 0.04745804 
0.1287592 0.8363034 0.0349374 
0.1179936 0.8071374 0.07486901 
0.1555466 0.8161612 0.02829219 
0.1724169 0.7586121 0.06897099 
0.1708414 0.7979716 0.03118703 
0.1207845 0.8207443 0.0584712 
0.1878703 0.7267716 0.08535813 
0.0992543 0.7803676 0.1203781 
0.1339424 0.8241817 0.04187595 
0.1210003 0.7941334 0.0848663 
0.1731521 0.798981 0.02786691 
0.08904511 0.8777396 0.03321531 
0.1147606 0.8181445 0.06709494 
0.1140699 0.7830144 0.1029157 
0.103947 0.8041455 0.09190756 
0.1343893 0.7142713 0.1513394 
0.1232508 0.8462097 0.03053948 
0.1282367 0.8126332 0.05913017 
0.0824859 0.8280663 0.0894478 
0.08768089 0.8521168 0.06020232 
0.1054951 0.8594411 0.03506384 
0.1695839 0.7562437 0.07417246 
0.1253138 0.7962036 0.07848257 
0.1053528 0.8615465 0.03310076 
0.16618 0.7927403 0.04107964 
0.1384644 0.821742 0.0397936 
0.1885509 0.7756957 0.03575334 
0.1042023 0.8510523 0.04474545 
0.07717889 0.8686138 0.05420727 
0.1039453 0.8179598 0.07809491 
0.1683442 0.7741383 0.05751749 
0.1240715 0.8394583 0.03647017 
0.1363517 0.8000292 0.06361911 
0.1179608 0.7828816 0.09915757 
0.1018661 0.8254825 0.07265146 
0.115788 0.8330316 0.05118039 
0.1144684 0.8433387 0.04219282 
0.2011567 0.7444957 0.05434764 
0.09799566 0.8459192 0.05608515 
0.06698861 0.8700649 0.06294648 
0.09751712 0.8330095 0.06947339 
0.1745006 0.7652252 0.06027422 
0.1183362 0.8544475 0.02721632 
0.1625324 0.7934852 0.04398239 
0.1487141 0.78762 0.06366587 
0.1114053 0.8281842 0.0604105 
0.0971708 0.8509828 0.05184635 
0.09088118 0.8021593 0.1069596 
0.08197649 0.8057247 0.1122988 
0.1395197 0.8080945 0.05238582 
0.2175877 0.7117715 0.0706408 
0.2086482 0.7446384 0.04671334 
0.1982214 0.772576 0.0292025 
0.1325709 0.8121234 0.05530573 
0.09033104 0.8309642 0.07870472 
0.1169024 0.7951907 0.0879069 
0.2311564 0.7170426 0.05180094 
0.1547642 0.6810281 0.1642078 
0.09914899 0.8260998 0.07475119 
0.1454383 0.8135607 0.04100105 
0.1841491 0.7598921 0.05595883 
0.1395862 0.8259864 0.03442733 
0.1694314 0.7935923 0.03697631 
0.1518618 0.8140173 0.03412091 
0.125833 0.8284834 0.04568357 
0.1023539 0.8124211 0.08522502 
0.1595972 0.7546556 0.08574715 
0.1212704 0.8252975 0.05343213 
0.1183997 0.770929 0.1106714 
0.1204929 0.791059 0.0884481 
